probe	gene	mean_expression
ILMN_3237497	TGIF2LX	2.645025053525049
ILMN_3241861	TGIF2LY	2.623542444827681
ILMN_1721134	TGM1	5.181541897301819
ILMN_1705750	TGM2	5.15926095206419
ILMN_1786847	TGM3	5.558238415415889
ILMN_1669363	TGM4	0.7898186773005714
ILMN_2259966	TGM5	4.37534046304265
ILMN_1776214	TGM6	5.438313210726132
ILMN_1691164	TGM7	2.3381045473371587
ILMN_1651735	TGOLN2	10.393308523126075
ILMN_1651506	TGS1	6.502254400892844
ILMN_1677273	TH	11.552160326022253
ILMN_1811624	THADA	4.435112860097719
ILMN_1757272	THAP1	8.077985653368758
ILMN_1767542	THAP10	9.000262434384231
ILMN_1780699	THAP11	10.34904994438254
ILMN_1655622	THAP12	10.923239830309514
ILMN_1686461	THAP2	5.056550855178419
ILMN_1766128	THAP3	6.076566131687283
ILMN_2183261	THAP4	5.7198365861101115
ILMN_1769150	THAP5	2.849563046213189
ILMN_1661424	THAP6	5.937945656970896
ILMN_1652486	THAP7	6.2983735977081485
ILMN_1790109	THAP8	4.558381082946345
ILMN_1809054	THAP9	2.3665765518646764
ILMN_1759787	THBD	1.3433949741947835
ILMN_1686116	THBS1	6.248437895969687
ILMN_1678842	THBS2	8.661557692983541
ILMN_1804663	THBS3	8.250931997269179
ILMN_1736078	THBS4	7.868650651042262
ILMN_1705372	THEG	4.362356560571943
ILMN_1682120	THEM4	5.323842250966522
ILMN_1665923	THEM5	4.357280139925776
ILMN_1777740	THEM6	10.08044499348997
ILMN_1684040	THEMIS	0.0
ILMN_1735143	THEMIS2	2.9997329459258246
ILMN_2093720	THG1L	7.197980708827093
ILMN_1782688	THNSL1	6.137476049386628
ILMN_2173294	THNSL2	9.066741565112991
ILMN_1802157	THOC1	7.97801801181345
ILMN_1696883	THOC2	7.38714581471767
ILMN_2415926	THOC3	10.043236652211048
ILMN_1667883	THOC5	9.345909784567029
ILMN_1679880	THOC6	6.318685977366775
ILMN_1805028	THOC7	11.827306276715285
ILMN_1726659	THOP1	7.7200368887083215
ILMN_1737943	THPO	1.9504800010756975
ILMN_1718182	THRA	8.609803969243666
ILMN_1671028	THRAP3	8.062026354460205
ILMN_1696683	THRB	1.3243273031509186
ILMN_1794844	THRSP	0.21403896031108074
ILMN_2399588	THSD1	2.9695163413884007
ILMN_1726352	THSD4	7.163443887476601
ILMN_1762360	THSD7A	2.772049346409942
ILMN_1737168	THTPA	1.2143677167798628
ILMN_2108339	THUMPD1	9.36802185766872
ILMN_1787511	THUMPD2	9.132837107965358
ILMN_1671902	THUMPD3	5.204502834090467
ILMN_1701112	THUMPD3-AS1	0.18693957040036843
ILMN_1779875	THY1	9.84183774733149
ILMN_2357361	THYN1	9.990308166244532
ILMN_2388466	TIA1	9.85503068290024
ILMN_2055634	TIAF1	9.425246338643735
ILMN_1796855	TIAL1	9.722949144242957
ILMN_1655577	TIAM1	6.3731064974184575
ILMN_2358560	TIAM2	6.379625315675156
ILMN_1724863	TICAM1	5.690264220075161
ILMN_1651346	TICAM2	8.053070519774826
ILMN_1674662	TICRR	3.430790427924683
ILMN_1815690	TIE1	4.140426845400786
ILMN_1686454	TIFA	4.3995937818809345
ILMN_1878866	TIFAB	2.102591972193874
ILMN_1791792	TIGAR	8.145183839713967
ILMN_1777579	TIGD1	4.8992302927057665
ILMN_1690066	TIGD2	5.879194900306771
ILMN_1695878	TIGD3	3.4424232340338308
ILMN_2226435	TIGD4	0.0
ILMN_1705774	TIGD5	7.942935686849193
ILMN_1703984	TIGD6	5.671818259175729
ILMN_1676905	TIGD7	7.294800524358757
ILMN_2125017	TIGIT	3.357229852742148
ILMN_1750678	TIMD4	0.0
ILMN_1735093	TIMELESS	9.533423726754094
ILMN_1765332	TIMM10	10.031792327825181
ILMN_1773850	TIMM10B	8.093150552327378
ILMN_1686557	TIMM13	0.0
ILMN_1656798	TIMM17A	5.294742642764102
ILMN_1813260	TIMM17B	10.099967713797996
ILMN_2182531	TIMM21	10.385210537390472
ILMN_1706959	TIMM22	9.564948199911896
ILMN_1679555	TIMM23	11.967454137003978
ILMN_1784031	TIMM44	8.280347243468825
ILMN_1752229	TIMM50	0.14461222530960433
ILMN_1722239	TIMM8A	7.009738727903951
ILMN_1738938	TIMM8B	7.888585310763793
ILMN_1653709	TIMM9	9.4666292104351
ILMN_2193175	TIMMDC1	6.501173061416683
ILMN_1711566	TIMP1	12.229276903254073
ILMN_1721876	TIMP2	11.600817597178557
ILMN_1701461	TIMP3	6.0390010125509335
ILMN_1663399	TIMP4	3.6707503847246943
ILMN_1810684	TINAG	4.30126520854377
ILMN_1807169	TINAGL1	0.20459731665500872
ILMN_1697420	TINF2	10.537333217820487
ILMN_1765578	TIPARP	9.69234067013549
ILMN_1761939	TIPIN	5.446095113112704
ILMN_1781457	TIPRL	9.726402491230822
ILMN_2290679	TIRAP	3.5414444717710807
ILMN_1743763	TJAP1	9.324669314623895
ILMN_1691499	TJP1	7.8977695550010205
ILMN_1664978	TJP2	5.192976190139942
ILMN_1806037	TK1	5.070705793157084
ILMN_1766814	TK2	4.839544744121384
ILMN_1678619	TKFC	4.612035275096008
ILMN_1736597	TKT	12.82813225120347
ILMN_1674009	TKTL1	7.956551334400149
ILMN_1713533	TKTL2	0.0
ILMN_1784655	TLCD1	5.371213655313376
ILMN_1668465	TLDC1	2.9122673459825648
ILMN_1807067	TLDC2	0.6037497663007171
ILMN_1751572	TLE1	8.46949389437194
ILMN_1814917	TLE2	5.617181700552666
ILMN_2234412	TLE3	6.597918781569713
ILMN_2103761	TLE4	8.870240256843315
ILMN_1661299	TLE6	5.464198859278675
ILMN_1811029	TLK1	6.764943120631558
ILMN_1663486	TLK2	8.934262593960831
ILMN_1699814	TLL1	2.5075808026259554
ILMN_1755158	TLL2	1.818578756315868
ILMN_1696643	TLN1	6.226024770045837
ILMN_1700042	TLN2	6.9510497319452815
ILMN_1731048	TLR1	0.0
ILMN_2298366	TLR10	1.4252440076886081
ILMN_1772387	TLR2	0.0
ILMN_1689578	TLR3	2.965413334071299
ILMN_1706217	TLR4	0.9888596112215721
ILMN_1722981	TLR5	2.5537400709043037
ILMN_1749287	TLR6	2.3626660923184155
ILMN_1677827	TLR7	1.1149592061158131
ILMN_1682251	TLR8	2.8624997918720663
ILMN_1679798	TLR9	2.0233391193715407
ILMN_1677564	TLX1	4.309575315629244
ILMN_1793016	TLX2	0.6768345545048527
ILMN_1806344	TLX3	3.8495424639972575
ILMN_2143148	TM2D1	11.488952484028289
ILMN_1741171	TM2D2	5.661991564058952
ILMN_1761120	TM2D3	11.831818396372055
ILMN_1770338	TM4SF1	3.787662927629252
ILMN_1739170	TM4SF18	0.450146852274504
ILMN_1668842	TM4SF19	1.7641396441010706
ILMN_1775830	TM4SF20	1.3780191768500345
ILMN_1792404	TM4SF4	0.4638993476854008
ILMN_2167808	TM4SF5	0.9733048890550728
ILMN_1750961	TM6SF1	5.850841943738474
ILMN_1757757	TM6SF2	1.1286206105135645
ILMN_1690040	TM7SF2	10.184639832882764
ILMN_1803995	TM7SF3	9.246303946431354
ILMN_1709334	TM9SF1	7.876179840287512
ILMN_1785765	TM9SF2	10.524822280667843
ILMN_1669931	TM9SF3	7.993538768712522
ILMN_1674421	TM9SF4	9.180117921061369
ILMN_1735004	TMA16	1.8547206856983627
ILMN_1707783	TMA7	13.642267371902653
ILMN_1705213	TMBIM1	5.89706350613485
ILMN_1664750	TMBIM4	10.504934912322575
ILMN_1693311	TMBIM6	12.97020146826764
ILMN_1792812	TMC1	2.010956985640885
ILMN_1710269	TMC2	4.721724255159659
ILMN_1712407	TMC3	4.4304737607910525
ILMN_1803219	TMC4	7.000558565645979
ILMN_1730117	TMC5	2.023761468662899
ILMN_1794677	TMC6	6.33902944217794
ILMN_1689306	TMC7	4.769569433194718
ILMN_2211534	TMC8	4.367186833803989
ILMN_1677963	TMCC1	6.78579284719342
ILMN_1659024	TMCC2	6.123572037023936
ILMN_1685493	TMCC3	2.0655519529895625
ILMN_1793829	TMCO1	12.19709476391734
ILMN_1773333	TMCO2	1.5738641529397144
ILMN_2220739	TMCO3	8.846849374673587
ILMN_1781276	TMCO4	0.36465768750656125
ILMN_1652719	TMCO5A	2.5792596904101206
ILMN_2180624	TMCO6	5.882863679391986
ILMN_1693045	TMED1	10.709121367280508
ILMN_1736585	TMED10	10.178560232368985
ILMN_2213558	TMED10P1	12.120968619855525
ILMN_1654939	TMED2	11.266771695399795
ILMN_1719316	TMED3	13.610629789698365
ILMN_1804148	TMED4	10.590940576447572
ILMN_1803279	TMED5	9.658843839086488
ILMN_1748899	TMED6	0.5875998241871606
ILMN_1672405	TMED7	10.369095809359738
ILMN_1676670	TMED8	1.6660777256159764
ILMN_1743655	TMED9	11.984607919575152
ILMN_1729498	TMEFF1	9.411928432783307
ILMN_1730645	TMEFF2	11.751210616205668
ILMN_1698259	TMEM100	7.604619728493893
ILMN_1667716	TMEM101	10.571673822491617
ILMN_1755224	TMEM102	0.2962417293849146
ILMN_1677736	TMEM104	0.33878781325931656
ILMN_1783973	TMEM105	4.519243635584878
ILMN_3249244	TMEM106A	9.79695371150664
ILMN_1726288	TMEM106B	8.651467989421091
ILMN_1692511	TMEM106C	9.53011540708625
ILMN_2413331	TMEM107	7.869859311614294
ILMN_1669709	TMEM108	7.567531952677245
ILMN_2092756	TMEM109	6.18006564590311
ILMN_2175265	TMEM11	7.385959351738166
ILMN_1705224	TMEM110	1.9738574466033105
ILMN_1667418	TMEM114	8.81056867798405
ILMN_1712035	TMEM115	8.968910259663192
ILMN_2052871	TMEM116	8.948924343256627
ILMN_1809894	TMEM117	4.731328248221381
ILMN_1738116	TMEM119	1.9049283637882193
ILMN_1654516	TMEM120A	10.451369333325157
ILMN_1720498	TMEM120B	3.1346333898316026
ILMN_1723145	TMEM121	1.4956302064761047
ILMN_1724139	TMEM123	10.913707659179787
ILMN_1685709	TMEM125	3.4795380265149674
ILMN_2217809	TMEM126A	10.404807388070259
ILMN_2145518	TMEM126B	11.54467213580528
ILMN_1721563	TMEM127	5.114499686845818
ILMN_2194229	TMEM128	5.795721730914523
ILMN_1663033	TMEM129	6.098324898656172
ILMN_1748812	TMEM130	8.568469548978438
ILMN_1753608	TMEM131	9.382687386872643
ILMN_2317923	TMEM132A	9.315825528283519
ILMN_3240241	TMEM132B	7.793138231300517
ILMN_1687792	TMEM132C	4.593864667045767
ILMN_1763612	TMEM132D	6.272911994160624
ILMN_1730516	TMEM133	2.41779256466762
ILMN_1770977	TMEM134	9.539853433614452
ILMN_1700202	TMEM135	7.19915793266507
ILMN_1815346	TMEM136	9.888342838884522
ILMN_1664761	TMEM138	7.5737400190610265
ILMN_1683470	TMEM139	0.0
ILMN_1736863	TMEM140	2.940168492548132
ILMN_1774066	TMEM141	10.21308469771529
ILMN_1732187	TMEM143	7.484289670813204
ILMN_1708110	TMEM144	1.3800043702580203
ILMN_1789112	TMEM145	10.138856676597118
ILMN_1803624	TMEM147	10.757949686310821
ILMN_1785191	TMEM14A	11.00529146340748
ILMN_1685258	TMEM14B	11.043166555242317
ILMN_2175131	TMEM14C	13.250504767347868
ILMN_2299612	TMEM150A	7.9781766880377525
ILMN_1776313	TMEM150B	4.277867527147694
ILMN_1797047	TMEM150C	5.166055482204995
ILMN_1709659	TMEM151A	5.4993856020035565
ILMN_3247088	TMEM151B	6.915619379160762
ILMN_1683494	TMEM154	4.455678955496443
ILMN_1809947	TMEM155	5.579145396782098
ILMN_2095660	TMEM156	6.5973923091409965
ILMN_1792455	TMEM158	11.074300083234169
ILMN_1655876	TMEM159	9.343365811969894
ILMN_1704024	TMEM160	11.446639896711284
ILMN_1708900	TMEM161A	6.0114966819938545
ILMN_1807580	TMEM161B	5.479908812282073
ILMN_1751901	TMEM163	9.343260091738637
ILMN_3241091	TMEM164	9.49878798606316
ILMN_1773935	TMEM165	7.794003882816711
ILMN_3251560	TMEM167A	11.048678377063924
ILMN_1795893	TMEM167B	10.46056473004529
ILMN_1758679	TMEM168	6.210646999084081
ILMN_1813796	TMEM169	8.672227578269371
ILMN_2210386	TMEM17	12.470442999102707
ILMN_2212590	TMEM170A	8.448652344462806
ILMN_3236428	TMEM170B	8.759473398854075
ILMN_1728009	TMEM171	0.3188041072798933
ILMN_2145116	TMEM173	3.1327196329808555
ILMN_1776263	TMEM174	0.0
ILMN_1654629	TMEM175	8.918618698258783
ILMN_1791511	TMEM176A	7.833442938732088
ILMN_1847047	TMEM176B	5.206399019365128
ILMN_1756402	TMEM177	7.917008837959707
ILMN_2104295	TMEM178A	10.366972877830896
ILMN_3214477	TMEM178B	5.437398501895775
ILMN_1733757	TMEM179B	10.636974638684991
ILMN_1772700	TMEM18	7.04892443371418
ILMN_1710078	TMEM181	8.907021132564479
ILMN_1806801	TMEM182	3.876634911360037
ILMN_1752589	TMEM183A	12.313389723508507
ILMN_2172269	TMEM183B	12.34743626628318
ILMN_1815937	TMEM184A	0.9621045693847307
ILMN_1747460	TMEM184B	7.791446199087042
ILMN_3237779	TMEM184C	8.637336302811278
ILMN_1738276	TMEM185A	9.348417364972791
ILMN_2231020	TMEM185B	6.4705765169714065
ILMN_2230998	TMEM186	5.681312853100156
ILMN_2198185	TMEM187	7.388923450163815
ILMN_2162989	TMEM189	9.24372482193775
ILMN_1677446	TMEM189-UBE2V1	8.13078326723111
ILMN_3251207	TMEM19	7.860154411137208
ILMN_1815773	TMEM190	1.9823298717503401
ILMN_3228529	TMEM191A	7.5214647328054385
ILMN_1687266	TMEM191B	9.77651140392083
ILMN_1780618	TMEM192	7.0451282986219175
ILMN_2125084	TMEM196	2.1352337761965363
ILMN_1688637	TMEM198	6.865130158863451
ILMN_1652687	TMEM198B	0.33515920976745056
ILMN_1748481	TMEM199	8.137560744594861
ILMN_1784661	TMEM2	8.35558228174019
ILMN_1725387	TMEM200A	7.6947864858124815
ILMN_1682231	TMEM200B	0.6166798665129583
ILMN_1710536	TMEM200C	3.3502584770112556
ILMN_1738420	TMEM201	4.209950433025223
ILMN_2245523	TMEM202	4.13789954615341
ILMN_2073010	TMEM203	9.34677037086845
ILMN_1751559	TMEM204	2.2742880913298573
ILMN_1730734	TMEM205	11.966393185707178
ILMN_3247821	TMEM206	10.44910917541633
ILMN_1704022	TMEM207	5.837656287813572
ILMN_1700419	TMEM208	9.778383853433832
ILMN_1748926	TMEM209	8.829612043862497
ILMN_1676257	TMEM211	0.0
ILMN_1739126	TMEM213	1.2237977809014715
ILMN_3297644	TMEM214	7.348943963094057
ILMN_1798037	TMEM215	0.32271274968709146
ILMN_1732577	TMEM216	10.085244547912472
ILMN_1756238	TMEM217	3.7204800609703153
ILMN_2395856	TMEM218	8.777537953753088
ILMN_1737644	TMEM219	10.241307452751174
ILMN_2105549	TMEM220	0.6182444839887243
ILMN_3261382	TMEM221	0.9432699394600674
ILMN_1793632	TMEM222	8.136433493162675
ILMN_2263144	TMEM223	7.331574532477956
ILMN_1749516	TMEM225	0.8668224808144691
ILMN_1824665	TMEM229A	2.977654725901125
ILMN_3234828	TMEM229B	4.534655414854265
ILMN_1806312	TMEM230	10.849345925836701
ILMN_2394523	TMEM231	8.058666306198914
ILMN_1707954	TMEM232	4.953143388316983
ILMN_3242676	TMEM233	0.5018627542469914
ILMN_2190266	TMEM234	6.852057490173309
ILMN_1684180	TMEM236	5.047151570335755
ILMN_1800958	TMEM237	10.022955113541324
ILMN_1748827	TMEM238	2.7279845981257806
ILMN_1748257	TMEM240	5.969988750045271
ILMN_1690442	TMEM241	6.871460339834791
ILMN_1682444	TMEM242	5.078850615763845
ILMN_1751143	TMEM243	7.366295540239681
ILMN_1724915	TMEM244	2.6703718527793843
ILMN_1788384	TMEM245	8.106264906785212
ILMN_1809323	TMEM246	7.975411608852539
ILMN_1681062	TMEM247	2.649252571389081
ILMN_1729130	TMEM248	7.426345839037649
ILMN_1651745	TMEM25	5.362463590478392
ILMN_3193306	TMEM251	9.866162609749912
ILMN_1715653	TMEM252	1.2491793906423023
ILMN_3187462	TMEM253	5.175859592852424
ILMN_1672717	TMEM254	9.014887659970997
ILMN_3240048	TMEM254-AS1	2.48368925881447
ILMN_1699978	TMEM255A	6.715620105957911
ILMN_2343273	TMEM255B	3.042686158412105
ILMN_2201533	TMEM256	13.82651038719346
ILMN_1684016	TMEM257	3.967247997628006
ILMN_1786759	TMEM258	14.30391433336515
ILMN_1703288	TMEM259	9.641738908673458
ILMN_1809639	TMEM26	2.4794898304479256
ILMN_1758093	TMEM260	4.271975158275626
ILMN_1769409	TMEM261	9.097624862412253
ILMN_1804611	TMEM263	7.772353332386839
ILMN_1808956	TMEM266	7.145381803210847
ILMN_2150465	TMEM267	11.111143199401623
ILMN_1803652	TMEM268	6.459627426723389
ILMN_1772894	TMEM27	6.118021412364389
ILMN_1735680	TMEM30A	8.846462583133517
ILMN_1752935	TMEM30B	0.9947613469520168
ILMN_1710312	TMEM31	8.356825292919991
ILMN_1832208	TMEM33	9.181685813052349
ILMN_2227266	TMEM35A	11.11140824481668
ILMN_3265343	TMEM35B	4.3194670832588375
ILMN_1670672	TMEM37	2.0699055795509076
ILMN_1765584	TMEM38A	4.774173853280247
ILMN_1669940	TMEM38B	9.396516002339892
ILMN_1770373	TMEM39A	6.957134024739545
ILMN_2212714	TMEM39B	8.347419409271737
ILMN_2149292	TMEM40	0.7651506567507064
ILMN_1685602	TMEM41A	7.93042785206896
ILMN_1678004	TMEM41B	10.834224019329111
ILMN_1760245	TMEM42	10.446653473207418
ILMN_1698605	TMEM43	9.488948189197464
ILMN_1688848	TMEM44	8.878146674203379
ILMN_1770922	TMEM45A	7.884651257576441
ILMN_1771120	TMEM45B	0.47831267352095813
ILMN_2129234	TMEM47	9.710609548034688
ILMN_1689704	TMEM5	7.818117430949294
ILMN_1745368	TMEM50A	6.638499995942997
ILMN_1757391	TMEM50B	9.474789711019191
ILMN_1674985	TMEM51	8.164555606560485
ILMN_1668246	TMEM52	6.083121459963355
ILMN_1727606	TMEM52B	2.933285437211208
ILMN_1688041	TMEM53	6.875749218399034
ILMN_2059689	TMEM54	8.501178085613729
ILMN_1752117	TMEM55A	9.003981473406695
ILMN_1770742	TMEM55B	10.137300561850948
ILMN_1782429	TMEM56	1.6679448245463033
ILMN_1718831	TMEM57	8.31659517241633
ILMN_1792508	TMEM59	12.475768179549192
ILMN_1730945	TMEM59L	10.450271223089407
ILMN_1752213	TMEM60	10.4932256679557
ILMN_1667115	TMEM61	1.4556246798716705
ILMN_1745807	TMEM62	6.890134756784824
ILMN_1719649	TMEM63A	0.3486730278886818
ILMN_1728349	TMEM63B	7.758372516680514
ILMN_1792094	TMEM63C	4.498269090185487
ILMN_1853876	TMEM64	8.362888177996986
ILMN_2068122	TMEM65	2.6710473473147487
ILMN_1705049	TMEM67	6.394952043098125
ILMN_1702244	TMEM68	5.043328546242888
ILMN_3251312	TMEM69	10.096745578725066
ILMN_1739032	TMEM70	5.69207469518982
ILMN_1674402	TMEM71	1.2586436467593072
ILMN_1664074	TMEM72	1.317170476202461
ILMN_1887656	TMEM72-AS1	5.066375935036566
ILMN_2066534	TMEM74	4.4085059057403235
ILMN_1751228	TMEM74B	11.673382496682
ILMN_2090802	TMEM79	8.195856897911481
ILMN_1689868	TMEM80	6.699563337594849
ILMN_1725971	TMEM81	0.0
ILMN_1703648	TMEM82	2.6919143649015105
ILMN_1797021	TMEM86A	3.833365963158855
ILMN_2049417	TMEM86B	5.835445183122459
ILMN_1716816	TMEM87A	11.371159212960762
ILMN_1679693	TMEM87B	2.6208068697271636
ILMN_1757129	TMEM88	5.584001304352224
ILMN_1810696	TMEM88B	0.0
ILMN_1694339	TMEM89	1.9739076848360915
ILMN_1741371	TMEM8A	8.980228703516685
ILMN_1708029	TMEM8B	12.021439178063304
ILMN_1661514	TMEM8C	2.137758148725458
ILMN_1686748	TMEM9	11.711018327293631
ILMN_2211065	TMEM91	10.486577342562246
ILMN_2092223	TMEM92	0.005927798355691818
ILMN_2059211	TMEM94	6.786962913378879
ILMN_1766422	TMEM95	0.8828208299007732
ILMN_1710962	TMEM97	12.216010735676484
ILMN_1779182	TMEM98	11.109440410900445
ILMN_1758173	TMEM99	10.00338576696546
ILMN_2100815	TMEM9B	10.753741619944082
ILMN_1661142	TMF1	8.202058726345877
ILMN_1726745	TMIE	2.4675684318025146
ILMN_1771467	TMIGD1	5.0513442936094775
ILMN_2160577	TMIGD2	2.3368482836292386
ILMN_1733259	TMIGD3	0.5159226137580492
ILMN_1683575	TMLHE	8.634272105077688
ILMN_1736911	TMOD1	8.604368213730746
ILMN_3250273	TMOD2	9.599647051091244
ILMN_1809484	TMOD3	5.605291904110369
ILMN_1794163	TMOD4	4.868409080241683
ILMN_1768816	TMPO	8.030238273784477
ILMN_3266964	TMPO-AS1	3.0885487514737893
ILMN_1758102	TMPPE	4.681302475865851
ILMN_1712162	TMPRSS11A	5.0458160308480515
ILMN_1748675	TMPRSS11B	2.3012602882523736
ILMN_1746928	TMPRSS11D	0.6920481872957439
ILMN_1740007	TMPRSS11E	0.5667050538215421
ILMN_1742586	TMPRSS11F	3.9001348585812665
ILMN_2203147	TMPRSS12	5.982511015942272
ILMN_2220845	TMPRSS15	6.68035260820988
ILMN_1791123	TMPRSS2	1.012491996598169
ILMN_1700475	TMPRSS3	4.682438772332191
ILMN_1706021	TMPRSS4	4.170620447667088
ILMN_1739214	TMPRSS5	2.5126188629288033
ILMN_1725014	TMPRSS6	0.5384944012858324
ILMN_2041648	TMPRSS7	5.190188786085588
ILMN_1770387	TMPRSS9	1.9718988489276785
ILMN_1812392	TMSB10	15.583687163439082
ILMN_1681737	TMSB15A	14.20749630851794
ILMN_1737283	TMSB15B	13.731604805151639
ILMN_1683271	TMSB4X	15.696198473120333
ILMN_1776195	TMSB4Y	0.3016853276478912
ILMN_1811426	TMTC1	5.807511244570571
ILMN_1805645	TMTC2	6.0496613512696085
ILMN_2119555	TMTC3	6.798030631595437
ILMN_1762095	TMTC4	7.73965104659548
ILMN_1666050	TMUB1	8.580954311094912
ILMN_2311779	TMUB2	10.39538038503658
ILMN_1691181	TMX1	10.088954709729164
ILMN_1799367	TMX2	10.22921522008113
ILMN_2047206	TMX3	6.920009748135745
ILMN_2204754	TMX4	7.649551049704928
ILMN_1719759	TNC	10.015588915247704
ILMN_1728106	TNF	0.9408231150732357
ILMN_1655429	TNFAIP1	9.06664604769808
ILMN_1727689	TNFAIP2	1.6459639207244336
ILMN_1702691	TNFAIP3	5.656651256549733
ILMN_1785732	TNFAIP6	6.0793695972851
ILMN_2414325	TNFAIP8	5.894185877405253
ILMN_1684346	TNFAIP8L1	5.279165558149721
ILMN_1744113	TNFAIP8L2	0.0
ILMN_1682099	TNFAIP8L3	4.61528492988243
ILMN_1721316	TNFRSF10A	3.983968853777446
ILMN_1699265	TNFRSF10B	11.578360127625457
ILMN_1672114	TNFRSF10C	5.164598512335558
ILMN_1666022	TNFRSF10D	5.851631828496154
ILMN_1698952	TNFRSF11A	2.078553841060328
ILMN_1676663	TNFRSF11B	1.0461554373161002
ILMN_1689004	TNFRSF12A	6.652606723435183
ILMN_1759075	TNFRSF13B	0.5737552768422988
ILMN_1731742	TNFRSF13C	1.1615903610931644
ILMN_1697409	TNFRSF14	5.86356347775473
ILMN_1768016	TNFRSF17	0.0
ILMN_2349633	TNFRSF18	0.7932132283700933
ILMN_1704154	TNFRSF19	9.611059498630643
ILMN_1685005	TNFRSF1A	7.841696046431049
ILMN_1764788	TNFRSF1B	3.44310359855316
ILMN_1699695	TNFRSF21	11.42839615814333
ILMN_2299661	TNFRSF25	0.9104071925461349
ILMN_1710204	TNFRSF4	4.04261395225327
ILMN_1661825	TNFRSF6B	1.1028621434296502
ILMN_1770711	TNFRSF8	0.0
ILMN_1813379	TNFRSF9	6.521287399715603
ILMN_1801307	TNFSF10	0.07090209841846525
ILMN_1673175	TNFSF11	3.3294732841309593
ILMN_1680003	TNFSF12	4.4012365927623245
ILMN_1670188	TNFSF12-TNFSF13	4.416082370139946
ILMN_1784264	TNFSF13	3.661652593596703
ILMN_2066858	TNFSF13B	8.093741948663448
ILMN_2363392	TNFSF14	10.872079354794321
ILMN_2106380	TNFSF15	8.561730731558244
ILMN_1738335	TNFSF18	2.167849246875459
ILMN_2089875	TNFSF4	3.179454936306462
ILMN_1761778	TNFSF8	3.7989755294878584
ILMN_1751464	TNFSF9	8.197500963252901
ILMN_1687442	TNIK	3.440095980788661
ILMN_1703650	TNIP1	7.823190485914938
ILMN_2168933	TNIP2	6.223843756681991
ILMN_1707591	TNIP3	3.197315380449068
ILMN_1724096	TNK1	1.065086884097279
ILMN_1669703	TNK2	9.427303207491393
ILMN_1657891	TNKS	7.045608677871988
ILMN_1690826	TNKS1BP1	6.52716334858973
ILMN_1763269	TNKS2	0.5186078095825039
ILMN_1763587	TNMD	4.890874839694599
ILMN_1753789	TNN	2.6739385576957964
ILMN_1809842	TNNC1	4.529482524300459
ILMN_1693428	TNNC2	1.0843261344448853
ILMN_1690050	TNNI1	1.17818806398595
ILMN_2169261	TNNI2	0.16105899126115047
ILMN_1768637	TNNI3	8.203976837032766
ILMN_1799141	TNNI3K	2.5904240848813256
ILMN_2115991	TNNT1	3.8605670881783567
ILMN_1664071	TNNT2	4.932242198860693
ILMN_1720231	TNNT3	1.6572711874894985
ILMN_2150797	TNP1	3.9596597420448636
ILMN_1795250	TNP2	0.5304300466597264
ILMN_1837935	TNPO1	8.937063468690338
ILMN_1656066	TNPO2	11.912593391821746
ILMN_1683811	TNPO3	8.754373562701273
ILMN_1806492	TNR	1.351173085565997
ILMN_1714622	TNRC6A	7.766854849135734
ILMN_1726786	TNRC6B	8.702170169448358
ILMN_1746871	TNRC6C	4.669129839096503
ILMN_1807919	TNS1	4.370813877071169
ILMN_1722732	TNS2	2.9325769636867562
ILMN_1667893	TNS3	6.66066931372344
ILMN_1716370	TNS4	4.097577626380641
ILMN_2115350	TNXA	3.722147945421123
ILMN_1708615	TNXB	2.0329750236110415
ILMN_1672004	TOB1	9.597088345438976
ILMN_1748884	TOB2	3.798674530695853
ILMN_1657832	TOB2P1	0.6904597959826907
ILMN_1660938	TOE1	5.327372524132103
ILMN_1765523	TOLLIP	6.033711442959852
ILMN_2082314	TOM1	9.898794944295288
ILMN_1802642	TOM1L1	2.2092981278491455
ILMN_1655068	TOM1L2	6.888815387773728
ILMN_3251472	TOMM20	14.022333687189773
ILMN_3245697	TOMM20L	2.6127276751437676
ILMN_1714623	TOMM22	11.233679036619066
ILMN_1721128	TOMM34	10.269386108536596
ILMN_1683475	TOMM40	11.101754043910418
ILMN_2065606	TOMM40L	8.610054442513077
ILMN_1808661	TOMM5	11.488707564722015
ILMN_3235113	TOMM6	12.968324852560341
ILMN_1674069	TOMM7	14.2780559966746
ILMN_1746426	TOMM70	10.92673053941732
ILMN_1781383	TONSL	2.7195265878913104
ILMN_2192316	TOP1	5.791240193412044
ILMN_2405628	TOP1MT	8.21971969392789
ILMN_2086952	TOP1P1	0.9142193993817779
ILMN_2043109	TOP1P2	6.176049025017214
ILMN_1686097	TOP2A	11.077902057278267
ILMN_1777663	TOP2B	11.03801823418543
ILMN_2072973	TOP3A	6.168032819578962
ILMN_1765021	TOP3B	6.74214523679428
ILMN_1690843	TOPAZ1	0.0
ILMN_1684929	TOPBP1	7.828228903838209
ILMN_1749218	TOPORS	7.1933081699481844
ILMN_1805812	TOR1A	8.350744654906284
ILMN_1729318	TOR1AIP1	8.35428490192043
ILMN_2113938	TOR1AIP2	5.589458071283485
ILMN_1724333	TOR1B	7.378223977493618
ILMN_2177832	TOR2A	7.424100984859791
ILMN_1768181	TOR3A	5.102635130638641
ILMN_1813641	TOR4A	3.43054239464209
ILMN_1788886	TOX	7.138510497882403
