assay	sheet	condition	kind	dose_M	include_flagged	n_values	median	mutant_control_median	corrected_control_median	ratio_to_mutant	control_gap_fraction
JC1	PIK-III	GC+Val	control	NA	True	50	0.146815	0.9924495	1.170659	0.147931960266	-4.745170712
JC1	PIK-III	SNCA Trpl.	control	NA	True	114	0.9924495	0.9924495	1.170659	1	0
JC1	RG2833	0.5μΜ	treatment	5e-07	True	10	0.970298	0.9924495	1.170659	0.977679972633	-0.124300331913
JC1	RG2833	100nM	treatment	1e-07	True	4	1.0100485	0.9924495	1.170659	1.0177328922	0.0987545557336
JC1	RG2833	10nM	treatment	1e-08	True	4	1.08757	0.9924495	1.170659	1.09584417142	0.533756617913
JC1	RG2833	10μM	treatment	1e-05	True	10	0.8660585	0.9924495	1.170659	0.872647424378	-0.709227061408
JC1	RG2833	1μM	treatment	1e-06	True	24	0.9068235	0.9924495	1.170659	0.913722562206	-0.48047943572
JC1	RG2833	2.5μΜ	treatment	2.5e-06	True	10	0.8870615	0.9924495	1.170659	0.893810214021	-0.591371391536
JC1	RG2833	5μM	treatment	5e-06	True	10	0.80575	0.9924495	1.170659	0.8118801007	-1.04764055788
JC1	RG2833	GC	control	NA	True	105	1.170659	0.9924495	1.170659	1.17956530786	1
JC1	RG2833	GC+Val	control	NA	True	50	0.146815	0.9924495	1.170659	0.147931960266	-4.745170712
JC1	RG2833	SNCA Trpl.	control	NA	True	114	0.9924495	0.9924495	1.170659	1	0
JC1	SLK2001	0.5μΜ	treatment	5e-07	True	10	0.956205	0.9924495	1.170659	0.963479753882	-0.203381413449
JC1	SLK2001	100nM	treatment	1e-07	True	4	0.8737195	0.9924495	1.170659	0.880366708835	-0.666238331851
JC1	SLK2001	10nM	treatment	1e-08	True	4	0.886025	0.9924495	1.170659	0.892765828387	-0.597187579787
JC1	SLK2001	10μM	treatment	1e-05	True	10	0.9419325	0.9924495	1.170659	0.949098669504	-0.283469736462
JC1	SLK2001	1μM	treatment	1e-06	True	24	0.930055	0.9924495	1.170659	0.937130806152	-0.350118820826
JC1	SLK2001	2.5μΜ	treatment	2.5e-06	True	10	0.9422235	0.9924495	1.170659	0.949391883416	-0.281836826881
JC1	SLK2001	5μM	treatment	5e-06	True	10	0.968346	0.9924495	1.170659	0.975713121927	-0.135253732265
JC1	SLK2001	GC	control	NA	True	105	1.170659	0.9924495	1.170659	1.17956530786	1
JC1	SLK2001	GC+Val	control	NA	True	50	0.146815	0.9924495	1.170659	0.147931960266	-4.745170712
JC1	SLK2001	SNCA Trpl.	control	NA	True	114	0.9924495	0.9924495	1.170659	1	0
JC1	STF-62247	0.5μΜ	treatment	5e-07	True	10	1.1272205	0.9924495	1.170659	1.13579633019	0.756250368246
JC1	STF-62247	100nM	treatment	1e-07	True	4	1.1237995	0.9924495	1.170659	1.13234930342	0.737053860765
JC1	STF-62247	10nM	treatment	1e-08	True	4	1.1305625	0.9924495	1.170659	1.13916375594	0.77500357725
JC1	STF-62247	10μM	treatment	1e-05	True	10	0.9154655	0.9924495	1.170659	0.922430310056	-0.431985949122
JC1	STF-62247	1μM	treatment	1e-06	True	24	1.0264655	0.9924495	1.170659	1.03427479182	0.190876468426
JC1	STF-62247	2.5μΜ	treatment	2.5e-06	True	10	1.048181	0.9924495	1.170659	1.05615550212	0.312730241654
JC1	STF-62247	5μM	treatment	5e-06	True	10	0.8074785	0.9924495	1.170659	0.813621751031	-1.03794129943
JC1	STF-62247	GC	control	NA	True	105	1.170659	0.9924495	1.170659	1.17956530786	1
JC1	STF-62247	GC+Val	control	NA	True	50	0.146815	0.9924495	1.170659	0.147931960266	-4.745170712
JC1	STF-62247	SNCA Trpl.	control	NA	True	114	0.9924495	0.9924495	1.170659	1	0
JC1	Sertraline	0.5μΜ	treatment	5e-07	True	10	0.988076	0.9924495	1.170659	0.995593226658	-0.0245413403887
JC1	Sertraline	100nM	treatment	1e-07	True	4	0.9033055	0.9924495	1.170659	0.91017779746	-0.500220246395
JC1	Sertraline	10nM	treatment	1e-08	True	4	0.889322	0.9924495	1.170659	0.896087911778	-0.578686882574
JC1	Sertraline	10μM	treatment	1e-05	True	10	0.2715335	0.9924495	1.170659	0.273599311602	-4.04532867215
JC1	Sertraline	1μM	treatment	1e-06	True	24	0.887595	0.9924495	1.170659	0.894347772859	-0.588377723971
JC1	Sertraline	2.5μΜ	treatment	2.5e-06	True	10	0.344217	0.9924495	1.170659	0.346835783584	-3.63747443318
JC1	Sertraline	5μM	treatment	5e-06	True	10	0.357798	0.9924495	1.170659	0.360520107068	-3.56126637469
JC1	Sertraline	GC	control	NA	True	105	1.170659	0.9924495	1.170659	1.17956530786	1
JC1	Sertraline	GC+Val	control	NA	True	50	0.146815	0.9924495	1.170659	0.147931960266	-4.745170712
JC1	Sertraline	SNCA Trpl.	control	NA	True	114	0.9924495	0.9924495	1.170659	1	0
JC1	Simvastatin	0.5μΜ	treatment	5e-07	True	10	1.0034225	0.9924495	1.170659	1.01105648197	0.0615735973671
JC1	Simvastatin	100nM	treatment	1e-07	True	5	1.045404	0.9924495	1.170659	1.05335737486	0.297147458469
JC1	Simvastatin	10nM	treatment	1e-08	True	30	0.132049	0.9924495	1.170659	0.133053621368	-4.82802824765
JC1	Simvastatin	10μM	treatment	1e-05	True	10	0.673316	0.9924495	1.170659	0.678438550274	-1.79077714712
JC1	Simvastatin	1μM	treatment	1e-06	True	24	0.9179905	0.9924495	1.170659	0.924974520114	-0.417817231966
JC1	Simvastatin	2.5μΜ	treatment	2.5e-06	True	10	0.896276	0.9924495	1.170659	0.903094817419	-0.53966539382
JC1	Simvastatin	5μM	treatment	5e-06	True	10	0.6962635	0.9924495	1.170659	0.701560633564	-1.6620101622
JC1	Simvastatin	GC	control	NA	True	105	1.170659	0.9924495	1.170659	1.17956530786	1
JC1	Simvastatin	GC+Val	control	NA	True	50	0.146815	0.9924495	1.170659	0.147931960266	-4.745170712
JC1	Simvastatin	SNCA Trpl.	control	NA	True	114	0.9924495	0.9924495	1.170659	1	0
JC1	TIC10	0.5μΜ	treatment	5e-07	True	10	0.9210835	0.9924495	1.170659	0.928091051484	-0.400461254871
JC1	TIC10	100nM	treatment	1e-07	True	4	0.932037	0.9924495	1.170659	0.939127885096	-0.33899707928
JC1	TIC10	10nM	treatment	1e-08	True	4	1.0156355	0.9924495	1.170659	1.02336239778	0.130105297417
JC1	TIC10	10μM	treatment	1e-05	True	10	0.3580695	0.9924495	1.170659	0.360793672625	-3.55974288688
JC1	TIC10	1μM	treatment	1e-06	True	24	0.7393935	0.9924495	1.170659	0.745018764179	-1.41999163905
JC1	TIC10	2.5μΜ	treatment	2.5e-06	True	10	0.4168965	0.9924495	1.170659	0.420068225134	-3.2296426397
JC1	TIC10	5μM	treatment	5e-06	True	10	0.3620865	0.9924495	1.170659	0.364841233735	-3.53720200102
JC1	TIC10	GC	control	NA	True	105	1.170659	0.9924495	1.170659	1.17956530786	1
JC1	TIC10	GC+Val	control	NA	True	50	0.146815	0.9924495	1.170659	0.147931960266	-4.745170712
JC1	TIC10	SNCA Trpl.	control	NA	True	114	0.9924495	0.9924495	1.170659	1	0
JC1	Tinostamustine	0.5μΜ	treatment	5e-07	True	10	0.920103	0.9924495	1.170659	0.927103091895	-0.405963206226
JC1	Tinostamustine	100nM	treatment	1e-07	True	4	0.937595	0.9924495	1.170659	0.944728170048	-0.307809067418
JC1	Tinostamustine	10nM	treatment	1e-08	True	4	1.1885055	0.9924495	1.170659	1.19754758303	1.10014337058
JC1	Tinostamustine	10μM	treatment	1e-05	True	10	0.16553127	0.9924495	1.170659	0.166790622596	-4.64014673741
JC1	Tinostamustine	1μM	treatment	1e-06	True	24	0.7457935	0.9924495	1.170659	0.751467455019	-1.38407885102
JC1	Tinostamustine	2.5μΜ	treatment	2.5e-06	True	10	0.701018	0.9924495	1.170659	0.706351305532	-1.63533088865
JC1	Tinostamustine	5μM	treatment	5e-06	True	10	0.1781782485	0.9924495	1.170659	0.179533818597	-4.56917982206
JC1	Tinostamustine	GC	control	NA	True	105	1.170659	0.9924495	1.170659	1.17956530786	1
JC1	Tinostamustine	GC+Val	control	NA	True	50	0.146815	0.9924495	1.170659	0.147931960266	-4.745170712
JC1	Tinostamustine	SNCA Trpl.	control	NA	True	114	0.9924495	0.9924495	1.170659	1	0
JC1	Trifluoperazine	0.5μΜ	treatment	5e-07	True	10	1.132712	0.995381	1.1646495	1.13796827546	0.811320476048
JC1	Trifluoperazine	100nM	treatment	1e-07	True	4	1.0226135	0.995381	1.1646495	1.02735887062	0.160883448486
JC1	Trifluoperazine	10nM	treatment	1e-08	True	4	1.077281	0.995381	1.1646495	1.08228005156	0.48384666964
JC1	Trifluoperazine	10μM	treatment	1e-05	True	10	0.236538	0.995381	1.1646495	0.237635639017	-4.48307275128
JC1	Trifluoperazine	1μM	treatment	1e-06	True	25	0.978125	0.995381	1.1646495	0.982663924668	-0.101944543728
JC1	Trifluoperazine	2.5μΜ	treatment	2.5e-06	True	10	0.3602355	0.995381	1.1646495	0.361907149122	-3.75229590857
JC1	Trifluoperazine	5μM	treatment	5e-06	True	10	0.250008	0.995381	1.1646495	0.251168145665	-4.40349503895
JC1	Trifluoperazine	GC	control	NA	True	108	1.1646495	0.995381	1.1646495	1.17005397933	1
JC1	Trifluoperazine	GC+Val	control	NA	True	53	0.159404	0.995381	1.1646495	0.160143703768	-4.93876297126
JC1	Trifluoperazine	SNCA Trpl.	control	NA	True	117	0.995381	0.995381	1.1646495	1	0
JC1	Tyrphostatin 9	0.5μΜ	treatment	5e-07	True	10	0.421969	0.995381	1.1646495	0.423927119364	-3.38758835814
JC1	Tyrphostatin 9	100nM	treatment	1e-07	True	4	0.7428285	0.995381	1.1646495	0.74627554675	-1.4920230285
JC1	Tyrphostatin 9	10nM	treatment	1e-08	True	4	0.933509	0.995381	1.1646495	0.937840887057	-0.365525777094
JC1	Tyrphostatin 9	10μM	treatment	1e-05	True	10	0.2521465	0.995381	1.1646495	0.253316569233	-4.3908612648
JC1	Tyrphostatin 9	1μM	treatment	1e-06	True	24	0.358494	0.995381	1.1646495	0.360157567806	-3.76258429655
JC1	Tyrphostatin 9	2.5μΜ	treatment	2.5e-06	True	10	0.318326	0.995381	1.1646495	0.319803170846	-3.9998877523
JC1	Tyrphostatin 9	5μM	treatment	5e-06	True	10	0.2965285	0.995381	1.1646495	0.297904520982	-4.12866245049
JC1	Tyrphostatin 9	GC	control	NA	True	108	1.1646495	0.995381	1.1646495	1.17005397933	1
JC1	Tyrphostatin 9	GC+Val	control	NA	True	53	0.159404	0.995381	1.1646495	0.160143703768	-4.93876297126
JC1	Tyrphostatin 9	SNCA Trpl.	control	NA	True	117	0.995381	0.995381	1.1646495	1	0
JC1	UNC2025	0.5μΜ	treatment	5e-07	True	10	1.008188	0.9924495	1.170659	1.01585823762	0.0883145960232
JC1	UNC2025	100nM	treatment	1e-07	True	5	1.045404	0.9924495	1.170659	1.05335737486	0.297147458469
JC1	UNC2025	10nM	treatment	1e-08	True	5	1.048554	0.9924495	1.170659	1.05653133988	0.314823283832
JC1	UNC2025	10μM	treatment	1e-05	True	10	0.17995563	0.9924495	1.170659	0.181324722316	-4.55920627127
JC1	UNC2025	1μM	treatment	1e-06	True	24	0.8867765	0.9924495	1.170659	0.893523045757	-0.592970632879
JC1	UNC2025	2.5μΜ	treatment	2.5e-06	True	10	0.6321505	0.9924495	1.170659	0.636959865464	-2.02177212775
JC1	UNC2025	5μM	treatment	5e-06	True	10	0.186123	0.9924495	1.170659	0.18753901332	-4.52459885696
JC1	UNC2025	GC	control	NA	True	105	1.170659	0.9924495	1.170659	1.17956530786	1
JC1	UNC2025	GC+Val	control	NA	True	50	0.146815	0.9924495	1.170659	0.147931960266	-4.745170712
JC1	UNC2025	SNCA Trpl.	control	NA	True	114	0.9924495	0.9924495	1.170659	1	0
JC1	VPS34 inhibitor 1	0.5μΜ	treatment	5e-07	True	10	0.8743675	0.9924495	1.170659	0.881019638783	-0.662602162062
JC1	VPS34 inhibitor 1	100nM	treatment	1e-07	True	4	0.859823	0.9924495	1.170659	0.866364485044	-0.744216778567
JC1	VPS34 inhibitor 1	10nM	treatment	1e-08	True	4	1.0023105	0.9924495	1.170659	1.00993602193	0.0553337504454
JC1	VPS34 inhibitor 1	10μM	treatment	1e-05	True	10	0.399489	0.9924495	1.170659	0.402528289853	-3.32732261748
JC1	VPS34 inhibitor 1	1μM	treatment	1e-06	True	24	0.8589585	0.9924495	1.170659	0.865493407977	-0.749067810639
JC1	VPS34 inhibitor 1	2.5μΜ	treatment	2.5e-06	True	10	0.6323965	0.9924495	1.170659	0.637207737018	-2.02039172996
JC1	VPS34 inhibitor 1	5μM	treatment	5e-06	True	10	0.5919365	0.9924495	1.170659	0.596439919613	-2.24742788684
JC1	VPS34 inhibitor 1	GC	control	NA	True	105	1.170659	0.9924495	1.170659	1.17956530786	1
JC1	VPS34 inhibitor 1	GC+Val	control	NA	True	50	0.146815	0.9924495	1.170659	0.147931960266	-4.745170712
JC1	VPS34 inhibitor 1	SNCA Trpl.	control	NA	True	114	0.9924495	0.9924495	1.170659	1	0
JC1	Vorinostat	0.5μΜ	treatment	5e-07	True	10	0.9473025	0.9924495	1.170659	0.954509524162	-0.253336662748
JC1	Vorinostat	100nM	treatment	1e-07	True	4	0.86643	0.9924495	1.170659	0.873021750729	-0.70714243629
JC1	Vorinostat	10nM	treatment	1e-08	True	4	0.911561	0.9924495	1.170659	0.91849610484	-0.453895555512
JC1	Vorinostat	10μM	treatment	1e-05	True	10	0.7859915	0.9924495	1.170659	0.791971279143	-1.15851287389
JC1	Vorinostat	1μM	treatment	1e-06	True	24	0.823622	0.9924495	1.170659	0.829888069872	-0.947354097284
JC1	Vorinostat	2.5μΜ	treatment	2.5e-06	True	10	0.8679845	0.9924495	1.170659	0.874588077277	-0.698419556758
JC1	Vorinostat	5μM	treatment	5e-06	True	10	0.948556	0.9924495	1.170659	0.95577256072	-0.246302806528
JC1	Vorinostat	GC	control	NA	True	105	1.170659	0.9924495	1.170659	1.17956530786	1
JC1	Vorinostat	GC+Val	control	NA	True	50	0.146815	0.9924495	1.170659	0.147931960266	-4.745170712
JC1	Vorinostat	SNCA Trpl.	control	NA	True	114	0.9924495	0.9924495	1.170659	1	0
JC1	WAY-600	0.5μΜ	treatment	5e-07	True	10	0.985673	0.995381	1.1646495	0.990246950665	-0.0573526675075
JC1	WAY-600	100nM	treatment	1e-07	True	4	0.9092955	0.995381	1.1646495	0.913515025905	-0.508573656646
JC1	WAY-600	10nM	treatment	1e-08	True	4	1.009608	0.995381	1.1646495	1.01429301946	0.084049897057
JC1	WAY-600	10μM	treatment	1e-05	True	10	0.5898365	0.995381	1.1646495	0.592573597447	-2.39586514916
JC1	WAY-600	1μM	treatment	1e-06	True	24	0.8726885	0.995381	1.1646495	0.876738153531	-0.724839530096
JC1	WAY-600	2.5μΜ	treatment	2.5e-06	True	10	0.8490755	0.995381	1.1646495	0.853015578959	-0.864339791515
JC1	WAY-600	5μM	treatment	5e-06	True	10	0.791445	0.995381	1.1646495	0.795117648418	-1.20480774627
JC1	WAY-600	GC	control	NA	True	108	1.1646495	0.995381	1.1646495	1.17005397933	1
JC1	WAY-600	GC+Val	control	NA	True	53	0.159404	0.995381	1.1646495	0.160143703768	-4.93876297126
JC1	WAY-600	SNCA Trpl.	control	NA	True	117	0.995381	0.995381	1.1646495	1	0
ROS	Bimiralisib	0.5μM	treatment	5e-07	True	14	0.9608485	0.9541365	0.733853	1.00703463289	-0.0304698263828
ROS	Bimiralisib	1μM	treatment	1e-06	True	14	0.74448	0.9541365	0.733853	0.780265716698	0.951757621429
ROS	Bimiralisib	2.5μM	treatment	2.5e-06	True	14	0.8672445	0.9541365	0.733853	0.908931269268	0.394455326886
ROS	Bimiralisib	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	Bimiralisib	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	Bimiralisib	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	Bimiralisib	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	Bimiralisib	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	Chloroquine	0.5μM	treatment	5e-07	True	14	1.2026315	0.9541365	0.733853	1.26043967504	-1.12806905647
ROS	Chloroquine	1μM	treatment	1e-06	True	14	1.2619645	0.9541365	0.733853	1.32262469783	-1.39741741892
ROS	Chloroquine	2.5μM	treatment	2.5e-06	True	14	0.8727665	0.9541365	0.733853	0.91471870115	0.369387630031
ROS	Chloroquine	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	Chloroquine	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	Chloroquine	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	Chloroquine	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	Chloroquine	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	Duloxetine	0.5μM	treatment	5e-07	True	14	1.158042	0.9541365	0.733853	1.21370684383	-0.925650355111
ROS	Duloxetine	1μM	treatment	1e-06	True	14	0.931661	0.9541365	0.733853	0.976444146094	0.102029884217
ROS	Duloxetine	2.5μM	treatment	2.5e-06	True	14	1.2382385	0.9541365	0.733853	1.2977582348	-1.28971075909
ROS	Duloxetine	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	Duloxetine	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	Duloxetine	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	Duloxetine	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	Duloxetine	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	Entinostat	0.5μM	treatment	5e-07	True	14	1.0416635	0.9541365	0.733853	1.09173425396	-0.397337975836
ROS	Entinostat	1μM	treatment	1e-06	True	14	0.9409615	0.9541365	0.733853	0.986191703179	0.0598092912088
ROS	Entinostat	2.5μM	treatment	2.5e-06	True	14	0.857332	0.9541365	0.733853	0.898542294525	0.439454157937
ROS	Entinostat	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	Entinostat	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	Entinostat	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	Entinostat	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	Entinostat	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	FCCP	0.5μM	treatment	5e-07	True	13	0.74857	0.9541365	0.733853	0.784552315104	0.933190638427
ROS	FCCP	1μM	treatment	1e-06	True	13	0.601311	0.9541365	0.733853	0.630214859195	1.60168827897
ROS	FCCP	2.5μM	treatment	2.5e-06	True	13	0.564386	0.9541365	0.733853	0.591514945713	1.76931318052
ROS	FCCP	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	FCCP	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	FCCP	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	FCCP	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	FCCP	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	Lonafarnib	0.5μM	treatment	5e-07	True	14	0.780294	0.9541365	0.733853	0.817801226554	0.789176220643
ROS	Lonafarnib	1μM	treatment	1e-06	True	14	0.942634	0.9541365	0.733853	0.987944597026	0.0522168024387
ROS	Lonafarnib	2.5μM	treatment	2.5e-06	True	14	0.812843	0.9541365	0.733853	0.851914794162	0.641416629026
ROS	Lonafarnib	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	Lonafarnib	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	Lonafarnib	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	Lonafarnib	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	Lonafarnib	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	PIK-III	0.5μM	treatment	5e-07	True	14	0.883805	0.9541365	0.733853	0.92628780054	0.319277204148
ROS	PIK-III	1μM	treatment	1e-06	True	14	1.020682	0.9541365	0.733853	1.06974421375	-0.302090260959
ROS	PIK-III	2.5μM	treatment	2.5e-06	True	13	0.936403	0.9541365	0.733853	0.981414084882	0.0805030789869
ROS	PIK-III	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	PIK-III	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	PIK-III	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	PIK-III	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	PIK-III	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	RG2833	0.5μM	treatment	5e-07	True	14	1.1247135	0.9541365	0.733853	1.17877630716	-0.774352141672
ROS	RG2833	1μM	treatment	1e-06	True	13	0.947317	0.9541365	0.733853	0.992852699797	0.0309578338822
ROS	RG2833	2.5μM	treatment	2.5e-06	True	14	0.798231	0.9541365	0.733853	0.836600423524	0.707749332111
ROS	RG2833	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	RG2833	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	RG2833	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	RG2833	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	RG2833	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	SLK2001	0.5μM	treatment	5e-07	True	14	0.8907135	0.9541365	0.733853	0.933528378801	0.287915345453
ROS	SLK2001	1μM	treatment	1e-06	True	14	0.81566	0.9541365	0.733853	0.854867201915	0.628628562738
ROS	SLK2001	2.5μM	treatment	2.5e-06	True	14	0.8442535	0.9541365	0.733853	0.884835136272	0.498825377298
ROS	SLK2001	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	SLK2001	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	SLK2001	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	SLK2001	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	SLK2001	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	STF-62247	0.5μM	treatment	5e-07	True	14	1.217222	0.9541365	0.733853	1.27573151221	-1.19430415805
ROS	STF-62247	1μM	treatment	1e-06	True	14	1.211039	0.9541365	0.733853	1.26925130733	-1.16623578253
ROS	STF-62247	2.5μM	treatment	2.5e-06	True	14	1.215192	0.9541365	0.733853	1.27360393403	-1.18508876062
ROS	STF-62247	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	STF-62247	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	STF-62247	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	STF-62247	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	STF-62247	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	Sertraline	0.5μM	treatment	5e-07	True	14	0.9199505	0.9541365	0.733853	0.964170744962	0.155190924422
ROS	Sertraline	1μM	treatment	1e-06	True	14	0.966754	0.9541365	0.733853	1.01322399887	-0.0572784616188
ROS	Sertraline	2.5μM	treatment	2.5e-06	True	13	0.672861	0.9541365	0.733853	0.705204129598	1.27687956656
ROS	Sertraline	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	Sertraline	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	Sertraline	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	Sertraline	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	Sertraline	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	Simvastatin	0.5μM	treatment	5e-07	True	14	0.973574	0.9541365	0.733853	1.02037182311	-0.0882385653033
ROS	Simvastatin	1μM	treatment	1e-06	True	14	0.9381505	0.9541365	0.733853	0.983245583834	0.0725701198683
ROS	Simvastatin	2.5μM	treatment	2.5e-06	True	14	0.883053	0.9541365	0.733853	0.925499653351	0.322690986842
ROS	Simvastatin	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	Simvastatin	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	Simvastatin	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	Simvastatin	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	Simvastatin	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	TIC10	0.5μM	treatment	5e-07	True	14	0.83248	0.9541365	0.733853	0.872495706851	0.552272412596
ROS	TIC10	1μM	treatment	1e-06	True	14	0.909457	0.9541365	0.733853	0.95317284267	0.202827265773
ROS	TIC10	2.5μM	treatment	2.5e-06	True	10	0.9300245	0.9541365	0.733853	0.974728982698	0.10945894722
ROS	TIC10	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	TIC10	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	TIC10	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	TIC10	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	TIC10	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	Tinostamustine	0.5μM	treatment	5e-07	True	14	0.9686595	0.9541365	0.733853	1.01522109258	-0.0659286782714
