probe	gene	AveExpr
A_23_P6201	LIPI	3.98637482404167
A_33_P3262510	LIPK	3.758413833375
A_33_P3401422	LIPM	4.30753929945833
A_33_P3323939	LIPN	4.50719107391667
A_23_P501805	LIPT1	6.9091488505
A_23_P24922	LIPT2	6.44132230479167
A_23_P3532	LITAF	7.20386967279167
A_32_P116606	LIX1	6.45168394766667
A_23_P342744	LIX1L	8.0873005785
A_33_P3372094	LLGL1	3.930057067375
A_24_P307869	LLGL2	5.9371011295
A_21_P0013970	LLPH	8.24903109120833
A_24_P159702	LMAN1	4.43307099495833
A_23_P140630	LMAN1L	5.9512082705
A_24_P9285	LMAN2	11.0312070345833
A_23_P142708	LMAN2L	9.576307202625
A_33_P3343996	LMBR1	6.96662977658333
A_23_P150931	LMBR1L	10.4466356875
A_33_P3359115	LMBRD1	10.9096383125
A_23_P327698	LMBRD2	5.63832699183333
A_23_P6771	LMCD1	6.81921888104167
A_24_P18917	LMF1	8.101684568375
A_33_P3367642	LMF2	9.35053809095833
A_23_P170959	LMLN	4.41180754641667
A_33_P3311285	LMNA	9.97064323179167
A_23_P258493	LMNB1	8.73844500879167
A_23_P67725	LMNB2	6.20801338858333
A_23_P87310	LMO1	9.07091211195833
A_23_P53126	LMO2	7.484390869
A_24_P381441	LMO3	8.70393562991667
A_33_P3298425	LMO4	9.22846793120833
A_33_P3280801	LMO7	5.10488631041667
A_33_P3295261	LMOD1	4.46043217425
A_24_P249253	LMOD2	5.41767162808333
A_33_P3295253	LMOD3	5.125839654625
A_33_P3266923	LMTK2	6.25448662254167
A_33_P3266928	LMTK3	10.13755505675
A_33_P3350658	LMX1A	3.95289595116667
A_33_P3350643	LMX1B	5.72701601441667
A_33_P3215739	LNP1	8.08870181333333
A_23_P144677	LNPEP	8.86397466908333
A_23_P213137	LNX1	4.75351712470833
A_23_P402287	LNX2	8.056304708625
A_23_P306479	LOC100009676	5.23912434183333
A_32_P132396	LOC100125556	4.420633405125
A_19_P00319155	LOC100126447	4.54390994433333
A_33_P3745020	LOC100126584	4.157137087875
A_33_P3262083	LOC100126784	4.25307522520833
A_33_P3381235	LOC100127888	5.84228860075
A_24_P683011	LOC100127983	6.13602450633333
A_21_P0000068	LOC100128071	9.975696498125
A_33_P3340224	LOC100128081	5.32574705720833
A_21_P0000643	LOC100128098	3.81928605070833
A_21_P0014798	LOC100128108	6.6651545295
A_33_P3355408	LOC100128126	6.28303921233333
A_33_P3322874	LOC100128131	5.33753186041667
A_21_P0009695	LOC100128139	4.71435127183333
A_33_P3412320	LOC100128164	4.20227979566667
A_33_P3335975	LOC100128176	4.13289671254167
A_33_P3210363	LOC100128191	4.75376430366667
A_32_P115438	LOC100128239	6.31483203166667
A_33_P3330079	LOC100128242	4.32880238291667
A_33_P3259973	LOC100128252	9.71396956966667
A_33_P3404686	LOC100128262	4.25848429041667
A_33_P3375279	LOC100128264	3.84837913545833
A_24_P256415	LOC100128288	8.059891877125
A_33_P3287710	LOC100128292	6.58944671545833
A_32_P93996	LOC100128361	6.15852666495833
A_33_P3392366	LOC100128366	8.19284781904167
A_24_P135427	LOC100128398	8.579273926
A_21_P0006573	LOC100128420	3.751882470125
A_23_P361604	LOC100128496	3.92373872420833
A_32_P103614	LOC100128511	5.21504358004167
A_33_P3389332	LOC100128531	6.31446566058333
A_33_P3218135	LOC100128554	4.159789311125
A_33_P3276748	LOC100128573	3.87979824775
A_21_P0000806	LOC100128590	4.14643191670833
A_33_P3264072	LOC100128593	4.34592124558333
A_33_P3244478	LOC100128640	5.754778068875
A_33_P3307887	LOC100128653	4.087476425875
A_33_P3244574	LOC100128675	4.39534241745833
A_24_P494943	LOC100128682	4.09399525775
A_33_P3403643	LOC100128703	5.78294145558333
A_33_P3229863	LOC100128714	6.01094788095833
A_32_P100430	LOC100128737	8.06349264808333
A_33_P3300067	LOC100128787	3.9703806095
A_33_P3324755	LOC100128788	5.39691831075
A_33_P3277953	LOC100128811	5.31088021154167
A_32_P6172	LOC100128822	10.579680935
A_33_P3375259	LOC100128830	3.96850224816667
A_33_P3294372	LOC100128881	5.54073664591667
A_33_P3384502	LOC100128946	5.049368885
A_33_P3335735	LOC100128977	4.92276326545833
A_21_P0014398	LOC100128988	3.863298178625
A_24_P935829	LOC100128993	3.78296702820833
A_21_P0014400	LOC100128997	7.637688921625
A_33_P3375688	LOC100129027	4.283961663125
A_32_P91042	LOC100129034	6.15200365945833
A_21_P0010822	LOC100129055	4.018223763875
A_33_P3212500	LOC100129060	4.28558686758333
A_21_P0000589	LOC100129083	4.24693456770833
A_33_P3372600	LOC100129119	4.70038267766667
A_33_P3302210	LOC100129129	7.05291077295833
A_24_P280833	LOC100129138	6.95355063304167
A_33_P3331021	LOC100129148	3.92396006795833
A_33_P3272442	LOC100129195	6.41539725625
A_24_P401830	LOC100129196	5.65502736354167
A_21_P0014651	LOC100129203	5.56795045691667
A_33_P3345952	LOC100129213	5.29312955695833
A_33_P3255531	LOC100129216	5.50818530445833
A_33_P3232702	LOC100129223	4.08600511366667
A_24_P136641	LOC100129250	6.27966038995833
A_33_P3399768	LOC100129269	5.66627154620833
A_33_P3333777	LOC100129387	8.14717058070833
A_32_P42537	LOC100129407	3.86665402995833
A_33_P3283038	LOC100129427	3.724931476375
A_19_P00801867	LOC100129434	5.085583227625
A_21_P0000128	LOC100129480	5.029471974
A_32_P110655	LOC100129515	3.867143842875
A_32_P214284	LOC100129516	4.87995052379167
A_33_P3388486	LOC100129518	6.14210098091667
A_33_P3271395	LOC100129534	7.920956793625
A_33_P3413098	LOC100129550	9.18835459033333
A_33_P3343516	LOC100129617	5.27407472191667
A_33_P3383292	LOC100129620	4.19394085166667
A_33_P3382296	LOC100129662	5.90261423525
A_33_P3409580	LOC100129722	9.16522273654167
A_23_P348911	LOC100129726	5.30019215858333
A_21_P0014319	LOC100129781	4.99120551608333
A_32_P84454	LOC100129794	6.49549603858333
A_21_P0000835	LOC100129845	4.18887219520833
A_24_P145019	LOC100129858	6.91450424504167
A_24_P110291	LOC100129917	7.33667793316667
A_33_P3401247	LOC100129924	3.77572270741667
A_33_P3277883	LOC100129931	4.03706126091667
A_23_P165042	LOC100129935	3.93485385175
A_33_P3245679	LOC100129940	4.450261016375
A_33_P3328051	LOC100129961	4.90623932475
A_24_P497318	LOC100129973	3.86832673220833
A_33_P3297030	LOC100129974	5.945401296875
A_33_P3276100	LOC100130015	5.87799960116667
A_33_P3282683	LOC100130027	5.27619463654167
A_21_P0014919	LOC100130148	5.51900766841667
A_33_P3351606	LOC100130155	7.33651955995833
A_33_P3374025	LOC100130197	3.749613144
A_33_P3337959	LOC100130236	3.32695628454167
A_19_P00803351	LOC100130238	8.43786090008333
A_33_P3405038	LOC100130264	5.16578047616667
A_21_P0000613	LOC100130275	4.34857886120833
A_33_P3366175	LOC100130298	5.08550752833333
A_33_P3315982	LOC100130342	3.77280547379167
A_33_P3211327	LOC100130348	4.75907658583333
A_33_P3655646	LOC100130354	4.42280266258333
A_24_P359067	LOC100130357	6.18021898970833
A_33_P3228892	LOC100130370	4.13044856304167
A_33_P3343962	LOC100130373	4.60213936325
A_33_P3390843	LOC100130386	3.995629512125
A_33_P3325606	LOC100130451	5.28926469279167
A_33_P3363859	LOC100130452	4.12590663075
A_33_P3365352	LOC100130476	4.77311841758333
A_33_P3258767	LOC100130480	4.303015185
A_33_P3314974	LOC100130522	5.52888304616667
A_33_P3258146	LOC100130539	4.82603694970833
A_33_P3404671	LOC100130557	7.50630704525
A_21_P0011591	LOC100130581	4.32968649675
A_33_P3303016	LOC100130587	5.14923914254167
A_33_P3380071	LOC100130673	5.05534470820833
A_19_P00315584	LOC100130691	7.160693190875
A_32_P222460	LOC100130700	4.50375607508333
A_33_P3383065	LOC100130705	4.135045681625
A_33_P3327300	LOC100130713	6.08404791933333
A_24_P298495	LOC100130744	5.20505250958333
A_24_P417935	LOC100130776	4.91187268295833
A_33_P3315699	LOC100130778	3.68648239458333
A_33_P3283271	LOC100130849	4.81408659970833
A_21_P0000632	LOC100130855	5.67111563066667
A_33_P3416124	LOC100130872	4.92862547354167
A_33_P3340752	LOC100130887	3.85043987941667
A_19_P00322495	LOC100130890	7.36900478016667
A_33_P3355926	LOC100130894	4.77315446975
A_24_P400832	LOC100130950	6.12010177025
A_21_P0005984	LOC100130954	3.976562259625
A_33_P3281171	LOC100130987	4.32426927733333
A_33_P3325384	LOC100130992	4.21952483775
A_21_P0000786	LOC100131047	4.18149843275
A_33_P3239579	LOC100131060	4.58186489408333
A_24_P618401	LOC100131067	5.31024283275
A_33_P3356361	LOC100131089	5.56693254029167
A_33_P3347040	LOC100131094	8.47109717291667
A_24_P857624	LOC100131096	4.88738585729167
A_33_P3363480	LOC100131107	4.25159118325
A_32_P211248	LOC100131138	5.34201645966667
A_21_P0000622	LOC100131176	4.505643261375
A_33_P3318267	LOC100131193	5.373465698875
A_33_P3399748	LOC100131231	6.92762092816667
A_33_P3390342	LOC100131257	4.90083942670833
A_33_P3549091	LOC100131347	5.385838208875
A_33_P3254751	LOC100131355	7.61178295116667
A_21_P0008269	LOC100131366	4.43238598266667
A_33_P3282733	LOC100131395	4.054720643625
A_33_P3274754	LOC100131434	4.39722479758333
A_33_P3306654	LOC100131551	6.73246642791667
A_21_P0001550	LOC100131564	6.42856989033333
A_33_P3288694	LOC100131607	7.79058400016667
A_33_P3251940	LOC100131608	4.076472635625
A_24_P367496	LOC100131650	4.33318055720833
A_33_P3257020	LOC100131691	3.586508268
A_32_P56249	LOC100131733	4.41257900570833
A_33_P3297883	LOC100131796	4.13087583108333
A_33_P3359953	LOC100131825	3.91897684604167
A_33_P3234048	LOC100131878	5.3658536265
A_33_P3355933	LOC100131894	5.37848528554167
A_33_P3384322	LOC100132006	8.27201668416667
A_32_P515431	LOC100132057	6.71257061658333
A_33_P3330826	LOC100132077	5.52824445595833
A_33_P3278764	LOC100132078	4.29968293408333
A_33_P3369441	LOC100132111	4.07469760995833
A_33_P3244073	LOC100132146	3.705066677125
A_21_P0013967	LOC100132174	4.28581705770833
A_33_P3258127	LOC100132188	4.26779047754167
A_33_P3394853	LOC100132215	4.058758895625
A_33_P3346635	LOC100132244	8.74010659054167
A_24_P167877	LOC100132247	14.16100417375
A_33_P3386508	LOC100132273	6.79051525733333
A_21_P0010793	LOC100132287	4.59032686083333
A_21_P0013584	LOC100132352	6.676581624375
A_19_P00315543	LOC100132354	4.52059227920833
A_19_P00321166	LOC100132356	5.4958471305
A_21_P0013919	LOC100132439	6.753901833125
A_33_P3377346	LOC100132526	4.386979864875
A_33_P3386237	LOC100132529	4.880514090375
A_21_P0000793	LOC100132618	4.117219408375
A_33_P3212769	LOC100132686	3.919291008875
A_33_P3231076	LOC100132707	4.15799428670833
A_33_P3420426	LOC100132724	5.44094861345833
A_32_P489	LOC100132735	3.929424688625
A_33_P3357097	LOC100132741	6.09090525845833
A_33_P3334384	LOC100132774	4.92955785470833
A_33_P3283552	LOC100132781	3.709727557375
A_21_P0014396	LOC100132815	9.613580155125
A_32_P41496	LOC100132831	6.93252511275
A_32_P92281	LOC100132832	6.61001130654167
A_33_P3386686	LOC100132874	6.91850707025
A_33_P3286151	LOC100132891	4.08333277541667
A_33_P3281181	LOC100132987	3.81418064716667
A_32_P39003	LOC100133050	10.40026093625
A_33_P3408844	LOC100133091	6.71129684108333
A_33_P3375506	LOC100133123	3.93382711666667
A_33_P3250343	LOC100133161	12.00786359
A_33_P3347320	LOC100133190	4.37633570058333
A_33_P3235117	LOC100133286	6.045024336125
A_33_P3880078	LOC100133308	3.89931938695833
A_33_P3272957	LOC100133311	3.86831543395833
A_32_P437876	LOC100133315	4.51577685716667
A_33_P3398074	LOC100133319	4.62372530416667
A_24_P586390	LOC100133331	7.29249267833333
A_33_P3255459	LOC100133461	3.99867401420833
A_21_P0010510	LOC100133612	4.61661045925
A_33_P3251492	LOC100133669	4.61041220658333
A_33_P3216272	LOC100133920	3.861207650875
A_33_P3422654	LOC100133985	6.8052645525
A_33_P3231858	LOC100133991	5.78753484095833
A_21_P0000783	LOC100134015	3.78715478591667
A_32_P54503	LOC100134229	5.30937352158333
A_21_P0001773	LOC100134259	5.64543645504167
A_33_P3240972	LOC100134285	6.237143849875
A_21_P0000582	LOC100134317	5.15055989283333
A_33_P3408057	LOC100134368	4.23319774979167
A_21_P0014355	LOC100134391	6.19953590108333
A_33_P3412548	LOC100134423	3.79746392083333
A_32_P93328	LOC100134713	6.50158460045833
A_33_P3337719	LOC100134868	9.06348107970833
A_33_P3580037	LOC100144597	4.38970915579167
A_33_P3709327	LOC100144602	9.85050969270833
A_33_P3394489	LOC100144603	7.47976935925
A_21_P0008782	LOC100144604	5.39206828333333
A_33_P3897698	LOC100147773	5.61296739345833
A_21_P0012944	LOC100170939	9.91859599791667
A_33_P3222788	LOC100188947	5.922585617
A_24_P772436	LOC100189589	3.68307590883333
A_24_P255233	LOC100190938	3.745818232
A_21_P0008060	LOC100190939	9.439920771375
A_33_P3287399	LOC100190940	4.560982013625
A_24_P693321	LOC100190986	7.31336879704167
A_32_P114003	LOC100192378	4.60328222525
A_19_P00321941	LOC100216001	4.077740875125
A_21_P0005521	LOC100216545	6.71035417291667
A_19_P00320028	LOC100216546	7.65024689125
A_24_P306443	LOC100233156	4.776685879
A_33_P3392123	LOC100233209	8.04801018025
A_32_P99032	LOC100240734	5.79430753104167
A_33_P3391387	LOC100268168	4.91258849625
A_21_P0009835	LOC100270679	4.61843057016667
A_33_P3631022	LOC100270680	3.68685428608333
A_32_P232035	LOC100270746	8.83317695754167
A_21_P0010084	LOC100270804	7.2963838355
A_21_P0010454	LOC100271722	5.06591911
A_33_P3442301	LOC100271836	3.73198814925
A_21_P0000539	LOC100286793	3.88801786179167
A_21_P0000540	LOC100286844	4.37307047304167
A_21_P0000685	LOC100286922	3.76183525508333
A_33_P3279851	LOC100286979	4.45544826983333
A_21_P0000701	LOC100287010	4.01886741279167
A_21_P0000187	LOC100287036	4.49808876145833
A_21_P0014365	LOC100287082	5.22278399775
A_21_P0000177	LOC100287177	5.77709006379167
A_21_P0000575	LOC100287216	3.92163514395833
A_19_P00321726	LOC100287225	4.47138124158333
A_21_P0007829	LOC100287314	5.69817127945833
A_21_P0004602	LOC100287366	3.81930925408333
A_21_P0014103	LOC100287375	6.04372757791667
A_21_P0013271	LOC100287482	8.42493128170833
A_21_P0013947	LOC100287526	5.02123929429167
A_21_P0014530	LOC100287558	4.49982348329167
A_21_P0000902	LOC100287559	3.68345684525
A_21_P0014147	LOC100287592	5.02234957920833
A_21_P0000897	LOC100287616	6.61069301991667
A_19_P00805833	LOC100287628	7.62376396116667
A_21_P0000683	LOC100287632	4.59828252483333
A_33_P3545095	LOC100287704	4.12069355370833
A_21_P0000033	LOC100287718	7.987578999125
A_21_P0014435	LOC100287728	5.076865476375
A_19_P00321284	LOC100287765	5.66108505970833
A_33_P3270332	LOC100287792	3.99602747383333
A_21_P0014691	LOC100287808	5.65213464204167
A_21_P0000627	LOC100287814	3.4849574215
A_21_P0000675	LOC100287846	4.45854216654167
A_33_P3233459	LOC100287879	5.312997691375
A_21_P0000905	LOC100287944	3.79766692929167
A_21_P0012877	LOC100288069	6.07675082029167
A_21_P0000782	LOC100288077	4.00680463704167
A_21_P0000886	LOC100288122	4.66063255975
A_21_P0000639	LOC100288123	5.49825682233333
A_21_P0014727	LOC100288198	4.58420293604167
A_21_P0000635	LOC100288346	6.96039266458333
A_21_P0013946	LOC100288368	4.18640609491667
A_33_P3650491	LOC100288428	4.43892121008333
A_21_P0000856	LOC100288432	3.85756297708333
A_33_P3280320	LOC100288524	3.60406046033333
A_33_P3317553	LOC100288615	7.64489901316667
A_21_P0000739	LOC100288637	5.05146411045833
A_21_P0000626	LOC100288748	4.21147422770833
A_21_P0000122	LOC100288814	4.27882757695833
A_21_P0014846	LOC100288831	4.20112732929167
A_21_P0014352	LOC100288866	4.01647465070833
A_21_P0002658	LOC100288911	11.9015688970833
A_21_P0006396	LOC100289019	9.0085392725
A_21_P0014321	LOC100289092	8.90992052504167
A_32_P491499	LOC100289094	4.27961402275
A_21_P0013653	LOC100289097	6.82988834154167
A_21_P0014228	LOC100289137	5.033551618125
A_33_P3232937	LOC100289178	4.48062451375
A_21_P0013399	LOC100289187	5.56550544641667
A_21_P0000795	LOC100289211	4.835434033
A_21_P0000657	LOC100289230	6.46681599995833
A_21_P0009298	LOC100289255	3.90060073616667
A_33_P3642036	LOC100289333	5.108183813625
A_24_P333567	LOC100289341	6.93196900583333
A_21_P0000625	LOC100289361	5.55798340970833
A_21_P0014649	LOC100289388	4.631683404
A_21_P0000674	LOC100289473	5.34460802291667
A_21_P0013047	LOC100289495	9.09890846879167
A_33_P3412658	LOC100289509	4.62644952991667
A_21_P0000577	LOC100289511	5.014343986125
A_21_P0014337	LOC100289580	5.28436535079167
A_33_P3520738	LOC100289650	4.47393068516667
A_19_P00320927	LOC100292680	4.59954308070833
A_33_P3291891	LOC100292905	5.77080404566667
A_21_P0000157	LOC100293516	5.48386563391667
A_19_P00318154	LOC100293612	4.099990013875
A_19_P00321878	LOC100294145	5.30978799441667
A_21_P0000576	LOC100294362	4.79085521579167
A_21_P0000550	LOC100302401	4.23001126891667
A_21_P0000558	LOC100302650	4.42647136
A_21_P0000569	LOC100303749	4.03084850479167
A_21_P0000572	LOC100306951	10.424081485
A_24_P340941	LOC100306975	4.36865475033333
A_33_P3334826	LOC100335030	4.21656112070833
A_21_P0013148	LOC100422737	4.86436223933333
A_21_P0000621	LOC100498859	4.374169769875
A_19_P00803960	LOC100499177	6.427621777625
A_33_P3278205	LOC100499183	4.2065257645
A_19_P00803441	LOC100499194	5.98979494045833
A_19_P00812554	LOC100499227	5.664929150125
A_21_P0011550	LOC100499466	8.12621385291667
A_21_P0009412	LOC100499467	4.92788659575
A_33_P3362409	LOC100499484	4.56490157975
A_21_P0000660	LOC100499489	7.74811147633333
A_21_P0000667	LOC100500773	4.00026012245833
A_21_P0007459	LOC100500938	4.23794320470833
A_19_P00803850	LOC100505474	4.66512717245833
A_21_P0014520	LOC100505475	4.37369285320833
A_21_P0000144	LOC100505478	4.93796590725
A_21_P0014073	LOC100505481	7.895557135625
A_21_P0000841	LOC100505483	9.86988183670833
A_21_P0014397	LOC100505490	7.99082167520833
A_19_P00320718	LOC100505495	4.96983219670833
A_21_P0014177	LOC100505500	3.826600314875
A_21_P0014222	LOC100505501	3.92589908441667
A_21_P0009829	LOC100505515	4.049047971125
A_21_P0014914	LOC100505518	3.78971849683333
A_21_P0014448	LOC100505525	3.954812570125
A_21_P0014289	LOC100505533	4.94194053795833
A_21_P0000890	LOC100505536	3.71742921270833
A_21_P0000767	LOC100505540	4.102130632625
A_21_P0000768	LOC100505545	3.82857112904167
A_21_P0003303	LOC100505547	5.76227783516667
A_21_P0000185	LOC100505549	4.23257203308333
A_21_P0014672	LOC100505554	6.49620384070833
A_21_P0014129	LOC100505566	4.07634727645833
A_21_P0009147	LOC100505576	4.97026730879167
A_21_P0014363	LOC100505577	5.403340028875
A_21_P0006670	LOC100505601	4.66048841154167
A_21_P0002810	LOC100505609	4.49339823854167
A_21_P0014623	LOC100505616	7.830516303625
A_21_P0008883	LOC100505619	3.71076578883333
A_21_P0000798	LOC100505624	3.879206939
A_21_P0004360	LOC100505625	5.93997658666667
A_19_P00321259	LOC100505633	4.30605477058333
A_33_P3220753	LOC100505635	3.773803143125
A_21_P0014562	LOC100505636	3.97856188233333
A_21_P0014935	LOC100505641	11.57686244625
A_21_P0014761	LOC100505644	4.05342850179167
A_21_P0011372	LOC100505648	8.33462394570833
A_21_P0000770	LOC100505658	3.96443060633333
A_21_P0012123	LOC100505663	3.65959207575
A_21_P0009949	LOC100505664	4.28629020154167
A_21_P0014077	LOC100505666	7.13412512879167
A_21_P0000183	LOC100505676	3.900227510625
A_21_P0000900	LOC100505678	4.89460655104167
A_21_P0013887	LOC100505679	7.91477839908333
A_21_P0000809	LOC100505681	4.50786398329167
A_21_P0009891	LOC100505683	4.45733136404167
A_19_P00316187	LOC100505687	8.96975673191667
A_21_P0014327	LOC100505692	5.8341765045
A_19_P00321907	LOC100505702	4.43945267808333
A_21_P0000771	LOC100505715	4.24492217308333
A_21_P0000761	LOC100505716	4.55237857066667
A_21_P0014729	LOC100505717	6.88740480791667
A_21_P0005854	LOC100505718	3.905359768875
A_33_P3384835	LOC100505719	4.9444050905
A_21_P0014399	LOC100505725	4.36423229083333
A_21_P0014162	LOC100505730	5.02049967916667
A_21_P0014471	LOC100505736	5.69466269329167
A_19_P00805523	LOC100505738	7.421180386625
A_21_P0014145	LOC100505750	3.81360572270833
A_21_P0014224	LOC100505760	8.61040090295833
A_21_P0000764	LOC100505768	4.79579411658333
A_21_P0000765	LOC100505776	5.45250608191667
A_21_P0000903	LOC100505782	3.59486744120833
A_21_P0000772	LOC100505783	6.12740336175
A_21_P0014329	LOC100505792	9.28640512445833
A_21_P0000713	LOC100505795	3.73247811370833
A_21_P0000774	LOC100505826	4.87699211454167
A_21_P0000887	LOC100505835	3.80623266479167
A_21_P0000846	LOC100505839	3.79275861783333
A_21_P0012952	LOC100505841	4.49488549475
A_21_P0011733	LOC100505851	4.30928266404167
A_21_P0009428	LOC100505853	4.35995197245833
A_19_P00318883	LOC100505854	8.07457313308333
A_21_P0014595	LOC100505856	5.06673845720833
A_21_P0006788	LOC100505869	5.984648287375
A_21_P0014665	LOC100505874	8.00355206183333
A_21_P0012596	LOC100505875	6.78349768183333
A_33_P3241489	LOC100505876	5.24780612466667
A_32_P4626	LOC100505880	4.369960417125
A_33_P3805819	LOC100505890	3.66535165579167
A_21_P0000876	LOC100505894	6.33253137083333
A_21_P0014346	LOC100505899	4.40561537370833
A_21_P0013050	LOC100505903	4.87862530179167
A_21_P0014182	LOC100505904	4.53557925025
A_21_P0000697	LOC100505912	6.45638581620833
A_21_P0001189	LOC100505918	4.17202772920833
A_21_P0014183	LOC100505921	5.00855315066667
A_33_P3310961	LOC100505933	7.03705460483333
A_21_P0014331	LOC100505942	5.21441657004167
A_21_P0014401	LOC100505944	4.38133102945833
A_21_P0001994	LOC100505964	4.98682760366667
A_21_P0000875	LOC100505967	6.52870207295833
A_21_P0010211	LOC100505974	5.46049402366667
A_21_P0014497	LOC100505976	4.28586135066667
A_21_P0000836	LOC100505978	5.704148484
A_21_P0014599	LOC100506007	5.10219267479167
A_21_P0014633	LOC100506011	5.48048352891667
A_21_P0000166	LOC100506012	5.26556869891667
A_21_P0000813	LOC100506013	4.15656026416667
A_21_P0014561	LOC100506016	4.11855696466667
A_21_P0010259	LOC100506021	3.70032691654167
A_21_P0010662	LOC100506023	5.22890265520833
A_21_P0000848	LOC100506025	3.892867967125
A_21_P0000888	LOC100506033	5.3592750815
A_21_P0009847	LOC100506034	4.11028882145833
A_19_P00318404	LOC100506035	5.97543149570833
A_33_P3358621	LOC100506036	5.4957387835
A_21_P0000680	LOC100506046	5.86341513833333
A_19_P00320407	LOC100506047	4.67693932441667
A_21_P0000872	LOC100506050	3.28810843291667
A_21_P0000799	LOC100506054	7.37192820816667
A_21_P0000889	LOC100506068	4.36915826620833
A_21_P0014511	LOC100506070	5.211175712875
A_21_P0000777	LOC100506071	4.07048632020833
A_21_P0014522	LOC100506090	5.18609588458333
A_21_P0014548	LOC100506092	4.09026113875
A_21_P0013371	LOC100506098	5.016780238625
A_21_P0003534	LOC100506107	3.70177158420833
A_21_P0014648	LOC100506113	3.92586788833333
A_21_P0014371	LOC100506114	5.06042590254167
A_21_P0014404	LOC100506115	4.3827139085
A_19_P00322442	LOC100506119	5.93860996304167
A_21_P0000815	LOC100506122	4.257160986875
A_21_P0011934	LOC100506123	10.122239954
A_21_P0014934	LOC100506124	7.74892402854167
A_21_P0000861	LOC100506134	5.059033223625
A_21_P0007688	LOC100506159	5.59233714683333
A_21_P0001066	LOC100506161	7.23971004108333
A_21_P0014372	LOC100506174	4.57855249845833
A_21_P0014406	LOC100506175	3.50630098545833
A_19_P00316371	LOC100506178	4.246053350375
A_21_P0004611	LOC100506188	4.36214729033333
A_19_P00322934	LOC100506190	7.38358938029167
A_21_P0000849	LOC100506195	3.82001636220833
A_21_P0000859	LOC100506207	4.59100182233333
A_21_P0007250	LOC100506233	7.37168243629167
A_21_P0002212	LOC100506235	5.8127847275
A_21_P0005598	LOC100506236	3.88581015441667
A_24_P639665	LOC100506247	5.81961712054167
A_21_P0014349	LOC100506252	4.24654382404167
A_32_P218025	LOC100506253	3.82011869508333
A_21_P0014271	LOC100506258	3.82542969070833
A_21_P0001779	LOC100506286	4.77663893279167
A_21_P0014187	LOC100506289	4.44073225545833
A_21_P0014295	LOC100506294	7.46986790945833
A_21_P0014350	LOC100506295	9.04535452304167
A_21_P0014439	LOC100506297	3.873529135375
A_21_P0014085	LOC100506299	4.16819024366667
A_21_P0003114	LOC100506301	5.67137742291667
A_21_P0014175	LOC100506302	6.66856678058333
A_19_P00321872	LOC100506305	6.65347617095833
A_33_P3340055	LOC100506310	4.181840557625
A_21_P0000838	LOC100506314	4.036543582
A_21_P0002954	LOC100506319	4.05037012995833
A_21_P0014351	LOC100506325	6.08797953941667
A_19_P00317277	LOC100506328	3.9898230945
A_21_P0010308	LOC100506334	4.99619870133333
A_21_P0000850	LOC100506343	4.59951054183333
A_19_P00800264	LOC100506365	7.496961765
A_21_P0000831	LOC100506368	6.28265472041667
A_19_P00322259	LOC100506374	4.25522711970833
A_21_P0014408	LOC100506384	4.93148020720833
A_21_P0000825	LOC100506385	3.75971487933333
A_33_P3324695	LOC100506393	4.50565922775
A_21_P0008125	LOC100506394	4.919290184375
A_21_P0014342	LOC100506397	3.66292320166667
A_19_P00321858	LOC100506403	4.13474355716667
A_21_P0014087	LOC100506405	4.305166352125
A_21_P0003985	LOC100506406	4.654559078125
A_21_P0000853	LOC100506409	4.512949705875
A_19_P00807053	LOC100506411	8.22223543816667
A_21_P0014554	LOC100506412	5.22142842270833
A_21_P0014196	LOC100506413	3.51178580491667
A_19_P00813087	LOC100506421	8.68074162133333
A_33_P3258607	LOC100506422	3.13607859354167
A_21_P0014526	LOC100506430	3.65684471195833
A_21_P0000877	LOC100506433	5.86264229808333
A_21_P0014088	LOC100506439	4.82682443095833
A_21_P0014555	LOC100506446	3.951791338875
A_21_P0000728	LOC100506451	5.70142502379167
A_21_P0014284	LOC100506452	4.22234898895833
A_21_P0000711	LOC100506462	5.59321141025
A_21_P0007497	LOC100506465	6.80349606016667
A_21_P0000784	LOC100506469	5.93979979154167
A_21_P0009986	LOC100506470	4.659234595125
A_21_P0014426	LOC100506472	6.68932353179167
A_21_P0008517	LOC100506476	5.98377460070833
A_21_P0000854	LOC100506497	4.25433292945833
A_21_P0014207	LOC100506507	4.407979069125
A_19_P00318561	LOC100506516	4.5904628145
A_21_P0014274	LOC100506518	7.564081855125
A_21_P0014334	LOC100506521	5.97048155454167
A_21_P0006239	LOC100506532	5.060245291125
A_21_P0000779	LOC100506540	5.11688028295833
A_21_P0008986	LOC100506542	3.927868500625
A_21_P0000684	LOC100506548	11.68273847
A_21_P0014409	LOC100506553	5.55081801658333
A_21_P0012019	LOC100506563	3.88597539075
A_21_P0014721	LOC100506564	4.30585374554167
A_21_P0000855	LOC100506585	4.11583614683333
A_21_P0013745	LOC100506599	3.98481083783333
A_21_P0014233	LOC100506605	4.607546452875
A_21_P0014277	LOC100506606	4.04128028325
A_21_P0007907	LOC100506622	4.00459875166667
A_33_P3261877	LOC100506639	6.45928555016667
A_21_P0014362	LOC100506643	4.41084050166667
A_19_P00321571	LOC100506647	3.88370458783333
A_21_P0000840	LOC100506649	5.5369914655
A_33_P3339187	LOC100506650	4.30252092525
A_21_P0000878	LOC100506655	4.212158071
