dataset	Name	pathway	ES	NES	nominal_p	dataset_FDR	FWER p-val	Tag %	Gene %	leading_genes
GSE17542_SN_MPTP10	prerank	Molecules associated with elastic fibres	-0.4059588716081959	-1.4060466269164609	0.06313993174061433	0.4355890865815495	1.0	12/36	19.85%	EMILIN2;ITGB1;GDF5;FBLN2;ITGB3;ELN;LTBP4;FBLN5;LTBP1;EMILIN1;TGFB3;FN1
GSE17542_SN_MPTP10	prerank	Neutrophil degranulation	-0.27926298356154683	-1.4006547334038115	0.003978779840848806	0.4477152412581495	1.0	124/398	24.65%	SLC15A4;SYNGR1;TNFAIP6;ELANE;PSEN1;PIGR;PSAP;ACTR1B;KCNAB2;PYGB;RAB3A;ORM2;PRG3;PKM;PGM2;AGL;ADAM8;DSP;RAB4B;PFKL;SERPINB12;PGLYRP1;PLEKHO2;CD177;FGL2;QSOX1;LTF;CTSD;PSMD2;ARL8A;DEGS1;MMP8;HPSE;TUBB4B;MLEC;EEF2;STBD1;PDXK;TOM1;HRNR;HSPA1B;GUSB;OSCAR;LAMTOR2;CYB5R3;ALAD;GNS;PYGL;DSN1;CYSTM1;PGAM1;PAFAH1B2;SRP14;RAB5B;FUCA1;CHIT1;JUP;C5AR1;AHSG;TBC1D10C;NBEAL2;ANXA2;CD55;ALDOA;PLAUR;HSP90AB1;PECAM1;CTSG;LPCAT1;RHOA;S100A9;TNFRSF1B;GHDC;GOLGA7;ADGRE5;VAT1;SNAP23;LCN2;DBNL;BST1;SLCO4C1;DNAJC3;NPC2;MIF;CKAP4;ATP8B4;CST3;CRISPLD2;ACTR2;PRSS2;MANBA;BRI3;SLC11A1;PSMB1;SCAMP1;HSP90AA1;NFASC;RHOG;CTSB;SURF4;PSMC2;TMC6;MAN2B1;RAP1B;P2RX1;CSNK2B;NRAS;RAB44;GLA;BST2;VCL;GALNS;IDH1;LAMP1;SVIP;UBR4;STOM;IGF2R;IMPDH1;AMPD3;ATP6V0A1;SNAP25;PTGES2;RAB5C
GSE17542_SN_MPTP10	prerank	Gap-filling DNA repair synthesis and ligation in TC-NER	0.34723278198834623	1.398166197405108	0.05263157894736842	0.6655567612563732	1.0	23/57	21.38%	RPA2;CDK7;GTF2H1;LIG3;POLD3;CUL4B;XRCC1;PRPF19;MNAT1;POLR2D;POLK;AQR;RFC4;RBX1;USP7;ERCC3;ISY1;GTF2H2;POLR2C;TCEA1;RFC5;XAB2;CCNH
GSE17542_SN_MPTP10	prerank	Activation of AMPK downstream of NMDARs	-0.4782928512395714	-1.3979148573461284	0.07651245551601424	0.45255341165013097	1.0	7/19	9.77%	TUBB3;TUBB2A;TUBA1A;TUBB6;PRKAG1;TUBB4B;TUBA4A
GSE17542_SN_MPTP10	prerank	MAP kinase activation	0.3456659356412454	1.3961392712938991	0.03140096618357488	0.6625293759707077	1.0	19/57	19.34%	TAB2;MAPK1;MAP3K7;RPS6KA2;FBXW11;PPP2R5D;CREB1;IRAK1;BTRC;CUL1;MEF2C;TNIP2;PPP2CB;RIPK2;MAPK10;CHUK;MEF2A;RPS6KA5;DUSP6
GSE17542_SN_MPTP10	prerank	Glutathione synthesis and recycling	-0.5299735854966502	-1.395952096635717	0.11131725417439703	0.4547999746657608	1.0	5/12	18.63%	GGT1;OPLAH;CNDP2;GSS;CHAC1
GSE17542_SN_MPTP10	prerank	Positive Regulation of CDH1 Gene Transcription	-0.540576141417451	-1.3938713199613593	0.09156193895870736	0.4582174016236636	1.0	6/12	17.27%	KLF4;FOXA2;RB1;FOXP2;KLF9;SP1
GSE17542_SN_MPTP10	prerank	NRAGE signals death through JNK	0.3466253602470357	1.393533159892045	0.04411764705882353	0.6617138553428	1.0	15/57	16.36%	ARHGEF39;TIAM1;NGF;RAC1;FGD4;ARHGEF12;ARHGEF16;MCF2;ARHGEF2;ARHGEF26;FGD2;TRIO;PLEKHG2;BCL2L11;GNA13
GSE17542_SN_MPTP10	prerank	Mitochondrial translation termination	-0.3408942189060876	-1.3924502430907229	0.03966942148760331	0.4594375798892203	1.0	28/84	28.70%	MRPS23;MRPL28;AURKAIP1;MRPS18A;MRPL14;MRPL34;MRPL37;MRPL16;MRPS34;MTRF1L;MRPS12;MRPL49;MRPL18;MRPL23;MRPL55;MRPS35;MRPL24;MRPS18C;MRPS15;MRPS25;MRPL47;MRPS27;MRPL19;MRPS21;MRPL57;MRPL27;MRPS17;MRPL43
GSE17542_SN_MPTP10	prerank	Regulation of CDH11 gene transcription	0.5457120817213724	1.3909649392674561	0.11086474501108648	0.6616605566126084	1.0	4/10	10.51%	HEYL;BHLHE22;ZEB2;PRDM8
GSE17542_SN_MPTP10	prerank	Mitochondrial mRNA modification	0.5510391690641762	1.3901057105285488	0.11713665943600868	0.6545222737662498	1.0	6/10	29.17%	MTERF3;RPUSD3;MTPAP;SLIRP;TRMT61B;TRUB2
GSE17542_SN_MPTP10	prerank	Hyaluronan metabolism	-0.4811620246592724	-1.3875803221791494	0.08672566371681416	0.47008016433547695	1.0	12/18	37.97%	HAS1;SPAM1;GUSB;LYVE1;HYAL3;HYAL2;HMMR;CEMIP;SLC9A1;SLC17A5;HEXA;HAS2
