pathway	meta_z	meta_p	meta_FDR	same_NES_direction	NES_GSE17542_SN_MPTP10_limma	nominal_p_GSE17542_SN_MPTP10_limma	NES_GSE46798_exposure_corrected_limma	nominal_p_GSE46798_exposure_corrected_limma	NES_human_PD_postmortem_meta_limma	nominal_p_human_PD_postmortem_meta_limma
Tat-mediated elongation of the HIV-1 transcript	-2.1184541803886927	0.03413662147464331	0.12364024645961415	False	1.0382802681821408	0.3825	-1.1946487811050372	0.21065675340768278	-2.152130040243606	0.0
Phase I - Functionalization of compounds	2.115902590758576	0.034353093053248525	0.12414655726162804	True	0.9422502175682522	0.5954773869346733	1.2192410621822847	0.09195402298850575	1.208993021614976	0.1474056603773585
Dengue Virus-Host Interactions	-2.1131850489240462	0.03458493246606512	0.1247060259745199	False	0.9521405072619192	0.5965909090909091	-1.2623953109074606	0.05369807497467072	-1.3412459275495907	0.023809523809523808
GTP hydrolysis and joining of the 60S ribosomal subunit	-2.1094231682735334	0.03490807142722234	0.12559148364593992	False	0.974995497680688	0.4772727272727273	-1.1120834180770867	0.2830396475770925	-2.065538492058005	0.0
VEGFA-VEGFR2 Pathway	-2.1057786886679994	0.03522358086026409	0.12643363584244882	True	-0.8676434249005576	0.7486910994764397	-1.3446092546224195	0.04658721560130011	-1.1363522621441393	0.18125
EPH-ephrin mediated repulsion of cells	-2.1049192881677867	0.03529833440443908	0.12643363584244882	True	-1.2247940967167326	0.15535714285714286	-1.1252175806237406	0.2881745120551091	-1.1355291792043798	0.24489795918367346
Cytochrome P450 - arranged by substrate type	2.103403244403044	0.035430535087287836	0.1266270117137285	False	-1.199784861159421	0.1669626998223801	1.5332657707195643	0.007633587786259542	1.4768827919722467	0.018404907975460124
Mitochondrial protein degradation	-2.10038701999456	0.0356948098955068	0.12707449478771302	True	-0.8079474946303755	0.8502581755593803	-0.7575882047923556	0.8741573033707866	-2.903778158193592	0.0
Arachidonate metabolism	2.1001832880339655	0.03571272089463213	0.12707449478771302	False	-0.999698131095951	0.4584070796460177	1.3157230251177796	0.08064516129032258	1.6286437946124759	0.008484848484848486
Signaling by BRAF and RAF1 fusions	-2.0894534354305887	0.036666925400561066	0.1301054443488756	True	-1.0737869792846901	0.3495798319327731	-1.2528448331499125	0.13097949886104784	-1.100152236741898	0.24064171122994651
SARS-CoV-2 modulates host translation machinery	-2.0888052777136927	0.036725255137391076	0.1301054443488756	False	0.9648412874055065	0.5058823529411764	-1.1114500148551	0.3210161662817552	-2.000380034210604	0.0
RHO GTPases activate CIT	-2.08607897369779	0.036971469981207324	0.13069172467156037	True	-0.7015946067625695	0.8710247349823321	-1.2604898596775356	0.17806451612903226	-1.5458648498709902	0.03536977491961415
Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells	-2.0848458773097667	0.03708329281403939	0.13080141844429144	True	-1.2703907474612908	0.12701252236135957	-0.9549255386996958	0.5353658536585366	-1.2453341667026214	0.14285714285714285
RUNX2 regulates osteoblast differentiation	2.0827065423027347	0.037277980751070444	0.13120228442605011	False	1.8232490259110605	0.006224066390041493	-1.077150659863939	0.37969924812030076	1.4236839813224378	0.0801068090787717
HSF1 activation	2.081795529768929	0.037361150254027385	0.13120976629342807	False	-1.1162409880270632	0.3007518796992481	1.189091366973524	0.17708333333333334	1.827615696519962	0.0
Intra-Golgi traffic	-2.078650055397371	0.03764952665567308	0.13193632825873317	True	-0.8775141768835638	0.6552346570397112	-1.151194179229966	0.2685851318944844	-1.4022189242619727	0.04060913705583756
FGFR2 ligand binding and activation	2.0775788615081483	0.037748164799847786	0.13199628252905737	False	-0.8476998852539781	0.6736641221374046	1.2754058480925239	0.14107883817427386	1.6445661053543876	0.01084010840108401
Activation of AMPK downstream of NMDARs	-2.072771515785693	0.038193548512087346	0.1332658513816151	False	-1.0621458786198628	0.3914590747330961	0.8994547269217443	0.5770925110132159	-2.0279302914411113	0.0
RHO GTPases activate KTN1	-2.0699311087149366	0.03845879625807675	0.13377222803446845	True	-1.1456859977093081	0.28066914498141265	-1.1210369174194539	0.3431786216596343	-1.362082639464372	0.11911357340720222
Pyruvate metabolism	-2.0690417226674946	0.0385421716440452	0.13377222803446845	True	-0.9767964535795867	0.5034843205574913	-1.0121311275782263	0.4647887323943662	-1.5385370096090736	0.028985507246376812
Influenza Infection	-2.0681716009685682	0.03862388970778473	0.13377222803446845	False	0.9127907150588902	0.6750629722921915	-1.0113554852319002	0.4773445732349842	-1.5374317105273512	0.0
Interactions of Vpr with host cellular proteins	-2.0676900283434323	0.038669180185380625	0.13377222803446845	False	0.5980158520067577	0.9888143176733781	-1.2096470459118498	0.19230769230769232	-1.522495444558201	0.021929824561403508
HS-GAG biosynthesis	-2.0654353207933416	0.03888182946842875	0.13422107016926682	True	-1.4291583256998508	0.06463878326996197	-1.1107082234549224	0.3047735618115055	-0.9801182286976483	0.4817813765182186
Integration of energy metabolism	-2.058454256850366	0.039546548010197594	0.13611701496293857	True	-0.9951506404163223	0.4713804713804714	-1.1753347839116202	0.1761487964989059	-1.1669539282746726	0.13559322033898305
Signaling by EGFR	-2.0579054996825072	0.03959920571188639	0.13611701496293857	True	-0.8765779454791537	0.6539130434782608	-1.3083540401931626	0.11366245694603903	-1.2187132958558637	0.125
Interactions of Rev with host cellular proteins	-2.05662816805807	0.039722006565481104	0.13615213872883622	True	-0.8527881456285016	0.7211895910780669	-1.1468648944324524	0.25398773006134967	-1.4309411233429734	0.03896103896103896
TBC/RABGAPs	-2.0560508318078865	0.039777616812068886	0.13615213872883622	True	-1.0324354355653673	0.38727272727272727	-1.070165718979825	0.37484885126964934	-1.328197378437086	0.07042253521126761
Response to elevated platelet cytosolic Ca2+	-2.0543696732213927	0.03993992597107739	0.13640720261918451	True	-1.5114611429526341	0.010033444816053512	-0.9665983746091977	0.564983888292159	-0.9102583384304449	0.6831683168316832
Developmental Cell Lineages	2.0535357815790536	0.04002064314027958	0.13640720261918451	True	0.9095627296807932	0.5876993166287016	0.9861387753147811	0.375	1.5158880798611494	0.03337783711615487
Initiation of Nuclear Envelope (NE) Reformation	-2.04633790887603	0.04072313641569722	0.13824410045716462	True	-1.0190726878403291	0.38998211091234347	-0.855240111319894	0.6749672346002621	-1.6905863821511928	0.02348993288590604
NCAM1 interactions	2.0462645495973297	0.04073034954791076	0.13824410045716462	False	1.1365637137659108	0.22350230414746544	-0.7190947861635376	0.8905109489051095	1.5584439801567622	0.01371571072319202
Meiosis	2.043500328232125	0.041002934914292945	0.13887814147749014	False	1.7287122939710913	0.00228310502283105	-0.9321222450469652	0.6048951048951049	1.0954569407098358	0.31435643564356436
Platelet homeostasis	-2.0400746980764697	0.04134288635745886	0.13973722967166158	True	-1.2468181342582143	0.1095890410958904	-0.9815321835661905	0.5307262569832403	-1.1380174213640752	0.19135802469135801
Formation of the Early Elongation Complex	-2.0312033973687003	0.04223436590543027	0.14215683659229023	False	0.9984142568164885	0.4587378640776699	-1.0981001691471197	0.3329113924050633	-2.257022772368615	0.0
Formation of the HIV-1 Early Elongation Complex	-2.0312033973687003	0.04223436590543027	0.14215683659229023	False	0.9984142568164885	0.4587378640776699	-1.0981001691471197	0.3329113924050633	-2.257022772368615	0.0
Dissolution of Fibrin Clot	-2.026472623370315	0.042716375404360823	0.14348093730219952	False	-1.7088874628078696	0.013539651837524178	-1.1457906385247218	0.2980132450331126	0.35521439849701214	1.0
Negative regulation of MAPK pathway	-2.0184689180478648	0.04354244808896252	0.1459528435942657	True	-1.0319118433389693	0.4051094890510949	-1.118312740745218	0.30532544378698223	-1.256224178205037	0.1013215859030837
Dengue virus modulates apoptosis	-2.0161699928569377	0.043782203052144364	0.14610580767543455	True	-0.4929884680364653	0.9962894248608535	-1.4098621839446965	0.07029177718832891	-1.375700104567956	0.09345794392523364
Formation of WDR5-containing histone-modifying complexes	2.015591948261888	0.04384266242800018	0.14610580767543455	False	1.4484626328874322	0.03111111111111111	-0.9091913153212958	0.6137440758293838	1.3892161893269872	0.06573957016434892
RUNX2 regulates bone development	2.015437623297303	0.04385881564562149	0.14610580767543455	False	1.8966733867642334	0.002105263157894737	-1.268568432544961	0.14921780986762936	1.4671052512665412	0.06314432989690721
Citric acid cycle (TCA cycle)	-2.012855463046565	0.04412983709911978	0.14670678904204296	True	-0.5128046716507869	0.9892086330935251	-0.7316276595072835	0.8555555555555555	-2.855762393540836	0.0
Interaction between L1 and Ankyrins	-2.009961283004588	0.04443528676530543	0.14741952719883092	False	0.9338112836203146	0.5613207547169812	-1.1692098086198546	0.24371859296482412	-1.9026490872313617	0.0037735849056603774
Metabolism of steroids	-2.0087635301095164	0.04456221764467124	0.14753830340843097	True	-1.0603285790441597	0.3253968253968254	-0.9846809234668512	0.5296610169491526	-1.222477587623249	0.061855670103092786
Platelet degranulation	-1.997432199553584	0.04577825285628261	0.1512550844373909	True	-1.478640284962293	0.013888888888888888	-0.9345774138546891	0.625	-0.9556899304328013	0.6095238095238096
Regulation of actin dynamics for phagocytic cup formation	-1.9943861280588515	0.0461098733124447	0.15180137362700502	True	-0.7776355093148154	0.8677966101694915	-1.3954561305564792	0.0440324449594438	-1.1164091682300388	0.20261437908496732
Interleukin-12 family signaling	-1.994191640214457	0.046131115394988556	0.15180137362700502	True	-1.2350624283485776	0.15985790408525755	-1.153186353472808	0.23990772779700115	-1.0221175158970024	0.3825136612021858
SLC-mediated transmembrane transport	-1.9929572552355561	0.046266127903408394	0.15193683788157847	False	-1.2190773138392148	0.06836248012718601	-1.2107197431567396	0.09670781893004116	0.7030808025858982	0.9746835443037974
Signaling by FLT3 fusion proteins	-1.9914597153489277	0.04643036984026008	0.15216754812020458	False	-1.4499695541461113	0.051188299817184646	-1.4288218812854492	0.06265984654731457	0.8279056796203824	0.7172131147540983
Signalling to ERKs	-1.975547667873199	0.04820603072041713	0.1576678055279906	False	0.7035118257198754	0.9380733944954128	-0.9607355141296976	0.537712895377129	-1.6926732850084247	0.003937007874015748
mRNA Splicing - Major Pathway	-1.9707720450917172	0.04874995560475936	0.15887362143265055	False	1.151008402181919	0.1239193083573487	-1.2108298170340261	0.09667359667359668	-1.9221225910075106	0.0
CTNNB1 S33 mutants aren't phosphorylated	-1.9663203547209223	0.04926161702235366	0.15887362143265055	True	-0.7805099673107077	0.7564102564102564	-1.117998640453643	0.3359477124183007	-1.588874949416027	0.03289473684210526
CTNNB1 S37 mutants aren't phosphorylated	-1.9663203547209223	0.04926161702235366	0.15887362143265055	True	-0.7805099673107077	0.7564102564102564	-1.117998640453643	0.3359477124183007	-1.588874949416027	0.03289473684210526
CTNNB1 S45 mutants aren't phosphorylated	-1.9663203547209223	0.04926161702235366	0.15887362143265055	True	-0.7805099673107077	0.7564102564102564	-1.117998640453643	0.3359477124183007	-1.588874949416027	0.03289473684210526
CTNNB1 T41 mutants aren't phosphorylated	-1.9663203547209223	0.04926161702235366	0.15887362143265055	True	-0.7805099673107077	0.7564102564102564	-1.117998640453643	0.3359477124183007	-1.588874949416027	0.03289473684210526
Signaling by CTNNB1 phospho-site mutants	-1.9663203547209223	0.04926161702235366	0.15887362143265055	True	-0.7805099673107077	0.7564102564102564	-1.117998640453643	0.3359477124183007	-1.588874949416027	0.03289473684210526
Signaling by GSK3beta mutants	-1.9663203547209223	0.04926161702235366	0.15887362143265055	True	-0.7805099673107077	0.7564102564102564	-1.117998640453643	0.3359477124183007	-1.588874949416027	0.03289473684210526
Diseases of branched-chain amino acid catabolism	-1.9569561222165508	0.0503526273169377	0.16206939090680347	True	-0.877540257426844	0.6368515205724508	-1.0675758177933385	0.3644859813084112	-1.6005752667996416	0.04436860068259386
mTORC1-mediated signalling	-1.9531179959983322	0.050805615025112924	0.16286456429405471	True	-0.6522738619817373	0.9342105263157895	-0.5026112246609228	0.9923857868020305	-1.8807108377534083	0.0
Golgi Cisternae Pericentriolar Stack Reorganization	-1.9527946866772465	0.05084392839580187	0.16286456429405471	True	-0.8560092486356556	0.660377358490566	-0.8653949501923439	0.6413333333333333	-1.7936851104876839	0.013245033112582781
Mitotic Prometaphase	-1.9523095562176334	0.050901463578005984	0.16286456429405471	True	-0.9200804191375649	0.6444444444444445	-1.0012858441653352	0.49431230610134436	-1.3962231128372697	0.02531645569620253
Signaling by CSF3 (G-CSF)	-1.9492688899832828	0.05126332175474819	0.16369885191506375	True	-1.0845066152784346	0.33455210237659966	-1.446221149099631	0.0416141235813367	-0.8332060991054148	0.7084870848708487
HS-GAG degradation	-1.9451640837024085	0.05175523305377045	0.16441897226708913	True	-1.3186344152022675	0.13953488372093023	-0.8626999913717537	0.667107001321004	-1.2519521443990795	0.14388489208633093
Receptor Mediated Mitophagy	-1.944537920666483	0.05183061718264138	0.16441897226708913	False	0.6942428042207621	0.8706697459584296	-1.3070920624522695	0.13828238719068414	-1.61217905972777	0.040498442367601244
Regulation of clotting cascade	-1.9444294292810451	0.0518436878559324	0.16441897226708913	False	-1.6041417362643438	0.0036036036036036037	-1.0233669428199244	0.43309859154929575	0.8278736918045896	0.7436868686868687
mRNA Capping	-1.942355321268005	0.05209410012851959	0.16441897226708913	False	0.9723196545290429	0.49884526558891457	-1.0048385097321626	0.4534005037783375	-2.193592664937158	0.0
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	-1.9414334852209343	0.052205720011100104	0.16441897226708913	False	0.984555104791155	0.4551422319474836	-1.288056760866651	0.17348377997179126	-1.870194726232788	0.005988023952095809
alpha-linolenic acid (ALA) metabolism	-1.9414334852209343	0.052205720011100104	0.16441897226708913	False	0.984555104791155	0.4551422319474836	-1.288056760866651	0.17348377997179126	-1.870194726232788	0.005988023952095809
ALK mutants bind TKIs	-1.9413832567070755	0.052211807637711743	0.16441897226708913	True	-0.94213539529485	0.5399239543726235	-1.2503788315182887	0.18244170096021947	-1.3163131977041047	0.15666666666666668
PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA	-1.9406456000298333	0.05230127901022291	0.16441897226708913	False	0.8996376524772693	0.6317073170731707	-1.121667019221043	0.27901785714285715	-1.6321198975284745	0.005813953488372093
Attenuation phase	1.93958207674946	0.052430500828525496	0.16445515635945906	False	-1.2351617741695164	0.14661654135338345	1.4243423367768824	0.06989247311827956	1.7758230274721125	0.0027137042062415195
Transport of the SLBP independent Mature mRNA	-1.9381587927311725	0.052603852405349226	0.16445515635945906	True	-0.67591631494269	0.9292196007259528	-1.0427285812912424	0.40225563909774437	-1.5382181922547808	0.01507537688442211
Rev-mediated nuclear export of HIV RNA	-1.9380467123343752	0.0526175237765286	0.16445515635945906	True	-0.8897807217481853	0.6563071297989032	-1.131778556803955	0.26032540675844806	-1.354054751031408	0.07407407407407407
ADP signalling through P2Y purinoceptor 1	-1.934540917608363	0.05304665626437869	0.16533680602036366	True	-1.79946444854855	0.0053285968028419185	-0.870801199674995	0.6707768187422934	-0.7290196436195154	0.8893129770992366
Signaling by FGFR4 in disease	-1.9340754351794796	0.05310385369400191	0.16533680602036366	True	-1.1472152066007983	0.29739776951672864	-0.6350676603244876	0.9201101928374655	-1.6210461416952098	0.02727272727272727
Signal amplification	-1.9329924118386697	0.05323713258576462	0.16543362314079255	True	-1.5248126351253934	0.022847100175746926	-1.0789099541492	0.36134453781512604	-0.7428463713369781	0.8734693877551021
Formation of paraxial mesoderm	-1.931744565661321	0.05339104121698666	0.16556224856426163	False	0.6284397326375637	0.9904306220095693	-0.9538675678236488	0.5585798816568047	-1.7982379873607428	0.005555555555555556
Ion homeostasis	-1.9310000292867098	0.05348304879500237	0.16556224856426163	True	-1.0540248173187705	0.3720073664825046	-1.455176566910749	0.030197444831591175	-0.8444796556722675	0.7761194029850746
Nephron development	1.9278944942361051	0.05386825071798983	0.16643644639775862	False	1.6412044964157408	0.017167381974248927	-1.2297474849211274	0.20272108843537415	1.5421512959630763	0.02575107296137339
Mitotic Telophase/Cytokinesis	1.9269231833648581	0.0539892038232874	0.16649242093314726	False	1.7502586208436508	0.012711864406779662	-0.8423137727293238	0.6897506925207756	1.2371355471423109	0.21313868613138687
Organelle biogenesis and maintenance	-1.922196543818022	0.05458103155800801	0.1679975096813973	False	1.134562893847014	0.1623931623931624	-1.1513028846550708	0.1511156186612576	-1.5510527252748583	0.0
Formation of the cornified envelope	1.9173687075826817	0.0551911067727255	0.16955294471545082	False	-1.2207878500062848	0.14235500878734622	1.1620057533115085	0.13432835820895522	1.8395637085926233	0.0
RNA Polymerase III Transcription Termination	-1.913653068941152	0.0556644993666584	0.17050545894527605	True	-0.9513715755887003	0.5088028169014085	-1.082662659439078	0.38688946015424164	-1.364862165261018	0.07368421052631578
MyD88 cascade initiated on plasma membrane	1.9116397242131635	0.055922420444682874	0.17050545894527605	False	1.309940428185364	0.06651376146788991	-0.7560508106298632	0.8958333333333334	1.27284942628619	0.10804597701149425
Toll Like Receptor 10 (TLR10) Cascade	1.9116397242131635	0.055922420444682874	0.17050545894527605	False	1.309940428185364	0.06651376146788991	-0.7560508106298632	0.8958333333333334	1.27284942628619	0.10804597701149425
Toll Like Receptor 5 (TLR5) Cascade	1.9116397242131635	0.055922420444682874	0.17050545894527605	False	1.309940428185364	0.06651376146788991	-0.7560508106298632	0.8958333333333334	1.27284942628619	0.10804597701149425
Maturation of DENV proteins	-1.9069251560531313	0.056530280073426344	0.1720348184941302	True	-1.1017096208890356	0.30604982206405695	-1.0367955642099476	0.4169611307420495	-1.2488851076181098	0.14220183486238533
S Phase	-1.905821966605906	0.0566733079373795	0.17214650197113962	False	1.0165501385876137	0.4029126213592233	-1.038457880021229	0.39721627408993576	-1.8959654016902823	0.0
G beta:gamma signalling through PLC beta	-1.9002021191284482	0.05740660030198142	0.17381507465633128	False	-1.8446055289789003	0.003745318352059925	-0.9218022144764525	0.5858585858585859	0.6761481609501256	0.8788300835654597
Regulation of pyruvate metabolism	-1.8999677872617824	0.05743734709149922	0.17381507465633128	True	-1.0070399053807437	0.45104895104895104	-1.0092674131038752	0.4626865671641791	-1.3991358622911703	0.07142857142857142
Constitutive Signaling by Overexpressed ERBB2	-1.8891215532714405	0.058875543029694805	0.17783489583036546	True	-0.906968473242714	0.5686653771760155	-0.9426811463645206	0.5700680272108843	-1.6210423735865447	0.03283582089552239
FGFR1 ligand binding and activation	1.8838282111505562	0.059588216251073	0.17965236892083278	False	-0.70835053976507	0.8731343283582089	1.282590789559618	0.14901960784313725	1.4983108515674681	0.047752808988764044
Signaling by NTRK2 (TRKB)	-1.87924809692448	0.060210625088718994	0.18115190394366099	False	0.5640651299469818	0.9830508474576272	-1.0764465849982365	0.35984848484848486	-1.6957372267115542	0.01824817518248175
Transport of the SLBP Dependant Mature mRNA	-1.878525047703691	0.060309373826827224	0.18115190394366099	True	-0.6478372951999289	0.9543795620437956	-1.0147001500038446	0.44044665012406947	-1.6574826237598799	0.015306122448979591
Synthesis of glycosylphosphatidylinositol (GPI)	-1.8737776521822584	0.06096107784903587	0.182770342662202	True	-1.3129115812333867	0.13528336380255943	-1.093872993464401	0.36268068331143233	-1.0166071543060273	0.4
Diseases of Immune System	1.8726474882772066	0.061117079105917786	0.1828993550323122	False	-1.0116303592435651	0.4356060606060606	1.2840740357757054	0.10752688172043011	1.5238988213944828	0.015789473684210527
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	1.867329280490986	0.06185561887689469	0.18447388228288786	True	1.0286166923259892	0.3968957871396896	1.43537600824901	0.099644128113879	1.0131234844822674	0.45896656534954405
Activated point mutants of FGFR2	1.8670816444360827	0.06189018730150649	0.18447388228288786	False	-1.021773764996399	0.41316270566727603	1.3967105127166257	0.09716599190283401	1.6265293748165595	0.016689847009735744
Biotin transport and metabolism	-1.8664026865780976	0.06198504753668375	0.18447388228288786	True	-1.0067127111737162	0.44990892531876137	-1.5005932666272805	0.03194444444444444	-0.7892413043865738	0.7398648648648649
Mitochondrial Fatty Acid Beta-Oxidation	-1.8641595171024359	0.06229930652891745	0.18506894911984836	False	0.6724566845755641	0.9572072072072072	-1.025910719027059	0.4368811881188119	-1.850430654851092	0.012244897959183673
ESR-mediated signaling	-1.8623879614777872	0.06254842480309275	0.1854686808721743	True	-1.1444416807368472	0.19318181818181818	-1.228450777238074	0.09253417455310199	-0.8984402231598777	0.8085106382978723
G-protein beta:gamma signalling	-1.861399514219998	0.06268777914164243	0.18554207391283198	False	-1.5288448607956948	0.02578268876611418	-1.1734809315376464	0.22611850060459493	0.7618626950703967	0.829105473965287
Coagulation pathway	-1.8601523765664947	0.06286397065980448	0.18572403010624716	False	-1.6118472348376571	0.00530035335689046	-1.027363133742706	0.4302191464821223	0.8481153326297962	0.7224938875305623
WNT5A-dependent internalization of FZD4	-1.8553932097161623	0.06354009634644592	0.1873796283877886	True	-1.4910803528899568	0.052158273381294966	-1.0025094193656656	0.4697368421052632	-0.9001360940859507	0.5830721003134797
Transport of Mature mRNAs Derived from Intronless Transcripts	-1.8507625839043615	0.06420371606909644	0.18870450907513403	True	-0.6539425812851472	0.9635701275045537	-1.078655080986525	0.3501228501228501	-1.4096509512600224	0.026041666666666668
NOTCH2 Activation and Transmission of Signal to the Nucleus	-1.8506322735871363	0.06422247344064166	0.18870450907513403	True	-1.567600980609138	0.029513888888888888	-1.0524029416870684	0.3963254593175853	-0.7413625443844146	0.856655290102389
Adrenaline,noradrenaline inhibits insulin secretion	-1.849468094123003	0.0643902507797683	0.18885473915297984	True	-1.47660479500952	0.0449438202247191	-0.9537593522955289	0.5494367959949937	-0.9405511945850511	0.5487804878048781
G-protein activation	-1.841597781512578	0.06553400580141425	0.19186176382005363	True	-1.7710208490851378	0.007246376811594203	-0.7318964818886969	0.8506900878293601	-0.821445077898126	0.7518518518518519
Diseases associated with the TLR signaling cascade	1.8399488120180458	0.06577575276543891	0.19222192008528086	False	-1.1006115028893242	0.3177570093457944	1.352690500068936	0.08040201005025126	1.5610625023672144	0.01478494623655914
Ovarian tumor domain proteases	1.8366217519577475	0.06626575388895625	0.19311731377386315	True	0.8858101854259336	0.6390134529147982	0.9992387161742661	0.4258064516129032	1.3858379069773779	0.055408970976253295
Interferon alpha/beta signaling	1.8362498834173053	0.06632070812740451	0.19311731377386315	False	-0.7256403850375037	0.9261261261261261	0.9586399793044135	0.5566037735849056	1.525704384572607	0.007246376811594203
Interleukin-20 family signaling	-1.8319408465353828	0.0669602341224125	0.19441091760948156	False	-1.938652153990551	0.0018214936247723133	-1.1630586854179132	0.25534591194968553	1.1569125959854591	0.2791023842917251
Peptide hormone metabolism	-1.8316396749582564	0.06700512169616474	0.19441091760948156	True	-1.1822296807934387	0.19289340101522842	-0.8899319365322543	0.6726256983240223	-1.1851308285931075	0.1476510067114094
Transport of Ribonucleoproteins into the Host Nucleus	-1.8293739210092466	0.06734361165672494	0.19504348349237507	False	0.5707677518177592	0.9826086956521739	-1.0914200956291065	0.34099616858237547	-1.5021695204369392	0.025210084033613446
G alpha (z) signalling events	-1.8283894339165407	0.06749112600307706	0.1951216660696103	True	-1.029295011611824	0.39658119658119656	-1.4758310307418148	0.025119617224880382	-0.7155369358429302	0.9365853658536586
RNA Polymerase III Transcription Initiation	-1.8230103094316985	0.06830182947477068	0.19687084295036295	True	-0.990541854202219	0.4614035087719298	-1.1367973609180773	0.2720496894409938	-1.1826264444264212	0.1859504132231405
Cellular hexose transport	-1.8227626047579626	0.06833935376041012	0.19687084295036295	False	-1.423905332754531	0.08487084870848709	-1.4738894216412308	0.046235138705416116	0.9279925789103652	0.5760111576011158
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	1.821216827533194	0.06857390351450726	0.1971956479395866	False	-0.8740979579697414	0.6225045372050817	1.102759318497789	0.30980392156862746	1.6543562427312617	0.00851063829787234
Differentiation of naive CD4+ T cells to T helper 1 cells (Th1 cells)	-1.8196059038001844	0.06881904196821184	0.19728198913988462	True	-1.5208446973849463	0.03136531365313653	-0.88549036341922	0.6348993288590604	-0.8980868595727037	0.6
Specification of the neural plate border	1.8194183009926888	0.06884763672886647	0.19728198913988462	False	1.2538998294260353	0.16875	-0.9374077407075445	0.5695708712613784	1.5970865157760967	0.01908957415565345
TP53 Regulates Metabolic Genes	-1.8146405716771434	0.06957916328553708	0.19902591052877125	False	-0.8257978346367741	0.8003533568904594	0.8619094291740999	0.6886792452830188	-1.9602730820069159	0.0
MyD88 dependent cascade initiated on endosome	1.8029893235201082	0.07138989142646525	0.20384521026357538	False	1.2150031881768408	0.13238770685579196	-0.7847321050409426	0.8632385120350109	1.3037640370454813	0.07339449541284404
Activation of NMDA receptors and postsynaptic events	-1.7986754242318208	0.07207003862864776	0.20542498686581115	False	1.0025261358079645	0.4658536585365854	-0.949563384241255	0.5796943231441049	-2.39559427667725	0.0
Cristae formation	-1.7925741625607634	0.07304104085203546	0.20782679286370018	False	0.632839373672744	0.93125	0.6298967736163203	0.9205776173285198	-2.4072332643743137	0.0
ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA	-1.7894571736732756	0.0735412186814378	0.2088828649916628	False	0.7934341364928474	0.8619854721549637	-1.1464552097310057	0.23684210526315788	-1.3520737319301956	0.036585365853658534
NOTCH4 Activation and Transmission of Signal to the Nucleus	-1.7875272260247477	0.07385231574673233	0.2093991229316281	False	-1.5472198902867034	0.04291044776119403	0.6804832594833499	0.8597122302158273	-1.2008515053542095	0.21194029850746268
EPHA-mediated growth cone collapse	-1.7855384584195815	0.07417401903070238	0.20994359582291458	True	-1.0664830602756659	0.35555555555555557	-1.4684933393034127	0.038318912237330034	-0.697220263980497	0.9224489795918367
Metal ion SLC transporters	-1.7839823613813421	0.07442653135943084	0.21029067062987528	True	-0.7126119743561496	0.9256055363321799	-1.1949454825963806	0.2195416164053076	-1.3593037341803385	0.07692307692307693
G beta:gamma signalling through PI3Kgamma	-1.7818351989732306	0.07477611038479903	0.21091031831531296	False	-1.5728129114537333	0.024714828897338403	-1.1270825217756744	0.29280397022332505	0.7383974732552342	0.832425068119891
HSF1-dependent transactivation	1.7803663263055916	0.07501602890633619	0.2112190448684492	False	-1.1759754157326974	0.2222222222222222	1.2834612165965231	0.12962962962962962	1.644317536659566	0.005291005291005291
Protein-protein interactions at synapses	-1.7793189358588546	0.07518748820478494	0.21133427674226876	False	1.3303066888507447	0.05034324942791762	-1.2986129327146296	0.08044692737430167	-1.8228140694200123	0.0
Energy dependent regulation of mTOR by LKB1-AMPK	-1.7698729906537973	0.07674830113030333	0.2153474861871076	False	0.9191211876392851	0.6059907834101382	-0.793960944088416	0.7714285714285715	-2.4851005495126204	0.0
Interleukin-6 family signaling	1.768120123139953	0.07704082398989093	0.2157942803453865	False	0.9048896044587313	0.5908096280087527	-0.8866313238782771	0.6378446115288221	1.6806303415871664	0.0027397260273972603
Phospholipase C-mediated cascade; FGFR2	1.7623647623595813	0.07800768827197486	0.21783001087035728	False	-1.0096926076843824	0.44036697247706424	1.2559637145900475	0.15151515151515152	1.604533073859953	0.016853932584269662
Diseases associated with O-glycosylation of proteins	1.7621930070526937	0.07803669320865177	0.21783001087035728	False	1.0081986898451218	0.4408352668213457	-1.105882624693079	0.3127906976744186	1.8227200779511965	0.0
Diseases associated with glycosylation precursor biosynthesis	-1.760848579357041	0.07826403503997822	0.21808859333859681	True	-1.2016999938931958	0.2292768959435626	-0.5923592284224433	0.9399744572158365	-1.481392849964165	0.07633587786259542
VEGFR2 mediated cell proliferation	-1.758955091049667	0.07858513670872994	0.21860710709868345	True	-0.5043429023907028	0.9869888475836431	-1.119537200672847	0.3239795918367347	-1.5542695356032945	0.040955631399317405
Glycosaminoglycan-protein linkage region biosynthesis	-1.7573478528718862	0.07885853594769393	0.21880791492559598	True	-1.0876432270244354	0.3333333333333333	-1.1360710869404105	0.2837326607818411	-1.0705532649101057	0.3151750972762646
