dataset	Name	pathway	ES	NES	nominal_p	dataset_FDR	FWER p-val	Tag %	Gene %	leading_genes
GSE17542_SN_MPTP10_limma	prerank	Metabolism of nitric oxide: NOS3 activation and regulation	-0.5532839607682638	-1.5941237650616231	0.020257826887661142	0.36965078217563313	1.0	8/16	17.27%	NOSTRIN;NOSIP;DDAH1;NMT1;SPR;AKT1;CYB5B;DNM2
GSE17542_SN_MPTP10_limma	prerank	Antimicrobial peptides	-0.4585367499371879	-1.5854621545534804	0.014545454545454545	0.38784576491667283	1.0	19/37	25.84%	CCR6;ELANE;PLA2G2A;PGLYRP1;BPIFB2;LTF;CHGA;S100A9;PGLYRP2;LCN2;CTSG;BPIFA1;SLC11A1;ART1;PDZD11;PRSS2;EPPIN;RNASE6;BPIFA2
GSE17542_SN_MPTP10_limma	prerank	RHOH GTPase cycle	-0.46305074890647063	-1.5798608189404642	0.022727272727272728	0.39653384043564704	1.0	12/33	22.44%	PAK4;CSK;PAK2;JUP;ARHGDIG;ARHGDIB;NSFL1C;UACA;LCK;STOM;DBT;FAM91A1
GSE17542_SN_MPTP10_limma	prerank	Keratinization	-0.3597940899321167	-1.5776569752333685	0.005008347245409015	0.3953583463756468	1.0	49/123	27.05%	KRT80;KRT25;DSP;KRT27;KRT16;SPRR2F;KRT15;KRT75;KRTAP5-5;PERP;KRT81;KRT83;KRTAP3-1;JUP;KRT78;KRTAP1-5;KRTAP12-1;LCE1F;KRT79;KRT13;KRTAP10-4;KRTAP5-3;KRTAP19-1;TGM5;KRT32;KRTAP5-4;KRT23;KRTAP21-1;SPRR2D;KRTAP19-3;KRTAP5-1;LIPN;KRTAP26-1;KRTAP9-3;KRTAP4-2;DSC3;PRSS8;KRT2;KRTAP19-5;KRT6A;SPINK5;KRTAP19-2;LCE1B;KRT1;KRT26;KLK8;LCE3A;LCE3C;KRTAP13-1
GSE17542_SN_MPTP10_limma	prerank	G beta:gamma signalling through PI3Kgamma	-0.4905693133639929	-1.5728129114537333	0.024714828897338403	0.40219332155216847	1.0	9/24	15.29%	GNB3;GNB2;GNG8;GNG7;GNB1;GNG3;GNB5;AKT1;RHOA
GSE17542_SN_MPTP10_limma	prerank	Regulation of signaling by NODAL	0.6108229208383972	1.5697874974467234	0.03655913978494624	0.5978090088330787	1.0	3/10	5.61%	ACVR2A;ACVR1C;DAND5
GSE17542_SN_MPTP10_limma	prerank	NOTCH2 Activation and Transmission of Signal to the Nucleus	-0.5187175664371866	-1.567600980609138	0.029513888888888888	0.40976364037994256	1.0	5/19	11.36%	PSENEN;PSEN2;PSEN1;DLL4;MIB2
GSE17542_SN_MPTP10_limma	prerank	Activation of kainate receptors upon glutamate binding	-0.4641083185874113	-1.5649552940154126	0.01607142857142857	0.4094543848022973	1.0	8/28	13.49%	GRIK3;GNB3;GNB2;GNG8;GNG7;GNB1;GNG3;GNB5
GSE17542_SN_MPTP10_limma	prerank	Neurotoxicity of clostridium toxins	-0.6236343864679074	-1.5602753228621173	0.03189493433395872	0.4168453332293819	1.0	5/10	17.88%	SV2C;SV2A;SYT1;VAMP2;VAMP1
GSE17542_SN_MPTP10_limma	prerank	Disorders of transmembrane transporters	-0.34109058578877677	-1.5589657825275614	0.003305785123966942	0.4124611306519855	1.0	59/151	26.68%	DERL3;SLC4A1;ABCA3;RNF5;SLC27A4;SLC2A1;SLC5A1;SLC22A5;AVPR2;HK1;NUP43;AVP;AAAS;PSMB3;PSMC4;SLC34A1;ABCD4;RNF185;SLC7A9;CFTR;SLC6A19;ABCA12;DERL2;SLC11A2;PSMD2;SLC12A3;PSMB2;SLC6A5;ABCC6;TPR;PSMA6;BSG;SLC5A2;SLC35C1;ABCG8;NUP50;SLC6A3;KCNJ11;SLC5A7;SLC29A3;PSMC5;SLC3A1;PSMA4;PSMB4;PSMB1;SLC39A4;NUP214;SLC5A5;SLC20A2;SLC6A2;SLC1A1;SEL1L;NUP153;SEC13;PSMD1;AVPR1B;PSMC2;SLC35A3;ABCG5
GSE17542_SN_MPTP10_limma	prerank	Maturation of nucleoprotein_9694631	0.560044253110915	1.558912645700284	0.0367170626349892	0.6192619655809878	1.0	6/14	19.21%	PARP6;SRPK2;UBE2I;SRPK1;PARP16;CSNK1A1
