shift	p_exact	location	accepted_95	pathway	comparison
-0.31854503648417	0.99206349206349	interior	True	R-HSA-112315	all_nonsynaptic
-0.31831367664967	0.99206349206349	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31801264831926	0.98412698412698	interior	True	R-HSA-112315	all_nonsynaptic
-0.31771161998885	0.98412698412698	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31736515636192	0.97619047619048	interior	True	R-HSA-112315	all_nonsynaptic
-0.317018692735	0.97619047619048	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3168775167581	0.96825396825397	interior	True	R-HSA-112315	all_nonsynaptic
-0.3167363407812	0.96825396825397	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3167186998661	0.96031746031746	interior	True	R-HSA-112315	all_nonsynaptic
-0.316701058951	0.96031746031746	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31667433538823	0.95238095238095	interior	True	R-HSA-112315	all_nonsynaptic
-0.31664761182547	0.95238095238095	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3162285744873	0.94444444444444	interior	True	R-HSA-112315	all_nonsynaptic
-0.31580953714913	0.94444444444444	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31520465166807	0.93650793650794	interior	True	R-HSA-112315	all_nonsynaptic
-0.314599766187	0.93650793650794	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3145860203224	0.92857142857143	interior	True	R-HSA-112315	all_nonsynaptic
-0.3145722744578	0.92857142857143	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3144952313862	0.92063492063492	interior	True	R-HSA-112315	all_nonsynaptic
-0.3144181883146	0.92063492063492	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3138403358994	0.91269841269841	interior	True	R-HSA-112315	all_nonsynaptic
-0.3132624834842	0.91269841269841	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3132356042624	0.9047619047619	interior	True	R-HSA-112315	all_nonsynaptic
-0.3132087250406	0.9047619047619	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31273254731687	0.8968253968254	interior	True	R-HSA-112315	all_nonsynaptic
-0.31225636959313	0.8968253968254	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3114500607438	0.88888888888889	interior	True	R-HSA-112315	all_nonsynaptic
-0.31064375189447	0.88888888888889	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31053524088398	0.88095238095238	interior	True	R-HSA-112315	all_nonsynaptic
-0.3104267298735	0.88095238095238	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31033543584225	0.87301587301587	interior	True	R-HSA-112315	all_nonsynaptic
-0.310244141811	0.87301587301587	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31021258701823	0.86507936507937	interior	True	R-HSA-112315	all_nonsynaptic
-0.31018103222547	0.86507936507937	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31016525482908	0.85714285714286	interior	True	R-HSA-112315	all_nonsynaptic
-0.3101494774327	0.85714285714286	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30935894597975	0.84920634920635	interior	True	R-HSA-112315	all_nonsynaptic
-0.3085684145268	0.84920634920635	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30821507110613	0.84126984126984	interior	True	R-HSA-112315	all_nonsynaptic
-0.30786172768547	0.84126984126984	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30717483012283	0.83333333333333	interior	True	R-HSA-112315	all_nonsynaptic
-0.3064879325602	0.83333333333333	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.306137161439	0.82539682539683	interior	True	R-HSA-112315	all_nonsynaptic
-0.3057863903178	0.82539682539683	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3055963395164	0.81746031746032	interior	True	R-HSA-112315	all_nonsynaptic
-0.305406288715	0.81746031746032	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.304884147985	0.80952380952381	interior	True	R-HSA-112315	all_nonsynaptic
-0.304362007255	0.80952380952381	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3042155066336	0.8015873015873	interior	True	R-HSA-112315	all_nonsynaptic
-0.3040690060122	0.8015873015873	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3040117211404	0.79365079365079	interior	True	R-HSA-112315	all_nonsynaptic
-0.3039544362686	0.79365079365079	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3038971513968	0.78571428571429	interior	True	R-HSA-112315	all_nonsynaptic
-0.303839866525	0.78571428571429	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30365517598907	0.77777777777778	interior	True	R-HSA-112315	all_nonsynaptic
-0.30347048545313	0.77777777777778	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30342270598092	0.76984126984127	interior	True	R-HSA-112315	all_nonsynaptic
-0.3033749265087	0.76984126984127	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30305332490905	0.76190476190476	interior	True	R-HSA-112315	all_nonsynaptic
-0.3027317233094	0.76190476190476	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30256482827613	0.75396825396825	interior	True	R-HSA-112315	all_nonsynaptic
-0.30239793324285	0.75396825396825	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30212790049866	0.74603174603175	interior	True	R-HSA-112315	all_nonsynaptic
-0.30185786775447	0.74603174603175	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30163940386573	0.73809523809524	interior	True	R-HSA-112315	all_nonsynaptic
-0.301420939977	0.73809523809524	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30140804403123	0.73015873015873	interior	True	R-HSA-112315	all_nonsynaptic
-0.30139514808547	0.73015873015873	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30117557402308	0.72222222222222	interior	True	R-HSA-112315	all_nonsynaptic
-0.3009559999607	0.72222222222222	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.30036926517375	0.71428571428571	interior	True	R-HSA-112315	all_nonsynaptic
-0.2997825303868	0.71428571428571	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.2990965063213	0.70634920634921	interior	True	R-HSA-112315	all_nonsynaptic
