NGenes	Direction	PValue	FDR	pathway	fixed_correlation
22	Up	0.335252550160306	0.632529529812657	R-HSA-168188	0.05
15	Down	0.335343381814831	0.632529529812657	R-HSA-389977	0.05
10	Up	0.338238407502179	0.636597177438599	R-HSA-9725371	0.05
21	Down	0.340721995570629	0.637092408390425	R-HSA-9609736	0.05
54	Up	0.341006907099252	0.637092408390425	R-HSA-5693606	0.05
20	Up	0.341104333218526	0.637092408390425	R-HSA-69473	0.05
47	Up	0.341457880135007	0.637092408390425	R-HSA-9684482	0.05
10	Up	0.342871518195735	0.63834826929746	R-HSA-71336	0.05
17	Up	0.344182559624248	0.639408117232977	R-HSA-2173789	0.05
15	Down	0.348144647085104	0.644693570786155	R-HSA-9013420	0.05
13	Up	0.348659014165054	0.644693570786155	R-HSA-9022692	0.05
19	Down	0.349271342873706	0.644693570786155	R-HSA-2426168	0.05
10	Down	0.351389471401991	0.647217359719052	R-HSA-1236394	0.05
17	Down	0.352377169598852	0.647652708303221	R-HSA-9748784	0.05
108	Up	0.354821688564165	0.650758075621937	R-HSA-3700989	0.05
11	Down	0.35685578149805	0.651375425026406	R-HSA-5362517	0.05
18	Down	0.357204991401473	0.651375425026406	R-HSA-9861718	0.05
24	Up	0.357738614947464	0.651375425026406	R-HSA-167172	0.05
117	Up	0.358794869045233	0.651375425026406	R-HSA-162906	0.05
19	Down	0.358936574115479	0.651375425026406	R-HSA-9013409	0.05
18	Down	0.361037941889398	0.653812407371137	R-HSA-432720	0.05
27	Up	0.362549069361747	0.655172532054143	R-HSA-9020591	0.05
14	Up	0.365371359631094	0.658891447702935	R-HSA-73893	0.05
29	Down	0.366968635444102	0.660023946311175	R-HSA-9013404	0.05
43	Up	0.367530735764924	0.660023946311175	R-HSA-390466	0.05
14	Down	0.368409175185155	0.660226006256972	R-HSA-9918485	0.05
11	Up	0.369979600874883	0.660925987078419	R-HSA-2995383	0.05
13	Up	0.370333238699392	0.660925987078419	R-HSA-8866654	0.05
142	Up	0.372278184987101	0.6619997575219	R-HSA-72312	0.05
101	Down	0.372470861250721	0.6619997575219	R-HSA-446728	0.05
25	Up	0.375314093029647	0.665680551834477	R-HSA-165159	0.05
10	Down	0.377690727564316	0.668520343245257	R-HSA-74751	0.05
61	Up	0.381512157899238	0.673765453132209	R-HSA-6807070	0.05
14	Up	0.382217293018156	0.673765453132209	R-HSA-167242	0.05
46	Down	0.38490709464287	0.677122276698273	R-HSA-9013149	0.05
11	Up	0.38946941067438	0.68057488066155	R-HSA-749476	0.05
11	Up	0.38946941067438	0.68057488066155	R-HSA-74158	0.05
47	Down	0.389614481884983	0.68057488066155	R-HSA-983705	0.05
85	Up	0.390027831840842	0.68057488066155	R-HSA-2467813	0.05
265	Down	0.392070946512863	0.682371073692	R-HSA-199991	0.05
12	Down	0.392640432194005	0.682371073692	R-HSA-8949613	0.05
10	Down	0.393840098463251	0.683078802566041	R-HSA-9841251	0.05
90	Up	0.398127821479504	0.689128879749663	R-HSA-72689	0.05
58	Up	0.400139642847945	0.69122319065116	R-HSA-69242	0.05
96	Up	0.401313147583832	0.691863866434526	R-HSA-69620	0.05
54	Up	0.409039967385776	0.703273988041041	R-HSA-9692914	0.05
48	Up	0.410315552402227	0.703273988041041	R-HSA-391251	0.05
16	Down	0.410379136873137	0.703273988041041	R-HSA-389356	0.05
39	Down	0.413287448980217	0.706852740120926	R-HSA-9824439	0.05
18	Down	0.417553182281359	0.712734342824815	R-HSA-5694530	0.05
21	Up	0.41862127229395	0.713085300823824	R-HSA-1989781	0.05
27	Up	0.419413280182922	0.713085300823824	R-HSA-170834	0.05
13	Down	0.424683974146948	0.720625168729665	R-HSA-9828806	0.05
16	Down	0.431364029662263	0.724332521799418	R-HSA-446219	0.05
10	Up	0.431910575643737	0.724332521799418	R-HSA-2894862	0.05
10	Up	0.431910575643737	0.724332521799418	R-HSA-2644606	0.05
10	Up	0.431910575643737	0.724332521799418	R-HSA-2894858	0.05
10	Up	0.431910575643737	0.724332521799418	R-HSA-2644602	0.05
10	Up	0.431910575643737	0.724332521799418	R-HSA-2644603	0.05
30	Down	0.434754976920589	0.727686971078733	R-HSA-9013408	0.05
10	Up	0.436099736586064	0.728523203366642	R-HSA-8956319	0.05
13	Up	0.438117497513405	0.730478303397591	R-HSA-9637690	0.05
32	Down	0.448622556332039	0.746549504938645	R-HSA-373755	0.05
13	Down	0.44970245215807	0.746904650790475	R-HSA-180024	0.05
28	Up	0.457015735015249	0.756267868319354	R-HSA-447115	0.05
21	Down	0.457094616466802	0.756267868319354	R-HSA-9013405	0.05
46	Up	0.460581478845647	0.758955839439261	R-HSA-9648025	0.05
14	Down	0.460991134857992	0.758955839439261	R-HSA-400685	0.05
15	Up	0.461360626294864	0.758955839439261	R-HSA-9645723	0.05
14	Up	0.46414265876154	0.762078041623709	R-HSA-5250924	0.05
12	Down	0.467754315580608	0.766547946826015	R-HSA-1912422	0.05
16	Down	0.468761563894941	0.766740926143147	R-HSA-2219528	0.05
17	Down	0.472670347206805	0.766988100507468	R-HSA-75105	0.05
18	Up	0.473243530553536	0.766988100507468	R-HSA-499943	0.05
43	Down	0.473505343433868	0.766988100507468	R-HSA-1168372	0.05
27	Up	0.475552266060604	0.766988100507468	R-HSA-166016	0.05
45	Up	0.476112006941765	0.766988100507468	R-HSA-15869	0.05
10	Up	0.476532590742652	0.766988100507468	R-HSA-9609523	0.05
18	Up	0.476881617303373	0.766988100507468	R-HSA-5619507	0.05
18	Up	0.476881617303373	0.766988100507468	R-HSA-5617472	0.05
91	Down	0.477810452404304	0.766988100507468	R-HSA-418990	0.05
91	Down	0.477810452404304	0.766988100507468	R-HSA-421270	0.05
67	Up	0.480483886319451	0.769845929381723	R-HSA-9678108	0.05
10	Down	0.482270964787679	0.770585365553918	R-HSA-2142753	0.05
44	Down	0.484865824955634	0.770585365553918	R-HSA-5628897	0.05
13	Down	0.486234657457192	0.770585365553918	R-HSA-9662361	0.05
21	Up	0.487203044346735	0.770585365553918	R-HSA-167152	0.05
21	Up	0.487203044346735	0.770585365553918	R-HSA-167200	0.05
21	Up	0.487203044346735	0.770585365553918	R-HSA-167169	0.05
21	Up	0.487203044346735	0.770585365553918	R-HSA-167246	0.05
11	Down	0.489661460109124	0.771130349671054	R-HSA-399956	0.05
23	Down	0.489762325776362	0.771130349671054	R-HSA-9013106	0.05
26	Down	0.490882419022033	0.771130349671054	R-HSA-2980736	0.05
48	Up	0.491125941959871	0.771130349671054	R-HSA-5689603	0.05
40	Down	0.494794032195928	0.775477192277982	R-HSA-5619084	0.05
198	Down	0.4958507576806	0.775722963921374	R-HSA-6798695	0.05
13	Down	0.502080572471916	0.78404611136013	R-HSA-9958810	0.05
62	Up	0.505419062088576	0.787832245063929	R-HSA-5689880	0.05
74	Up	0.509597333279093	0.792245982710126	R-HSA-8951664	0.05
160	Up	0.510088770770441	0.792245982710126	R-HSA-9679506	0.05
141	Down	0.512139026391056	0.7939997135775	R-HSA-9006934	0.05
18	Up	0.516606125100966	0.799018430192923	R-HSA-3371571	0.05
34	Up	0.517230027897507	0.799018430192923	R-HSA-381119	0.05
19	Down	0.519193263596072	0.80061644583151	R-HSA-112043	0.05
328	Down	0.524841950957555	0.804898494664879	R-HSA-168249	0.05
20	Down	0.525962586750711	0.804898494664879	R-HSA-8854214	0.05
19	Up	0.52731814681515	0.804898494664879	R-HSA-8986944	0.05
16	Down	0.527428981297723	0.804898494664879	R-HSA-177929	0.05
119	Up	0.527870235176958	0.804898494664879	R-HSA-9694516	0.05
60	Up	0.528387043873635	0.804898494664879	R-HSA-5617833	0.05
92	Down	0.528506436172067	0.804898494664879	R-HSA-195721	0.05
269	Down	0.532959732266125	0.81024918732522	R-HSA-422475	0.05
81	Down	0.535388550021871	0.810528529826967	R-HSA-9764265	0.05
81	Down	0.535388550021871	0.810528529826967	R-HSA-9764274	0.05
53	Up	0.536333996821057	0.810528529826967	R-HSA-8939211	0.05
58	Down	0.53690462938654	0.810528529826967	R-HSA-6807878	0.05
34	Up	0.539150993330755	0.812496776662781	R-HSA-9006936	0.05
14	Down	0.544086461463725	0.815032830125444	R-HSA-5218920	0.05
47	Down	0.544426711045933	0.815032830125444	R-HSA-8957322	0.05
75	Up	0.544632549341817	0.815032830125444	R-HSA-983168	0.05
15	Down	0.544886930488173	0.815032830125444	R-HSA-5675221	0.05
19	Up	0.545733070770676	0.815032830125444	R-HSA-389960	0.05
95	Up	0.546506932497107	0.815032830125444	R-HSA-71387	0.05
13	Up	0.550648968322056	0.818783059800558	R-HSA-3371511	0.05
58	Up	0.55114534275102	0.818783059800558	R-HSA-9975921	0.05
83	Up	0.552230175744064	0.818783059800558	R-HSA-9633012	0.05
10	Up	0.553133642337908	0.818783059800558	R-HSA-9682385	0.05
20	Down	0.556586257648125	0.818783059800558	R-HSA-109606	0.05
98	Up	0.557329594948396	0.818783059800558	R-HSA-983169	0.05
22	Up	0.558641624039483	0.818783059800558	R-HSA-1226099	0.05
33	Up	0.561765837297241	0.818783059800558	R-HSA-9820952	0.05
17	Up	0.562266501122876	0.818783059800558	R-HSA-448424	0.05
17	Up	0.562266501122876	0.818783059800558	R-HSA-450294	0.05
60	Down	0.562759323865491	0.818783059800558	R-HSA-157118	0.05
16	Down	0.56397429241594	0.818783059800558	R-HSA-9820965	0.05
17	Up	0.564219417078343	0.818783059800558	R-HSA-167287	0.05
17	Up	0.564219417078343	0.818783059800558	R-HSA-167290	0.05
17	Up	0.564219417078343	0.818783059800558	R-HSA-167238	0.05
17	Up	0.564219417078343	0.818783059800558	R-HSA-167243	0.05
19	Up	0.567579694045089	0.822275119776247	R-HSA-9856649	0.05
273	Down	0.569584447238608	0.823730280009537	R-HSA-9675108	0.05
20	Down	0.570495333138856	0.823730280009537	R-HSA-5625740	0.05
12	Down	0.575108445582926	0.827759338270645	R-HSA-416572	0.05
24	Down	0.575206315109184	0.827759338270645	R-HSA-6806834	0.05
10	Down	0.576496183743256	0.828063427754668	R-HSA-8849471	0.05
33	Up	0.577338886404357	0.828063427754668	R-HSA-168898	0.05
44	Down	0.583992767805922	0.832761744822199	R-HSA-9663891	0.05
86	Down	0.58549013213398	0.832761744822199	R-HSA-948021	0.05
82	Down	0.586117436037472	0.832761744822199	R-HSA-9759476	0.05
20	Down	0.586584263858562	0.832761744822199	R-HSA-5205647	0.05
13	Up	0.587010644936378	0.832761744822199	R-HSA-877300	0.05
32	Up	0.587490490368666	0.832761744822199	R-HSA-2565942	0.05
42	Down	0.588888610297183	0.832761744822199	R-HSA-9766229	0.05
86	Down	0.589117815560817	0.832761744822199	R-HSA-388841	0.05
340	Up	0.589309355384619	0.832761744822199	R-HSA-2262752	0.05
84	Up	0.591685517815529	0.834751090600631	R-HSA-156842	0.05
66	Down	0.593190532148025	0.834916946706518	R-HSA-2132295	0.05
285	Down	0.593872899742209	0.834916946706518	R-HSA-72766	0.05
97	Up	0.597162150760794	0.834916946706518	R-HSA-975957	0.05
97	Up	0.597162150760794	0.834916946706518	R-HSA-927802	0.05
11	Up	0.598113306177924	0.834916946706518	R-HSA-168643	0.05
39	Down	0.598465911851499	0.834916946706518	R-HSA-9931269	0.05
45	Down	0.598583147406761	0.834916946706518	R-HSA-8852276	0.05
16	Down	0.600027020445046	0.835480401275761	R-HSA-9013026	0.05
38	Down	0.600925578643819	0.835480401275761	R-HSA-5358346	0.05
48	Up	0.608147151247503	0.844159169686551	R-HSA-446652	0.05
11	Up	0.610485108442663	0.844793164154481	R-HSA-5655302	0.05
83	Down	0.610563968988679	0.844793164154481	R-HSA-5673001	0.05
85	Up	0.618510691203191	0.852740953487635	R-HSA-2408522	0.05
64	Down	0.620929366367551	0.852740953487635	R-HSA-5358351	0.05
27	Up	0.620999109503573	0.852740953487635	R-HSA-380287	0.05
27	Up	0.620999109503573	0.852740953487635	R-HSA-380270	0.05
15	Up	0.621254430151084	0.852740953487635	R-HSA-1489509	0.05
83	Up	0.622935422264001	0.853688925264816	R-HSA-5357801	0.05
12	Up	0.624728704138434	0.854787528519572	R-HSA-3371568	0.05
21	Down	0.627493491992124	0.857209809979732	R-HSA-381038	0.05
85	Up	0.628915962420125	0.857793606971753	R-HSA-9954709	0.05
52	Up	0.630334647905802	0.858370405205057	R-HSA-9730414	0.05
82	Down	0.631486257201032	0.858582261367965	R-HSA-199977	0.05
44	Down	0.63719474361755	0.862825410326186	R-HSA-9764561	0.05
18	Up	0.638762498572056	0.862825410326186	R-HSA-6814122	0.05
61	Down	0.640760110240349	0.862825410326186	R-HSA-9918487	0.05
18	Down	0.64178424344674	0.862825410326186	R-HSA-532668	0.05
57	Up	0.64393297904661	0.862825410326186	R-HSA-201681	0.05
58	Up	0.644026773042704	0.862825410326186	R-HSA-9755511	0.05
86	Up	0.645347317520759	0.862825410326186	R-HSA-975956	0.05
84	Down	0.645538973725323	0.862825410326186	R-HSA-5684996	0.05
188	Down	0.646244264810629	0.862825410326186	R-HSA-71291	0.05
37	Down	0.646348795365292	0.862825410326186	R-HSA-5387390	0.05
37	Down	0.646348795365292	0.862825410326186	R-HSA-5362768	0.05
11	Up	0.649202368525393	0.862825410326186	R-HSA-1839126	0.05
11	Up	0.649202368525393	0.862825410326186	R-HSA-8851708	0.05
69	Down	0.649955031646258	0.862825410326186	R-HSA-9909648	0.05
10	Up	0.651623366731261	0.862825410326186	R-HSA-76046	0.05
10	Up	0.651623366731261	0.862825410326186	R-HSA-76061	0.05
10	Up	0.651623366731261	0.862825410326186	R-HSA-76066	0.05
48	Up	0.657090408464217	0.868729957202692	R-HSA-9759194	0.05
38	Down	0.659290536567205	0.8703038936002	R-HSA-5678895	0.05
17	Down	0.662935679229843	0.873686230364441	R-HSA-9013406	0.05
82	Up	0.66387990822356	0.873686230364441	R-HSA-162909	0.05
79	Up	0.670523108746715	0.878761275500756	R-HSA-69275	0.05
79	Up	0.670523108746715	0.878761275500756	R-HSA-453274	0.05
34	Down	0.671120368904229	0.878761275500756	R-HSA-1592230	0.05
57	Down	0.671814014564963	0.878761275500756	R-HSA-2454202	0.05
14	Up	0.674600265622907	0.880561943623292	R-HSA-111465	0.05
10	Up	0.675233694588163	0.880561943623292	R-HSA-110314	0.05
80	Up	0.677782532794274	0.882550669590127	R-HSA-156902	0.05
22	Down	0.679537450669339	0.883501180206591	R-HSA-381070	0.05
15	Up	0.68094031770798	0.883991797988372	R-HSA-203927	0.05
105	Up	0.682092144013812	0.884155531037453	R-HSA-9711097	0.05
13	Up	0.68543437776634	0.884508535524386	R-HSA-111997	0.05
13	Up	0.68543437776634	0.884508535524386	R-HSA-111933	0.05
53	Down	0.686492176681165	0.884508535524386	R-HSA-5610787	0.05
12	Down	0.68678477205685	0.884508535524386	R-HSA-9013424	0.05
44	Up	0.687659209936751	0.884508535524386	R-HSA-9020702	0.05
17	Down	0.688521145402393	0.884508535524386	R-HSA-1227986	0.05
10	Up	0.689902254462217	0.884591689099717	R-HSA-9670095	0.05
46	Down	0.69082099890372	0.884591689099717	R-HSA-9958825	0.05
70	Down	0.691664499365672	0.884591689099717	R-HSA-389948	0.05
54	Up	0.69620368306443	0.889077888594873	R-HSA-69481	0.05
110	Down	0.698750018953187	0.89028835449142	R-HSA-195258	0.05
34	Up	0.699217187924236	0.89028835449142	R-HSA-380320	0.05
52	Down	0.702022586930867	0.890784149016565	R-HSA-5621481	0.05
27	Down	0.704180669586013	0.890784149016565	R-HSA-1655829	0.05
36	Down	0.705687148056048	0.890784149016565	R-HSA-8980692	0.05
10	Up	0.706031939984212	0.890784149016565	R-HSA-8862803	0.05
10	Up	0.706031939984212	0.890784149016565	R-HSA-8863678	0.05
49	Up	0.706963520993841	0.890784149016565	R-HSA-9909396	0.05
20	Down	0.707218215521923	0.890784149016565	R-HSA-193704	0.05
36	Up	0.707947571132653	0.890784149016565	R-HSA-450408	0.05
14	Down	0.709345579175742	0.890784149016565	R-HSA-9035034	0.05
11	Down	0.71056479015926	0.890784149016565	R-HSA-442742	0.05
14	Up	0.710973891558465	0.890784149016565	R-HSA-380972	0.05
80	Up	0.713968161176597	0.893237380165786	R-HSA-9954714	0.05
83	Up	0.71747614091018	0.896325265890688	R-HSA-72764	0.05
90	Down	0.71926441588596	0.897076272419834	R-HSA-6811442	0.05
39	Down	0.72079064597535	0.897076272419834	R-HSA-9013148	0.05
10	Down	0.721199369822442	0.897076272419834	R-HSA-9607240	0.05
14	Down	0.72266856814311	0.897468461964064	R-HSA-156590	0.05
78	Up	0.723596961792371	0.897468461964064	R-HSA-2408557	0.05
367	Up	0.737264412887447	0.912320322783901	R-HSA-8953897	0.05
42	Down	0.737688242436635	0.912320322783901	R-HSA-8878166	0.05
131	Up	0.738827548357124	0.912420267455359	R-HSA-9010553	0.05
79	Up	0.747347241543458	0.920337878852898	R-HSA-9954716	0.05
96	Up	0.748225952769535	0.920337878852898	R-HSA-9006925	0.05
10	Up	0.748441824914015	0.920337878852898	R-HSA-198725	0.05
80	Up	0.750412968641075	0.920863421182481	R-HSA-192823	0.05
63	Down	0.751005783168543	0.920863421182481	R-HSA-9612973	0.05
33	Down	0.752402232009746	0.921265232943751	R-HSA-351202	0.05
14	Down	0.753587768147336	0.921408022897878	R-HSA-2871796	0.05
53	Up	0.757183443131027	0.92449309912032	R-HSA-69306	0.05
153	Up	0.759023114424092	0.925428464828242	R-HSA-5663202	0.05
97	Down	0.761124954660382	0.926680382651482	R-HSA-9711123	0.05
68	Up	0.762405897494297	0.9269307244571	R-HSA-9006931	0.05
120	Up	0.767387288892618	0.931673018345685	R-HSA-9948299	0.05
60	Down	0.769817782216065	0.933309322461671	R-HSA-1632852	0.05
44	Down	0.771709672017683	0.93428895685287	R-HSA-5607764	0.05
35	Up	0.775051296189067	0.936235224572393	R-HSA-9856651	0.05
153	Down	0.776861472778765	0.936235224572393	R-HSA-9012999	0.05
13	Down	0.776960841056372	0.936235224572393	R-HSA-5627117	0.05
39	Up	0.778165994226678	0.936235224572393	R-HSA-9907900	0.05
36	Down	0.782099364596058	0.936235224572393	R-HSA-1169091	0.05
97	Down	0.782179275343024	0.936235224572393	R-HSA-5683057	0.05
19	Down	0.782466069123579	0.936235224572393	R-HSA-379724	0.05
14	Up	0.784813018322345	0.936235224572393	R-HSA-9635486	0.05
10	Up	0.785440702600569	0.936235224572393	R-HSA-9707616	0.05
39	Down	0.785680059310896	0.936235224572393	R-HSA-5658442	0.05
404	Down	0.786969428635685	0.936235224572393	R-HSA-1266738	0.05
22	Down	0.787122853742835	0.936235224572393	R-HSA-9639288	0.05
33	Down	0.788048885254101	0.936235224572393	R-HSA-4608870	0.05
33	Down	0.788522938560971	0.936235224572393	R-HSA-9824272	0.05
31	Down	0.791003721321635	0.937888869022351	R-HSA-350562	0.05
72	Up	0.802167594001774	0.949819321469133	R-HSA-109581	0.05
94	Up	0.80462202175349	0.950664363689809	R-HSA-1852241	0.05
81	Up	0.805086990131741	0.950664363689809	R-HSA-1257604	0.05
108	Up	0.80869631677276	0.953620006919452	R-HSA-449147	0.05
243	Down	0.8128531444615	0.957212309461493	R-HSA-9716542	0.05
45	Down	0.815945127296146	0.959542564432848	R-HSA-382556	0.05
37	Down	0.818413505839589	0.960365300815684	R-HSA-9758941	0.05
76	Down	0.818872965312677	0.960365300815684	R-HSA-8856688	0.05
14	Down	0.824906941070947	0.964040153982119	R-HSA-5205685	0.05
11	Up	0.826180539934447	0.964040153982119	R-HSA-9734009	0.05
18	Down	0.82661772935526	0.964040153982119	R-HSA-5620924	0.05
38	Down	0.827598276040334	0.964040153982119	R-HSA-5610783	0.05
38	Down	0.827598276040334	0.964040153982119	R-HSA-5610785	0.05
19	Up	0.830259168504474	0.964986694067486	R-HSA-211000	0.05
21	Down	0.831224017981976	0.964986694067486	R-HSA-77289	0.05
41	Down	0.831769273424759	0.964986694067486	R-HSA-9013694	0.05
13	Up	0.832965818909907	0.965075989113359	R-HSA-983170	0.05
60	Down	0.834539770080175	0.965601720549142	R-HSA-5663220	0.05
34	Down	0.836718325983808	0.966824660855285	R-HSA-204005	0.05
443	Up	0.842368299856989	0.972050166635508	R-HSA-597592	0.05
45	Up	0.848284581127087	0.975776143489282	R-HSA-5687128	0.05
29	Up	0.849012932052152	0.975776143489282	R-HSA-5620920	0.05
237	Down	0.849696330434167	0.975776143489282	R-HSA-194315	0.05
39	Up	0.851257146060255	0.975776143489282	R-HSA-69656	0.05
39	Up	0.851257146060255	0.975776143489282	R-HSA-69202	0.05
38	Down	0.85479032244354	0.978524910951303	R-HSA-8878159	0.05
37	Down	0.858694197216888	0.97894123444433	R-HSA-69601	0.05
37	Down	0.858694197216888	0.97894123444433	R-HSA-69613	0.05
44	Up	0.859542688089338	0.97894123444433	R-HSA-69206	0.05
48	Up	0.860870735242019	0.97894123444433	R-HSA-6811434	0.05
16	Up	0.861196061429419	0.97894123444433	R-HSA-9696264	0.05
26	Up	0.861967977892398	0.97894123444433	R-HSA-5620912	0.05
20	Down	0.863938551823195	0.979299341362477	R-HSA-3299685	0.05
27	Down	0.864555451017222	0.979299341362477	R-HSA-6802952	0.05
39	Up	0.866570387374705	0.980067766299898	R-HSA-5632684	0.05
24	Down	0.869640473361166	0.980067766299898	R-HSA-9646399	0.05
25	Up	0.871180026222716	0.980067766299898	R-HSA-8854518	0.05
25	Up	0.871180026222716	0.980067766299898	R-HSA-380259	0.05
25	Up	0.871180026222716	0.980067766299898	R-HSA-380284	0.05
15	Down	0.872395329138415	0.980067766299898	R-HSA-211945	0.05
32	Down	0.873192627051417	0.980067766299898	R-HSA-6802957	0.05
16	Up	0.88193533651235	0.986050187595612	R-HSA-5655253	0.05
39	Up	0.88246591630879	0.986050187595612	R-HSA-3371497	0.05
46	Up	0.882767769560319	0.986050187595612	R-HSA-69239	0.05
35	Up	0.884131902217437	0.986050187595612	R-HSA-9735869	0.05
14	Up	0.884447679153094	0.986050187595612	R-HSA-5663084	0.05
10	Up	0.88538613132135	0.986050187595612	R-HSA-2672351	0.05
36	Down	0.890547041924307	0.990518129211294	R-HSA-9604323	0.05
40	Up	0.894718303471865	0.991767906402736	R-HSA-9754678	0.05
36	Down	0.895886181162528	0.991767906402736	R-HSA-5610780	0.05
45	Down	0.89663017461223	0.991767906402736	R-HSA-1236975	0.05
35	Down	0.896871403943467	0.991767906402736	R-HSA-180585	0.05
14	Up	0.897423395584843	0.991767906402736	R-HSA-111996	0.05
34	Up	0.899947855923547	0.992406614716285	R-HSA-169911	0.05
33	Down	0.900661006098076	0.992406614716285	R-HSA-1236978	0.05
33	Down	0.902437608827257	0.992406614716285	R-HSA-9679191	0.05
34	Up	0.902606480205994	0.992406614716285	R-HSA-8939236	0.05
44	Up	0.90484164656618	0.992437185174673	R-HSA-202403	0.05
40	Up	0.904936922908693	0.992437185174673	R-HSA-69002	0.05
34	Down	0.906185729746225	0.992543963203616	R-HSA-8941858	0.05
