NGenes	Direction	PValue	FDR	pathway	fixed_correlation
53	Up	7.93918815164064e-11	7.60397798523803e-09	R-HSA-3108232	0.005
414	Up	9.91646276060391e-11	8.54799089964057e-09	R-HSA-8953854	0.005
49	Down	1.30987527278663e-10	1.02646589558371e-08	R-HSA-6799198	0.005
138	Up	1.46465743654438e-10	1.05211225858438e-08	R-HSA-9918481	0.005
89	Up	4.08372860930773e-10	2.70782620094097e-08	R-HSA-4839726	0.005
50	Up	4.58206003199026e-10	2.82123981969686e-08	R-HSA-3247509	0.005
184	Down	2.17504906231253e-09	1.2499281944756e-07	R-HSA-382551	0.005
21	Up	3.7447571578655e-09	2.01748791880004e-07	R-HSA-9842860	0.005
64	Up	1.41003634271835e-08	6.99003079573637e-07	R-HSA-212165	0.005
83	Down	1.45963520096583e-08	6.99003079573637e-07	R-HSA-5419276	0.005
85	Down	2.10996334452213e-08	9.12627545908637e-07	R-HSA-5389840	0.005
90	Down	2.13009790385012e-08	9.12627545908637e-07	R-HSA-5368287	0.005
59	Up	2.22333856891895e-08	9.12627545908637e-07	R-HSA-9932444	0.005
84	Down	2.56546611167073e-08	1.00519626739099e-06	R-HSA-5368286	0.005
29	Up	6.80435418707989e-08	2.55015361272299e-06	R-HSA-3108214	0.005
33	Down	8.37969313044917e-08	3.00970644935299e-06	R-HSA-425407	0.005
15	Up	1.36300363381856e-07	4.69963652940638e-06	R-HSA-9845323	0.005
84	Down	4.11869361065394e-07	1.3655053432245e-05	R-HSA-76002	0.005
77	Down	6.10069754265819e-07	1.94770417843384e-05	R-HSA-9937383	0.005
171	Down	6.64204477378826e-07	2.04480092678767e-05	R-HSA-109582	0.005
23	Up	7.29830752731937e-07	2.16935899605148e-05	R-HSA-4570464	0.005
19	Up	1.33814159688152e-06	3.84492685503957e-05	R-HSA-3214858	0.005
23	Up	1.40883492504533e-06	3.91747001738412e-05	R-HSA-4551638	0.005
33	Up	1.6492823334175e-06	4.44275428564338e-05	R-HSA-9705671	0.005
104	Down	2.14580460019399e-06	5.60510171323399e-05	R-HSA-112316	0.005
18	Down	2.54919342435133e-06	6.24369006799146e-05	R-HSA-6809371	0.005
18	Down	2.54919342435133e-06	6.24369006799146e-05	R-HSA-6805567	0.005
70	Down	2.60757357827949e-06	6.24369006799146e-05	R-HSA-9837999	0.005
87	Down	2.81504154924962e-06	6.55828598771128e-05	R-HSA-112315	0.005
29	Up	2.92848575768408e-06	6.64303874506232e-05	R-HSA-6784531	0.005
21	Up	3.79061488890273e-06	8.37823085701065e-05	R-HSA-9843745	0.005
46	Up	3.92877205358566e-06	8.4665037754771e-05	R-HSA-72202	0.005
23	Down	4.18890102535634e-06	8.80690898501747e-05	R-HSA-936837	0.005
26	Up	4.86692893563177e-06	9.75649475003393e-05	R-HSA-159231	0.005
26	Up	4.86692893563177e-06	9.75649475003393e-05	R-HSA-159234	0.005
50	Down	5.11596689029608e-06	0.000100226442259891	R-HSA-1474244	0.005
52	Up	7.54018249247068e-06	0.00014443638463355	R-HSA-9938024	0.005
204	Up	9.76150121261936e-06	0.000182763799096916	R-HSA-9839923	0.005
43	Down	9.9650795331265e-06	0.000182763799096916	R-HSA-983712	0.005
18	Up	1.09316979515673e-05	0.000196315075713562	R-HSA-3232142	0.005
14	Up	1.33633712951151e-05	0.000234456469366095	R-HSA-9932451	0.005
11	Down	1.35995631882886e-05	0.000234456469366095	R-HSA-392518	0.005
19	Up	1.47689289855769e-05	0.000249623858540536	R-HSA-4085377	0.005
295	Up	1.91253287990932e-05	0.000317039104323429	R-HSA-74160	0.005
10	Up	1.96020739577386e-05	0.000318811089652276	R-HSA-9933939	0.005
46	Up	2.00834220033188e-05	0.000320590921608533	R-HSA-9937848	0.005
15	Down	2.13261865064946e-05	0.000334239504883607	R-HSA-216083	0.005
35	Up	2.46367712889363e-05	0.000379230300911841	R-HSA-1169408	0.005
64	Up	2.63384482005367e-05	0.000398311269278292	R-HSA-162587	0.005
40	Up	2.69350373334121e-05	0.000400310382437953	R-HSA-159236	0.005
22	Up	2.80929159264133e-05	0.00040839745840512	R-HSA-168276	0.005
11	Up	2.84267372439758e-05	0.00040839745840512	R-HSA-9843940	0.005
21	Up	3.21183221517987e-05	0.000446548285400814	R-HSA-159230	0.005
21	Up	3.21183221517987e-05	0.000446548285400814	R-HSA-159227	0.005
14	Up	3.82995431568124e-05	0.000524035019066227	R-HSA-9943965	0.005
11	Up	4.02104603567984e-05	0.000541584637930628	R-HSA-9934037	0.005
18	Up	4.13767174271381e-05	0.000548718929572201	R-HSA-8939243	0.005
23	Up	4.28079092740952e-05	0.000559097239307122	R-HSA-177243	0.005
16	Up	5.85474180532361e-05	0.000696134795676313	R-HSA-5619107	0.005
16	Up	5.85474180532361e-05	0.000696134795676313	R-HSA-1855196	0.005
16	Up	5.85474180532361e-05	0.000696134795676313	R-HSA-1855229	0.005
16	Up	5.85474180532361e-05	0.000696134795676313	R-HSA-1855170	0.005
16	Up	5.85474180532361e-05	0.000696134795676313	R-HSA-3301854	0.005
16	Up	5.85474180532361e-05	0.000696134795676313	R-HSA-170822	0.005
30	Down	5.89534107707318e-05	0.000696134795676313	R-HSA-202733	0.005
20	Up	6.89492142235634e-05	0.000796430280221279	R-HSA-180910	0.005
122	Up	7.0932202240451e-05	0.000796430280221279	R-HSA-73894	0.005
36	Up	7.1807754837288e-05	0.000796430280221279	R-HSA-5696399	0.005
18	Up	7.21243396446679e-05	0.000796430280221279	R-HSA-168274	0.005
18	Up	7.21243396446679e-05	0.000796430280221279	R-HSA-168333	0.005
23	Down	7.29907101362889e-05	0.000796430280221279	R-HSA-9768727	0.005
50	Down	7.91525509161497e-05	0.000846274089163929	R-HSA-76005	0.005
66	Down	7.95222751998588e-05	0.000846274089163929	R-HSA-112314	0.005
24	Up	9.11277250681175e-05	0.000957952426935577	R-HSA-4615885	0.005
20	Up	9.24272481643842e-05	0.000959907083345773	R-HSA-180746	0.005
18	Up	0.000102848518065057	0.00105315433775131	R-HSA-168271	0.005
47	Down	0.000103849325648331	0.00105315433775131	R-HSA-114608	0.005
16	Down	0.000119790875763135	0.00120069459195142	R-HSA-9694548	0.005
49	Up	0.000125150301685419	0.00123999494313599	R-HSA-5696398	0.005
251	Up	0.000137900247407312	0.00135079560528526	R-HSA-73857	0.005
19	Up	0.000144786020686803	0.00138672833146693	R-HSA-1500620	0.005
19	Up	0.000144786020686803	0.00138672833146693	R-HSA-1474165	0.005
15	Down	0.0001607313232884	0.0015039101109732	R-HSA-5173105	0.005
18	Up	0.000162254803156042	0.0015039101109732	R-HSA-9945266	0.005
18	Up	0.000162254803156042	0.0015039101109732	R-HSA-9976102	0.005
12	Up	0.000166210158494062	0.00152418251725406	R-HSA-9824585	0.005
21	Up	0.0001686837992405	0.00153058352574012	R-HSA-165054	0.005
495	Up	0.000178230635771799	0.00160036258370094	R-HSA-9824446	0.005
54	Up	0.000231700637430971	0.00205903040686079	R-HSA-162599	0.005
114	Up	0.000308248714344246	0.00271133052821163	R-HSA-1169410	0.005
128	Up	0.000314831790883994	0.00274126266406064	R-HSA-913531	0.005
20	Down	0.000330603830213948	0.00284980501644423	R-HSA-5578775	0.005
17	Up	0.000349099717931511	0.00297944511739567	R-HSA-3214847	0.005
52	Down	0.000353313931257903	0.00298584910533639	R-HSA-1483257	0.005
11	Up	0.000392206365561576	0.00328234841858329	R-HSA-9937850	0.005
25	Up	0.000445837511781297	0.00369530706880268	R-HSA-168325	0.005
11	Down	0.000452835450791696	0.00371756341507088	R-HSA-418597	0.005
13	Down	0.000477762439947787	0.00388520021919804	R-HSA-917977	0.005
26	Down	0.000498106221471544	0.00399773419863003	R-HSA-5576891	0.005
16	Up	0.00050087621050121	0.00399773419863003	R-HSA-3899300	0.005
23	Up	0.000539265175957581	0.00426464753830674	R-HSA-9610379	0.005
14	Up	0.000549200349866593	0.00430373365077276	R-HSA-77595	0.005
206	Down	0.000651825001175973	0.0050619202794026	R-HSA-556833	0.005
26	Down	0.000660071304324983	0.00508019164578692	R-HSA-422356	0.005
18	Up	0.000768111844164083	0.00585940185548177	R-HSA-9615933	0.005
11	Up	0.000791315506104864	0.00598345584440695	R-HSA-381042	0.005
13	Down	0.000824472829326788	0.00617996155547557	R-HSA-8868766	0.005
12	Down	0.000869512056348062	0.00646137407389681	R-HSA-9937008	0.005
19	Up	0.000902567284328262	0.00660791782338562	R-HSA-5696394	0.005
16	Down	0.000904564156797568	0.00660791782338562	R-HSA-9634597	0.005
24	Down	0.000966461186829873	0.00700075246258278	R-HSA-71403	0.005
17	Up	0.000977673689958413	0.00701620418949951	R-HSA-5696395	0.005
28	Up	0.000993012657910604	0.00701620418949951	R-HSA-194441	0.005
28	Up	0.000993012657910604	0.00701620418949951	R-HSA-191859	0.005
26	Up	0.00102514060925999	0.007184318741318	R-HSA-2980766	0.005
11	Down	0.00115129524652003	0.00800335889113116	R-HSA-977443	0.005
32	Down	0.00119416987712404	0.00823499547264738	R-HSA-1483206	0.005
42	Up	0.00128617219897365	0.00879905107551818	R-HSA-3371453	0.005
28	Down	0.00132207515869566	0.0089300750190581	R-HSA-3781865	0.005
25	Up	0.00132604362231953	0.0089300750190581	R-HSA-2559583	0.005
38	Up	0.00136346167523879	0.00911088344229331	R-HSA-6790901	0.005
54	Up	0.00150746652443705	0.0099956626466518	R-HSA-3371556	0.005
16	Down	0.00153513233123675	0.0101014051108861	R-HSA-8949215	0.005
40	Up	0.00164436928929992	0.0107335375778723	R-HSA-70171	0.005
69	Down	0.00165610266572739	0.0107335375778723	R-HSA-5668914	0.005
15	Down	0.00167476845438286	0.0107735105050599	R-HSA-9836573	0.005
80	Down	0.0017475829588626	0.0110993379071476	R-HSA-372790	0.005
78	Down	0.0017552110166619	0.0110993379071476	R-HSA-388396	0.005
34	Down	0.00176404790403622	0.0110993379071476	R-HSA-8957275	0.005
44	Down	0.00180119968895464	0.0112509719701369	R-HSA-418594	0.005
64	Down	0.00184925109618749	0.0114680175893066	R-HSA-373760	0.005
10	Down	0.00206790190661618	0.0127067937687143	R-HSA-210991	0.005
15	Up	0.00207848946796835	0.0127067937687143	R-HSA-9013422	0.005
13	Up	0.00216630773229197	0.0131504032763076	R-HSA-381340	0.005
14	Up	0.00227941243226706	0.0137402343819175	R-HSA-1221632	0.005
20	Up	0.00236576194110397	0.0141617138418863	R-HSA-5693565	0.005
25	Up	0.00253574576548495	0.0150745713782623	R-HSA-9706574	0.005
23	Up	0.00262418556236507	0.0154934791421828	R-HSA-176033	0.005
18	Down	0.00265028346172991	0.0155411179864707	R-HSA-112310	0.005
217	Up	0.00269762180313311	0.0157118242858158	R-HSA-1640170	0.005
35	Down	0.00277874541670125	0.0160756949610502	R-HSA-381426	0.005
22	Down	0.0030806100284568	0.0177032389635317	R-HSA-174824	0.005
11	Down	0.00319215826051265	0.0182227842421318	R-HSA-8949664	0.005
32	Up	0.00323686027257221	0.018356404966824	R-HSA-9018519	0.005
14	Up	0.0032752781851189	0.018452874480866	R-HSA-9764560	0.005
221	Up	0.00338577033715521	0.0189515196794012	R-HSA-212436	0.005
129	Up	0.00346299974573728	0.019258746973068	R-HSA-8868773	0.005
16	Up	0.0035275238411269	0.0194918304554576	R-HSA-73884	0.005
12	Down	0.00372930248412998	0.0204755333842041	R-HSA-9857377	0.005
20	Down	0.00387766307909503	0.020987254419776	R-HSA-418555	0.005
18	Up	0.00390708545842474	0.020987254419776	R-HSA-390471	0.005
11	Down	0.0040012479785708	0.020987254419776	R-HSA-164938	0.005
98	Up	0.00400905019753091	0.020987254419776	R-HSA-9938027	0.005
98	Up	0.00400905019753091	0.020987254419776	R-HSA-9938026	0.005
27	Up	0.00401521070986385	0.020987254419776	R-HSA-5693538	0.005
17	Up	0.00401728187849541	0.020987254419776	R-HSA-75067	0.005
17	Up	0.00401728187849541	0.020987254419776	R-HSA-73856	0.005
123	Up	0.00411363269470156	0.021361152908631	R-HSA-6791226	0.005
20	Down	0.0042205606849132	0.0217190939962717	R-HSA-70895	0.005
27	Up	0.00423295567444738	0.0217190939962717	R-HSA-429914	0.005
40	Up	0.00425864703336526	0.02172161977965	R-HSA-5633007	0.005
18	Up	0.00434899308775547	0.0219391900803115	R-HSA-73864	0.005
11	Up	0.00435220592080425	0.0219391900803115	R-HSA-9772755	0.005
37	Up	0.00462386723606553	0.0231731020784215	R-HSA-68875	0.005
17	Down	0.00493779327452028	0.0246033398996329	R-HSA-418346	0.005
10	Down	0.00510930134351251	0.0252841832805449	R-HSA-9931295	0.005
87	Up	0.0051392734304	0.0252841832805449	R-HSA-9705683	0.005
34	Down	0.0051624318531043	0.0252841832805449	R-HSA-163685	0.005
11	Down	0.0052748903926993	0.0256890142288519	R-HSA-3000170	0.005
20	Down	0.0053642639681154	0.0258323773213155	R-HSA-399721	0.005
20	Down	0.0053642639681154	0.0258323773213155	R-HSA-399719	0.005
50	Up	0.00551136373834885	0.026393308569204	R-HSA-72306	0.005
21	Up	0.00560220929469596	0.0266801348730824	R-HSA-5250913	0.005
11	Down	0.00578991625951248	0.0274225704159327	R-HSA-6785470	0.005
53	Down	0.0058711753885469	0.0276554818848493	R-HSA-196854	0.005
13	Down	0.0059561955931727	0.0279034815288852	R-HSA-416993	0.005
49	Down	0.0060330398843433	0.0279595719371179	R-HSA-9658195	0.005
49	Down	0.0060330398843433	0.0279595719371179	R-HSA-9824443	0.005
20	Down	0.00615289851695677	0.0283625589391269	R-HSA-5663213	0.005
10	Down	0.00627538530448192	0.0286568475958241	R-HSA-1222556	0.005
18	Down	0.00628322992530249	0.0286568475958241	R-HSA-9865881	0.005
14	Up	0.00670860258227836	0.0304358706627576	R-HSA-73933	0.005
10	Down	0.0068217557854315	0.0307871910316333	R-HSA-6806667	0.005
13	Down	0.00705586493693005	0.0316778936230922	R-HSA-9660821	0.005
12	Down	0.00724099537087046	0.0323406114491727	R-HSA-456926	0.005
35	Up	0.00736578840610031	0.0327284000312292	R-HSA-6781827	0.005
28	Down	0.00747733388685411	0.0330536503100936	R-HSA-437239	0.005
15	Up	0.0078525219722815	0.0345350711229931	R-HSA-73762	0.005
19	Up	0.00816207180219906	0.0357142431141908	R-HSA-8943724	0.005
13	Up	0.0083182252375988	0.0360479591846327	R-HSA-168928	0.005
24	Up	0.00832197665631311	0.0360479591846327	R-HSA-389957	0.005
15	Up	0.0085845486705555	0.0369283108662772	R-HSA-5693571	0.005
18	Up	0.00861089383308784	0.0369283108662772	R-HSA-6803529	0.005
41	Up	0.00869336362398913	0.0370974229894982	R-HSA-9609690	0.005
30	Up	0.00876971565176341	0.0372388910927096	R-HSA-73886	0.005
21	Up	0.00892346481479963	0.0377060130899867	R-HSA-9917777	0.005
38	Down	0.00919992606953152	0.0386845671801764	R-HSA-9918432	0.005
73	Up	0.00942024475850492	0.0394186940865594	R-HSA-68877	0.005
175	Up	0.00955408766350475	0.0397856210915029	R-HSA-69278	0.005
42	Down	0.00983547929030597	0.040760495905018	R-HSA-397014	0.005
26	Down	0.0101125050787392	0.0417080353008286	R-HSA-6794362	0.005
55	Up	0.0102413589067374	0.0418391060550124	R-HSA-72662	0.005
55	Up	0.0102413589067374	0.0418391060550124	R-HSA-72649	0.005
11	Down	0.0112105758465912	0.0455826244328379	R-HSA-114604	0.005
16	Down	0.0116796431396245	0.0469707987495847	R-HSA-3000171	0.005
41	Down	0.0116933864023334	0.0469707987495847	R-HSA-2682334	0.005
15	Up	0.011715454444502	0.0469707987495847	R-HSA-5218859	0.005
18	Down	0.0118846345849168	0.0472099309317894	R-HSA-9662851	0.005
18	Down	0.0118846345849168	0.0472099309317894	R-HSA-9664433	0.005
27	Up	0.0120679675874574	0.0475388298968211	R-HSA-9943411	0.005
55	Up	0.0121094718475584	0.0475388298968211	R-HSA-72702	0.005
13	Down	0.0121535435381158	0.0475388298968211	R-HSA-4086398	0.005
12	Up	0.012188029474707	0.0475388298968211	R-HSA-9764725	0.005
74	Up	0.0122836669448702	0.0476960401192707	R-HSA-5693532	0.005
15	Down	0.012412432459432	0.0477577296093383	R-HSA-164952	0.005
61	Down	0.0124740304114651	0.0477577296093383	R-HSA-3858494	0.005
48	Up	0.0124753468412953	0.0477577296093383	R-HSA-9609646	0.005
103	Up	0.0125765714864499	0.0477577296093383	R-HSA-72737	0.005
103	Up	0.0125765714864499	0.0477577296093383	R-HSA-72613	0.005
25	Down	0.0131023415228016	0.0493197309722925	R-HSA-9772573	0.005
25	Down	0.0131023415228016	0.0493197309722925	R-HSA-9694635	0.005
11	Up	0.0132807609968496	0.0497739825186275	R-HSA-162594	0.005
17	Down	0.0134030637004602	0.0500148957134054	R-HSA-191273	0.005
12	Up	0.0138507835668294	0.0514628251491678	R-HSA-201722	0.005
17	Down	0.0147618351194755	0.0546124543905059	R-HSA-2173782	0.005
10	Up	0.0153238881951139	0.0564495368555052	R-HSA-9692916	0.005
19	Down	0.0155278677666919	0.056957540488887	R-HSA-1660662	0.005
279	Down	0.0158871872159604	0.0580286244921943	R-HSA-5653656	0.005
44	Down	0.0165333863818629	0.0601340888656784	R-HSA-9709957	0.005
137	Down	0.0166756886833413	0.0603968220379841	R-HSA-446203	0.005
11	Down	0.0167957198162032	0.0605770313036283	R-HSA-212676	0.005
17	Down	0.0169136389595479	0.0607481532630429	R-HSA-375165	0.005
101	Up	0.0171163125505852	0.0610011671633853	R-HSA-72706	0.005
20	Down	0.0172443819749905	0.0610011671633853	R-HSA-9009391	0.005
43	Up	0.0172444876966761	0.0610011671633853	R-HSA-70326	0.005
65	Up	0.0172671517260627	0.0610011671633853	R-HSA-8878171	0.005
11	Up	0.0175510585217426	0.0617510712071107	R-HSA-9675135	0.005
148	Up	0.0179105594907652	0.0627597653700798	R-HSA-68886	0.005
35	Up	0.0183506165715201	0.0637831914703641	R-HSA-141444	0.005
35	Up	0.0183506165715201	0.0637831914703641	R-HSA-141424	0.005
10	Down	0.018472675983232	0.0639495851307067	R-HSA-1650814	0.005
51	Up	0.0196361323320197	0.0675636817688879	R-HSA-2500257	0.005
17	Down	0.0198086822819669	0.0675636817688879	R-HSA-3928665	0.005
24	Up	0.0198366612738482	0.0675636817688879	R-HSA-5693567	0.005
100	Up	0.0199041768781	0.0675636817688879	R-HSA-156827	0.005
11	Down	0.0199085558808556	0.0675636817688879	R-HSA-8964038	0.005
33	Down	0.0200912531438177	0.0677750769889527	R-HSA-111885	0.005
236	Up	0.0202231803013878	0.0677750769889527	R-HSA-1280215	0.005
29	Down	0.0202615141654467	0.0677750769889527	R-HSA-9013423	0.005
18	Up	0.0202853478690833	0.0677750769889527	R-HSA-1834949	0.005
11	Up	0.0210838880267554	0.0701710867917495	R-HSA-9930044	0.005
20	Down	0.0219649271171754	0.0728221814423277	R-HSA-9033241	0.005
33	Down	0.0222365511933229	0.0734402571978709	R-HSA-432722	0.005
19	Up	0.0224697084163692	0.0739270559347719	R-HSA-9013418	0.005
37	Up	0.0232278894688173	0.0761309533160477	R-HSA-69618	0.005
21	Down	0.023882990599271	0.077981582941559	R-HSA-3928662	0.005
30	Down	0.0240128460881397	0.078109710671609	R-HSA-428157	0.005
61	Down	0.0242731717522315	0.0784351671616128	R-HSA-8978868	0.005
10	Up	0.0243698309922037	0.0784351671616128	R-HSA-9909649	0.005
25	Up	0.0243858756372532	0.0784351671616128	R-HSA-389958	0.005
18	Down	0.0245938890154259	0.0788101573654168	R-HSA-6794361	0.005
25	Down	0.0261497233870516	0.0834582071511453	R-HSA-74752	0.005
10	Down	0.0262380210417174	0.0834582071511453	R-HSA-888590	0.005
12	Down	0.0277130795511696	0.0878260094599565	R-HSA-3781860	0.005
108	Up	0.0283475067769464	0.0887239045847786	R-HSA-68882	0.005
108	Up	0.0283475067769464	0.0887239045847786	R-HSA-2555396	0.005
28	Down	0.0285110459048535	0.0887239045847786	R-HSA-9664422	0.005
28	Down	0.0285110459048535	0.0887239045847786	R-HSA-9664417	0.005
28	Down	0.0285110459048535	0.0887239045847786	R-HSA-9664407	0.005
10	Up	0.0296478998964211	0.0916003215437813	R-HSA-5213460	0.005
10	Up	0.0296478998964211	0.0916003215437813	R-HSA-5675482	0.005
22	Down	0.0301034859252063	0.0926757316697423	R-HSA-9864848	0.005
20	Down	0.0302416671257555	0.0927698116099688	R-HSA-9856530	0.005
15	Up	0.0311886085805048	0.0949985180084633	R-HSA-5250941	0.005
15	Up	0.0311886085805048	0.0949985180084633	R-HSA-427413	0.005
16	Down	0.0326698322582819	0.0991598429811232	R-HSA-77387	0.005
26	Up	0.03630163185214	0.109796514584367	R-HSA-6781823	0.005
265	Down	0.037016428147478	0.111384145256789	R-HSA-199991	0.005
20	Down	0.0370849764370051	0.111384145256789	R-HSA-1474228	0.005
30	Down	0.0388144525713102	0.116173812904408	R-HSA-9855142	0.005
24	Down	0.0394902467185475	0.117787517894076	R-HSA-446193	0.005
13	Up	0.0397969236813409	0.117894668961002	R-HSA-9833110	0.005
15	Down	0.0397997084311503	0.117894668961002	R-HSA-2187338	0.005
121	Up	0.0405836057573087	0.119696495094975	R-HSA-168255	0.005
29	Up	0.0406856996088487	0.119696495094975	R-HSA-1483249	0.005
75	Down	0.0411298490423341	0.120591598212558	R-HSA-8856828	0.005
68	Down	0.0415729346430371	0.121477524278976	R-HSA-9609507	0.005
109	Down	0.0417552262881134	0.121597990068763	R-HSA-1500931	0.005
20	Up	0.0422501411039091	0.122624988658484	R-HSA-5693607	0.005
13	Down	0.0424141553364486	0.122687925838989	R-HSA-379726	0.005
48	Up	0.0430643875043582	0.12396079685777	R-HSA-72695	0.005
108	Up	0.0431418086511959	0.12396079685777	R-HSA-168273	0.005
53	Up	0.0438645399387683	0.125618715705044	R-HSA-450531	0.005
30	Up	0.0442684157087578	0.126355544175329	R-HSA-190236	0.005
44	Down	0.044605807021174	0.126676061861282	R-HSA-194138	0.005
15	Down	0.0446746204243965	0.126676061861282	R-HSA-1474290	0.005
45	Down	0.0453861492396332	0.128271674244472	R-HSA-8856825	0.005
29	Up	0.0461207399681095	0.129921823047419	R-HSA-5654738	0.005
13	Down	0.0464660963567339	0.130302565654076	R-HSA-3000178	0.005
21	Up	0.0466262735270098	0.130302565654076	R-HSA-6807505	0.005
84	Up	0.0467093883841178	0.130302565654076	R-HSA-5688426	0.005
14	Down	0.0486486083413559	0.135274517387899	R-HSA-500792	0.005
39	Down	0.0493501216125207	0.136783938360105	R-HSA-442755	0.005
12	Down	0.0501752677116729	0.138539640446132	R-HSA-9854311	0.005
28	Up	0.0503925645013114	0.138539640446132	R-HSA-674695	0.005
22	Down	0.0504657158933704	0.138539640446132	R-HSA-199418	0.005
14	Up	0.0511379945624457	0.139939527977232	R-HSA-6804758	0.005
27	Down	0.0513228927705364	0.140001055595577	R-HSA-9860931	0.005
25	Down	0.0515854352940299	0.140273328780611	R-HSA-9662360	0.005
11	Up	0.0524449087168177	0.142161985263826	R-HSA-2173788	0.005
17	Up	0.0534131445496783	0.144332697811356	R-HSA-180786	0.005
34	Down	0.0539783925474865	0.145404294924792	R-HSA-1268020	0.005
142	Up	0.0549614888421917	0.147202672452801	R-HSA-72312	0.005
26	Up	0.0549875412178677	0.147202672452801	R-HSA-6782210	0.005
23	Down	0.0560567673638186	0.14960041321242	R-HSA-1630316	0.005
21	Down	0.0566475923763537	0.150710569840793	R-HSA-1483255	0.005
29	Up	0.0575554737029486	0.152452787127586	R-HSA-9833482	0.005
24	Down	0.0576561584728457	0.152452787127586	R-HSA-9707564	0.005
43	Up	0.0581861035739793	0.15338355131734	R-HSA-2995410	0.005
117	Up	0.0591296304139116	0.155395553099975	R-HSA-162906	0.005
11	Up	0.061257305645246	0.160346218869349	R-HSA-110373	0.005
57	Down	0.0613854434186605	0.160346218869349	R-HSA-9909615	0.005
22	Up	0.0619501180736893	0.160856440293512	R-HSA-9816359	0.005
108	Up	0.0619539886049258	0.160856440293512	R-HSA-3700989	0.005
15	Down	0.0651579248368178	0.167863651707948	R-HSA-5674135	0.005
15	Down	0.0651579248368178	0.167863651707948	R-HSA-6802948	0.005
19	Down	0.0652370340164298	0.167863651707948	R-HSA-157858	0.005
10	Up	0.0654447777569511	0.167897019126464	R-HSA-5685942	0.005
26	Down	0.0659037836113697	0.168572882709201	R-HSA-9659379	0.005
11	Up	0.0661920905979377	0.168809414483498	R-HSA-429947	0.005
16	Down	0.0673576362594831	0.171275169485765	R-HSA-9912633	0.005
19	Up	0.0683937705072685	0.173398324050781	R-HSA-9820841	0.005
26	Up	0.0696480171881772	0.175545587181897	R-HSA-112382	0.005
26	Up	0.0696480171881772	0.175545587181897	R-HSA-75955	0.005
25	Up	0.0720421055277527	0.181050422638259	R-HSA-6782135	0.005
20	Down	0.0735445524900912	0.184288965832728	R-HSA-6811558	0.005
15	Down	0.0746984231845658	0.186637799377089	R-HSA-9840310	0.005
10	Up	0.0756395789615988	0.187421483705464	R-HSA-6791312	0.005
23	Up	0.0757876007558569	0.187421483705464	R-HSA-166166	0.005
23	Up	0.0757876007558569	0.187421483705464	R-HSA-937061	0.005
12	Up	0.0758817840060406	0.187421483705464	R-HSA-5696400	0.005
101	Down	0.0767251767252499	0.188963149534758	R-HSA-446728	0.005
22	Down	0.0778030779872009	0.191071946509878	R-HSA-416476	0.005
43	Down	0.0807280502136863	0.196863197186689	R-HSA-4420097	0.005
36	Down	0.0807639335613923	0.196863197186689	R-HSA-196849	0.005
12	Down	0.0808463710024223	0.196863197186689	R-HSA-9619483	0.005
15	Down	0.0814732066669485	0.197830715906788	R-HSA-8964043	0.005
12	Down	0.0817250618012451	0.197884840653577	R-HSA-901042	0.005
49	Down	0.0822718601715329	0.19864352630241	R-HSA-4086400	0.005
17	Down	0.0824992835455483	0.19864352630241	R-HSA-9656223	0.005
36	Down	0.0832209808441568	0.199301362016325	R-HSA-2029480	0.005
22	Down	0.0832349075706232	0.199301362016325	R-HSA-112040	0.005
15	Down	0.0837369532576866	0.199948071213645	R-HSA-5626467	0.005
38	Down	0.0891310559901488	0.212240249346708	R-HSA-6811436	0.005
33	Down	0.0902851965211476	0.21439625179402	R-HSA-8876198	0.005
35	Up	0.0905431424172954	0.2144181009992	R-HSA-72165	0.005
11	Down	0.0917633947251311	0.216712455487844	R-HSA-9865118	0.005
26	Down	0.0924373382275487	0.217707610798216	R-HSA-70268	0.005
15	Down	0.0936004051875536	0.219846183301556	R-HSA-445144	0.005
96	Up	0.0999844816587587	0.234202780407201	R-HSA-69620	0.005
22	Up	0.101541080372114	0.237204366614531	R-HSA-168164	0.005
85	Up	0.10224844867399	0.238211250694539	R-HSA-2467813	0.005
90	Up	0.1031836368114	0.239742034855598	R-HSA-72689	0.005
15	Up	0.105908243406157	0.245411037140073	R-HSA-2559580	0.005
10	Up	0.106826304693439	0.246874730953739	R-HSA-6782315	0.005
54	Up	0.107276927904079	0.246908949045869	R-HSA-5693606	0.005
38	Down	0.107413985953829	0.246908949045869	R-HSA-1445148	0.005
18	Down	0.108606378261284	0.24818833552084	R-HSA-190828	0.005
328	Down	0.10863091286565	0.24818833552084	R-HSA-168249	0.005
10	Up	0.108834328105426	0.24818833552084	R-HSA-9629569	0.005
39	Down	0.109481697168715	0.249005865328318	R-HSA-199992	0.005
41	Down	0.110493149715359	0.250644986985894	R-HSA-166520	0.005
39	Up	0.111372759980778	0.251317589275996	R-HSA-9725370	0.005
39	Up	0.111372759980778	0.251317589275996	R-HSA-9700206	0.005
13	Down	0.112803464924126	0.252999093764231	R-HSA-8875878	0.005
18	Down	0.113585440007839	0.252999093764231	R-HSA-6802955	0.005
18	Down	0.113585440007839	0.252999093764231	R-HSA-6802949	0.005
18	Down	0.113585440007839	0.252999093764231	R-HSA-6802946	0.005
18	Down	0.113585440007839	0.252999093764231	R-HSA-9649948	0.005
