gene_target	source	predicted_group	n	group
Rasa2	mouse23	009 L2-3 IT PIR AON ENT Glut	1	22260
Rasa2	mouse23	012 MEA LA CA1 DG Glut	1	22261
Rasa2	mouse23	017 CA3 CA2-FC DG Glut	2	22262
Rasa2	mouse23	022 L5 ET CTX Glut	1	22263
Rasa2	mouse23	027 NP-CT-L6b-OB Glut	3	22264
Rasa2	mouse23	054 CNU-MGE GABA	1	22265
Rasa2	mouse23	059 CNU-LGE LSX GABA	1	22266
Rasa2	mouse23	066 CNU-HYa HY GABA	2	22267
Rasa2	mouse23	151 TH Prkcd Grin2c Glut	4	22268
Rasa2	mouse23	155 MB Glut	2	22269
Rasa2	mouse23	191 MB P MY GABA	4	22270
Rasa2	mouse23	215 MB Dopa	1	22271
Rasa2	mouse23	217 P MY Pineal Glut	1	22272
Rasa2	mouse23	308 CB GABA	1	22273
Rasa2	mouse26	001 L5-6 IT Glut	1	22274
Rasa2	mouse26	007 L2-3 IT CTX Glut	2	22275
Rasa2	mouse26	008 L2-3 IT ENT PPP RSP Glut	1	22276
Rasa2	mouse26	009 L2-3 IT PIR AON ENT Glut	3	22277
Rasa2	mouse26	017 CA3 CA2-FC DG Glut	1	22278
Rasa2	mouse26	027 NP-CT-L6b-OB Glut	1	22279
Rasa2	mouse26	046 CTX-CGE GABA	1	22280
Rasa2	mouse26	052 Pvalb Gaba	3	22281
Rasa2	mouse26	053 Sst Gaba	2	22282
Rasa2	mouse26	110 CNU-HYa HY MM Glut	1	22283
Rasa2	mouse26	151 TH Prkcd Grin2c Glut	4	22284
Rasa2	mouse26	155 MB Glut	1	22285
Rasa2	mouse26	191 MB P MY GABA	1	22286
Rasa2	mouse26	308 CB GABA	2	22287
Rasa2	mouse34	008 L2-3 IT ENT PPP RSP Glut	2	22288
Rasa2	mouse34	012 MEA LA CA1 DG Glut	2	22289
Rasa2	mouse34	017 CA3 CA2-FC DG Glut	2	22290
Rasa2	mouse34	022 L5 ET CTX Glut	1	22291
Rasa2	mouse34	027 NP-CT-L6b-OB Glut	2	22292
Rasa2	mouse34	046 CTX-CGE GABA	1	22293
Rasa2	mouse34	066 CNU-HYa HY GABA	2	22294
Rasa2	mouse34	110 CNU-HYa HY MM Glut	1	22295
Rasa2	mouse34	151 TH Prkcd Grin2c Glut	2	22296
Rasa2	mouse34	155 MB Glut	2	22297
Rasa2	mouse34	217 P MY Pineal Glut	2	22298
Rasa2	mouse34	308 CB GABA	1	22299
Rasa2	mouse4	005 L4-5 IT CTX Glut	2	22300
Rasa2	mouse4	008 L2-3 IT ENT PPP RSP Glut	1	22301
Rasa2	mouse4	017 CA3 CA2-FC DG Glut	2	22302
Rasa2	mouse4	022 L5 ET CTX Glut	1	22303
Rasa2	mouse4	027 NP-CT-L6b-OB Glut	1	22304
Rasa2	mouse4	110 CNU-HYa HY MM Glut	4	22305
Rasa2	mouse4	151 TH Prkcd Grin2c Glut	4	22306
Rasa2	mouse4	191 MB P MY GABA	2	22307
Rasa2	mouse4	308 CB GABA	3	22308
Rasa2	mouse52	001 L5-6 IT Glut	1	22309
Rasa2	mouse52	005 L4-5 IT CTX Glut	2	22310
Rasa2	mouse52	008 L2-3 IT ENT PPP RSP Glut	1	22311
Rasa2	mouse52	012 MEA LA CA1 DG Glut	5	22312
Rasa2	mouse52	017 CA3 CA2-FC DG Glut	3	22313
Rasa2	mouse52	027 NP-CT-L6b-OB Glut	1	22314
Rasa2	mouse52	052 Pvalb Gaba	2	22315
Rasa2	mouse52	053 Sst Gaba	1	22316
Rasa2	mouse52	059 CNU-LGE LSX GABA	2	22317
Rasa2	mouse52	145 MH-LH TH Glut	1	22318
Rasa2	mouse52	151 TH Prkcd Grin2c Glut	2	22319
Rasa2	mouse52	155 MB Glut	3	22320
Rasa2	mouse52	217 P MY Pineal Glut	1	22321
Rasa2	mouse54	005 L4-5 IT CTX Glut	2	22322
Rasa2	mouse54	007 L2-3 IT CTX Glut	2	22323
Rasa2	mouse54	008 L2-3 IT ENT PPP RSP Glut	2	22324
Rasa2	mouse54	009 L2-3 IT PIR AON ENT Glut	2	22325
Rasa2	mouse54	012 MEA LA CA1 DG Glut	3	22326
Rasa2	mouse54	017 CA3 CA2-FC DG Glut	1	22327
Rasa2	mouse54	022 L5 ET CTX Glut	1	22328
Rasa2	mouse54	027 NP-CT-L6b-OB Glut	4	22329
Rasa2	mouse54	052 Pvalb Gaba	2	22330
Rasa2	mouse54	054 CNU-MGE GABA	1	22331
Rasa2	mouse54	059 CNU-LGE LSX GABA	1	22332
Rasa2	mouse54	066 CNU-HYa HY GABA	1	22333
Rasa2	mouse54	110 CNU-HYa HY MM Glut	1	22334
Rasa2	mouse54	151 TH Prkcd Grin2c Glut	1	22335
Rasa2	mouse54	155 MB Glut	3	22336
Rasa2	mouse54	191 MB P MY GABA	1	22337
Rasa2	mouse54	308 CB GABA	1	22338
Rasa2	mouse55	009 L2-3 IT PIR AON ENT Glut	1	22339
Rasa2	mouse55	012 MEA LA CA1 DG Glut	2	22340
Rasa2	mouse55	017 CA3 CA2-FC DG Glut	1	22341
Rasa2	mouse55	022 L5 ET CTX Glut	1	22342
Rasa2	mouse55	027 NP-CT-L6b-OB Glut	2	22343
Rasa2	mouse55	035 OB Eomes Ms4a15 Glut	2	22344
Rasa2	mouse55	052 Pvalb Gaba	1	22345
Rasa2	mouse55	054 CNU-MGE GABA	1	22346
Rasa2	mouse55	059 CNU-LGE LSX GABA	1	22347
Rasa2	mouse55	066 CNU-HYa HY GABA	2	22348
Rasa2	mouse55	110 CNU-HYa HY MM Glut	2	22349
Rasa2	mouse55	145 MH-LH TH Glut	2	22350
Rasa2	mouse55	151 TH Prkcd Grin2c Glut	3	22351
Rasa2	mouse55	155 MB Glut	2	22352
Rasa2	mouse55	217 P MY Pineal Glut	1	22353
Rasa2	mouse55	308 CB GABA	1	22354
Rasa2	mouse60	001 L5-6 IT Glut	2	22355
Rasa2	mouse60	005 L4-5 IT CTX Glut	3	22356
Rasa2	mouse60	007 L2-3 IT CTX Glut	1	22357
Rasa2	mouse60	008 L2-3 IT ENT PPP RSP Glut	3	22358
Rasa2	mouse60	012 MEA LA CA1 DG Glut	2	22359
Rasa2	mouse60	017 CA3 CA2-FC DG Glut	2	22360
Rasa2	mouse60	027 NP-CT-L6b-OB Glut	2	22361
Rasa2	mouse60	046 CTX-CGE GABA	2	22362
Rasa2	mouse60	052 Pvalb Gaba	1	22363
Rasa2	mouse60	053 Sst Gaba	1	22364
Rasa2	mouse60	054 CNU-MGE GABA	4	22365
Rasa2	mouse60	059 CNU-LGE LSX GABA	2	22366
Rasa2	mouse60	066 CNU-HYa HY GABA	1	22367
Rasa2	mouse60	110 CNU-HYa HY MM Glut	4	22368
Rasa2	mouse60	145 MH-LH TH Glut	1	22369
Rasa2	mouse60	151 TH Prkcd Grin2c Glut	5	22370
Rasa2	mouse60	155 MB Glut	5	22371
Rasa2	mouse60	191 MB P MY GABA	1	22372
Rasa2	mouse62	005 L4-5 IT CTX Glut	2	22373
Rasa2	mouse62	007 L2-3 IT CTX Glut	2	22374
Rasa2	mouse62	008 L2-3 IT ENT PPP RSP Glut	1	22375
Rasa2	mouse62	012 MEA LA CA1 DG Glut	2	22376
Rasa2	mouse62	017 CA3 CA2-FC DG Glut	3	22377
Rasa2	mouse62	022 L5 ET CTX Glut	5	22378
Rasa2	mouse62	050 Lamp5 PV-chandelier Gaba	1	22379
Rasa2	mouse62	052 Pvalb Gaba	4	22380
Rasa2	mouse62	053 Sst Gaba	1	22381
Rasa2	mouse62	059 CNU-LGE LSX GABA	1	22382
Rasa2	mouse62	066 CNU-HYa HY GABA	1	22383
Rasa2	mouse62	110 CNU-HYa HY MM Glut	1	22384
Rasa2	mouse62	151 TH Prkcd Grin2c Glut	6	22385
Rasa2	mouse62	155 MB Glut	4	22386
Rasa2	mouse62	191 MB P MY GABA	4	22387
Rasa2	mouse62	308 CB GABA	1	22388
Rasa2	mouse63	001 L5-6 IT Glut	1	22389
Rasa2	mouse63	005 L4-5 IT CTX Glut	3	22390
Rasa2	mouse63	007 L2-3 IT CTX Glut	1	22391
Rasa2	mouse63	008 L2-3 IT ENT PPP RSP Glut	2	22392
Rasa2	mouse63	009 L2-3 IT PIR AON ENT Glut	2	22393
Rasa2	mouse63	017 CA3 CA2-FC DG Glut	2	22394
Rasa2	mouse63	022 L5 ET CTX Glut	3	22395
Rasa2	mouse63	046 CTX-CGE GABA	4	22396
Rasa2	mouse63	052 Pvalb Gaba	1	22397
Rasa2	mouse63	053 Sst Gaba	1	22398
Rasa2	mouse63	054 CNU-MGE GABA	2	22399
Rasa2	mouse63	059 CNU-LGE LSX GABA	1	22400
Rasa2	mouse63	066 CNU-HYa HY GABA	3	22401
Rasa2	mouse63	110 CNU-HYa HY MM Glut	2	22402
Rasa2	mouse63	145 MH-LH TH Glut	1	22403
Rasa2	mouse63	151 TH Prkcd Grin2c Glut	6	22404
Rasa2	mouse63	155 MB Glut	7	22405
Rasa2	mouse63	217 P MY Pineal Glut	1	22406
Rasa2	mouse63	308 CB GABA	2	22407
Rasa2	mouse67	005 L4-5 IT CTX Glut	4	22408
Rasa2	mouse67	008 L2-3 IT ENT PPP RSP Glut	1	22409
Rasa2	mouse67	012 MEA LA CA1 DG Glut	2	22410
Rasa2	mouse67	022 L5 ET CTX Glut	1	22411
Rasa2	mouse67	046 CTX-CGE GABA	2	22412
Rasa2	mouse67	052 Pvalb Gaba	3	22413
Rasa2	mouse67	053 Sst Gaba	3	22414
Rasa2	mouse67	054 CNU-MGE GABA	3	22415
Rasa2	mouse67	066 CNU-HYa HY GABA	2	22416
Rasa2	mouse67	151 TH Prkcd Grin2c Glut	2	22417
Rasa2	mouse67	155 MB Glut	1	22418
Rasa2	mouse67	191 MB P MY GABA	1	22419
Rasa2	mouse67	217 P MY Pineal Glut	1	22420
Rasa2	mouse68	005 L4-5 IT CTX Glut	5	22421
Rasa2	mouse68	007 L2-3 IT CTX Glut	1	22422
Rasa2	mouse68	008 L2-3 IT ENT PPP RSP Glut	2	22423
Rasa2	mouse68	009 L2-3 IT PIR AON ENT Glut	2	22424
Rasa2	mouse68	012 MEA LA CA1 DG Glut	3	22425
Rasa2	mouse68	017 CA3 CA2-FC DG Glut	4	22426
Rasa2	mouse68	022 L5 ET CTX Glut	1	22427
Rasa2	mouse68	027 NP-CT-L6b-OB Glut	2	22428
Rasa2	mouse68	052 Pvalb Gaba	3	22429
Rasa2	mouse68	053 Sst Gaba	1	22430
Rasa2	mouse68	054 CNU-MGE GABA	1	22431
Rasa2	mouse68	059 CNU-LGE LSX GABA	2	22432
Rasa2	mouse68	066 CNU-HYa HY GABA	2	22433
Rasa2	mouse68	110 CNU-HYa HY MM Glut	1	22434
Rasa2	mouse68	145 MH-LH TH Glut	4	22435
Rasa2	mouse68	151 TH Prkcd Grin2c Glut	2	22436
Rasa2	mouse68	155 MB Glut	3	22437
Rasa2	mouse68	217 P MY Pineal Glut	1	22438
Rasa2	mouse69	001 L5-6 IT Glut	2	22439
Rasa2	mouse69	005 L4-5 IT CTX Glut	1	22440
Rasa2	mouse69	007 L2-3 IT CTX Glut	1	22441
Rasa2	mouse69	009 L2-3 IT PIR AON ENT Glut	3	22442
Rasa2	mouse69	012 MEA LA CA1 DG Glut	2	22443
Rasa2	mouse69	017 CA3 CA2-FC DG Glut	1	22444
Rasa2	mouse69	022 L5 ET CTX Glut	1	22445
Rasa2	mouse69	027 NP-CT-L6b-OB Glut	2	22446
Rasa2	mouse69	046 CTX-CGE GABA	2	22447
Rasa2	mouse69	052 Pvalb Gaba	1	22448
Rasa2	mouse69	059 CNU-LGE LSX GABA	2	22449
Rasa2	mouse69	110 CNU-HYa HY MM Glut	1	22450
Rasa2	mouse69	145 MH-LH TH Glut	1	22451
Rasa2	mouse69	151 TH Prkcd Grin2c Glut	2	22452
Rasa2	mouse69	215 MB Dopa	1	22453
Rasa2	mouse7	005 L4-5 IT CTX Glut	2	22454
Rasa2	mouse7	007 L2-3 IT CTX Glut	2	22455
Rasa2	mouse7	009 L2-3 IT PIR AON ENT Glut	2	22456
Rasa2	mouse7	012 MEA LA CA1 DG Glut	1	22457
Rasa2	mouse7	017 CA3 CA2-FC DG Glut	1	22458
Rasa2	mouse7	022 L5 ET CTX Glut	4	22459
Rasa2	mouse7	027 NP-CT-L6b-OB Glut	1	22460
Rasa2	mouse7	046 CTX-CGE GABA	1	22461
Rasa2	mouse7	059 CNU-LGE LSX GABA	1	22462
Rasa2	mouse7	110 CNU-HYa HY MM Glut	1	22463
Rasa2	mouse7	145 MH-LH TH Glut	1	22464
Rasa2	mouse7	151 TH Prkcd Grin2c Glut	2	22465
Rasa2	mouse7	155 MB Glut	2	22466
Rasa2	mouse7	191 MB P MY GABA	3	22467
Rasa2	mouse7	308 CB GABA	1	22468
Rasa2	mouse70	005 L4-5 IT CTX Glut	2	22469
Rasa2	mouse70	008 L2-3 IT ENT PPP RSP Glut	2	22470
Rasa2	mouse70	009 L2-3 IT PIR AON ENT Glut	1	22471
Rasa2	mouse70	012 MEA LA CA1 DG Glut	2	22472
Rasa2	mouse70	017 CA3 CA2-FC DG Glut	1	22473
Rasa2	mouse70	022 L5 ET CTX Glut	2	22474
Rasa2	mouse70	027 NP-CT-L6b-OB Glut	2	22475
Rasa2	mouse70	046 CTX-CGE GABA	2	22476
Rasa2	mouse70	052 Pvalb Gaba	1	22477
Rasa2	mouse70	110 CNU-HYa HY MM Glut	1	22478
Rasa2	mouse70	151 TH Prkcd Grin2c Glut	3	22479
Rasa2	mouse70	155 MB Glut	4	22480
Rasa2	mouse70	191 MB P MY GABA	2	22481
Rasa2	mouse70	308 CB GABA	1	22482
Rasa2	mouse72	001 L5-6 IT Glut	2	22483
Rasa2	mouse72	005 L4-5 IT CTX Glut	4	22484
Rasa2	mouse72	008 L2-3 IT ENT PPP RSP Glut	1	22485
Rasa2	mouse72	009 L2-3 IT PIR AON ENT Glut	3	22486
Rasa2	mouse72	012 MEA LA CA1 DG Glut	2	22487
Rasa2	mouse72	017 CA3 CA2-FC DG Glut	1	22488
Rasa2	mouse72	022 L5 ET CTX Glut	1	22489
Rasa2	mouse72	027 NP-CT-L6b-OB Glut	3	22490
Rasa2	mouse72	054 CNU-MGE GABA	2	22491
Rasa2	mouse72	059 CNU-LGE LSX GABA	2	22492
Rasa2	mouse72	066 CNU-HYa HY GABA	2	22493
Rasa2	mouse72	110 CNU-HYa HY MM Glut	1	22494
Rasa2	mouse72	145 MH-LH TH Glut	4	22495
Rasa2	mouse72	151 TH Prkcd Grin2c Glut	3	22496
Rasa2	mouse72	155 MB Glut	4	22497
Rasa2	mouse72	308 CB GABA	2	22498
Rasa2	mouse73	001 L5-6 IT Glut	2	22499
Rasa2	mouse73	005 L4-5 IT CTX Glut	1	22500
Rasa2	mouse73	007 L2-3 IT CTX Glut	4	22501
Rasa2	mouse73	012 MEA LA CA1 DG Glut	3	22502
Rasa2	mouse73	017 CA3 CA2-FC DG Glut	1	22503
Rasa2	mouse73	052 Pvalb Gaba	1	22504
Rasa2	mouse73	053 Sst Gaba	1	22505
Rasa2	mouse73	054 CNU-MGE GABA	1	22506
Rasa2	mouse73	066 CNU-HYa HY GABA	2	22507
Rasa2	mouse73	110 CNU-HYa HY MM Glut	1	22508
Rasa2	mouse73	145 MH-LH TH Glut	1	22509
Rasa2	mouse73	151 TH Prkcd Grin2c Glut	3	22510
Rasa2	mouse73	155 MB Glut	1	22511
Rasa2	mouse73	191 MB P MY GABA	2	22512
Rasa2	mouse73	215 MB Dopa	2	22513
Rasa2	mouse73	308 CB GABA	2	22514
Rasa2	mouse74	005 L4-5 IT CTX Glut	1	22515
Rasa2	mouse74	007 L2-3 IT CTX Glut	1	22516
Rasa2	mouse74	009 L2-3 IT PIR AON ENT Glut	1	22517
Rasa2	mouse74	022 L5 ET CTX Glut	2	22518
Rasa2	mouse74	046 CTX-CGE GABA	2	22519
Rasa2	mouse74	052 Pvalb Gaba	4	22520
Rasa2	mouse74	059 CNU-LGE LSX GABA	2	22521
Rasa2	mouse74	110 CNU-HYa HY MM Glut	1	22522
Rasa2	mouse74	151 TH Prkcd Grin2c Glut	1	22523
Rasa2	mouse74	155 MB Glut	1	22524
Rasa2	mouse74	191 MB P MY GABA	2	22525
Rasa2	mouse74	217 P MY Pineal Glut	1	22526
Rasa2	mouse74	308 CB GABA	1	22527
Rasa2	mouse76	001 L5-6 IT Glut	3	22528
Rasa2	mouse76	005 L4-5 IT CTX Glut	5	22529
Rasa2	mouse76	008 L2-3 IT ENT PPP RSP Glut	3	22530
Rasa2	mouse76	009 L2-3 IT PIR AON ENT Glut	5	22531
Rasa2	mouse76	012 MEA LA CA1 DG Glut	3	22532
Rasa2	mouse76	022 L5 ET CTX Glut	1	22533
Rasa2	mouse76	027 NP-CT-L6b-OB Glut	4	22534
Rasa2	mouse76	046 CTX-CGE GABA	1	22535
Rasa2	mouse76	052 Pvalb Gaba	2	22536
Rasa2	mouse76	053 Sst Gaba	1	22537
Rasa2	mouse76	059 CNU-LGE LSX GABA	2	22538
Rasa2	mouse76	110 CNU-HYa HY MM Glut	3	22539
Rasa2	mouse76	145 MH-LH TH Glut	1	22540
Rasa2	mouse76	151 TH Prkcd Grin2c Glut	3	22541
Rasa2	mouse76	155 MB Glut	5	22542
Rasa2	mouse76	308 CB GABA	1	22543
Rasa2	mouse9	001 L5-6 IT Glut	1	22544
Rasa2	mouse9	005 L4-5 IT CTX Glut	1	22545
Rasa2	mouse9	012 MEA LA CA1 DG Glut	1	22546
Rasa2	mouse9	022 L5 ET CTX Glut	1	22547
Rasa2	mouse9	046 CTX-CGE GABA	1	22548
Rasa2	mouse9	052 Pvalb Gaba	4	22549
Rasa2	mouse9	053 Sst Gaba	1	22550
Rasa2	mouse9	059 CNU-LGE LSX GABA	1	22551
Rasa2	mouse9	066 CNU-HYa HY GABA	1	22552
Rasa2	mouse9	145 MH-LH TH Glut	1	22553
Rasa2	mouse9	151 TH Prkcd Grin2c Glut	1	22554
Rasa2	mouse9	155 MB Glut	5	22555
Rasa2	mouse9	191 MB P MY GABA	1	22556
Rasa2	mouse9	308 CB GABA	5	22557
Rdx	mouse11	001 L5-6 IT Glut	1	22558
Rdx	mouse11	005 L4-5 IT CTX Glut	1	22559
Rdx	mouse11	009 L2-3 IT PIR AON ENT Glut	1	22560
Rdx	mouse11	017 CA3 CA2-FC DG Glut	3	22561
Rdx	mouse11	022 L5 ET CTX Glut	1	22562
Rdx	mouse11	027 NP-CT-L6b-OB Glut	2	22563
Rdx	mouse11	046 CTX-CGE GABA	3	22564
Rdx	mouse11	052 Pvalb Gaba	1	22565
Rdx	mouse11	054 CNU-MGE GABA	1	22566
Rdx	mouse11	059 CNU-LGE LSX GABA	2	22567
Rdx	mouse11	110 CNU-HYa HY MM Glut	2	22568
Rdx	mouse11	145 MH-LH TH Glut	2	22569
Rdx	mouse11	151 TH Prkcd Grin2c Glut	4	22570
Rdx	mouse11	155 MB Glut	4	22571
Rdx	mouse11	191 MB P MY GABA	1	22572
Rdx	mouse11	308 CB GABA	1	22573
Rdx	mouse12	005 L4-5 IT CTX Glut	1	22574
Rdx	mouse12	007 L2-3 IT CTX Glut	1	22575
Rdx	mouse12	008 L2-3 IT ENT PPP RSP Glut	1	22576
Rdx	mouse12	009 L2-3 IT PIR AON ENT Glut	3	22577
Rdx	mouse12	017 CA3 CA2-FC DG Glut	1	22578
Rdx	mouse12	027 NP-CT-L6b-OB Glut	1	22579
Rdx	mouse12	052 Pvalb Gaba	2	22580
Rdx	mouse12	054 CNU-MGE GABA	1	22581
Rdx	mouse12	059 CNU-LGE LSX GABA	1	22582
Rdx	mouse12	066 CNU-HYa HY GABA	2	22583
Rdx	mouse12	110 CNU-HYa HY MM Glut	1	22584
Rdx	mouse12	151 TH Prkcd Grin2c Glut	2	22585
Rdx	mouse12	155 MB Glut	4	22586
Rdx	mouse13	005 L4-5 IT CTX Glut	3	22587
Rdx	mouse13	007 L2-3 IT CTX Glut	3	22588
Rdx	mouse13	008 L2-3 IT ENT PPP RSP Glut	1	22589
Rdx	mouse13	009 L2-3 IT PIR AON ENT Glut	1	22590
Rdx	mouse13	012 MEA LA CA1 DG Glut	1	22591
Rdx	mouse13	053 Sst Gaba	2	22592
Rdx	mouse13	110 CNU-HYa HY MM Glut	2	22593
Rdx	mouse13	145 MH-LH TH Glut	1	22594
Rdx	mouse13	151 TH Prkcd Grin2c Glut	7	22595
Rdx	mouse13	155 MB Glut	2	22596
Rdx	mouse13	191 MB P MY GABA	2	22597
Rdx	mouse13	308 CB GABA	3	22598
Rdx	mouse14	001 L5-6 IT Glut	2	22599
Rdx	mouse14	009 L2-3 IT PIR AON ENT Glut	2	22600
Rdx	mouse14	022 L5 ET CTX Glut	1	22601
Rdx	mouse14	027 NP-CT-L6b-OB Glut	2	22602
Rdx	mouse14	046 CTX-CGE GABA	1	22603
Rdx	mouse14	052 Pvalb Gaba	2	22604
Rdx	mouse14	053 Sst Gaba	2	22605
Rdx	mouse14	066 CNU-HYa HY GABA	1	22606
Rdx	mouse14	110 CNU-HYa HY MM Glut	1	22607
Rdx	mouse14	151 TH Prkcd Grin2c Glut	2	22608
Rdx	mouse14	155 MB Glut	3	22609
Rdx	mouse14	191 MB P MY GABA	1	22610
Rdx	mouse14	308 CB GABA	1	22611
Rdx	mouse15	001 L5-6 IT Glut	1	22612
Rdx	mouse15	005 L4-5 IT CTX Glut	1	22613
Rdx	mouse15	007 L2-3 IT CTX Glut	2	22614
Rdx	mouse15	008 L2-3 IT ENT PPP RSP Glut	1	22615
Rdx	mouse15	017 CA3 CA2-FC DG Glut	2	22616
Rdx	mouse15	027 NP-CT-L6b-OB Glut	2	22617
Rdx	mouse15	046 CTX-CGE GABA	2	22618
Rdx	mouse15	052 Pvalb Gaba	3	22619
Rdx	mouse15	054 CNU-MGE GABA	1	22620
Rdx	mouse15	151 TH Prkcd Grin2c Glut	2	22621
Rdx	mouse15	155 MB Glut	1	22622
Rdx	mouse15	215 MB Dopa	1	22623
Rdx	mouse15	217 P MY Pineal Glut	1	22624
Rdx	mouse18	005 L4-5 IT CTX Glut	1	22625
Rdx	mouse18	007 L2-3 IT CTX Glut	1	22626
Rdx	mouse18	009 L2-3 IT PIR AON ENT Glut	2	22627
Rdx	mouse18	022 L5 ET CTX Glut	3	22628
Rdx	mouse18	027 NP-CT-L6b-OB Glut	1	22629
Rdx	mouse18	053 Sst Gaba	2	22630
Rdx	mouse18	145 MH-LH TH Glut	2	22631
Rdx	mouse18	151 TH Prkcd Grin2c Glut	1	22632
Rdx	mouse18	155 MB Glut	6	22633
Rdx	mouse18	191 MB P MY GABA	1	22634
Rdx	mouse18	215 MB Dopa	1	22635
Rdx	mouse18	217 P MY Pineal Glut	2	22636
Rdx	mouse18	308 CB GABA	3	22637
Rdx	mouse19	001 L5-6 IT Glut	2	22638
Rdx	mouse19	005 L4-5 IT CTX Glut	4	22639
Rdx	mouse19	008 L2-3 IT ENT PPP RSP Glut	1	22640
Rdx	mouse19	046 CTX-CGE GABA	2	22641
Rdx	mouse19	053 Sst Gaba	1	22642
Rdx	mouse19	054 CNU-MGE GABA	1	22643
Rdx	mouse19	059 CNU-LGE LSX GABA	1	22644
Rdx	mouse19	066 CNU-HYa HY GABA	1	22645
Rdx	mouse19	110 CNU-HYa HY MM Glut	1	22646
Rdx	mouse19	151 TH Prkcd Grin2c Glut	3	22647
Rdx	mouse19	155 MB Glut	1	22648
Rdx	mouse19	215 MB Dopa	1	22649
Rdx	mouse19	217 P MY Pineal Glut	1	22650
Rdx	mouse20	005 L4-5 IT CTX Glut	2	22651
Rdx	mouse20	007 L2-3 IT CTX Glut	3	22652
Rdx	mouse20	008 L2-3 IT ENT PPP RSP Glut	2	22653
Rdx	mouse20	012 MEA LA CA1 DG Glut	1	22654
Rdx	mouse20	017 CA3 CA2-FC DG Glut	1	22655
Rdx	mouse20	022 L5 ET CTX Glut	1	22656
Rdx	mouse20	027 NP-CT-L6b-OB Glut	2	22657
Rdx	mouse20	046 CTX-CGE GABA	1	22658
Rdx	mouse20	052 Pvalb Gaba	1	22659
Rdx	mouse20	053 Sst Gaba	1	22660
Rdx	mouse20	066 CNU-HYa HY GABA	3	22661
Rdx	mouse20	110 CNU-HYa HY MM Glut	1	22662
Rdx	mouse20	145 MH-LH TH Glut	1	22663
Rdx	mouse20	151 TH Prkcd Grin2c Glut	5	22664
Rdx	mouse20	215 MB Dopa	1	22665
Rdx	mouse20	308 CB GABA	2	22666
Rdx	mouse22	001 L5-6 IT Glut	2	22667
Rdx	mouse22	005 L4-5 IT CTX Glut	3	22668
Rdx	mouse22	009 L2-3 IT PIR AON ENT Glut	2	22669
Rdx	mouse22	012 MEA LA CA1 DG Glut	1	22670
Rdx	mouse22	017 CA3 CA2-FC DG Glut	1	22671
Rdx	mouse22	046 CTX-CGE GABA	1	22672
Rdx	mouse22	052 Pvalb Gaba	1	22673
Rdx	mouse22	054 CNU-MGE GABA	1	22674
Rdx	mouse22	066 CNU-HYa HY GABA	1	22675
Rdx	mouse22	110 CNU-HYa HY MM Glut	1	22676
Rdx	mouse22	145 MH-LH TH Glut	2	22677
Rdx	mouse22	151 TH Prkcd Grin2c Glut	4	22678
Rdx	mouse22	155 MB Glut	2	22679
Rdx	mouse22	308 CB GABA	3	22680
Rdx	mouse23	005 L4-5 IT CTX Glut	5	22681
Rdx	mouse23	009 L2-3 IT PIR AON ENT Glut	2	22682
Rdx	mouse23	012 MEA LA CA1 DG Glut	1	22683
Rdx	mouse23	017 CA3 CA2-FC DG Glut	1	22684
Rdx	mouse23	027 NP-CT-L6b-OB Glut	1	22685
Rdx	mouse23	046 CTX-CGE GABA	1	22686
Rdx	mouse23	054 CNU-MGE GABA	3	22687
Rdx	mouse23	059 CNU-LGE LSX GABA	1	22688
Rdx	mouse23	066 CNU-HYa HY GABA	4	22689
Rdx	mouse23	145 MH-LH TH Glut	1	22690
Rdx	mouse23	151 TH Prkcd Grin2c Glut	2	22691
Rdx	mouse23	155 MB Glut	2	22692
Rdx	mouse23	191 MB P MY GABA	1	22693
Rdx	mouse36	005 L4-5 IT CTX Glut	1	22694
Rdx	mouse36	012 MEA LA CA1 DG Glut	1	22695
Rdx	mouse36	017 CA3 CA2-FC DG Glut	4	22696
Rdx	mouse36	054 CNU-MGE GABA	4	22697
Rdx	mouse36	059 CNU-LGE LSX GABA	1	22698
Rdx	mouse36	066 CNU-HYa HY GABA	2	22699
Rdx	mouse36	110 CNU-HYa HY MM Glut	2	22700
Rdx	mouse36	145 MH-LH TH Glut	2	22701
Rdx	mouse36	151 TH Prkcd Grin2c Glut	4	22702
Rdx	mouse36	155 MB Glut	2	22703
Rdx	mouse36	191 MB P MY GABA	1	22704
Rdx	mouse36	217 P MY Pineal Glut	1	22705
Rdx	mouse4	005 L4-5 IT CTX Glut	2	22706
Rdx	mouse4	008 L2-3 IT ENT PPP RSP Glut	1	22707
Rdx	mouse4	009 L2-3 IT PIR AON ENT Glut	2	22708
Rdx	mouse4	017 CA3 CA2-FC DG Glut	2	22709
Rdx	mouse4	027 NP-CT-L6b-OB Glut	1	22710
Rdx	mouse4	052 Pvalb Gaba	2	22711
Rdx	mouse4	053 Sst Gaba	1	22712
Rdx	mouse4	066 CNU-HYa HY GABA	3	22713
Rdx	mouse4	145 MH-LH TH Glut	1	22714
Rdx	mouse4	151 TH Prkcd Grin2c Glut	3	22715
Rdx	mouse4	191 MB P MY GABA	2	22716
Rdx	mouse4	215 MB Dopa	1	22717
Rdx	mouse44	009 L2-3 IT PIR AON ENT Glut	1	22718
Rdx	mouse44	012 MEA LA CA1 DG Glut	1	22719
