gene	NTC_01	NTC_02	NTC_03	NTC_04	NTC_05	NAA25_06	NAA25_07	NAA25_08	NAA25_09	NAA25_10
ACTN1	0.109246196144	-0.0480151925	0.0341783581524	0.194140196337	0.0403300071529	-0.563391466148	0.556750823348	-0.630420146462	-0.709864924475	-0.401506734207
ACTN3	0	0.719062964106	0.60397009381	0.452279326878	0.52477845447	-0.431896891496	NA	-0.281169650441	-0.136094787381	0.00692179234985
ACTN4	0.156613037562	-0.00507580421738	0.0648865274865	-0.0270432667086	-0.0155448660044	0.0258505012952	0.0120619383611	-0.090473576648	0.0383718098928	-0.171521205304
ACTR10	-0.0450274087298	0.0197002655899	0.306263262838	0.0504899685366	0.0648844683075	0.00107443148794	0.0366434365601	-0.288292604924	-0.247071910085	-0.341777826142
ACTR1A	-0.146823774715	0.0483289356026	0.00485985748864	0.277194924165	-0.0167368396194	0.00666638315823	-1.24784706816	0.0868117848329	-0.0439173949332	0.0711082500211
ACTR1B	-0.122437542575	-0.0944214959623	-0.340781076089	0.220986308691	0.286639080372	-0.0187163596773	0.335980969537	-0.256147179386	0.174343628306	0.0578036045045
ACTR2	-0.0118559402907	0.0999232758211	-0.0744943544608	0.253641151636	0.0936321605652	-0.261086620559	0.147958025989	0.0134455303084	-0.131739629984	-0.00746641734684
ACTR3	0.00102435170788	0.166313849827	0.193703607683	-0.0280676184165	0.0659299931125	-0.160655384385	-0.796704329872	0.138443369079	-0.00371852138045	-0.0487439823365
ACTR6	-0.120978031265	-0.00507580421738	-0.843213571198	-0.128724814263	-0.0966825014814	0.660350888184	NA	1.31646261779	0.609974056226	0.855120016145
ACTR8	-1.5682933123	-1.92261236761	-2.90752577082	-1.47063114361	-0.687338842545	1.21876231012	0.940487487907	0.686319051433	1.21744635275	2.13200474927
ACYP1	0.0598388597956	-0.0387455300537	-0.163104881067	0.118588291321	0.0310603447065	-0.563448920794	0.881617123801	0.192519175865	-0.0617187986481	-0.0915745380971
ACYP2	0.0998626836968	0.0219086149972	-0.0362520202156	-0.143345407831	-0.112622207194	-0.651691300204	0.82673116585	0.192092295625	-0.340059552932	0.0964621826617
ADA	0	-0.370798408739	-0.546047722574	-0.735142391231	-0.217826462895	1.04255248008	NA	1.27725044102	0.913052967222	1.00394046719
ADAM10	0.459519125818	0.514517975962	0.575227258168	0.232655368634	-0.032287067442	0.0555281876075	-1.5764187859	-0.7201354874	-0.442324639217	-0.186269358134
ADAP1	0.350903917919	0.204917736527	0.194826109656	-0.42799559482	-0.00260938112976	-0.380810293745	NA	0.305120624623	-0.0455769993482	-0.242503965442
ADAR	-0.0974601492981	-0.296442826794	-0.400959941744	-0.593708923734	0.0948507681684	0.355849484888	-0.667930344632	0.892485827046	0.546676898784	0.435988268007
ADARB1	-0.552670388603	-0.0818284334587	-0.908555937136	0.235285733111	0.623137200524	-0.117318664975	0.942404764811	0.230963238657	-0.411079461789	0.0899893727733
ADD1	0	0.0668822629862	-0.0354420098306	0.393372487135	0.206466152737	-0.0481193080746	NA	0.0190914166354	-0.0866774618893	-0.764529938193
ADD2	-0.0085452959184	-0.134674951107	-0.107215790462	0.347455581506	0.336296634754	0.152689434561	-2.12590269303	0.344660564253	-0.0999761342616	0.0217820394504
ADGRG1	0.148527791577	-0.0770899218179	0.0627465165994	0.337224674659	0.192116439928	-0.592108868498	1.07930086092	-0.978371377285	-0.528459087078	-0.327790856947
ADGRL2	0.403303798235	0.0172632556628	0.0157166122833	-0.0493823265888	0.218921870113	-0.280975519387	2.30957070926	-0.731366967944	-0.864748827811	-0.124190840619
ADH5	0.126542044087	-0.0388628970806	-0.0229231095606	-0.489396713752	-0.193640111345	0.0705720568544	-0.237520927252	0.447520642084	0.0988701161398	0.00117150870186
ADK	-0.00268556610517	-0.188463206244	-0.393909638567	0.0164812449821	-0.154923030645	0.0285360674004	-0.506253230844	0.577530625669	0.36531044332	0.443718860871
ADNP	-1.15048085779	-0.16440270388	-1.00126437296	-1.47169071216	0.156717518533	0.290352432773	-2.00199593337	2.46262601074	0.796329775765	0.397148285069
ADO	-1.06515260157	0.0932812797667	-0.388884714332	-0.368347308548	-0.00260938112976	-0.038459558857	NA	0.240409078732	0.0735854070806	0.165540961528
ADPGK	0.0809190480677	0.0400213948443	0.239863405001	0.547619835775	-0.408522503777	-0.0192466977665	-0.0941822939089	-0.121689006141	-0.279610379932	-0.477842904487
ADPRHL2	-0.407248293961	-0.161924105996	-0.476417384933	-0.473934848559	0.0710224433601	-0.0477813231946	1.43568186425	0.448491807229	0.211197331657	0.272401079934
ADRM1	-0.199758346767	-0.212351734492	-0.136399014103	-0.0831678150686	0.194554014912	0.0209908650174	1.93042716469	1.44952400433	0.108746182444	0.0180963798098
ADSL	-0.252728282971	-0.00507580421738	-0.417860683726	0.171361046191	0.027892636358	-0.225315612994	NA	0.800603157297	-0.206423836314	0.190725678316
ADSS	0.15399002522	0.0311672556258	-0.058536153674	0.0681033876396	-0.038852440973	-0.0864462300518	0.599929158981	0.270303416616	-0.0919120278893	-0.0616480895666
ADSSL1	0.732508741134	0.33913640528	-0.00926760100104	0.341481887219	0.251009136274	-0.381952802806	NA	-0.333723371614	-0.490416406336	-0.350784735079
AFDN	0.00119511494493	-0.0129631369893	-0.108471189301	-0.0270432667086	0.0928894151249	-0.0298342540717	0.162510140727	0.0125452831377	-0.045260812003	0.013236743532
AFG3L2	0.129776880025	0.0235603522832	0.284012484408	0.199211637734	-0.0312455376304	0.0546646666041	-0.323259082962	-0.449653607089	-0.0233974269831	-0.212917059592
AFP	0.920154350506	1.16795479009	1.27901246646	0.508289127569	0.249100516669	-0.244189820795	-0.989158127382	-1.45678530452	-0.213338087906	-0.248775653045
AGA	0.00575408779114	0.0562903221799	0.161638955514	-0.173686176083	-0.167201038591	-0.1637875184	-1.18710668109	0.450463262145	0.0326177221016	0.0580889795804
