beta_PD	se_PD	t_PD	df_residual	p_one_sided_down	p_two_sided	ci95_low	ci95_high	model	analysis	cohort	gene	FDR_BH
-1.3000387435296725	0.6609614051909969	-1.9668905526397604	9	0.04037246542988902	0.08074493085977805	-2.7952373206156524	0.19515983355630762	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMB10	0.19804059210779515
-0.6518505148502785	0.2651170350242012	-2.4587273872868045	9	0.018117108333327043	0.036234216666654086	-1.2515869146100977	-0.05211411509045916	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMB2	0.16322654411029158
-0.3197259771019316	0.33776211767799114	-0.9466010555000889	9	0.18428122527284885	0.3685624505456977	-1.0837969709290896	0.4443450167252262	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMB3	0.49169928333298496
0.5875652851721984	0.5102613048851781	1.1514988096234648	9	0.8604009702657373	0.2791980594685255	-0.5667259805725657	1.7418565509169626	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMB4	0.41893076298189247
-0.2525267496550607	0.3463103965936151	-0.729191939193767	9	0.2422136440570794	0.4844272881141588	-1.0359352938607942	0.5308817945506727	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMB5	0.5653098190455776
-0.5586242277319402	0.5049236662581429	-1.106353821502878	9	0.14863369983468777	0.29726739966937554	-1.7008409160241285	0.583592460560248	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMB6	0.43238894497363717
-0.502228345504538	0.16760232262416008	-2.9965476470798094	9	0.007520166171641097	0.015040332343282194	-0.8813711401303974	-0.12308555087867862	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMB7	0.11029153229905472
-0.7881847256216181	0.5246067545977179	-1.5024296174493954	9	0.0836168990703673	0.1672337981407346	-1.9749276531871658	0.39855820194392955	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMB8	0.29730453002797264
-0.7222987703515705	0.7807232273241347	-0.9251662369866858	9	0.18950909878458794	0.3790181975691759	-2.488417411205793	1.0438198705026518	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMB9	0.49169928333298496
-1.101302442334164	0.46881729823389023	-2.3491079499048912	9	0.021684206660706917	0.043368413321413835	-2.161840851577661	-0.040764033090666896	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMC1	0.16322654411029158
-0.7498309458545092	0.22404765121895986	-3.346747630581968	9	0.004283866069551388	0.008567732139102776	-1.2566619448675933	-0.24299994684142512	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMC2	0.11029153229905472
-0.4537050993988472	0.6181849294997059	-0.7339310257304857	9	0.2408360131924333	0.4816720263848666	-1.8521365656005102	0.9447263668028159	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMC3	0.5653098190455776
-0.4101196348478906	0.35623219598898265	-1.1512705461933446	9	0.1396435876606308	0.2792871753212616	-1.2159728486237018	0.3957335789279205	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMC4	0.41893076298189247
-0.36956712802053415	0.6614373237374525	-0.5587334049011546	9	0.29498630795542147	0.5899726159108429	-1.8658423076552872	1.126708051614219	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMC5	0.6390525914242821
-0.7214809629565386	0.18679874061161783	-3.8623438284126554	9	0.0019166592257798055	0.003833318451559611	-1.1440490720327938	-0.29891285388028344	pathway_score ~ PD + age + sex + pmi	GSE178265_primary_adjusted	GSE178265	PSMC6	0.09199964283743066
