gene	eligible_probe_n	eligible_probes
NBN	1	1448746_at
NBR1	2	1448343_a_at;1451897_a_at
NCALD	3	1417568_at;1417569_at;1444466_at
NCAM1	7	1421966_at;1425126_at;1426864_a_at;1426865_a_at;1439556_at;1450437_a_at;1450438_at
NCAM2	3	1421592_at;1421593_at;1425301_at
NCAN	3	1423604_at;1434679_at;1444020_at
NCAPD2	2	1423847_at;1430010_at
NCAPD3	3	1430782_at;1434426_at;1454952_s_at
NCAPG	2	1429171_a_at;1429172_a_at
NCAPG2	1	1417926_at
NCAPH	2	1423920_at;1436707_x_at
NCAPH2	4	1423698_at;1423699_at;1429477_at;1439360_x_at
NCBP1	1	1433663_s_at
NCBP2	3	1423045_at;1423046_s_at;1450847_at
NCBP3	2	1423118_at;1439363_at
NCCRP1	1	1460124_at
NCDN	2	1416852_a_at;1416853_at
NCEH1	3	1435134_at;1435135_at;1455227_at
NCF1	3	1425609_at;1451767_at;1456772_at
NCF2	1	1448561_at
NCF4	1	1418465_at
NCK1	3	1421487_a_at;1424543_at;1447271_at
NCK2	3	1416796_at;1416797_at;1429481_at
NCKAP1	1	1452196_a_at
NCKAP1L	2	1428786_at;1428787_at
NCKAP5	1	1444086_at
NCKAP5L	1	1427015_at
NCKAP5LOS	1	1431964_at
NCKIPSD	1	1418975_at
NCL	5	1415771_at;1415772_at;1415773_at;1442404_at;1456528_x_at
NCLN	1	1424203_at
NCMAP	1	1424838_at
NCOA1	3	1418594_a_at;1434515_at;1443397_at
NCOA2	4	1435233_at;1435234_at;1446827_at;1450458_at
NCOA3	2	1422737_at;1448027_at
NCOA4	2	1420808_at;1450006_at
NCOA5	1	1424055_at
NCOA6	1	1423374_at
NCOA7	2	1441540_at;1454809_at
NCOR1	7	1423200_at;1423201_at;1423202_a_at;1435914_at;1444760_at;1457938_at;1458103_at
NCOR2	2	1448893_at;1451841_a_at
NCR1	1	1422089_at
NCS1	3	1434887_at;1450146_at;1460293_at
NCSTN	2	1418570_at;1444532_at
ND5	1	1426088_at
NDC1	3	1424173_at;1433813_at;1460353_at
NDC80	1	1417445_at
NDE1	1	1435737_a_at
NDEL1	2	1422568_at;1424893_at
NDFIP1	3	1424820_a_at;1424821_at;1451493_at
NDFIP2	3	1433204_at;1433205_at;1452066_a_at
NDN	8	1415923_at;1435382_at;1435383_x_at;1437853_x_at;1438939_x_at;1438978_x_at;1455792_x_at;1456575_at
NDNF	2	1453225_at;1460465_at
NDNL2	1	1422554_at
NDOR1	2	1428292_at;1435388_at
NDP	1	1449251_at
NDRG1	5	1420760_s_at;1423413_at;1450976_at;1450977_s_at;1456174_x_at
NDRG2	1	1448154_at
NDRG3	2	1417663_a_at;1417664_a_at
NDRG4	2	1426615_s_at;1436188_a_at
NDST1	4	1422044_at;1428367_at;1445505_at;1460436_at
NDST2	1	1417931_at
NDST3	2	1443277_at;1453777_a_at
NDST4	3	1421318_at;1431452_at;1450195_at
NDUFA1	1	1422241_a_at
NDUFA10	2	1418068_at;1448934_at
NDUFA12	4	1418814_s_at;1425919_at;1433513_x_at;1455806_x_at
NDUFA13	1	1430713_s_at
NDUFA2	1	1417368_s_at
NDUFA3	3	1428464_at;1430149_at;1452790_x_at
NDUFA4	1	1424085_at
NDUFA4L2	1	1434905_at
NDUFA5	2	1417285_a_at;1417286_at
NDUFA6	1	1448427_at
NDUFA7	5	1422976_x_at;1428360_x_at;1436567_a_at;1450818_a_at;1455749_x_at
NDUFA8	1	1423692_at
NDUFA9	1	1416663_at
NDUFAB1	5	1428159_s_at;1428160_at;1435934_at;1453565_at;1458678_at
NDUFAF1	1	1423711_at
NDUFAF2	1	1452923_at
NDUFAF3	1	1418185_at
NDUFAF4	2	1427997_at;1435333_at
NDUFAF5	1	1428745_a_at
NDUFAF6	1	1429213_at
NDUFAF7	1	1427904_s_at
NDUFB10	1	1428322_a_at
NDUFB11	3	1416056_a_at;1416057_at;1455911_x_at
NDUFB2	3	1416834_x_at;1442658_at;1448483_a_at
NDUFB3	1	1416547_at
NDUFB4	1	1432427_at
NDUFB5	2	1417102_a_at;1448589_at
NDUFB6	2	1434056_a_at;1434057_at
NDUFB7	2	1416417_a_at;1448331_at
NDUFB8	2	1448198_a_at;1458404_at
NDUFB9	3	1436803_a_at;1452184_at;1455934_at
NDUFC1	2	1416285_at;1448284_a_at
NDUFC2	1	1431670_at
NDUFS1	1	1425143_a_at
NDUFS2	1	1451096_at
NDUFS3	1	1423737_at
NDUFS4	4	1418117_at;1438166_x_at;1448959_at;1459760_at
NDUFS5	1	1416494_at
NDUFS7	2	1424313_a_at;1451312_at
NDUFS8	6	1423907_a_at;1423908_at;1434212_at;1434213_x_at;1434579_x_at;1455283_x_at
NDUFV1	3	1415966_a_at;1415967_at;1456015_x_at
NDUFV2	3	1428179_at;1438159_x_at;1452692_a_at
NDUFV3	1	1424628_a_at
NEAT1	2	1428083_at;1442881_at
NEB	1	1435355_at
NEBL	3	1438452_at;1439897_at;1451846_at
NECAB1	2	1437156_at;1457142_at
NECAB2	1	1418881_at
NECAB3	2	1431946_a_at;1447907_x_at
NECAP1	1	1448106_at
NECAP2	2	1418961_at;1418962_at
NECTIN1	3	1438111_at;1438421_at;1450819_at
NECTIN2	2	1417703_at;1424456_at
NECTIN3	6	1417319_at;1421132_at;1421133_at;1423331_a_at;1448673_at;1457257_x_at
NECTIN4	2	1428701_at;1451690_a_at
NEDD1	2	1423196_at;1450899_at
NEDD4	3	1421955_a_at;1450431_a_at;1451109_a_at
NEDD4L	6	1423269_a_at;1423270_at;1437400_at;1441305_at;1456044_at;1457374_at
NEDD8	1	1423715_a_at
NEDD9	4	1422818_at;1437132_x_at;1447885_x_at;1450767_at
NEFH	1	1424847_at
NEFL	2	1426255_at;1454672_at
NEFM	1	1422520_at
NEGR1	1	1456392_at
NEIL1	1	1452871_at
NEIL3	2	1424060_at;1440633_at
NEK1	4	1434267_at;1438592_at;1453612_at;1458211_at
NEK11	1	1441525_at
NEK2	4	1417299_at;1437579_at;1437580_s_at;1443999_at
NEK3	1	1418947_at
NEK4	2	1427639_a_at;1449861_at
NEK5	1	1444163_at
NEK6	3	1423596_at;1425850_a_at;1451043_at
NEK7	3	1416816_at;1416817_at;1448474_at
NEK8	2	1450337_a_at;1458157_at
NEK9	1	1424094_at
NELFA	1	1427248_at
NELFB	1	1421292_a_at
NELFCD	1	1416198_at
NELFE	1	1450705_at
NELL1	2	1433787_at;1447076_at
NELL2	2	1423560_at;1423561_at
NEMF	3	1425697_at;1429327_at;1429446_at
NENF	1	1417879_at
NEO1	5	1434931_at;1440789_at;1444295_at;1447693_s_at;1447694_x_at
NEPN	1	1419065_at
NEPRO	1	1451439_at
NES	3	1418289_at;1449022_at;1453997_a_at
NESPAS	1	1427788_at
NET1	1	1421321_a_at
NETO1	3	1425132_at;1441815_at;1456283_at
NETO2	3	1436309_at;1454032_at;1457344_at
NEU1	3	1416831_at;1447942_x_at;1448481_at
NEU2	1	1431936_a_at
NEU3	1	1419339_at
NEURL1A	6	1422251_at;1451872_a_at;1453527_a_at;1456854_at;1458561_at;1460343_at
NEURL1B	1	1435564_at
NEURL2	1	1429141_at
NEURL3	1	1444003_at
NEURL4	1	1430417_s_at
NEUROD1	2	1426412_at;1426413_at
NEUROD2	3	1418995_at;1435411_at;1444362_at
NEUROD4	3	1418054_at;1418055_at;1436694_s_at
NEUROD6	1	1418047_at
NEUROG1	2	1438551_at;1450836_at
NEUROG2	1	1422839_at
NEUROG3	2	1422312_a_at;1432034_at
NEXN	1	1435649_at
NF1	3	1438067_at;1441523_at;1452525_a_at
NF2	4	1421820_a_at;1427708_a_at;1450382_at;1451829_a_at
NFAM1	2	1425714_a_at;1428790_at
NFASC	3	1436205_at;1456068_at;1459357_at
NFAT5	6	1426029_a_at;1438999_a_at;1439328_at;1439805_at;1448966_a_at;1451921_a_at
NFATC1	5	1417621_at;1425761_a_at;1428479_at;1447084_at;1447085_s_at
NFATC2	6	1425901_at;1425990_a_at;1426031_a_at;1426032_at;1439205_at;1440426_at
NFATC2IP	2	1434836_at;1451781_at
NFATC3	2	1419976_s_at;1452497_a_at
NFATC4	4	1423379_at;1423380_s_at;1432821_at;1454369_a_at
NFE2	1	1452001_at
NFE2L1	1	1416331_a_at
NFE2L2	2	1416543_at;1457117_at
NFE2L3	3	1417520_at;1453614_a_at;1454240_at
NFIA	6	1421162_a_at;1421163_a_at;1427733_a_at;1438236_at;1446990_at;1456087_at
NFIB	7	1416293_at;1427680_a_at;1434101_at;1434102_at;1438244_at;1448288_at;1454834_at
NFIC	5	1422565_s_at;1427665_a_at;1429148_at;1435527_at;1450661_x_at
NFIL3	1	1418932_at
NFIX	5	1423493_a_at;1436363_a_at;1436364_x_at;1451443_at;1459909_at
NFKB1	1	1427705_a_at
NFKB2	2	1425902_a_at;1429128_x_at
NFKBIA	5	1420088_at;1420089_at;1438157_s_at;1448306_at;1449731_s_at
NFKBIB	2	1421266_s_at;1446718_at
NFKBID	1	1436074_at
NFKBIE	2	1431843_a_at;1458299_s_at
NFKBIL1	1	1449951_at
NFKBIZ	3	1417483_at;1448728_a_at;1457404_at
NFRKB	2	1434753_at;1445551_at
NFS1	3	1416373_at;1431431_a_at;1442017_at
NFU1	2	1418228_at;1418229_s_at
NFX1	4	1419752_at;1419753_at;1428248_at;1442397_at
NFXL1	3	1417145_at;1430365_at;1457208_at
NFYA	3	1422082_a_at;1427808_at;1452560_a_at
NFYB	2	1419266_at;1419267_at
NFYC	1	1448963_at
NGB	2	1417996_at;1417997_at
NGDN	2	1428226_at;1438318_x_at
NGEF	1	1448978_at
NGF	1	1419675_at
NGFR	3	1421241_at;1450177_at;1454903_at
NGFRAP1	1	1428842_a_at
NGLY1	1	1417827_at
NGP	1	1418722_at
NGRN	1	1416709_a_at
NHEJ1	2	1425651_at;1429098_s_at
NHLH1	1	1419533_at
NHLH2	1	1436888_at
NHLRC1	1	1435213_at
NHLRC2	3	1429145_at;1433929_at;1453048_at
NHLRC3	1	1456026_at
NHP2	2	1416605_at;1416606_s_at
NHSL1	4	1426934_at;1430810_at;1433111_at;1438904_at
NHSL2	3	1438732_at;1455040_s_at;1456765_at
NICN1	2	1449376_at;1449377_at
NID1	3	1416808_at;1441519_at;1448469_at
NID2	1	1423516_a_at
NIF3L1	2	1416931_at;1438728_at
NIFK	1	1424001_at
NIM1K	1	1434297_at
NIN	3	1419078_at;1428600_at;1444155_at
NINJ1	4	1438928_x_at;1441281_s_at;1447549_x_at;1448417_at
NINJ2	1	1420356_at
NINL	1	1458667_at
NIP7	2	1448480_at;1453324_at
NIPA1	2	1434864_at;1452763_at
NIPA2	2	1421968_a_at;1426717_at
NIPAL1	2	1453345_at;1456321_at
NIPAL2	1	1424612_at
NIPAL3	2	1429241_at;1434315_at
NIPAL4	2	1441909_s_at;1447041_at
NIPBL	5	1430309_at;1437158_at;1442103_at;1443992_at;1453576_at
NIPSNAP1	2	1448465_at;1456748_a_at
NIPSNAP3A	1	1453236_at
NIPSNAP3B	1	1448967_at
NISCH	5	1430151_at;1433757_a_at;1433758_at;1451338_at;1452156_a_at
NIT1	2	1417468_at;1417469_at
NIT2	1	1418763_at
NKAIN1	5	1419651_at;1419652_s_at;1433273_at;1433274_at;1449553_at
NKAIN2	2	1429901_at;1453329_s_at
NKAIN4	1	1422596_at
NKAP	3	1419763_at;1435662_at;1449589_x_at
NKAPL	1	1449561_at
NKD1	4	1417278_a_at;1429506_at;1429507_at;1440446_at
NKD2	4	1419465_at;1419466_at;1434275_at;1457600_x_at
NKG7	1	1450753_at
NKIRAS1	1	1428503_a_at
NKIRAS2	1	1424416_at
NKPD1	1	1430087_at
NKRF	2	1434398_at;1441325_at
NKTR	5	1423248_at;1423249_at;1437660_at;1440804_at;1458676_at
NKX1-2	3	1422049_at;1422050_at;1426177_a_at
NKX2-1	1	1422346_at
NKX2-2	1	1421112_at
NKX2-3	3	1425827_at;1427741_x_at;1452528_a_at
NKX2-4	2	1432862_at;1432863_a_at
NKX2-5	1	1449566_at
NKX2-6	2	1443817_x_at;1452018_at
NKX2-9	1	1422284_at
NKX3-1	1	1449998_at
NKX3-2	1	1421464_at
NKX6-1	1	1425828_at
NKX6-2	1	1427420_at
NKX6-3	1	1431899_at
NLE1	1	1424731_at
NLGN1	2	1421648_at;1437160_at
NLGN2	2	1455143_at;1460013_at
NLGN3	1	1456384_at
NLK	3	1419112_at;1435970_at;1456467_s_at
NLN	2	1424981_at;1451555_at
NLRC3	2	1446689_at;1458148_at
NLRC5	1	1437176_at
NLRP10	1	1456211_at
NLRP12	1	1440921_at
NLRP14	1	1429409_at
NLRP3	1	1425412_at
NLRP4A	1	1438077_at
NLRP4B	1	1434527_at
NLRP4C	1	1450000_at
NLRP4E	1	1457179_at
NLRP4F	1	1436794_at
NLRP5	1	1418882_at
NLRP5-PS	1	1453695_at
NLRP6	1	1427369_at
NLRP9A	1	1456185_at
NLRP9B	1	1457084_at
NLRP9C	2	1439217_at;1439636_at
NLRX1	1	1433661_at
NMB	1	1419405_at
NMBR	2	1422342_at;1438885_at
NMD3	4	1437238_x_at;1438818_at;1447650_at;1448133_at
NME1	2	1424110_a_at;1435277_x_at
NME2	1	1448808_a_at
NME4	1	1416798_a_at
NME5	1	1422727_at
NME6	1	1448574_at
NME7	2	1418217_at;1438874_at
NME8	1	1431871_at
NMI	1	1425719_a_at
NMNAT1	2	1425773_s_at;1429819_at
NMNAT2	1	1436155_at
NMNAT3	2	1424899_at;1432342_at
NMRAL1	3	1430530_s_at;1453562_a_at;1453563_at
NMRK1	3	1425646_at;1447503_at;1448048_at
NMRK2	1	1453898_at
NMT1	3	1415683_at;1418082_at;1454941_at
NMT2	4	1423581_at;1438740_at;1444387_at;1454919_at
NMU	1	1419325_at
NMUR1	1	1421667_at
NMUR2	1	1425943_at
NNAT	1	1423506_a_at
NNMT	1	1432517_a_at
NNT	3	1416105_at;1432608_at;1456573_x_at
NOA1	1	1418222_at
NOB1	1	1454957_at
NOBOX	1	1425759_at
NOC2L	2	1424323_at;1436136_at
NOC3L	2	1426286_at;1437500_at
NOC4L	4	1423826_at;1423827_s_at;1438095_x_at;1443794_x_at
NOCT	1	1425837_a_at
NOD1	1	1454733_at
NODAL	2	1422057_at;1422058_at
NOG	1	1422300_at
NOL10	1	1433739_at
NOL11	4	1423479_at;1423480_at;1439166_at;1451010_at
NOL12	2	1423453_at;1447268_at
NOL3	2	1444786_at;1451503_at
NOL4	3	1430189_at;1441447_at;1456387_at
NOL4L	3	1428284_at;1428285_at;1457844_a_at
NOL6	2	1424472_at;1425629_a_at
NOL7	4	1420485_at;1420486_at;1420487_at;1458059_at
NOL8	3	1428950_s_at;1428951_at;1452974_at
NOL9	5	1429338_a_at;1432218_a_at;1432219_at;1453114_at;1455330_at
NOLC1	3	1428869_at;1428870_at;1450087_a_at
NOMO1	2	1451169_at;1451170_s_at
NONO	4	1415820_x_at;1431239_at;1447160_at;1448103_s_at
NOP10	2	1423210_a_at;1423211_at
NOP14	1	1423991_at
NOP16	2	1424620_at;1451414_at
NOP2	1	1424019_at
NOP56	2	1426533_at;1455035_s_at
NOP58	1	1450986_at
NOP9	1	1451039_at
NOS1	4	1422949_at;1429887_at;1438483_at;1458626_at
NOS1AP	2	1430442_at;1437485_at
NOS2	1	1420393_at
NOS3	1	1422622_at
NOSIP	2	1418965_at;1431428_a_at
NOSTRIN	1	1441075_at
NOTCH1	2	1418633_at;1418634_at
NOTCH2	2	1451889_at;1455556_at
NOTCH3	2	1421964_at;1421965_s_at
NOTCH4	3	1436901_at;1449146_at;1456263_at
NOTUM	1	1451857_a_at
NOV	2	1426851_a_at;1426852_x_at
NOVA1	2	1426938_at;1452245_at
NOVA2	2	1439099_at;1439192_at
NOX4	2	1419161_a_at;1451827_a_at
NOXO1	1	1425151_a_at
NOXRED1	1	1430314_at
NPAS1	1	1420801_at
NPAS2	2	1421036_at;1421037_at
NPAS3	4	1421567_at;1429138_at;1438060_at;1450287_at
NPAS4	1	1459372_at
NPAT	2	1456485_at;1459185_at
NPB	1	1440240_at
NPC1	1	1423086_at
NPC1L1	1	1438514_at
NPC2	4	1416901_at;1443266_at;1448513_a_at;1455768_at
NPDC1	1	1415919_at
NPEPL1	1	1434507_at
NPEPPS	3	1417385_at;1417386_at;1445463_at
NPFF	1	1420606_at
NPFFR2	1	1422214_at
NPHP1	3	1416919_a_at;1448523_at;1453686_x_at
NPHP3	1	1431093_at
NPHP4	2	1431329_at;1434024_at
NPHS1	1	1422142_at
NPHS1OS	1	1447291_at
NPHS2	2	1437605_at;1460297_at
NPL	1	1424265_at
NPLOC4	1	1454804_at
NPM1	2	1415839_a_at;1432416_a_at
NPN2	2	1452551_at;1452552_at
NPNT	5	1421429_a_at;1426560_a_at;1426561_a_at;1452106_at;1452107_s_at
NPPA	1	1456062_at
NPPB	1	1450791_at
NPPC	1	1422790_at
NPR1	1	1449160_at
NPR2	1	1427191_at
NPR3	3	1435184_at;1448024_at;1450286_at
NPRL2	1	1417046_at
NPRL3	1	1433548_at
NPTN	2	1415821_at;1441457_at
NPTX1	2	1422130_at;1434877_at
NPTX2	2	1420720_at;1449960_at
NPVF	1	1421686_at
NPY	1	1419127_at
NPY1R	2	1421471_at;1426054_at
NPY2R	1	1417489_at
NPY4R	1	1422271_at
NPY5R	2	1419008_at;1449312_at
NPY6R	2	1422347_at;1438086_at
NQO1	1	1423627_at
NQO2	3	1436189_at;1449983_a_at;1455590_at
NR0B1	1	1417760_at
NR0B2	1	1449854_at
NR1D1	1	1426464_at
NR1D2	2	1416958_at;1416959_at
NR1H2	1	1416353_at
NR1H3	1	1450444_a_at
NR1H4	1	1419105_at
NR1I2	2	1425723_at;1451807_at
NR1I3	1	1425392_a_at
NR2C1	5	1418605_at;1439490_at;1446194_at;1449157_at;1458338_x_at
NR2C2	6	1425014_at;1439696_at;1449605_at;1451569_at;1454167_at;1454851_at
NR2C2AP	2	1428534_at;1447876_x_at
NR2E1	2	1434921_at;1457289_at
NR2E3	1	1423631_at
NR2F1	1	1418157_at
NR2F2	6	1416158_at;1416159_at;1416160_at;1431237_at;1436475_at;1444229_at
NR2F6	2	1460647_a_at;1460648_at
NR3C1	6	1421866_at;1421867_at;1431378_at;1453860_s_at;1457635_s_at;1460303_at
NR3C2	1	1435991_at
NR4A1	1	1416505_at
NR4A2	6	1433422_at;1433423_at;1447863_s_at;1450749_a_at;1450750_a_at;1455034_at
NR4A3	3	1421079_at;1421080_at;1438796_at
NR5A1	2	1418315_at;1421730_at
NR5A2	4	1420410_at;1449706_s_at;1449707_at;1456521_at
NR6A1	5	1421515_at;1421516_at;1428825_at;1428826_at;1445872_at
NRADD	1	1429127_at
NRAP	1	1421253_at
NRARP	2	1417985_at;1417986_at
NRAS	3	1422687_at;1422688_a_at;1454060_a_at
NRBF2	1	1448758_at
NRBP1	1	1423864_at
NRBP2	1	1424544_at
NRCAM	4	1430583_at;1434709_at;1443281_at;1458833_at
NRD1	2	1424391_at;1449716_s_at
NRDE2	2	1441426_at;1451303_at
NREP	2	1436736_x_at;1450839_at
NRF1	4	1420978_at;1424787_a_at;1434627_at;1445914_at
NRG1	1	1456524_at
NRG2	3	1444491_at;1447654_at;1457283_at
NRG3	2	1421017_at;1460289_at
NRG4	2	1421681_at;1457123_at
NRGN	1	1423231_at
NRIP1	6	1418469_at;1432603_at;1434384_at;1447211_at;1449089_at;1454295_at
NRIP2	3	1433792_at;1433793_s_at;1452456_at
NRIP3	3	1418104_at;1431597_a_at;1448954_at
NRK	3	1436399_s_at;1450078_at;1450079_at
NRL	1	1450946_at
NRM	2	1417971_at;1443761_at
NRN1	1	1428393_at
NRN1L	1	1456819_at
NRON	1	1457187_at
NRP	1	1440263_at
NRP1	4	1418084_at;1448943_at;1448944_at;1457198_at
NRP2	4	1426528_at;1435349_at;1447343_at;1456778_at
NRROS	1	1451174_at
NRSN1	1	1418588_at
NRSN2	2	1434640_at;1447717_x_at
NRTN	1	1449281_at
NRXN1	7	1428240_at;1433413_at;1439358_a_at;1439359_x_at;1442501_at;1447216_at;1454691_at
NRXN2	2	1435907_at;1455499_at
NRXN3	5	1432931_at;1433788_at;1438193_at;1439629_at;1456137_at
NSA2	3	1423131_at;1423132_a_at;1453816_at
NSD1	4	1420881_at;1435088_at;1440972_at;1456916_at
NSDHL	1	1416222_at
NSF	4	1422455_s_at;1422456_at;1430409_at;1457205_at
NSFL1C	1	1429328_at
NSG1	2	1423055_at;1423056_at
NSG2	2	1416107_at;1456685_at
NSL1	2	1447705_at;1455852_at
NSMAF	1	1416412_at
NSMCE1	3	1433098_at;1436121_a_at;1455927_x_at
NSMCE2	1	1424149_at
NSMCE4A	2	1428213_at;1439461_x_at
NSMF	4	1436959_x_at;1439398_x_at;1442706_at;1449474_a_at
NSRP1	2	1439046_at;1455738_at
NSUN2	1	1423850_at
NSUN3	4	1430654_at;1436735_at;1437365_at;1444634_at
NSUN4	3	1424839_a_at;1429110_a_at;1445570_at
NSUN5	2	1420003_at;1434289_at
NSUN6	2	1427491_at;1432012_a_at
NSUN7	2	1429572_at;1457543_at
NT5C	1	1417252_at
NT5C1B	1	1427715_a_at
NT5C2	4	1417201_at;1425933_a_at;1448614_at;1457949_at
NT5C3	2	1431306_at;1451050_at
NT5C3B	3	1430559_at;1449633_s_at;1451180_a_at
NT5DC1	1	1460615_at
NT5DC2	1	1424882_a_at
NT5DC3	2	1427057_at;1443558_s_at
NT5E	3	1422974_at;1428547_at;1459023_at
NT5M	1	1453767_a_at
NTAN1	1	1423538_at
NTF3	2	1434802_s_at;1450803_at
NTF5	1	1440353_at
NTHL1	1	1419433_at
NTM	3	1426282_at;1426283_at;1458492_x_at
NTMT1	2	1451278_a_at;1456340_at
NTN1	2	1422987_at;1454974_at
NTN3	1	1422056_at
NTN4	2	1439794_at;1450512_at
NTN5	1	1446220_at
NTNG1	4	1426338_a_at;1430779_at;1441634_at;1449286_at
NTNG2	2	1432033_at;1450820_a_at
NTPCR	2	1417779_at;1457774_at
NTRK1	1	1443990_at
NTRK2	8	1420837_at;1420838_at;1435196_at;1435305_at;1437560_at;1444121_at;1446712_at;1458622_at
NTRK3	8	1422329_a_at;1425070_at;1425071_s_at;1426003_at;1433825_at;1443970_at;1447723_at;1455917_at
NTS	1	1422860_at
NTSR1	1	1420799_at
NTSR2	1	1417151_a_at
NUAK1	1	1438684_at
NUAK2	1	1429049_at
NUB1	5	1420535_a_at;1428439_at;1430480_at;1452776_a_at;1452777_a_at
NUBP1	3	1418905_at;1418906_at;1430778_a_at
NUBP2	2	1416512_at;1459842_x_at
NUBPL	1	1429278_at
NUCB1	1	1416903_at
NUCB2	1	1418355_at
NUCKS1	6	1433519_at;1434668_at;1435753_a_at;1444952_a_at;1444953_at;1447924_at
NUDC	2	1419471_a_at;1419472_s_at
NUDCD1	4	1429655_at;1433547_s_at;1446933_at;1449652_at
NUDCD2	2	1418566_s_at;1449140_at
NUDCD3	2	1442799_x_at;1460395_at
NUDT1	1	1449349_at
NUDT12	1	1453139_at
NUDT12OS	1	1432424_at
NUDT13	3	1422126_a_at;1428943_at;1454075_s_at
NUDT14	1	1424753_at
NUDT15	1	1455969_at
NUDT16	2	1421204_a_at;1439884_at
NUDT16L1	2	1428049_a_at;1437624_x_at
NUDT17	1	1452995_at
NUDT18	1	1435902_at
NUDT19	2	1432332_a_at;1434216_a_at
NUDT2	1	1418737_at
NUDT21	4	1417681_at;1428339_at;1437213_at;1455966_s_at
NUDT22	2	1451329_at;1460358_s_at
NUDT3	1	1451575_a_at
NUDT4	2	1418505_at;1449107_at
NUDT5	2	1430341_at;1448651_at
NUDT6	2	1424510_at;1456945_at
NUDT7	3	1430896_s_at;1431302_a_at;1453685_at
NUDT8	1	1450111_a_at
NUDT9	2	1428164_at;1441633_at
NUF2	1	1430811_a_at
NUFIP1	1	1448802_at
NUFIP2	3	1428583_at;1435632_at;1455387_at
NUMA1	3	1423974_at;1423975_s_at;1441090_at
NUMB	2	1416891_at;1425368_a_at
NUMBL	1	1416491_at
NUP107	1	1426751_s_at
NUP133	6	1423787_at;1423788_at;1436816_at;1441235_at;1451111_at;1457542_at
NUP153	3	1441689_at;1441733_s_at;1452176_at
NUP155	3	1418727_at;1445136_at;1449200_at
NUP160	2	1418530_at;1444892_at
NUP188	2	1427047_at;1442314_at
NUP205	2	1430343_at;1454743_at
NUP210	2	1417585_at;1443310_at
NUP210L	1	1430909_at
NUP214	2	1434351_at;1456503_at
NUP35	1	1426447_at
NUP37	1	1423969_at
NUP43	2	1432187_at;1432188_s_at
NUP50	3	1422719_s_at;1428328_at;1450722_at
NUP54	5	1432539_a_at;1433580_at;1438951_x_at;1447253_x_at;1459651_s_at
NUP62	5	1415925_a_at;1415926_at;1438917_x_at;1447905_x_at;1448150_at
NUP85	2	1416073_a_at;1437520_a_at
NUP88	1	1428073_a_at
NUP93	1	1424291_at
NUP98	2	1434220_at;1439154_at
NUPL1	4	1424389_at;1424390_at;1429878_a_at;1437843_s_at
NUPL2	2	1424889_at;1456773_at
NUPR1	2	1419665_a_at;1419666_x_at
NUPR1L	2	1429551_at;1444382_at
NUS1	6	1419914_s_at;1419915_at;1420646_at;1434304_s_at;1440478_at;1460563_at
NUSAP1	2	1416309_at;1416310_at
NUTM1	1	1441336_at
NVL	3	1453018_at;1453019_at;1457411_at
NWD1	1	1458353_at
NWD2	1	1460482_at
NXF1	2	1416791_a_at;1439092_at
NXF2	1	1420585_a_at
NXF3	1	1456035_at
NXF7	1	1427399_a_at
NXN	2	1422465_a_at;1422466_at
NXNL1	2	1425696_at;1426130_at
NXNL2	2	1429133_at;1451861_at
NXPE2	2	1444471_at;1453220_at
NXPE3	2	1436941_at;1445354_at
NXPE4	1	1456111_at
NXPH1	3	1436718_at;1438388_at;1459921_at
NXPH2	1	1437964_at
NXPH3	1	1419710_at
NXPH4	1	1429753_at
NXT1	1	1422488_at
NXT2	1	1456599_at
NYAP1	1	1439770_at
NYNRIN	1	1439064_at
NYX	1	1446344_at
OAF	1	1424086_at
OARD1	1	1449614_s_at
OAS1A	1	1424775_at
OAS1B	1	1425119_at
OAS1C	1	1418686_at
OAS1E	1	1424536_at
OAS1F	1	1442389_at
OAS1H	1	1425049_at
OAS2	1	1425065_at
OAS3	1	1425374_at
OASL1	1	1424339_at
OASL2	1	1453196_a_at
OAT	1	1416452_at
OAZ1	1	1436292_a_at
OAZ2	3	1426763_at;1426764_at;1442541_at
OAZ3	6	1429341_at;1432571_at;1437010_a_at;1437011_x_at;1453115_at;1454279_at
OBFC1	3	1434737_at;1445544_x_at;1458998_at
OBOX2	2	1456017_x_at;1456305_x_at
OBOX3	1	1452634_at
OBOX5	1	1436741_at
OBOX6	1	1440257_at
OBP1A	1	1453644_at
OBP2A	1	1428022_at
OBSCN	1	1443632_at
OBSL1	5	1427535_s_at;1436414_at;1443510_at;1457121_at;1460414_at
OC90	1	1452403_a_at
OCA2	1	1418211_at
OCEL1	1	1425191_at
OCIAD1	2	1424952_at;1449889_a_at
OCIAD2	2	1435917_at;1453187_at
OCLN	2	1440220_at;1448873_at
OCRL	3	1438284_at;1438396_at;1457313_at
OCSTAMP	1	1425386_at
ODAM	1	1430186_at
ODC1	3	1427364_a_at;1437711_x_at;1438761_a_at
ODF1	3	1422585_at;1440821_x_at;1457659_x_at
ODF2	5	1426040_a_at;1435216_a_at;1439918_at;1444101_at;1454735_at
ODF2L	2	1431861_a_at;1431862_x_at
ODF3	2	1420446_at;1441916_s_at
ODF3B	3	1439666_at;1443670_at;1443671_x_at
ODF4	1	1424978_at
OFA	2	1427814_at;1452564_at
OFD1	1	1427172_at
OGDH	2	1445632_at;1451274_at
OGFOD1	2	1435025_at;1439776_at
