gene	eligible_probe_n	eligible_probes
MFSD4B4	1	1435098_at
MFSD4B5	2	1427389_at;1457853_at
MFSD5	1	1416747_at
MFSD6	3	1419124_at;1424463_at;1424464_s_at
MFSD6L	1	1425302_at
MFSD7B	2	1425399_at;1434424_at
MFSD7C	1	1424123_at
MFSD8	2	1438497_at;1452335_at
MFSD9	1	1460619_at
MGA	5	1422646_at;1431232_a_at;1433012_at;1434746_at;1442356_at
MGAM	1	1456777_at
MGARP	1	1420774_a_at
MGAT1	1	1423609_a_at
MGAT2	2	1426350_at;1452037_at
MGAT3	3	1422145_at;1428801_at;1428802_at
MGAT4A	2	1435641_at;1444347_at
MGAT4B	1	1424720_at
MGAT4C	1	1421178_at
MGAT4D	2	1422096_at;1422097_at
MGAT4E	1	1430094_at
MGAT5	3	1425744_a_at;1428643_at;1428644_at
MGAT5B	1	1434531_at
MGEA5	6	1422900_at;1422901_at;1422902_s_at;1433654_at;1437129_at;1439081_at
MGL2	1	1438467_at
MGLL	4	1426785_s_at;1431331_at;1450391_a_at;1453836_a_at
MGME1	2	1429619_a_at;1429620_at
MGMT	1	1421309_at
MGP	1	1448416_at
MGRN1	3	1431285_at;1445304_at;1454645_at
MGST1	2	1415897_a_at;1415898_at
MGST2	1	1452592_at
MGST3	2	1448300_at;1450563_at
MIA	1	1419608_a_at
MIA2	1	1451964_at
MIA3	4	1434698_at;1455066_s_at;1459070_at;1459984_at
MIAT	2	1455325_at;1458903_at
MIB1	3	1433853_at;1451818_at;1454740_at
MIB2	1	1424862_s_at
MICAL1	2	1416759_at;1456439_x_at
MICAL2	2	1438726_at;1455685_at
MICAL3	1	1434221_at
MICALCL	1	1429032_at
MICALL1	1	1460556_at
MICALL2	1	1434322_at
MICU1	3	1439501_at;1443340_at;1451207_at
MICU2	1	1454808_at
MICU3	2	1435400_at;1441599_at
MID1	3	1422055_at;1438239_at;1443666_at
MID1IP1	1	1416840_at
MID2	2	1422216_at;1450537_at
MIDN	1	1449188_at
MIEF1	2	1434712_at;1434713_at
MIEF2	1	1434072_at
MIEN1	1	1449412_at
MIER1	3	1433755_at;1443879_at;1453760_at
MIER2	3	1423830_a_at;1437994_x_at;1451138_x_at
MIER3	1	1460614_at
MIF	3	1416335_at;1433109_at;1454481_at
MIF4GD	1	1451523_a_at
MIIP	2	1417120_at;1448599_s_at
MILR1	1	1445687_at
MINA	4	1423595_at;1431939_a_at;1451042_a_at;1454066_at
MINK1	1	1449362_a_at
MINOS1	3	1433616_a_at;1436001_at;1455126_x_at
MINPP1	3	1423265_at;1429750_at;1455787_x_at
MIOS	2	1424803_at;1424804_at
MIOX	1	1416460_at
MIP	2	1421039_at;1435447_at
MIPEP	2	1428290_at;1459294_at
MIPOL1	4	1432284_at;1435671_at;1448059_at;1459228_at
MIR124-2HG	1	1455460_at
MIR124A-1HG	1	1435453_at
MIR133B	1	1446563_at
MIR155HG	1	1428027_at
MIR1931	1	1446130_at
MIR1949	1	1431235_at
MIR22HG	1	1428562_at
MIR425	1	1459927_at
MIR670HG	2	1444324_at;1455275_at
MIR9-3HG	1	1434730_at
MIR99AHG	2	1431424_at;1445363_at
MIRG	2	1440097_at;1457030_at
MIRT1	1	1453244_at
MIS12	1	1424717_at
MIS18A	2	1428483_a_at;1453314_x_at
MIS18BP1	4	1434767_at;1443667_at;1443668_x_at;1458374_at
MISP	1	1452081_a_at
MITD1	2	1426133_a_at;1439261_x_at
MITF	2	1422025_at;1455214_at
MIXL1	1	1421505_at
MKI67	1	1426817_at
MKKS	2	1422627_a_at;1454014_a_at
MKL1	1	1434900_at
MKL2	3	1428028_at;1435547_at;1445134_at
MKLN1	5	1416733_at;1416734_at;1436096_at;1446203_at;1458919_at
MKLN1OS	2	1442479_at;1444363_at
MKNK1	3	1417630_at;1417631_at;1454119_at
MKNK2	2	1418300_a_at;1449029_at
MKRN1	6	1418434_at;1418435_at;1434853_x_at;1441879_x_at;1451425_a_at;1455504_a_at
MKRN2	2	1417935_at;1448897_at
MKRN2OS	1	1440916_at
MKRN3	1	1418160_at
MKS1	1	1435835_at
MKX	1	1437492_at
MLANA	1	1430635_at
MLC1	1	1448139_at
MLEC	4	1436508_at;1436509_at;1448569_at;1458652_at
MLF1	1	1418589_a_at
MLF2	1	1423916_s_at
MLH1	1	1417360_at
MLH3	1	1426052_at
MLIP	2	1430806_at;1453059_at
MLKL	1	1429570_at
MLLT1	2	1421060_at;1434805_at
MLLT10	4	1420869_at;1420870_at;1438525_at;1442070_at
MLLT11	2	1416313_at;1416314_at
MLLT3	3	1429205_at;1431890_a_at;1453622_s_at
MLLT4	2	1431799_at;1436303_at
MLLT6	3	1425360_at;1433811_at;1451685_at
MLPH	2	1425586_a_at;1449896_at
MLST8	2	1415842_at;1415843_at
MLX	2	1418437_a_at;1425930_a_at
MLXIP	1	1426979_at
MLXIPL	1	1419185_a_at
MLYCD	1	1449964_a_at
MMAA	1	1417857_at
MMAB	4	1435097_at;1443498_at;1452467_at;1452468_s_at
MMACHC	1	1418915_at
MMADHC	1	1417573_at
MMD	3	1423488_at;1423489_at;1435645_at
MMD2	3	1424534_at;1438654_x_at;1444572_at
MME	2	1422975_at;1455961_at
MMEL1	1	1449432_a_at
MMGT1	2	1436705_at;1436706_at
MMGT2	1	1451583_a_at
MMP10	1	1420450_at
MMP11	1	1417234_at
MMP12	1	1449153_at
MMP13	1	1417256_at
MMP14	3	1416572_at;1440920_at;1448383_at
MMP15	2	1422597_at;1437462_x_at
MMP16	4	1422626_at;1437568_at;1440161_at;1443412_s_at
MMP17	1	1448598_at
MMP19	2	1421976_at;1421977_at
MMP1A	1	1422175_at
MMP1B	1	1422273_at
MMP2	2	1416136_at;1439364_a_at
MMP20	1	1421706_at
MMP23	2	1417281_a_at;1417282_at
MMP24	3	1417678_at;1441456_at;1448806_at
MMP3	1	1418945_at
MMP7	1	1449478_at
MMP8	1	1449366_at
MMP9	2	1416298_at;1448291_at
MMRN1	2	1430621_at;1437260_at
MMRN2	4	1420276_x_at;1437123_at;1439518_at;1456768_a_at
MMS19	2	1417967_at;1431815_a_at
MMS22L	2	1427147_at;1439562_at
MN1	1	1454867_at
MNAT1	1	1432177_a_at
MND1	1	1452606_at
MNDAL	2	1426906_at;1452231_x_at
MNS1	1	1419402_at
MNT	2	1418192_at;1418193_at
MNX1	1	1460299_at
MOB1A	3	1423782_at;1424483_at;1424484_at
MOB1B	2	1430564_at;1455184_at
MOB2	1	1432419_a_at
MOB3A	1	1434388_at
MOB3B	2	1425669_at;1429284_at
MOB3C	2	1440919_at;1459919_a_at
MOB4	3	1423167_at;1423168_at;1453032_at
MOBP	5	1421010_at;1433785_at;1436263_at;1441308_at;1450088_a_at
MOCOS	1	1429352_at
MOCS1	2	1425004_s_at;1460520_at
MOCS2	2	1424309_a_at;1424310_at
MOCS3	2	1428924_at;1439242_at
MOG	1	1448768_at
MOGAT1	1	1419504_at
MOGAT2	1	1455099_at
MOGS	1	1422489_at
MOK	1	1449476_at
MON1A	1	1428898_at
MON1B	3	1428711_at;1428712_at;1432685_at
MON2	3	1428817_at;1428818_at;1440027_at
MORC1	1	1419418_a_at
MORC2A	1	1429532_at
MORC2B	1	1439222_at
MORC3	3	1420091_s_at;1420092_at;1452224_at
MORC4	1	1434436_at
MORF4L2	4	1415778_at;1439413_x_at;1439432_x_at;1456743_x_at
MORN1	4	1430609_at;1433179_at;1433180_at;1456435_at
MORN2	1	1454800_at
MORN3	1	1430970_a_at
MORN4	1	1434943_at
MORN5	1	1452804_at
MOS	1	1450775_at
MOSPD1	1	1424280_at
MOSPD2	3	1424124_at;1438834_at;1453920_a_at
MOSPD3	2	1453961_a_at;1460452_at
MOSPD4	1	1429952_at
MOV10	2	1416380_at;1447376_at
MOV10L1	1	1419340_at
MOXD1	1	1422643_at
MOXD2	1	1426077_at
MPC1	1	1453651_a_at
MPC2	2	1423833_a_at;1430071_at
MPDU1	1	1416104_at
MPDZ	4	1418663_at;1418664_at;1441361_at;1442978_at
MPEG1	1	1427076_at
MPG	3	1417571_at;1417572_at;1442302_at
MPHOSPH10	2	1429080_at;1431388_at
MPHOSPH6	1	1423848_at
MPHOSPH8	3	1418387_at;1418388_s_at;1427524_a_at
MPHOSPH9	6	1419909_at;1419910_at;1431053_at;1438063_at;1440915_at;1449659_s_at
MPI	1	1451540_at
MPL	2	1421461_at;1451919_a_at
MPLKIP	2	1423623_at;1428921_at
MPND	1	1451357_at
MPO	1	1415960_at
MPP1	2	1423243_at;1450919_at
MPP2	1	1449173_at
MPP3	2	1419077_at;1459611_at
MPP4	1	1460368_at
MPP5	3	1421064_at;1434954_at;1450113_at
MPP6	3	1439263_at;1441546_at;1449348_at
MPP7	5	1432216_s_at;1443971_x_at;1453690_at;1454158_at;1455179_at
MPPE1	1	1440880_at
MPPED1	1	1433701_at
MPPED2	2	1431751_a_at;1435285_at
MPRIP	3	1456675_at;1456763_at;1460342_s_at
MPST	1	1418356_at
MPTX1	1	1417735_at
MPV17	2	1420387_at;1441076_at
MPV17L	1	1449413_at
MPV17L2	1	1434006_at
MPZ	1	1423253_at
MPZL1	2	1428167_a_at;1428168_at
MPZL2	3	1416236_a_at;1416237_at;1448265_x_at
MPZL3	1	1435571_at
MR1	2	1421898_a_at;1421899_a_at
MRAP	2	1451371_at;1451966_at
MRAP2	1	1436274_at
MRAS	2	1449590_a_at;1453419_at
MRC1	1	1450430_at
MRC2	2	1421044_at;1421045_at
MRE11A	2	1416748_a_at;1441990_at
MREG	1	1437250_at
MRFAP1	1	1416496_at
MRGBP	2	1428366_at;1436418_at
MRGPRA1	1	1426141_at
MRGPRA3	1	1426121_at
MRGPRA4	1	1451926_at
MRGPRB1	1	1437529_at
MRGPRE	1	1438568_at
MRGPRF	1	1425894_at
MRGPRG	1	1445458_at
MRGPRH	1	1421590_at
MRI1	2	1417146_at;1426549_at
MRLN	1	1430036_at
MRM1	1	1424219_at
MRM2	1	1448969_at
MRO	1	1430588_at
MROH1	2	1433808_at;1459218_at
MROH2A	2	1447368_at;1456631_at
MROH2B	1	1432128_at
MROH3	1	1454233_at
MROH4	1	1429365_at
MROH9	1	1453493_at
MRPL1	3	1423351_at;1450948_a_at;1460508_at
MRPL10	1	1418112_at
MRPL11	4	1417918_at;1437131_x_at;1437839_x_at;1438080_at
MRPL12	1	1452048_at
MRPL13	4	1424204_at;1435966_x_at;1459856_at;1460354_a_at
MRPL14	1	1451307_at
MRPL15	8	1425189_a_at;1430798_x_at;1434970_a_at;1434971_x_at;1435232_x_at;1439988_at;1451623_at;1460490_at
MRPL16	1	1450880_at
MRPL17	3	1450866_a_at;1450867_at;1458027_at
MRPL18	1	1448373_at
MRPL19	4	1421913_at;1421914_s_at;1440324_at;1450405_at
MRPL2	1	1448811_at
MRPL20	1	1416093_a_at
MRPL21	3	1437795_at;1452580_a_at;1456275_at
MRPL22	1	1435995_at
MRPL23	1	1416948_at
MRPL24	1	1428709_a_at
MRPL27	2	1415690_at;1442299_at
MRPL28	3	1416284_at;1437622_x_at;1456313_x_at
MRPL3	4	1422463_a_at;1422464_at;1431006_at;1440636_at
MRPL32	1	1424372_at
MRPL33	2	1425843_at;1448190_at
MRPL34	2	1416349_at;1438014_at
MRPL35	3	1419362_at;1419363_a_at;1440989_at
MRPL36	1	1422819_at
MRPL37	1	1423764_s_at
MRPL38	3	1430610_at;1444217_at;1447961_s_at
MRPL39	2	1417966_at;1448909_a_at
MRPL4	1	1416510_at
MRPL40	1	1448849_at
MRPL41	3	1428588_a_at;1428589_at;1428590_at
MRPL42	2	1418439_at;1437922_at
MRPL43	1	1415681_at
MRPL44	4	1426651_at;1430990_s_at;1437391_x_at;1452144_a_at
MRPL45	1	1423492_at
MRPL46	1	1449004_at
MRPL47	3	1429054_at;1443915_at;1453927_at
MRPL48	1	1428302_at
MRPL49	2	1423218_a_at;1423219_a_at
MRPL50	2	1424164_at;1451266_at
MRPL51	3	1416877_a_at;1416878_at;1416879_at
MRPL52	4	1415761_at;1415762_x_at;1455366_at;1460701_a_at
MRPL54	2	1448699_at;1456788_at
MRPL55	1	1429453_a_at
MRPL57	2	1418137_at;1460225_at
MRPL9	3	1427297_at;1430976_a_at;1437749_s_at
MRPS10	2	1428153_at;1458999_at
MRPS11	2	1455233_at;1460195_at
MRPS12	1	1448799_s_at
MRPS14	3	1420488_at;1420489_at;1443262_at
MRPS15	3	1430100_at;1449294_at;1456109_a_at
MRPS16	1	1448869_a_at
MRPS17	1	1453728_a_at
MRPS18A	1	1416984_at
MRPS18B	1	1451164_a_at
MRPS18C	1	1427901_at
MRPS2	2	1420845_at;1420846_at
MRPS21	2	1422451_at;1459677_at
MRPS22	1	1416595_at
MRPS23	3	1421874_a_at;1421875_a_at;1459806_x_at
MRPS24	2	1438563_s_at;1450865_s_at
MRPS25	3	1418716_at;1418717_at;1449194_at
MRPS26	2	1433878_at;1441053_at
MRPS27	1	1433646_at
MRPS28	1	1452585_at
MRPS30	1	1427158_at
MRPS31	2	1417737_at;1443165_at
MRPS33	1	1427173_a_at
MRPS34	1	1421971_a_at
MRPS35	1	1452111_at
MRPS36	1	1423242_at
MRPS5	5	1435563_at;1447628_x_at;1448488_at;1453954_a_at;1459439_at
MRPS6	2	1424440_at;1447585_s_at
MRPS7	1	1453725_a_at
MRPS9	4	1418034_at;1435843_x_at;1439210_at;1448921_a_at
MRRF	1	1426364_at
MRS2	2	1435548_at;1455539_at
MRVI1	2	1422245_a_at;1459665_s_at
MS4A1	2	1423226_at;1450912_at
MS4A10	1	1432453_a_at
MS4A13	1	1429576_at
MS4A15	1	1441898_at
MS4A18	1	1431521_at
MS4A2	2	1421475_at;1443264_at
MS4A3	1	1420572_at
MS4A4B	2	1423467_at;1425325_at
MS4A4C	2	1420671_x_at;1450291_s_at
MS4A4D	1	1418990_at
MS4A6B	2	1418826_at;1439956_at
MS4A6C	2	1450234_at;1457725_at
MS4A6D	3	1419598_at;1419599_s_at;1449539_at
MS4A7	2	1424754_at;1445365_at
MS4A8A	1	1418797_at
MSANTD1	1	1443531_at
MSANTD2	1	1426232_at
MSANTD3	2	1430701_a_at;1456644_at
MSANTD4	1	1424993_at
MSC	1	1418417_at
MSGN1	1	1421798_at
MSH2	2	1416988_at;1447888_x_at
MSH3	4	1422261_a_at;1424166_at;1430643_at;1446511_at
MSH4	1	1419511_at
MSH5	2	1430771_a_at;1449537_at
MSH6	1	1416915_at
MSI1	3	1421409_at;1444306_at;1452287_at
MSI2	8	1421230_a_at;1421231_at;1435520_at;1435521_at;1436818_a_at;1441185_at;1443008_at;1458136_at
MSL1	4	1428871_at;1428872_at;1428873_a_at;1434481_at
MSL2	3	1429108_at;1429109_at;1453030_at
MSL3	1	1448645_at
MSL3L2	1	1426768_at
MSLN	1	1460238_at
MSMB	1	1421687_at
MSMO1	2	1423078_a_at;1459627_at
MSN	2	1421814_at;1450379_at
MSR1	4	1422062_at;1425434_a_at;1425435_at;1448061_at
MSRA	1	1448856_a_at
MSRB1	1	1418888_a_at
MSRB2	1	1424433_at
MSRB3	2	1439151_at;1454997_at
MSS51	1	1432001_at
MST1	1	1418267_at
MST1R	1	1420461_at
MSTO1	1	1424577_at
MSX1	2	1417127_at;1448601_s_at
MSX2	2	1438351_at;1449559_at
MSX3	1	1421597_a_at
MT1	2	1422557_s_at;1451612_at
MT2	1	1428942_at
MT3	1	1420575_at
MT4	1	1450645_at
MTA1	2	1417295_at;1440113_at
MTA2	1	1423165_a_at
MTA3	3	1421402_at;1443350_at;1451352_s_at
MTAG2	1	1420605_at
MTAP	4	1424425_a_at;1424426_at;1451345_at;1451346_at
MTBP	1	1448638_at
MTCH1	1	1460718_s_at
MTCH2	7	1430474_a_at;1430969_at;1437805_at;1437806_x_at;1438842_at;1438843_x_at;1448654_at
MTCL1	2	1429053_at;1442363_at
MTCP1	4	1425755_at;1449897_a_at;1455710_x_at;1456207_at
MTDH	7	1421110_at;1434882_at;1434883_at;1434884_at;1455129_at;1455932_at;1458638_at
MTERF1A	1	1429698_at
MTERF2	1	1455700_at
MTERF3	2	1454116_a_at;1459262_at
MTERF4	1	1424430_at
MTF1	5	1418333_at;1428979_at;1429170_a_at;1440414_at;1452990_at
MTF2	6	1418514_at;1418515_at;1418516_at;1445151_at;1449115_at;1459811_at
MTFMT	2	1424908_at;1457005_at
MTFP1	1	1424223_at
MTFR1	2	1424946_a_at;1451536_at
MTFR1L	3	1420058_s_at;1420059_at;1426374_at
MTFR2	1	1432013_a_at
MTG1	1	1424519_at
MTG2	4	1430272_at;1451467_s_at;1452636_x_at;1460029_at
MTHFD1	3	1415916_a_at;1415917_at;1436704_x_at
MTHFD1L	1	1456653_a_at
MTHFD2	2	1419253_at;1419254_at
MTHFD2L	4	1429599_a_at;1429600_at;1429601_x_at;1435488_at
MTHFR	3	1422132_at;1434087_at;1450498_at
MTHFS	1	1443021_at
MTHFSD	1	1439152_at
MTIF2	1	1415685_at
MTIF3	1	1429160_at
MTL5	4	1425283_a_at;1431709_at;1443304_at;1443831_s_at
MTM1	3	1416934_at;1434278_at;1454904_at
MTMR1	2	1421879_at;1421880_at
MTMR10	1	1452288_at
MTMR11	2	1441835_x_at;1460550_at
MTMR12	1	1434058_at
MTMR14	1	1425066_a_at
MTMR2	2	1425459_at;1425460_at
MTMR3	3	1427117_at;1434042_s_at;1443092_at
MTMR4	3	1418150_at;1418151_at;1459874_s_at
MTMR6	4	1425485_at;1425486_s_at;1451726_at;1456540_s_at
MTMR7	2	1427025_at;1447831_s_at
MTMR9	3	1434676_at;1452254_at;1455058_at
MTNR1A	1	1450352_at
MTO1	2	1416991_at;1431739_at
MTOR	3	1417592_at;1436267_a_at;1446185_at
MTPAP	1	1452749_at
MTPN	6	1420472_at;1420473_at;1420474_at;1420475_at;1437457_a_at;1459597_at
MTR	2	1439811_at;1458532_at
MTRF1L	1	1438025_at
MTRR	1	1452110_at
MTSS1	6	1424826_s_at;1434036_at;1440847_at;1443729_at;1446284_at;1451496_at
MTSS1L	1	1435359_at
MTTP	2	1419399_at;1419400_at
MTURN	2	1422107_at;1434581_at
MTUS1	3	1436501_at;1436502_at;1454824_s_at
MTUS2	3	1432205_a_at;1434780_at;1457425_at
MTX1	2	1418521_a_at;1418522_at
MTX2	1	1430500_s_at
MTX3	3	1431071_at;1434806_at;1434807_s_at
MUC1	1	1449199_at
MUC13	2	1419386_at;1419387_s_at
MUC15	1	1426941_at
MUC16	1	1432358_at
MUC2	1	1428435_at
MUC20	2	1442960_at;1451786_at
MUC3	1	1427374_at
MUC4	3	1427398_at;1432119_at;1438555_x_at
MUC5AC	1	1430899_at
MUC5B	1	1427626_at
MUCL1	1	1420466_at
MUCL2	1	1448168_a_at
MUG1	1	1417835_at
MUL1	2	1434118_at;1451401_a_at
MUM1	1	1416536_at
MUM1L1	1	1455238_at
MUP10	1	1430893_at
MUP3	2	1427249_x_at;1427631_x_at
MUP4	1	1420793_at
MUP5	1	1426166_at
MURC	1	1420551_at
MUS81	2	1431885_a_at;1450432_s_at
MUSK	1	1450511_at
MUSTN1	1	1427201_at
MUT	3	1416838_at;1416839_at;1448486_at
MUTYH	1	1422816_a_at
MVB12A	3	1424773_at;1437043_a_at;1455895_x_at
MVB12B	4	1428121_at;1428122_s_at;1428123_at;1444005_at
MVD	2	1417303_at;1448663_s_at
MVK	2	1418052_at;1430619_a_at
MVP	2	1448618_at;1456586_x_at
MX1	1	1451905_a_at
MX2	1	1419676_at
MXD1	3	1422002_at;1434830_at;1455104_at
MXD3	3	1422970_at;1438847_at;1448878_at
MXD4	4	1422574_at;1422575_at;1434378_a_at;1434379_at
MXI1	2	1425732_a_at;1450376_at
MXRA7	3	1430539_at;1440975_at;1453855_at
MXRA8	1	1452330_a_at
MYADM	2	1423321_at;1439389_s_at
MYADML2	2	1430885_at;1456468_x_at
MYB	3	1421317_x_at;1422734_a_at;1450194_a_at
MYBBP1A	2	1423430_at;1423431_a_at
MYBL1	2	1450481_at;1456951_at
MYBL2	2	1417656_at;1454946_at
MYBPC1	3	1442769_at;1444341_at;1455645_at
MYBPC2	1	1455736_at
MYBPC3	1	1418551_at
MYBPH	1	1419487_at
MYBPHL	1	1430269_at
MYC	1	1424942_a_at
MYCBP	5	1421165_at;1427938_at;1427939_s_at;1427940_s_at;1452608_at
MYCBP2	7	1434274_at;1434937_at;1442858_at;1445340_at;1447150_at;1454900_s_at;1458870_x_at
MYCBPAP	1	1424363_at
MYCL	3	1422087_at;1422088_at;1434777_at
MYCN	3	1417155_at;1425922_a_at;1425923_at
MYCS	1	1422266_at
MYCT1	4	1426433_at;1438048_at;1447584_s_at;1452072_at
MYD88	1	1419272_at
MYDGF	3	1416696_at;1448439_at;1448440_x_at
MYEF2	3	1425349_a_at;1425350_a_at;1436082_at
MYEOV2	3	1433516_a_at;1433517_at;1434823_x_at
MYF5	1	1420757_at
MYF6	1	1419150_at
MYG1	2	1424088_at;1430729_at
MYH1	3	1427520_a_at;1427868_x_at;1452465_at
MYH10	2	1441057_at;1452740_at
MYH11	2	1418122_at;1448962_at
MYH14	1	1428835_at
MYH2	1	1425153_at
MYH3	1	1427115_at
MYH4	2	1427026_at;1458368_at
MYH6	2	1417729_at;1448826_at
MYH7	1	1448553_at
MYH7B	1	1444305_at
MYH8	1	1426650_at
MYH9	5	1417472_at;1420170_at;1420171_s_at;1420172_at;1440708_at
MYL1	1	1452651_a_at
MYL10	1	1420805_at
MYL12A	2	1420820_at;1450013_at
MYL12B	2	1428608_at;1428609_at
MYL2	1	1448394_at
MYL3	3	1427768_s_at;1427769_x_at;1428266_at
MYL4	2	1422580_at;1457126_at
MYL6	1	1435041_at
MYL6B	1	1430661_at
MYL7	1	1449071_at
MYL9	1	1452670_at
MYLIP	1	1424988_at
MYLK	3	1425504_at;1425505_at;1425506_at
MYLK2	1	1427556_at
MYLK3	1	1439101_at
MYLK4	1	1441111_at
MYLPF	1	1448371_at
MYNN	6	1421333_a_at;1421334_x_at;1429584_at;1429585_s_at;1440959_s_at;1450204_a_at
MYO10	4	1422544_at;1450650_at;1450651_at;1454731_at
MYO15	1	1421615_at
MYO15B	2	1427203_at;1435979_a_at
MYO16	1	1445532_at
MYO18A	1	1451422_at
MYO18B	1	1431813_at
MYO19	2	1451183_at;1459265_at
MYO1A	1	1429805_at
MYO1B	6	1427450_x_at;1447364_x_at;1448989_a_at;1448990_a_at;1458007_at;1459679_s_at
MYO1C	4	1419648_at;1419649_s_at;1449550_at;1449551_at
MYO1D	2	1435463_s_at;1458550_at
MYO1E	4	1420159_at;1420160_s_at;1428509_at;1449941_at
MYO1F	3	1421618_at;1429524_at;1429525_s_at
MYO1G	1	1427892_at
MYO1H	1	1450543_at
MYO3A	1	1431983_at
MYO3B	1	1459299_at
MYO5A	3	1419754_at;1431320_a_at;1436051_at
MYO5B	3	1437698_at;1441104_at;1452298_a_at
MYO5C	2	1424933_at;1459520_at
MYO6	3	1421120_at;1433942_at;1435559_at
MYO7A	1	1421385_a_at
MYO7B	1	1420426_at
MYO9A	2	1436307_at;1459991_at
MYO9B	3	1418031_at;1438533_at;1459110_at
MYOC	2	1450468_at;1460306_at
MYOCD	2	1425808_a_at;1425978_at
MYOD1	2	1418420_at;1447675_x_at
MYOF	2	1427318_s_at;1452455_at
MYOG	1	1419391_at
MYOM1	1	1420693_at
MYOM2	4	1438175_x_at;1438372_at;1450917_at;1457435_x_at
MYOM3	1	1439708_at
MYOT	1	1418155_at
MYOZ1	2	1448636_at;1460202_at
MYOZ2	1	1418769_at
MYOZ3	2	1430738_at;1450365_at
MYPN	2	1435813_at;1441551_at
MYPOP	2	1451592_at;1456876_at
MYRF	1	1439506_at
MYRFL	1	1447416_at
MYRIP	1	1460601_at
MYSM1	3	1437202_at;1439517_at;1460159_at
MYT1	2	1422773_at;1439365_at
MYT1L	5	1421175_at;1429738_at;1430599_at;1436483_at;1460111_at
MYZAP	1	1455180_at
MZB1	1	1428947_at
MZF1	1	1420738_at
MZT1	4	1434663_at;1434664_at;1446290_at;1455052_a_at
MZT2	1	1452591_a_at
N4BP1	4	1418154_at;1446956_at;1446957_s_at;1455606_at
N4BP2	2	1434394_at;1444657_at
N4BP2L1	2	1417707_at;1452914_at
N4BP2L2	2	1435408_at;1444924_at
N4BP3	1	1451123_at
N6AMT1	2	1430380_at;1453821_at
NAA10	1	1417118_a_at
NAA11	2	1437786_at;1458895_at
NAA15	4	1418022_at;1418023_at;1418024_at;1435139_at
NAA16	2	1429056_at;1429057_at
NAA20	1	1418244_at
NAA25	2	1433766_at;1439027_at
NAA30	2	1428453_at;1431026_at
NAA35	7	1429720_at;1433570_s_at;1444116_at;1445410_at;1453263_at;1454657_s_at;1460544_at
NAA38	1	1428526_at
NAA40	3	1443625_at;1452120_at;1458576_at
NAA50	3	1428409_at;1428410_at;1428970_at
NAA60	1	1415721_a_at
NAAA	3	1430819_at;1452067_at;1452068_at
NAALAD2	2	1422671_s_at;1457776_at
NAALADL1	1	1457068_at
NAALADL2	1	1430934_at
NAB1	3	1417624_at;1438819_at;1448781_at
NAB2	1	1417930_at
NABP1	6	1426806_at;1430623_s_at;1444399_at;1452203_at;1455679_at;1460521_a_at
NABP2	1	1451291_at
NACA	2	1416669_s_at;1448430_a_at
NACAD	2	1440480_at;1455509_at
NACC1	3	1420968_at;1420969_at;1433140_a_at
NACC2	4	1417152_at;1417153_at;1429582_at;1447608_x_at
NADK	2	1416248_at;1416249_at
NADK2	4	1437285_at;1437286_x_at;1437287_at;1453422_a_at
NADSYN1	1	1430359_a_at
NAE1	1	1423781_at
NAF1	1	1452192_at
NAGA	1	1449043_at
NAGK	2	1419509_a_at;1438800_at
NAGLU	1	1417706_at
NAGPA	2	1454718_at;1458344_at
NAGS	1	1425230_at
NAIF1	2	1429070_at;1432578_at
NAIP1	1	1425298_a_at
NAIP2	1	1460273_a_at
NAIP5	1	1421525_a_at
NALCN	2	1448083_at;1457423_at
NAMPT	3	1417190_at;1448607_at;1455320_at
NANOG	1	1429388_at
NANOS1	2	1436648_at;1455877_a_at
NANP	1	1417941_at
NANS	2	1417773_at;1417774_at
NAP1L1	7	1420476_a_at;1420477_at;1420478_at;1420479_a_at;1429227_x_at;1437945_x_at;1452778_x_at
NAP1L2	1	1418046_at
NAP1L3	1	1418500_at
NAP1L4	1	1448476_at
NAP1L5	1	1417411_at
NAPA	2	1416192_at;1448243_at
NAPB	6	1423172_at;1423173_at;1427470_s_at;1444234_at;1450888_at;1452444_at
NAPEPLD	1	1437872_at
NAPG	3	1424069_at;1424070_at;1443366_at
NAPRT	1	1454748_at
NAPSA	2	1423590_at;1430744_at
NARF	3	1425344_at;1451677_at;1451678_at
NARFL	1	1450452_a_at
NARS	2	1428666_at;1452866_at
NARS2	2	1433839_at;1435707_at
NASP	5	1416042_s_at;1416043_at;1440328_at;1444583_at;1457113_at
NAT1	1	1421758_at
NAT10	2	1433692_at;1447601_x_at
NAT14	1	1435961_at
NAT2	1	1449981_a_at
NAT3	1	1422961_at
NAT8	1	1419520_at
NAT8F1	2	1418013_at;1458044_at
NAT8F2	3	1421108_at;1421109_at;1455232_at
NAT8F3	2	1430966_at;1431325_at
NAT8F4	3	1420767_at;1436669_at;1436670_x_at
NAT8F5	1	1424811_at
NAT8L	2	1435842_at;1436702_at
NAT9	1	1418781_at
NATD1	1	1417477_at
NAV1	4	1436907_at;1438730_at;1443629_at;1455849_at
NAV2	8	1430716_at;1435981_at;1441353_at;1442467_at;1444080_at;1444706_at;1444780_at;1457395_at
NAV3	3	1442918_at;1445160_at;1456144_at
NBAS	2	1430587_at;1436143_at
NBEA	1	1452251_at
NBEAL1	4	1429505_at;1441444_at;1442027_at;1453174_at
NBEAL2	2	1455694_at;1456881_at
NBL1	1	1448428_at
