gene	phenotype_plusAO	source_rows_plusAO	unique_tss_plusAO	phenotype_noAO	source_rows_noAO	unique_tss_noAO	percentile_plusAO	percentile_noAO	delta_rank	mode
FBXO40	-0.89313384106621596	1	1	-1.3574696867270699	1	1	0.17796520543598965	0.10885199090476443	-0.069113214531225223	CRISPRa
FBXO41	-0.0146913274695226	1	1	0.71586156575978599	1	1	0.47424779229020148	0.77322722225159957	0.29897942996139809	CRISPRa
FBXO42	-0.92506731828892796	1	1	-1.1694329268930499	1	1	0.17056210671038019	0.14031516048860451	-0.030246946221775678	CRISPRa
FBXO43	-1.1208830941244501	1	1	-2.0390135952061499	1	1	0.13248902755010311	0.045925651737084239	-0.086563375813018872	CRISPRa
FBXO44	-2.7994162286089801	1	1	-2.3278972634029902	1	1	0.020860874623235152	0.032970228967267728	0.012109354344032576	CRISPRa
FBXO45	1.1113996954840799	1	1	1.48416587701178	1	1	0.84546031410290312	0.91790492306065252	0.072444608957749401	CRISPRa
FBXO46	-0.33151111745475698	1	1	-0.21777461147608301	1	1	0.34770768335889163	0.43696790227909682	0.089260218920205192	CRISPRa
FBXO47	-1.8534214155814399	1	1	-1.4088476347618699	1	1	0.052112527100629261	0.10208344349849294	0.049970916397863677	CRISPRa
FBXO48	0.70216512191506397	1	1	0.623503622761859	1	1	0.74313891385965836	0.7464174290095712	0.0032785151499128418	CRISPRa
FBXO5	0.63478893303433204	1	1	1.6653579305380799	1	1	0.72055946274654958	0.93551372217228068	0.2149542594257311	CRISPRa
FBXO6	-0.089278779928354701	1	1	0.429631066918157	1	1	0.44447675955792926	0.68264502141610706	0.2381682618581778	CRISPRa
FBXO7	1.73864368179274	1	1	1.42901407500499	1	1	0.93218232774575649	0.91060758288826604	-0.021574744857490447	CRISPRa
FBXO8	-1.34026616915493	2	2	-0.85252773113260294	2	2	0.099122204008249171	0.21260113161651947	0.1134789276082703	CRISPRa
FBXO9	0.036828732583955803	1	1	0.20394695167694099	1	1	0.49497646872190787	0.59539421500713874	0.10041774628523087	CRISPRa
FBXW10	-0.198272672492466	1	1	0.47662334365738102	1	1	0.40040188250224734	0.69866744222939026	0.29826555972714291	CRISPRa
FBXW11	-2.2616611190252902	1	1	-0.057713787049343102	1	1	0.03371053883982867	0.49465919306223893	0.46094865422241027	CRISPRa
FBXW12	-0.00393313561907533	1	1	-0.136185241659321	1	1	0.47895404790862461	0.46636878007508858	-0.012585267833536029	CRISPRa
FBXW2	-1.04680728915856	1	1	-1.1955057574524199	1	1	0.14565596742636561	0.13433980223150546	-0.011316165194860145	CRISPRa
FBXW4	0.148118241617017	1	1	-0.093616874798402097	1	1	0.54267357622547718	0.48175664956903391	-0.060916926656443271	CRISPRa
FBXW5	-0.84102674584571102	1	1	-0.46461937011126397	1	1	0.19070911109936017	0.34120353233567763	0.15049442123631745	CRISPRa
FBXW7	-0.17501578101565138	3	3	-0.2074148969871267	3	3	0.41005235048384536	0.44088096874834753	0.030828618264502172	CRISPRa
FBXW8	-1.8381430529448901	1	1	-1.0198230012679099	1	1	0.053328750462693669	0.16950452117815029	0.11617577071545662	CRISPRa
FBXW9	1.4138031376306599	1	1	0.94350173157884298	1	1	0.89738776373539209	0.82980804822590026	-0.067579715509491822	CRISPRa
FCAMR	-1.8631044061786	1	1	-0.58181474330360805	1	1	0.050949183015176355	0.29641478504574059	0.24546560203056422	CRISPRa
FCAR	-1.42913093480759	1	1	-0.19231948109919	1	1	0.08780603881338904	0.4462217756861086	0.35841573687271955	CRISPRa
FCER1A	1.2470928743421701	1	1	0.057357874087059398	1	1	0.87221722806832003	0.54198614562952774	-0.33023108243879229	CRISPRa
FCER1G	-0.43207487605449602	1	1	-0.28499215704723602	1	1	0.31095658611390198	0.41237903865475123	0.10142245254084925	CRISPRa
FCER2	-0.82703522608845748	2	2	-0.62362716279835395	2	2	0.1939876262492729	0.2813441912114642	0.087356564962191297	CRISPRa
FCF1	-0.385082710934054	1	1	-0.30825003963217801	1	1	0.32808947173602665	0.4029665274179049	0.074877055681878246	CRISPRa
FCGBP	-0.261941270844612	1	1	0.54971786525037702	1	1	0.37478187298397758	0.72288615091745545	0.34810427793347787	CRISPRa
FCGR1A	1.0305896702547701	1	1	1.0528581953126199	1	1	0.83023108243879229	0.85201734440272858	0.021786261963936293	CRISPRa
FCGR1B	-1.08060970097356	1	1	0.87255739490675199	1	1	0.13978636772248956	0.81299243826344458	0.67320607054095505	CRISPRa
FCGR2A	-0.36693096563784999	1	1	0.63841372859505396	1	1	0.33469938131246363	0.75070065041510237	0.41600126910263874	CRISPRa
FCGR2B	0.22650906402642401	2	2	0.38280939308647499	2	2	0.57096398921262759	0.66445455026175237	0.093490561049124787	CRISPRa
FCGR2C	-0.44048956172499998	1	1	0.50125193236153198	1	1	0.30825974300671566	0.70686373010417214	0.39860398709745648	CRISPRa
FCGR3A	0.110361066571527	1	1	-0.15506333580756401	1	1	0.5270741896250859	0.4589392417111734	-0.068134947913912502	CRISPRa
FCGR3B	-0.030357442282185999	1	1	-1.0401218058358499	1	1	0.46832531330971394	0.1653270583258421	-0.30299825498387184	CRISPRa
FCGRT	-0.51079474712331496	1	1	-0.56701052893026604	1	1	0.28520437840410345	0.30027497223837979	0.015070593834276336	CRISPRa
FCHO1	-0.35070438672361598	1	1	1.1224318258654999	1	1	0.34004018825022475	0.86433821585320714	0.52429802760298239	CRISPRa
FCHO2	-0.756039501954194	1	1	-0.152307216421945	1	1	0.21371159642536089	0.46034054254137802	0.24662894611601713	CRISPRa
FCHSD1	1.4290320657268301	1	1	2.2286622583734901	1	1	0.89992596901274391	0.96940933848024957	0.069483369467505662	CRISPRa
FCHSD2	1.4151873047613299	1	1	0.72552122004193498	1	1	0.89759928084183804	0.77618846174184342	-0.12141081909999463	CRISPRa
FCN1	-0.85577368717316205	1	1	-2.2222205278991001	1	1	0.18669028607688648	0.036883295436518429	-0.14980699064036807	CRISPRa
FCN2	-0.34491405721559698	1	1	-0.085189679451765005	1	1	0.34220823859129607	0.48450637195283169	0.14229813336153563	CRISPRa
FCN3	0.74790134074394798	1	1	0.94198983684649695	1	1	0.75609433662947489	0.82927925545978531	0.073184918830310419	CRISPRa
FCRL1	-0.14311917372097299	1	1	-1.29612029288944	1	1	0.42269049759399291	0.11815874358838771	-0.30453175400560517	CRISPRa
FCRL2	0.22379788845239501	1	1	1.57749743315447	1	1	0.57017080006345511	0.92779334778700229	0.35762254772354718	CRISPRa
FCRL3	-0.209086478200842	1	1	0.36376657888957098	1	1	0.39588070435196449	0.657474485749035	0.26159378139707051	CRISPRa
FCRL4	-0.66509539594675005	1	1	-0.27004381263131599	1	1	0.23882925281582149	0.4175612077626778	0.17873195494685631	CRISPRa
FCRL5	-1.3117547979901001	1	1	0.16367878263838501	1	1	0.10340542541378034	0.58000634551319341	0.47660092009941307	CRISPRa
FCRL6	-0.05565247866346501	2	2	-0.33392283578765752	2	2	0.45732642377452276	0.39223203426577125	-0.065094389508751516	CRISPRa
FCRLA	-0.084159215340132001	1	1	-1.20079150615675	1	1	0.44627465496272012	0.13301782031621806	-0.31325683464650206	CRISPRa
FCRLB	-0.45496770273912701	2	2	-0.45419053203045695	2	2	0.30281317751573156	0.34490508169848239	0.042091904182750828	CRISPRa
FDCSP	-0.34656702465959099	1	1	-0.20296451424386	1	1	0.34130929088890066	0.44278462270636137	0.10147533181746071	CRISPRa
FDFT1	0.028241026022118504	2	2	0.16779972528433151	2	2	0.49148643646554913	0.58238591296071074	0.090899476495161613	CRISPRa
FDPS	-0.38111867872723998	1	1	-0.364778430617056	1	1	0.33015176352387499	0.37922373221934325	0.04907196869546826	CRISPRa
FDX1	-1.9274480949728301	1	1	-1.05674970646222	1	1	0.047564909312040611	0.16125535402675692	0.11369044471471632	CRISPRa
FDX1L	-0.16353872855716101	1	1	-0.60080461177058497	1	1	0.41523451959177199	0.28885304849029664	-0.12638147110147535	CRISPRa
