gene	peptide_backbones	n_control	n_knockdown	log2_difference	ratio	standard_error	df	ci_low	ci_high	p_two_sided	FDR_BH
CAP1	16	5	5	0.0904085158306	1.06467161389	0.200213798962	4.4426061261	-0.444299468399	0.625116500061	0.672763842875	0.781070294303
CAP2	5	5	5	0.229216023182	1.17219779058	0.13857607768	6.05474327836	-0.109125654063	0.567557700426	0.148747186845	0.283942743191
CAPN1	16	5	5	-0.248189025911	0.841952631409	0.120111771277	5.51797472866	-0.548429028051	0.0520509762291	0.0884049097907	0.208263603446
CAPN2	2	5	4	-0.782929908085	0.581185289387	0.219058333547	4.90460995113	-1.34934736497	-0.216512451198	0.0165054039762	0.0817906002891
CAPN5	6	5	5	-0.138318899699	0.90857725831	0.228800708593	7.99728143284	-0.665965500745	0.389327701347	0.562240327012	0.687463051778
CAPNS1	4	5	5	-0.399936646478	0.757891564055	0.222555552727	4.3472370242	-0.998863234084	0.198989941127	0.140997649374	0.274325646392
CAPRIN1	10	5	5	0.365984128037	1.28876045197	0.109621873422	7.9889305023	0.113134653338	0.618833602736	0.0102727493311	0.0646125169346
CAPZA1	7	5	5	-0.191893538249	0.87545593041	0.0689738707222	4.86937259233	-0.370636727159	-0.0131503493402	0.0399457462868	0.130007249634
CAPZA2	9	5	5	-0.0230993742701	0.984116232794	0.157854802332	4.89965456002	-0.431390423983	0.385191675443	0.889488026691	0.927466755745
CAPZB	10	5	5	-0.10258020749	0.931365787355	0.0661540470088	4.04221806953	-0.285499202865	0.0803387878852	0.195195596442	0.337164686342
CARM1	9	5	5	0.621945786824	1.53894938888	0.246781463724	6.41320078648	0.0274000152465	1.2164915584	0.0427851070939	0.135047754798
CARS	17	5	5	0.287829963656	1.22080262013	0.0722644727981	7.95331176238	0.121017361497	0.454642565815	0.00409280958731	0.0427432905681
CARS2	8	5	4	-0.443933673667	0.735127464102	0.109310761609	6.45231382874	-0.706927454593	-0.18093989274	0.00570053728257	0.0492849481464
CASC4	10	5	5	-0.319000096573	0.801625275739	0.138319330028	4.66651448373	-0.682341540955	0.0443413478095	0.0729708328846	0.184828125354
CASD1	3	5	5	-0.221059651434	0.857935056463	0.150187678246	6.58151248391	-0.580826447224	0.138707144357	0.187185946102	0.327969042625
CASK	12	5	5	-0.345077611393	0.787265623596	0.106474890296	6.36809654655	-0.602004937434	-0.0881502853507	0.0162428557345	0.0813521246898
CASP3	4	5	5	-0.310367696899	0.806436198191	0.466000953663	5.39018005729	-1.48264417985	0.861908786047	0.532841393198	0.663310278613
CAT	14	5	5	-0.737430367298	0.59980673742	0.172050213234	5.95799324927	-1.15914261945	-0.315718115144	0.00525446759279	0.047644911463
CBL	4	5	4	-1.14914338281	0.450892874801	0.300341888469	3.36767404419	-2.04855806885	-0.249728696763	0.025586620449	0.101800250573
CBLN1	6	5	5	-0.949951188472	0.517649975573	0.448586090891	4.67983517363	-2.12721555612	0.227313179181	0.0915576459605	0.211760695197
CBR1	5	5	5	-0.079756163823	0.946217557565	0.314151867305	4.72407290902	-0.901704705844	0.742192378198	0.810266434632	0.877228517955
CBX1	2	5	5	2.5666413597	5.92428628764	0.440448506607	6.44626364787	1.50673258058	3.62655013882	0.000870303638027	0.0265555994592
CBX3	8	5	5	0.991684252087	1.98850508594	0.275871109977	6.34233746248	0.325386521833	1.65798198234	0.0104054161759	0.0647549713159
CBX5	3	5	5	0.971743379483	1.96120912533	0.180178873929	7.20427782725	0.548124856961	1.395361902	0.000923849025956	0.0265555994592
CCAR1	11	5	5	0.877441352616	1.8371142529	0.449522244445	4.66082489353	-0.303848645004	2.05873135024	0.112576227247	0.240065435942
CCAR2	8	5	5	0.853600944104	1.80700555856	0.312391742866	7.99931219367	0.133213511572	1.57398837664	0.0257493339362	0.102209006504
CCDC134	6	5	5	0.133181508395	1.09670955917	0.255373020078	6.40123129176	-0.482321165797	0.748684182587	0.619554043898	0.737177711506
CCDC47	9	5	5	-0.0888601275174	0.940265358901	0.158069274869	5.66086362107	-0.481328636382	0.303608381347	0.595545781698	0.716557123001
CCDC51	3	5	5	-1.11128428202	0.462881791754	0.640818427548	4.35013809993	-2.83540237578	0.612833811745	0.152118855601	0.287741916497
CCDC58	3	5	5	0.534720914428	1.4486618876	0.187162243175	7.86591813491	0.101840068685	0.967601760172	0.0216225841995	0.0954803947067
CCDC88A	5	5	5	0.797200005576	1.73772526019	0.266679586953	5.56406232639	0.132062839847	1.4623371713	0.0266905694927	0.103915782412
CCDC90B	7	5	5	-0.572224860316	0.672578767094	0.29821794286	4.36402910378	-1.3736704321	0.229220711465	0.12148785079	0.25157221032
CCDC97	2	5	4	1.19442296931	2.28853280008	0.445399189738	6.99687203468	0.141125789196	2.24772014943	0.0314752187511	0.113036257198
CCNL1	2	5	4	0.498048644376	1.41230202317	0.179703424194	6.8977609113	0.0718374390202	0.924259849732	0.0280455128863	0.106531175554
CCT2	25	5	5	0.0550281005718	1.03887933822	0.153830376457	5.47629077937	-0.330281625757	0.440337826901	0.73393199544	0.827232773713
CCT3	27	5	5	0.170083953939	1.12512395649	0.214209948464	5.49339628161	-0.366012098186	0.706180006064	0.460103356297	0.597004758024
CCT4	23	5	5	0.399948266361	1.31946059535	0.151050256355	7.90270915696	0.0508779139186	0.749018618803	0.0296699485552	0.109052392823
CCT5	28	5	5	0.433533194522	1.35053702745	0.117637569462	7.93893156205	0.161896824435	0.705169564609	0.0062546908473	0.05186852527
CCT6A	24	5	5	0.362769118201	1.2858916792	0.0885081403338	7.99888112063	0.158664011075	0.566874225327	0.00344492226893	0.0406615658476
CCT7	20	5	5	0.320583707271	1.24883571945	0.089133415706	7.87216390415	0.114459241575	0.526708172967	0.00720692867099	0.0542737825985
CCT8	28	5	5	0.236758131355	1.17834184157	0.0945861152773	7.53211699646	0.0162611092494	0.45725515346	0.0385103378303	0.126147184327
CD200	2	5	5	-1.72101780692	0.303334646035	0.460997865142	4.41556848646	-2.9548172938	-0.48721832004	0.0169454732314	0.0825349131343
CD276	2	5	4	0.0608245357024	1.04306172595	0.394701601788	5.41218392398	-0.930981435825	1.05263050723	0.88311228722	0.925177694984
CD47	3	5	5	-1.0529082211	0.481995565663	0.292392042739	5.37767576955	-1.78892308147	-0.316893360732	0.0137005029346	0.0752789543286
CD63	2	5	5	-2.79700083465	0.143886103173	0.894504871999	5.53717913798	-5.03089659084	-0.563105078457	0.022707110602	0.0972461220545
CDC37	8	5	5	0.584444515462	1.49946153664	0.169265257061	7.94446806099	0.193642710037	0.975246320887	0.0087516887964	0.0586256872248
CDC40	4	5	5	-0.00215057955674	0.998510442338	0.275394846703	5.09094615334	-0.706288625112	0.701987465998	0.994066115443	0.995753356374
CDC42	5	5	5	-1.02967064655	0.48982195769	0.222238425157	7.61953857056	-1.5466419208	-0.512699372299	0.00191162839555	0.033232342238
CDC42BPA	2	5	5	0.16289143069	1.1195286359	0.127796244998	6.7779810266	-0.141316902805	0.467099764184	0.244398467623	0.391785070109
CDC42BPB	12	5	5	0.0556985158415	1.03936221395	0.216639988225	4.50539774905	-0.520092630792	0.631489662475	0.808422678499	0.876492561103
CDC5L	6	5	5	1.07552169887	2.10748403007	0.363267119291	5.41622922045	0.162890844589	1.98815255315	0.0285680046522	0.107469423159
CDC73	9	5	5	0.694749995774	1.61860392136	0.210721470739	7.93262088035	0.208106043596	1.18139394795	0.0110370926172	0.0673384973814
CDH13	3	5	4	-2.37493848915	0.192784572578	0.414396873933	6.6697570869	-3.36475316559	-1.3851238127	0.000845999062968	0.0265555994592
CDH2	9	5	5	-0.512476888066	0.701017863027	0.214160668565	6.01984510001	-1.03609069259	0.0111369164534	0.0536728331051	0.151922863329
CDIPT	4	5	5	-0.355507009639	0.781594917157	0.243986236308	4.26556410217	-1.01660852628	0.305594507005	0.214528274636	0.360704947999
CDK5	4	5	5	-0.152245997312	0.899848481438	0.231896466674	7.1181597426	-0.698754161438	0.394262166815	0.532129056665	0.663008089251
CDK5RAP1	2	5	4	-0.257404862855	0.836591437463	0.161341569493	4.80502787078	-0.677259784962	0.162450059252	0.173862203558	0.314484408136
CDK5RAP3	3	5	5	0.0256231229406	1.01791925269	0.343946025148	7.59142300317	-0.775009975474	0.826256221355	0.942539965099	0.961548261716
CDK7	2	5	5	0.47357648789	1.38854745918	0.363647092228	5.04301055295	-0.458815245483	1.40596822126	0.249117222157	0.396282157977
CDKN2AIP	2	5	5	0.00496223746346	1.00344548298	0.354682710331	7.587948262	-0.820733431514	0.830657906441	0.989198266553	0.992280754069
CDS2	4	5	5	-0.613211481548	0.653739836934	0.208315134292	4.89705722008	-1.15210613413	-0.0743168289658	0.0329417162348	0.116997610018
CEBPZ	8	5	5	0.620272398356	1.5371653894	0.336869382729	4.26690608018	-0.292399302222	1.53294409893	0.134899866604	0.266062201987
CELF1	3	5	5	0.389581850125	1.31001365525	0.333727093865	7.92994524688	-0.38117920212	1.16034290237	0.276962372652	0.425661354844
CELF2	3	5	5	1.09730981554	2.13955359079	0.313526732406	5.94252015516	0.328335175136	1.86628445594	0.0130308918701	0.0733654839131
CELF4	3	5	5	0.795850047182	1.73609999668	0.360266740924	5.91504269869	-0.0887692082478	1.68046930261	0.0698742778997	0.179814547996
CENPV	4	5	5	2.4114466352	5.32007518758	0.595556355004	6.14288079847	0.962349804893	3.8605434655	0.00641006120032	0.0526884868235
CEP170	7	5	5	0.282619846908	1.21640179204	0.281654696273	4.50515139818	-0.465982965897	1.03122265971	0.366462972004	0.513147218859
CERS6	2	5	5	-0.280955809276	0.823045555334	0.24697269079	6.6975789675	-0.870341799697	0.308430181145	0.294342224947	0.44201264569
CETN2	3	5	5	0.754569158983	1.68712767956	0.51251140744	4.22235459346	-0.639319449528	2.14845776749	0.211276100744	0.356774410123
CFAP20	4	5	4	-1.07276329487	0.475407545042	0.109470886116	6.06548852556	-1.3399294054	-0.805597184342	6.08207933761e-05	0.0139943337384
CFL1	14	5	5	0.28068588769	1.21477227553	0.303457033914	4.21102782454	-0.545452820406	1.10682459579	0.404882269956	0.54909541092
CFL2	2	5	5	0.138552385324	1.10080000776	0.356142113112	5.30678082975	-0.761248469194	1.03835323984	0.712372932154	0.811153312722
CHAMP1	3	5	5	1.05051882696	2.07127459267	0.23473797296	6.19753070352	0.480544316947	1.62049333698	0.00389218269943	0.0424928966807
CHCHD3	6	5	5	0.055313659041	1.03908498816	0.110650944248	7.24458016356	-0.204554173346	0.315181491428	0.631974726388	0.748185391555
CHCHD6	2	5	5	1.00247742046	2.00343738454	0.349148890851	5.87727833884	0.1437979176	1.86115692333	0.0290491286019	0.108099746277
CHD2	5	5	5	0.386307087609	1.30704343751	0.118476754418	6.00568838894	0.0964714604282	0.676142714791	0.017212144738	0.0832186406123
CHD3	3	5	4	-0.105594768933	0.929421697992	0.135040266202	6.55692430344	-0.4293409405	0.218151402634	0.461540597152	0.597774416429
CHD4	21	5	5	0.808943767088	1.75192834269	0.175248350743	7.74687919404	0.402510382854	1.21537715132	0.00187042128664	0.033232342238
CHD8	2	5	4	-0.494903745971	0.709609020363	0.129456774397	3.68684797483	-0.866699593461	-0.123107898482	0.0217610545369	0.0957198122895
CHD9	2	5	5	0.527336611566	1.44126598775	0.525091541034	4.3843327117	-0.881506826272	1.9361800494	0.367407397923	0.51362072257
CHGA	8	5	5	0.52347698046	1.43741533289	0.158479139022	7.99910956961	0.158016349354	0.888937611566	0.010810007438	0.0665659731361
CHGB	7	5	5	0.325496949472	1.25309600465	0.192601893738	7.31790707068	-0.125953910857	0.776947809802	0.13301009044	0.264365215475
CHID1	9	5	5	-0.512547810245	0.700983402181	0.161994459848	5.28185667259	-0.922372043917	-0.102723576573	0.0231653797991	0.0977907353137
CHML	2	5	5	-0.700868552843	0.615201722221	0.204888606838	4.38037422986	-1.2507687412	-0.150968364483	0.0231952355991	0.0977907353137
CHMP4B	3	5	5	0.304575243293	1.23505496005	0.347273885071	4.62393017811	-0.610406717783	1.21955720437	0.423678300385	0.566490413999
CHMP7	2	5	5	-0.297975890569	0.813392790938	0.270629226753	6.25145306959	-0.953778394234	0.357826613096	0.311454013578	0.455350397226
CHN1	3	5	5	0.461925252592	1.37737868123	0.169843914577	6.79479788938	0.0578363593425	0.866014145841	0.0306470747948	0.111532674048
CHN2	2	5	5	-0.289490701749	0.818190844206	0.139459821796	7.14682793172	-0.617892330322	0.0389109268233	0.0757391122096	0.188867743897
CHP1	7	5	5	-0.127842158618	0.915199292142	0.252930018713	4.84362059163	-0.784384222355	0.52869990512	0.635397958528	0.750732122505
CHRNA3	4	5	5	0.148430969901	1.10836339491	0.142444899467	5.47858172325	-0.208320488512	0.505182428313	0.341183421306	0.487946354135
CHRNA4	2	5	4	-0.147419397176	0.902864005847	0.137557072375	6.44033600127	-0.478508891673	0.183670097321	0.322364728746	0.467442057531
CHRNB3	2	5	4	0.0500068528617	1.0352698414	0.150324514523	4.9086921084	-0.338586620154	0.438600325877	0.753126960879	0.84132728677
CHST2	2	5	4	-0.569672462551	0.673769738132	0.302314232748	5.67871774804	-1.31967313726	0.180328212163	0.111251864866	0.238175848543
CIAO1	2	5	5	-0.0954747583308	0.935964192089	0.367192971377	4.95717703803	-1.04183214415	0.850882627493	0.805307767516	0.875439826391
CIRBP	3	5	5	1.77077997349	3.41238392752	0.769006312172	4.06137683641	-0.351658624469	3.89321857145	0.081696305555	0.197576176561
CISD1	3	5	5	-0.0637595303133	0.956767619676	0.159387850482	6.99981693372	-0.440653905145	0.313134844519	0.70106259607	0.803906299444
CISD2	5	5	5	-0.316717582735	0.802894545345	0.142448431508	7.96634127152	-0.645445993443	0.012010827973	0.0570190162563	0.158356342403
CKAP4	38	5	5	-0.233195739796	0.850748295135	0.129083161348	4.57446474194	-0.57451718163	0.108125702039	0.136070529736	0.26738387669
CKAP5	34	5	5	-0.0411807713668	0.971859205263	0.0660148267389	5.7435578508	-0.204477704546	0.122116161813	0.55669698606	0.682334381322
CKB	15	5	5	0.157932133958	1.11568683789	0.140876521233	5.91011921325	-0.188055056084	0.503919324001	0.305733368139	0.451084106909
CKMT1A	15	5	5	-0.596146639441	0.661518478003	0.235933506939	4.23100979521	-1.23733608709	0.0450428082048	0.0615377566043	0.166212964253
CLASP1	21	5	5	-0.180470949824	0.882414895919	0.18314197947	4.10487277776	-0.683871988833	0.322930089184	0.378879719031	0.524682473636
CLASP2	16	5	5	-0.249925675164	0.840939737713	0.109186900091	6.28268634169	-0.51420929969	0.0143579493612	0.0600892901074	0.163250291388
CLCC1	5	5	4	-0.91225278461	0.531354726673	0.196652443075	6.76283469793	-1.38058823026	-0.443917338964	0.00259689203875	0.0359202918328
CLCN4	4	5	5	0.770260060245	1.70557720322	0.41909042316	4.58485309763	-0.337057971996	1.87757809249	0.130745764719	0.262024666191
CLCN6	9	5	5	0.242177803068	1.18277676104	0.181428727302	4.14188003917	-0.254816440206	0.739172046342	0.250580295427	0.397755831031
CLCN7	3	5	5	-1.41749849304	0.374360858706	0.747812903152	4.13372433117	-3.46753731528	0.6325403292	0.128602247183	0.260068850529
CLDND1	2	5	5	-0.97373250922	0.509186999737	0.451855412882	6.60401543047	-2.05532645813	0.107861439688	0.0704392448661	0.181005345479
CLGN	11	5	5	-0.468965228731	0.722482611744	0.177565590749	6.0469250339	-0.902636578877	-0.0352938785845	0.0382024133981	0.12548677722
CLIC1	5	5	5	0.60249216411	1.51833713345	0.19662829381	7.70399079765	0.14601601325	1.05896831497	0.0162036661737	0.0812707959221
CLIC4	6	5	5	-0.0976164985846	0.934575745525	0.109176141785	4.57923930634	-0.386199102334	0.190966105165	0.415773701177	0.559367278065
CLINT1	6	5	5	0.759395502189	1.69278119071	0.388905808107	4.88462620275	-0.247462888242	1.76625389262	0.10965928904	0.236050785709
CLIP2	4	5	5	0.623250505774	1.54034178615	0.256847026351	6.35165172255	0.00310732985451	1.24339368169	0.0491600196808	0.145773783362
CLN5	4	5	5	-0.227132546195	0.854331246437	0.123864235206	4.56069768361	-0.554985361971	0.100720269581	0.131763782776	0.263063193372
CLPB	9	5	5	0.284907804889	1.21833240392	0.0798917857598	7.64835558117	0.0991921834297	0.470623426348	0.0078960951969	0.0554667359859
CLPP	7	5	5	-0.06012138696	0.959183411169	0.190512574753	4.35122351768	-0.572648817588	0.452406043668	0.76688712399	0.849470899249
CLPTM1	6	5	5	-0.820375535488	0.566294516226	0.305755714391	6.45161512957	-1.55601939855	-0.0847316724235	0.033917304863	0.118602544562
CLPTM1L	3	5	5	-0.32292575814	0.799446969264	0.243487478367	7.94335761141	-0.885106572165	0.239255055886	0.221619898164	0.368149554586
CLPX	10	5	5	0.260568426512	1.19795060806	0.261601531898	4.68357426027	-0.425797270303	0.946934123326	0.367863714943	0.51362072257
CLSTN1	3	5	5	-0.320764835142	0.800645308295	0.268406388591	4.97313624695	-1.01184793062	0.370318260336	0.285919579678	0.434151471544
CLSTN3	6	5	5	-0.510384787039	0.702035170252	0.117654391205	5.93529191947	-0.799037242539	-0.221732331538	0.00501093409052	0.0474207952359
CLTA	8	5	5	0.376628676547	1.29830439979	0.146724057043	6.06658841657	0.0185609192839	0.734696433811	0.0420953349667	0.133690695271
CLTB	5	5	5	0.232952590729	1.17523770759	0.0792965410554	7.77807055095	0.0491822804448	0.416722901013	0.0193627295242	0.0892752932878
CLTC	54	5	5	-0.477906301518	0.718018886854	0.270856312331	4.12394360474	-1.22109367472	0.265281071683	0.150269384796	0.285616688976
CLU	2	5	5	-0.882593418349	0.54239154017	0.576633564105	4.50104635619	-2.41568981172	0.650502975024	0.192768885314	0.334605207303
CLUH	5	5	4	0.35587361585	1.27976029833	0.141646953895	6.98202625542	0.0207569233394	0.69099030836	0.0403392489973	0.130799309364
CLVS1	4	5	4	-0.438509337637	0.73789664543	0.124331048536	6.5716458201	-0.736435273487	-0.140583401787	0.0106858350082	0.0659514654534
CMAS	11	5	5	-0.357303291023	0.780622368771	0.172936501165	7.98944147798	-0.756187332713	0.0415807506667	0.0727147540808	0.18457558724
CMIP	3	5	4	-0.726616490026	0.604319545919	0.173054421174	5.0717814715	-1.1695799963	-0.283652983753	0.00823965876083	0.0572295540411
CMPK1	9	5	5	0.199424221899	1.14824000214	0.242887612521	5.00741789745	-0.424660170832	0.823508614629	0.448923448978	0.587883850899
CMSS1	2	5	5	0.467668531779	1.38287286881	0.31518071798	7.24396343585	-0.27255731565	1.20789437921	0.180012810765	0.321282945019
CMTR1	9	5	5	0.537956217841	1.4519142173	0.210089008377	7.95062086738	0.0529658586084	1.02294657707	0.033782454036	0.1183601104
CNDP2	12	5	5	0.0131880794021	1.00918318916	0.0940762674384	5.18755268776	-0.226036410489	0.252412569293	0.893795186576	0.930040774512
CNN3	7	5	5	-0.320475926708	0.80080565843	0.138424297224	4.89759820956	-0.678556355864	0.0376045024482	0.0695538964919	0.179554645348
CNNM2	2	5	5	0.0874144991886	1.06246439817	0.247106637715	7.50322152009	-0.489048716228	0.663877714606	0.733257723934	0.827232773713
CNOT1	27	5	5	0.269098703803	1.20505475752	0.216259736452	5.37031870198	-0.275480187106	0.813677594713	0.264929285433	0.413813233225
CNOT10	2	5	5	-0.0401444053032	0.972557595235	0.462937687688	4.35918460606	-1.28475618337	1.20446737276	0.934736000953	0.956895108232
CNOT3	2	5	5	0.52221590921	1.43615942565	0.119471781098	4.86888782736	0.212599716065	0.831832102356	0.00767028362028	0.0545715581649
CNOT9	3	5	5	0.159173177883	1.11664699374	0.179686104007	6.66629235664	-0.270066926219	0.588413281986	0.406521526697	0.550685817152
CNP	11	5	5	-0.283280121779	0.821720621909	0.110780144789	5.17615086819	-0.565159239949	-0.00140100360953	0.0492214019744	0.145773783362
CNPY2	7	5	5	-0.474361567705	0.719785244335	0.177171173741	5.89066170029	-0.909841852947	-0.0388812824623	0.0373257632556	0.124454357522
CNRIP1	2	5	5	-0.107997878993	0.927874840604	0.203300278297	5.45637073737	-0.617720524184	0.401724766199	0.616175903372	0.734239077071
CNTFR	4	5	5	-0.750914533236	0.594226754101	0.183252033243	5.79553331996	-1.2031788865	-0.298650179969	0.00686177579498	0.0537572921327
CNTN1	28	5	5	-0.797933344789	0.575172520108	0.133458403609	6.11876815143	-1.1229639136	-0.472902775982	0.000914644235615	0.0265555994592
CNTNAP1	6	5	5	-1.20462851996	0.433881049375	0.264405405634	7.00472715882	-1.82976243153	-0.579494608379	0.002612865566	0.0360006107751
CNTNAP2	10	5	5	-0.959243489946	0.514326541483	0.22890996848	6.77978766864	-1.50411408661	-0.414372893279	0.00438394432394	0.043728300989
CNTNAP5	6	5	5	0.0116474033181	1.00810604226	0.426390106546	4.52334449489	-1.12009125836	1.14338606499	0.979370980887	0.987257072789
COA1	4	5	5	0.0760147030859	1.05410216602	0.381528686082	6.9150219349	-0.828409628763	0.980439034935	0.847808793622	0.901528810275
COA3	3	5	5	0.525009778367	1.43894333292	0.22745517616	7.63641309901	-0.00388168790245	1.05390124464	0.0513232385718	0.148838618997
COA7	3	5	5	0.242690841869	1.18319744473	0.147783692798	5.69319533408	-0.12369953654	0.609081220278	0.154315250256	0.289883448889
COASY	3	5	5	0.431634559063	1.34876084407	0.103325141551	6.39358382393	0.182532269629	0.680736848497	0.00506935261741	0.0474207952359
COL1A1	3	5	5	-0.737534733338	0.599763348355	0.311278282905	6.70506120726	-1.48020550541	0.00513603873658	0.0512029637422	0.14882547501
COL6A1	9	5	5	0.0394375091908	1.0277130546	0.115680131172	7.85274834729	-0.228194557725	0.307069576107	0.742106411966	0.832108551226
COLGALT1	14	5	5	-0.256338268617	0.837210163878	0.127380686559	7.70733118434	-0.552031560187	0.0393550229538	0.0803368881143	0.19591798954
COMMD1	2	5	5	-3.16100048375	0.111800575235	3.04485892327	4.0016029519	-11.6135487621	5.29154779461	0.357813860728	0.504989589811
COMMD2	2	5	5	-2.14997631849	0.225316314139	0.660374013095	5.95480506462	-3.76883079284	-0.53112184413	0.0175304775875	0.0842271657224
COMMD3	3	5	5	-0.0350508627314	0.975997351033	0.132598084482	7.70328015391	-0.342884880452	0.27278315499	0.798452772141	0.871756255151
COMMD9	3	5	5	-0.107679313124	0.928079750085	0.185434079871	7.24408664227	-0.543183885809	0.327825259561	0.579060563973	0.702210088023
COPA	31	5	5	-0.034219732222	0.976559780969	0.0366949489473	6.41121404417	-0.122631328852	0.0541918644079	0.384828678393	0.530796482621
COPB1	13	5	5	-0.0678246694608	0.954075492172	0.426191530969	4.61783944833	-1.1912249556	1.05557561668	0.880280787396	0.924125190682
COPB2	16	5	5	0.176829144747	1.13039668876	0.217973321375	4.50967078377	-0.402318630674	0.755976920169	0.457883209004	0.59565188945
COPE	7	5	5	0.284926992153	1.21834860736	0.205941993679	6.93602827477	-0.202960414425	0.772814398731	0.209390757919	0.354762044877
COPG1	9	5	5	0.59926772079	1.51494741845	0.177873311276	6.87283205413	0.177081383734	1.02145405785	0.012267188665	0.070811548879
COPG2	12	5	5	0.335661135032	1.26195558501	0.14422168056	6.99406904964	-0.00542758171152	0.676749851775	0.0528463954204	0.150546328386
COPS2	15	5	5	0.224186595703	1.16811846728	0.204135512498	4.22474780354	-0.330889226812	0.779262418218	0.330716970994	0.477402688255
COPS3	7	5	5	0.434753889898	1.35168022952	0.27532135194	4.17389757162	-0.317262893307	1.1867706731	0.186514375011	0.327278197183
COPS4	12	5	5	0.663811943611	1.5842630985	0.188086492149	6.93801276703	0.218251268335	1.10937261889	0.00974753135821	0.0619676993526
COPS5	7	5	5	0.459142710094	1.37472467537	0.265514371817	5.46584457083	-0.206252957998	1.12453837819	0.139316074106	0.271950506289
COPS6	4	5	5	0.43291015886	1.34995391665	0.192139839538	7.17437356913	-0.0191993617975	0.885019679517	0.0580251052536	0.159896418446
COPS7B	4	5	5	-0.0851073764898	0.942714369234	0.040117643678	7.88200834308	-0.177860439701	0.00764568672129	0.0671865500149	0.175967140239
COPS8	3	5	5	0.161571393756	1.11850475821	0.135235416482	5.63216375716	-0.174647753401	0.497790540913	0.280062154097	0.429121630315
COPZ1	5	5	5	0.226203538018	1.16975268323	0.387097389995	4.16363618512	-0.832096012536	1.28450308857	0.589182202471	0.711184806574
COQ5	7	5	4	-0.503381176998	0.705451508494	0.235845389534	5.30536342132	-1.09929432575	0.0925319717519	0.0827529161843	0.198922650873
COQ6	4	5	5	-0.176105443074	0.885089073206	0.464095837319	4.30839624582	-1.42906939423	1.07685850808	0.722316274598	0.818881328216
COQ7	3	5	5	-0.164899146583	0.891990872988	0.290334767097	5.23539717863	-0.901247322553	0.571449029387	0.593555708931	0.71464833911
COQ9	3	5	5	0.698815568498	1.62317164539	0.540171697741	4.13132621373	-0.782325575132	2.17995671213	0.263362441536	0.411910956483
CORO1A	5	5	5	-0.261113506821	0.834443627107	0.216058221187	7.89948611447	-0.760450301316	0.238223287673	0.261772076712	0.409966795063
CORO1C	10	5	5	0.352106597921	1.27642307776	0.424065311447	4.06043346594	-0.818408539717	1.52262173556	0.452394574207	0.590899737096
CORO2A	2	5	5	-0.252340368546	0.839533402242	0.231914800821	7.67124096603	-0.7911526537	0.286471916608	0.309561930482	0.454460528954
CORO2B	5	5	4	0.247396950396	1.18706336733	0.132946589709	5.08078965655	-0.0927251137095	0.587519014502	0.120907908982	0.251105516542
CORO7	7	5	5	0.437830403443	1.35456573164	0.207086245604	4.84757171653	-0.0995760011679	0.975236808054	0.0898909041949	0.209686226452
COTL1	9	5	5	0.150887165584	1.11025199647	0.256802114736	4.89502291806	-0.513524587196	0.815298918364	0.582881073258	0.706117646394
COX15	4	5	4	-0.498562806666	0.7078115424	0.126115483557	3.99656019966	-0.848834411232	-0.148291202099	0.0168005835331	0.082511603732
COX17	2	5	5	0.950640887184	1.93273104263	1.3936996506	4.7845106724	-2.68105906279	4.58234083716	0.526785998976	0.658436012134
COX18	2	5	5	0.168257254467	1.12370025801	0.266207421533	4.64716902644	-0.531976918954	0.868491427888	0.557128800772	0.682627364545
COX4I1	10	5	5	-0.193106554982	0.874720157189	0.298270526268	6.28935533845	-0.914885615769	0.528672505804	0.540258577709	0.669602948431
COX5A	6	5	5	-0.863271998864	0.549704426228	0.161815801222	7.79489325716	-1.23813589828	-0.488408099448	0.000760958550123	0.0263312820632
COX5B	3	5	5	-0.00448827582653	0.996893798522	0.293179452603	7.85060048289	-0.682807348252	0.673830796599	0.988167577357	0.991808784416
COX6A1	2	5	5	-0.536249121181	0.689561378798	0.417400339973	6.54280039959	-1.53739907852	0.464900836155	0.242494094278	0.389453710608
COX6B1	3	5	5	-1.24919899009	0.420681712756	0.793285395375	4.03608250319	-3.44396852046	0.945570540284	0.189809471061	0.331254478574
COX6C	4	5	5	-1.00958210006	0.4966901012	0.2627160493	7.59036360379	-1.62114488313	-0.398019316985	0.00544323563595	0.0484283853942
COX7A2	2	5	5	-1.18200168524	0.440739564117	0.385954185259	5.19707647931	-2.16291872026	-0.201084650214	0.0266467718508	0.103915782412
COX7A2L	4	5	5	-0.114262491632	0.923854466144	0.295550417635	4.57961547641	-0.895462169079	0.666937185816	0.716349356926	0.81379309364
COX7B	2	5	5	-1.62646890188	0.323879957427	0.897430101215	7.90730796827	-3.7001766603	0.447238856529	0.107938903918	0.234341912186
COX7C	2	5	5	-1.29079368269	0.408726111275	0.48674540475	7.5966972104	-2.42368801212	-0.157899353266	0.030524286795	0.111314623626
CPD	29	5	5	-0.381732066975	0.767515575471	0.185707251493	4.41505561365	-0.878773008142	0.115308874192	0.102416845563	0.226803033233
CPE	16	5	5	-0.403440111347	0.756053320366	0.12516501096	6.28749044221	-0.706345106662	-0.100535116031	0.0169191264922	0.0825349131343
CPNE1	7	5	5	-0.305526978774	0.809146602465	0.227592597371	7.32790699195	-0.838854383041	0.227800425493	0.219554645845	0.365683443527
