gene	n_control	n_knockdown	log2_difference	ratio	standard_error	df	ci_low	ci_high	p_two_sided	FDR_BH	precursor_features	peptide_backbones	runs_observed	control_runs	knockdown_runs
MCOLN1	5	4	-0.4327705679	0.740837705221	0.257943818475	5.32540242127	-1.08383336312	0.218292227316	0.150646521483	0.286613329174	3	3	9	5	4
MCTS1	5	5	0.238172242072	1.179497403	0.106491403661	7.64175852236	-0.00941572943919	0.485760213583	0.0572493709415	0.159455939437	7	4	10	5	5
MCU	5	5	-0.637897877102	0.64264865778	0.191951413496	6.19497456576	-1.10402591282	-0.171769841379	0.015202915823	0.0776652028754	6	5	10	5	5
MCUR1	5	5	-0.697627609006	0.61658529628	0.255232762289	5.44659521737	-1.33786893698	-0.0573862810325	0.0375935636358	0.125794103113	6	3	10	5	5
MDC1	5	4	1.27330739275	2.41715065038	0.34584498222	6.8659129066	0.452265184269	2.09434960123	0.00811447646682	0.0583360719156	1	1	9	5	4
MDH1	5	5	0.386295098105	1.30703257539	0.109231998458	7.40979284125	0.130870209786	0.641719986424	0.00867073198515	0.0596454039942	23	13	10	5	5
MDH2	5	5	-0.126745738266	0.915895090282	0.184740500437	6.32672524173	-0.573190545184	0.319699068652	0.517007873563	0.648921123439	35	19	10	5	5
MDN1	5	5	0.318775816047	1.24727174021	0.0772138821771	6.07955538987	0.130437943687	0.507113688407	0.00598503808102	0.0507501203454	5	5	10	5	5
ME1	5	5	-1.07855638596	0.473502390401	0.366422997486	4.38348919918	-2.06175190764	-0.095360864276	0.0377314876064	0.125985744332	2	2	10	5	5
ME2	5	5	-0.963989990006	0.512637175813	0.239663895512	6.13495698852	-1.5473134635	-0.380666516512	0.00662904922943	0.0523706498668	27	17	10	5	5
ME3	5	4	-0.591902862912	0.663467240242	0.150600624036	3.53822284657	-1.03246386862	-0.151341857203	0.0215974292314	0.0934741302105	5	3	9	5	4
MECP2	5	5	0.60049814358	1.51624001383	0.236904311167	7.98915507218	0.0540667132542	1.14692957391	0.0350317119474	0.1203564757	7	6	10	5	5
MECR	5	4	0.24787720182	1.18745858861	0.20928009407	3.6220868836	-0.357885695205	0.853640098844	0.308097961351	0.459044373912	3	2	9	5	4
MED1	5	4	1.31998820179	2.49664068045	0.394880807747	5.27330806877	0.320536342834	2.31944006074	0.01890203209	0.0869185186117	1	1	9	5	4
MED14	5	4	0.17299619007	1.12739743486	0.27184477283	5.65513827003	-0.502141680801	0.848134060942	0.549400575163	0.676035459509	1	1	9	5	4
MED17	5	5	1.0349835843	2.04909033037	0.225909060775	7.15985039361	0.50320173324	1.56676543537	0.00239606789741	0.0357187737707	3	3	10	5	5
MED23	5	4	0.328949389107	1.25609831544	0.183511914141	5.45095013945	-0.131283129651	0.789181907865	0.128176708728	0.259284813038	6	6	9	5	4
MED24	5	5	2.14069814392	4.4097538999	0.778358991857	5.06163544923	0.147168676357	4.13422761149	0.0397735850816	0.129825356225	2	1	10	5	5
MED29	5	5	1.19022119494	2.28187726382	0.303849055467	4.78961185354	0.398719229709	1.98172316017	0.0121990236857	0.0699235017108	1	1	10	5	5
