gene	n_control	n_knockdown	log2_difference	ratio	standard_error	df	ci_low	ci_high	p_two_sided	FDR_BH	precursor_features	peptide_backbones	runs_observed	control_runs	knockdown_runs
ACAD9	5	5	-0.685544114319	0.621771280572	0.16409774026	6.64839861173	-1.07777259872	-0.293315629916	0.0046494917368	0.044611103222	22	17	10	5	5
ACADM	5	5	0.112576385259	1.08115725952	0.309697747508	4.78373933315	-0.694474692841	0.919627463358	0.731736746351	0.820702253304	23	15	10	5	5
ACADS	5	5	0.332037354623	1.25878976598	0.253402533302	7.99334038426	-0.252394688025	0.916469397272	0.226485913803	0.371331662332	2	2	10	5	5
ACADSB	5	5	-0.395579801924	0.76018380642	0.156096625137	5.28175123392	-0.790485526644	-0.000674077203328	0.0497291339229	0.147293580516	14	10	10	5	5
ACADVL	5	5	-0.222401813938	0.857137276771	0.180887879884	5.32624440126	-0.678951521013	0.234147893137	0.270413566151	0.419908983445	31	21	10	5	5
ACAP3	5	4	0.237448573334	1.17890590491	0.0859346432891	5.7264679719	0.0247152103647	0.450181936304	0.0343511152892	0.119430499034	1	1	9	5	4
ACAT1	5	5	-0.284927810161	0.820782678257	0.169044151099	5.24225753453	-0.713498559936	0.143642939614	0.14998809889	0.286087236403	24	17	10	5	5
ACAT2	5	5	0.279574431228	1.21383677183	0.142095210501	7.45000819725	-0.0523564823884	0.611505344844	0.0873303919496	0.204819430091	17	10	10	5	5
ACBD3	5	5	0.138913098459	1.10107527222	0.189714559767	5.09448599672	-0.346055747639	0.623881944558	0.496316184289	0.631917106218	9	6	10	5	5
ACBD6	5	5	0.890333716467	1.85360484011	0.338739712488	6.98889480864	0.0890834941855	1.69158393875	0.0340412372128	0.118738654119	3	3	10	5	5
ACIN1	5	5	0.982012639183	1.97521902734	0.674273158241	4.2825404196	-0.842351369884	2.80637664825	0.214446421852	0.359236051054	5	4	10	5	5
ACLY	5	5	-0.182753250528	0.88102004536	0.160800690634	4.23375375636	-0.619652244529	0.254145743472	0.315945898313	0.46774924427	68	38	10	5	5
ACO1	5	5	-0.283928692274	0.821351296473	0.116867151806	4.84005549759	-0.587355956474	0.0194985719251	0.0610671996966	0.165948275802	1	1	10	5	5
ACO2	5	5	-0.340910211533	0.789543023663	0.129682395904	7.463108233	-0.643744757159	-0.0380756659077	0.0321015439488	0.115294637542	56	32	10	5	5
ACOT13	5	5	0.273513829945	1.20874827425	0.266910623855	5.24764634286	-0.402976316649	0.950003976538	0.350382100325	0.501193606757	5	4	10	5	5
ACOT7	5	5	0.0271488639247	1.01899633593	0.231626594858	7.9995543751	-0.506988200851	0.5612859287	0.909583315156	0.944141048817	14	8	10	5	5
ACOT8	5	4	-0.571187688047	0.673062466584	0.206535966801	6.97215466746	-1.05996332124	-0.0824120548489	0.0279828577291	0.107065878894	3	2	9	5	4
ACOT9	5	5	-0.153267624976	0.899211489799	0.105159155319	7.94980940189	-0.396031820292	0.0894965703406	0.183322081571	0.324173230093	16	12	10	5	5
ACOX1	5	5	-0.0562300255977	0.961774095644	0.237941530942	4.49492463195	-0.689139728218	0.576679677022	0.823570532092	0.885186245	24	17	10	5	5
ACOX3	5	5	-0.801854158039	0.573611495536	0.173615839788	7.60720189839	-1.20584004315	-0.397868272924	0.00195539571364	0.0343154984699	11	9	10	5	5
ACP1	5	5	0.576864545221	1.49160397327	0.166360811607	7.99492284399	0.193193415822	0.96053567462	0.00848151617392	0.059410123386	3	3	10	5	5
ACP2	5	5	-0.170317849264	0.888646876187	0.0826627187036	6.5341339531	-0.368645043632	0.028009345103	0.0811797581212	0.19572522121	11	9	10	5	5
ACSF3	5	5	0.0966866979985	1.06931484555	0.418385146719	4.43581071888	-1.02128221947	1.21465561547	0.827515307832	0.887199552612	4	3	10	5	5
ACSL1	5	5	0.929734620948	1.90492555901	0.491312256174	4.03398718556	-0.429846272919	2.28931551481	0.130792310798	0.262673214401	12	10	10	5	5
ACSL3	5	5	-0.0498444962089	0.966040449929	0.0671599483976	5.07557074269	-0.221714361549	0.122025369131	0.490878372077	0.627473033845	28	19	10	5	5
ACSL4	5	5	-0.392097578811	0.762020873019	0.133551106171	5.46042012993	-0.726874989559	-0.0573201680626	0.0291585880584	0.109157170731	27	18	10	5	5
ACSL6	5	5	-0.226961501179	0.854432541416	0.244337080334	4.93536587218	-0.857532092927	0.403609090568	0.396108748725	0.54163278736	8	8	10	5	5
ACSS2	5	5	0.996842041115	1.99562692733	0.391051393654	7.33371709185	0.0806143194446	1.91306976278	0.0367089086289	0.123956825258	1	1	10	5	5
ACTBL2	5	5	-0.0981399197194	0.934236735578	0.291812423456	4.21166895197	-0.892532286182	0.696252446743	0.752729306905	0.834290393968	3	3	10	5	5
ACTG1	5	5	0.286476769442	1.21965808959	0.12695211157	6.69882141696	-0.0164750901536	0.589428629038	0.0602992070755	0.164455697169	43	19	10	5	5
ACTL6A	5	5	0.84381923811	1.79479520911	0.391078331982	5.17763350102	-0.151193959146	1.83883243537	0.0815520057912	0.196412759276	5	4	10	5	5
ACTL6B	5	5	0.846148642481	1.79769546225	0.182799526808	7.51209488415	0.419798690624	1.27249859434	0.00199522575757	0.0343154984699	6	4	10	5	5
ACTN1	5	5	-0.415662402646	0.749675207842	0.23574189468	4.2442628915	-1.05559535039	0.2242705451	0.148505569598	0.284654839046	9	9	10	5	5
ACTN3	5	4	-0.670578052095	0.628254910675	0.155198061017	6.90188711788	-1.03862334911	-0.302532755079	0.00359345882284	0.0404088971666	1	1	9	5	4
ACTN4	5	5	-0.0719092321042	0.95137813089	0.0532382996182	7.79029182755	-0.195254602922	0.0514361387141	0.214710120571	0.359257178745	65	43	10	5	5
ACTR10	5	5	-0.247147005929	0.842560970908	0.098220674442	7.49984149351	-0.476300638771	-0.0179933730875	0.0378791443805	0.126298075473	6	5	10	5	5
ACTR1A	5	5	-0.258800229601	0.835782681979	0.265805358036	4.5766265275	-0.961531109668	0.443930650466	0.378839524486	0.52493945282	16	11	10	5	5
ACTR1B	5	5	0.0686558777694	1.04873914477	0.152629575348	7.79712861112	-0.284908959017	0.422220714556	0.665081637319	0.771453655425	4	4	10	5	5
ACTR2	5	5	-0.119947080973	0.920221404348	0.0891542198056	7.6597902046	-0.3271374019	0.0872432399549	0.216966316386	0.361690707028	10	7	10	5	5
ACTR3	5	5	-0.254056606562	0.838535282456	0.168632169372	4.57770070777	-0.699847957543	0.19173474442	0.197530344646	0.339063692807	18	11	10	5	5
ACTR6	5	4	1.09941183907	2.14267321749	0.221817668804	6.737191582	0.570720022851	1.62810365529	0.00183732880189	0.0339679927267	1	1	9	5	4
ACTR8	5	5	2.95028427767	7.72901345461	0.435624576292	7.03028698761	1.92109475843	3.97947379692	0.000254680523492	0.0196756192778	2	2	10	5	5
ACYP1	5	5	0.0699513914848	1.04968131627	0.241364604755	4.33346624842	-0.58032864001	0.72023142298	0.785301411358	0.856570990718	5	5	10	5	5
ACYP2	5	5	0.0587966255092	1.0415965864	0.255554944883	4.24720502678	-0.634743629915	0.752336880934	0.828694416075	0.887732251463	1	1	10	5	5
ADA	5	4	1.43316208597	2.70037933928	0.149112961507	6.35364950513	1.07316262571	1.79316154622	5.12134243099e-05	0.0147851909076	1	1	9	5	4
ADAM10	5	5	-0.923850548837	0.52710031201	0.303305062851	5.22598697997	-1.69348856924	-0.154212528434	0.0269764423394	0.104833721162	5	4	10	5	5
ADAP1	5	4	-0.154951216108	0.89816274322	0.201119452542	6.61568482738	-0.63618131216	0.326278879943	0.467651309755	0.604809363046	1	1	9	5	4
ADAR	5	5	0.571358241499	1.48592185018	0.287618177596	5.59506687279	-0.144951121769	1.28766760477	0.097626406425	0.218232269268	6	5	10	5	5
ADARB1	5	5	0.283918215008	1.21749699797	0.354387877923	7.73684738388	-0.538165343763	1.10600177378	0.446947168526	0.587107145715	3	3	10	5	5
ADD1	5	4	-0.346314601486	0.786590898601	0.19896264038	4.10512782233	-0.893188797172	0.2005595942	0.154890359804	0.291615364389	6	5	9	5	4
ADD2	5	5	-0.428012593559	0.743285003911	0.464511238199	4.44071739987	-1.6687588145	0.812733627382	0.404112701159	0.548421298113	4	4	10	5	5
ADGRG1	5	5	-0.402190965966	0.756708226263	0.35991755873	4.30246782768	-1.37437713144	0.569995199508	0.322283535321	0.473557338056	2	2	10	5	5
ADGRL2	5	5	-0.0595069312409	0.959592022306	0.58447956815	4.16747767719	-1.65688393167	1.53787006919	0.923617842003	0.954527476065	2	2	10	5	5
ADH5	5	5	0.199778836836	1.14852227462	0.151834578453	7.97860774506	-0.15051580217	0.550073475841	0.224799405563	0.370192683202	19	11	10	5	5
ADK	5	5	0.326468592599	1.25394023866	0.208093734029	5.14290455411	-0.204013471803	0.856950657001	0.17586072649	0.316184829492	10	7	10	5	5
ADNP	5	5	1.11511633985	2.16612476169	0.777788281345	5.4458730914	-0.836005199816	3.06623787951	0.20648332314	0.34977328978	3	3	10	5	5
ADO	5	4	0.456611517284	1.37231485046	0.21246557037	4.68072176344	-0.100946377003	1.01416941157	0.0880892167581	0.206105008712	2	2	9	5	4
ADPGK	5	5	-0.298494492429	0.813100455278	0.175500306279	6.05647009144	-0.726959554256	0.129970569397	0.139419122455	0.272522034871	7	5	10	5	5
ADPRHL2	5	5	0.753698589993	1.68610991909	0.277129611401	5.36038378771	0.0554815439198	1.45191563607	0.0388759177429	0.128234231493	7	6	10	5	5
ADRM1	5	5	0.792981498363	1.73265149252	0.416014668349	4.26267606117	-0.334524140439	1.92048713717	0.124917451739	0.255556745938	2	2	10	5	5
ADSL	5	4	0.235179564249	1.17705322939	0.262422521334	4.15632057672	-0.482741187728	0.953100316226	0.419029409556	0.562458381133	8	6	9	5	4
ADSS	5	5	0.0948708308502	1.06796978498	0.141891215637	4.62621587082	-0.278916877014	0.468658538714	0.535639692778	0.666373594628	12	8	10	5	5
ADSSL1	5	4	-0.72019304274	0.607016213726	0.124160588011	4.68120371999	-1.04600769247	-0.394378393007	0.00266677877698	0.0362377652301	1	1	9	5	4
AFDN	5	5	0.0335180328503	1.02350491675	0.0488986601061	7.85860769062	-0.0795965958247	0.146632661525	0.512762594664	0.646651401881	22	19	10	5	5
AFG3L2	5	5	-0.311975665368	0.805537878329	0.109260367084	6.64371963291	-0.573170742494	-0.0507805882427	0.0259156751818	0.102548781355	31	22	10	5	5
AFP	5	5	-1.45535164899	0.364666189846	0.319775056761	7.52192033565	-2.2009924716	-0.709710826381	0.00219119630258	0.0350367120273	6	3	10	5	5
AGA	5	5	-0.138504077295	0.908460645062	0.282575471357	4.44669002436	-0.892933796683	0.615925642093	0.647240796642	0.755728757699	3	2	10	5	5
AGAP1	4	5	0.163601762812	1.12007998802	0.391418452365	4.30140613351	-0.893766717354	1.22097024298	0.695998396434	0.795451929646	1	1	9	4	5
AGAP3	5	4	-0.243199817572	0.844869359379	0.28060412144	6.33347105702	-0.921144583914	0.43474494877	0.417727074758	0.561659265047	3	2	9	5	4
AGFG1	5	5	0.405228105316	1.32429827938	0.154230476448	4.52661641867	-0.0040351092302	0.814491319861	0.0515032616903	0.150376189958	4	3	10	5	5
AGK	5	5	-0.297323500253	0.813760692375	0.133808470195	6.08755549512	-0.62360290264	0.0289559021344	0.0673712300482	0.17473737578	21	13	10	5	5
AGL	5	5	-0.403411343613	0.756068396427	0.123592130463	6.30632063942	-0.702305038491	-0.104517648735	0.0159813718944	0.0788805982286	23	21	10	5	5
AGO1	5	5	0.400319349063	1.31980002397	0.247628883564	4.18642932222	-0.275300672477	1.0759393706	0.178098994608	0.318294557885	14	12	10	5	5
AGO2	5	5	-0.0208764374686	0.985633749918	0.164561043688	5.10990962747	-0.441171969241	0.399419094303	0.903891462391	0.940589247254	8	6	10	5	5
AGPAT1	5	5	-0.675644267803	0.626052579067	0.493601102163	4.21813216882	-2.01859817615	0.667309640547	0.239431634865	0.385191192895	8	4	10	5	5
AGPAT3	5	5	-0.0882217042865	0.940681538392	0.202598475349	6.4750542233	-0.575277961751	0.398834553178	0.677378819581	0.781297840739	4	4	10	5	5
AGPAT4	5	5	-0.646361812237	0.638889434981	0.219586383355	4.78587606905	-1.21850783718	-0.0742157872941	0.0338809849951	0.118738654119	10	7	10	5	5
AGPAT5	5	5	-0.414696545912	0.750177269095	0.270996329937	4.45845417038	-1.13755092224	0.308157830421	0.193450611474	0.33499259438	4	3	10	5	5
AGPS	5	5	-0.509393184002	0.702517863739	0.138277474354	6.32309734681	-0.843598904449	-0.175187463556	0.00936627740755	0.0612110763577	25	17	10	5	5
AGRN	5	5	-0.294848461268	0.815157950992	0.183925041925	5.68402798527	-0.751031376347	0.161334453811	0.16277077759	0.300208111505	4	4	10	5	5
AGTPBP1	4	4	0.480777211815	1.39549524812	0.479942693473	5.19936334728	-0.738861067433	1.70041549106	0.360784612146	0.509708545378	1	1	8	4	4
AHCTF1	5	5	0.740502313295	1.67075745699	0.401953898522	5.14486869651	-0.284063194533	1.76506782112	0.123141740696	0.253649187447	2	2	10	5	5
AHCY	5	5	-0.235502809895	0.84938891745	0.107351728549	5.8063332458	-0.500321536594	0.0293159168046	0.0722065776906	0.182017015009	21	14	10	5	5
AHCYL1	5	5	0.0193623889386	1.01351145098	0.101984781738	5.93449881582	-0.230854566376	0.269579344254	0.855749436172	0.904895852455	5	3	10	5	5
AHCYL2	5	5	-0.0217648470969	0.985026984848	0.288768576581	7.92351933407	-0.688786836009	0.645257141816	0.941787537611	0.96620504484	1	1	10	5	5
AHSA1	5	5	0.549048734408	1.46312064426	0.218558059987	7.02278988036	0.0325808313076	1.06551663751	0.0401650225603	0.130536323321	8	6	10	5	5
AHSG	5	5	-0.255093576999	0.837932782379	0.178703412375	6.39512629675	-0.685898817341	0.175711663343	0.200399619799	0.342814821734	5	3	10	5	5
AIFM1	5	5	-0.0494900477763	0.966277820669	0.153781032399	5.08835010306	-0.442741196882	0.343761101329	0.760389404443	0.839480323897	24	17	10	5	5
AIMP1	5	5	0.861430868939	1.81683936366	0.245170249336	6.97431144443	0.281262197543	1.44159954033	0.00987027460624	0.06292652339	8	7	10	5	5
AIMP2	5	5	0.420640546276	1.33852171694	0.227320088502	5.46946322867	-0.148935907931	0.990217000483	0.118466272582	0.247982067573	7	5	10	5	5
AIP	5	5	0.725935572395	1.65397287243	0.231977265978	4.65932575848	0.116263222725	1.33560792207	0.0285885546299	0.107918803293	3	2	10	5	5
AK1	5	5	0.51102111509	1.42505847096	0.227173622096	5.78910260989	-0.0497985914633	1.07184082164	0.0670911824474	0.17456838345	11	7	10	5	5
AK2	5	5	0.115782041479	1.08356225278	0.181280399008	4.09533677151	-0.382945648503	0.614509731462	0.556998131053	0.681618287969	14	9	10	5	5
AK3	5	5	-0.571938713432	0.672712180879	0.251832576933	4.3343338029	-1.25037281098	0.106495384113	0.0804876350447	0.194744406536	22	14	10	5	5
AK4	5	5	-0.0567842312135	0.961404704869	0.196335680297	4.22072086834	-0.590839008257	0.47727054583	0.786067481091	0.856570990718	9	7	10	5	5
AKAP1	5	5	0.428904538959	1.3462109895	0.462944390028	5.32582301763	-0.739563965399	1.59737304332	0.394248169811	0.54027875196	1	1	10	5	5
AKAP12	5	5	0.400679934163	1.32012993409	0.312747812194	7.93245017719	-0.321588216383	1.12294808471	0.236319490923	0.382319913981	4	4	10	5	5
AKAP13	5	4	-0.212764557853	0.86288215202	0.72066248949	3.62739403558	-2.29736738001	1.8718382643	0.783930513073	0.855989308655	1	1	9	5	4
AKAP8L	5	5	0.71305488078	1.63927157273	0.28711395364	5.92424808669	0.0083290277606	1.4177807338	0.048083900396	0.144604316458	5	3	10	5	5
AKAP9	5	5	0.681127264234	1.60339209234	0.439166448747	5.1107009264	-0.440470636291	1.80272516476	0.180355952839	0.320941105821	5	5	10	5	5
AKR1A1	5	5	0.45388055931	1.36971957622	0.152287951571	7.32614246216	0.0970011978243	0.810759920796	0.0194469421028	0.0884326167597	13	9	10	5	5
AKR1B1	5	5	0.077058634191	1.05486518816	0.0695426862381	5.23988107738	-0.0992728379453	0.253390106327	0.31608142932	0.467796367343	15	10	10	5	5
AKR1C1	5	5	-0.701832649152	0.614790744461	0.566705554693	4.09404825733	-2.26110677011	0.85744147181	0.281821796351	0.432414327666	9	7	10	5	5
AKR7A2	5	5	0.0957988295022	1.06865696648	0.107443490379	5.27834582766	-0.176069719799	0.367667378803	0.411394064394	0.555794736293	7	6	10	5	5
AKT1	5	5	-0.179678399829	0.882899787067	0.182470247321	7.59050840421	-0.604439731423	0.245082931765	0.355113214354	0.505336186104	5	3	10	5	5
AKT3	5	5	0.105980306087	1.07622543337	0.775063865481	4.41006468326	-1.96928003149	2.18124064367	0.897257005103	0.935974823402	1	1	10	5	5
AKTIP	5	4	-0.477104010032	0.718418292569	0.162109523627	5.40562984475	-0.884587947966	-0.0696200720981	0.0292552099942	0.109262640154	1	1	9	5	4
ALAD	5	4	0.194994292948	1.14471963228	0.194063833713	6.23303375997	-0.275592343679	0.665580929575	0.352396426009	0.50257991708	1	1	9	5	4
ALB	5	5	-1.8181322969	0.283587864688	0.185067070179	7.84789276695	-2.24634179368	-1.38992280012	1.10794169923e-05	0.0147851909076	10	6	10	5	5
ALDH16A1	5	5	0.395704550289	1.3155850786	0.438285839492	4.17616340525	-0.801192753435	1.59260185401	0.41564576644	0.559527917759	6	4	10	5	5
ALDH18A1	5	5	-0.140476026402	0.907219762997	0.161197694577	4.63323745919	-0.564910851654	0.28395879885	0.426348409511	0.56901114654	26	20	10	5	5
ALDH1A2	5	4	-0.521833489297	0.696486121634	0.234705213455	3.78478645282	-1.1883565471	0.144689568509	0.0941099483539	0.213653737808	1	1	9	5	4
ALDH1B1	5	5	0.148788691431	1.10863825175	0.458037213336	4.16268030453	-1.10356376939	1.40114115225	0.760976005077	0.839723304693	15	10	10	5	5
ALDH2	5	5	-0.651846167484	0.636465329411	0.137534464494	6.76762654414	-0.979340934814	-0.324351400154	0.00231109208218	0.0357032067901	20	14	10	5	5
ALDH3A2	5	5	-0.103264490099	0.930924137335	0.0763735487797	7.9842220641	-0.279442807644	0.072913827445	0.213393885565	0.358088592004	17	12	10	5	5
ALDH4A1	5	5	0.0900031525553	1.0643725083	0.171920330678	7.18204293079	-0.314444276826	0.494450581937	0.616375647265	0.733053135991	20	14	10	5	5
ALDH5A1	5	5	-0.755020696044	0.592537885214	0.158683790364	5.39979573327	-1.15401174613	-0.356029645958	0.00414501752519	0.0425422414689	11	7	10	5	5
ALDH6A1	5	5	-0.710624052543	0.611055763231	0.209441650073	5.80201954801	-1.22737829029	-0.193869814795	0.0153995392991	0.0779887949611	22	17	10	5	5
ALDH7A1	5	5	-0.269321508819	0.829709661755	0.112919103435	6.22113625453	-0.543261226447	0.00461820880966	0.0529186614233	0.15303403806	26	18	10	5	5
ALDH9A1	5	5	-0.130733946618	0.913366672222	0.108390042744	7.87469470036	-0.381375826141	0.119907932906	0.262747473138	0.411546476154	7	6	10	5	5
ALDOA	5	5	-0.108436665283	0.927592676433	0.0833786752101	5.88688548769	-0.313410974177	0.0965376436121	0.242006642241	0.387674702823	30	16	10	5	5
ALDOC	5	5	0.073101608746	1.05197586706	0.208222222293	5.7956068939	-0.440787297261	0.586990514753	0.73794050247	0.824584990498	9	8	10	5	5
ALG1	5	5	-0.499325483708	0.707437458527	0.157243289841	6.56970067165	-0.876141084162	-0.122509883255	0.0169675787587	0.0815521111324	8	7	10	5	5
ALG11	5	5	-0.294266315734	0.815486943816	0.0765232464616	7.86233156831	-0.471268516789	-0.117264114679	0.00507323179798	0.0471862858571	4	4	10	5	5
ALG12	5	4	-0.659729115797	0.63299713903	0.327899758546	6.91926286893	-1.43692665325	0.117468421655	0.08459414031	0.200758429478	2	2	9	5	4
ALG14	5	5	0.101258907335	1.07270910888	0.196388758892	7.99134577341	-0.351699764482	0.554217579151	0.620088033123	0.735738909662	1	1	10	5	5
ALG2	5	5	-0.319890345229	0.801130766738	0.156858738919	6.47504534258	-0.696986241135	0.057205550676	0.0840640434471	0.200006803792	9	8	10	5	5
ALG3	5	4	-1.50207345709	0.353045624765	0.298682778013	4.01046373615	-2.33049718142	-0.673649732751	0.00728835235322	0.0551640225929	2	2	9	5	4
ALG5	5	5	0.300335434455	1.23143069441	0.353783763577	4.44573796409	-0.644278721371	1.24494959028	0.439228210146	0.581043535475	4	4	10	5	5
ALG6	5	5	-0.296808898675	0.81405100822	0.729061898569	4.30018569791	-2.26648101166	1.67286321431	0.703384463439	0.800849902719	3	2	10	5	5
ALG8	5	4	-1.25027705833	0.420367471581	0.222387533188	6.70447152361	-1.78087564051	-0.719678476142	0.000926252786849	0.0294248332498	3	3	9	5	4
ALG9	5	5	-0.708999636632	0.611744174645	0.181181123988	5.23689191186	-1.16847457595	-0.24952469731	0.0102811939861	0.0646840530983	6	6	10	5	5
ALK	5	5	-0.288906457132	0.818522252014	0.164320600946	7.87669081993	-0.668865480322	0.091052566058	0.11735697611	0.246116838323	2	2	10	5	5
ALKBH7	5	4	-0.704689098584	0.613574699998	0.933560448224	3.73283720911	-3.37149517019	1.96211697302	0.495159968305	0.631514452085	1	1	9	5	4
ALPL	5	4	-3.59609692005	0.0826926595264	2.727107563	4.37698732186	-10.9173752641	3.72518142395	0.252056116799	0.399236356348	1	1	9	5	4
ALYREF	5	5	1.04145866795	2.05830769801	0.340885126558	4.84385893885	0.156621096421	1.92629623948	0.0294468093341	0.109689972672	5	4	10	5	5
AMPD2	5	5	-0.961939240459	0.513366392987	1.00902194526	4.0094664116	-3.76082663241	1.83694815149	0.394285439578	0.54027875196	2	2	10	5	5
AMPH	5	5	0.711027502486	1.63696956888	0.356934109917	4.49834447556	-0.238148299416	1.66020330439	0.109331924524	0.234855386442	7	5	10	5	5
AMT	5	5	0.207540384651	1.15471785468	0.514313160931	4.33282553358	-1.1781858333	1.5932666026	0.705688466415	0.80225823387	4	3	10	5	5
ANAPC1	5	5	-0.596676195186	0.661275705541	0.502436055193	4.10038455134	-1.97829625027	0.784943859903	0.299211525438	0.45021454011	3	3	10	5	5
ANAPC4	5	4	-0.436518451359	0.738915628909	0.0764222454107	6.42453155866	-0.620562075631	-0.252474827087	0.000983466473424	0.0298916747158	1	1	9	5	4
ANAPC5	5	4	-0.0359600771032	0.97538245237	0.117289644049	4.33422818687	-0.351939796094	0.280019641888	0.773324784846	0.84733254905	2	1	9	5	4
ANAPC7	5	5	0.187175379188	1.13853242475	0.161794678847	7.99765994655	-0.185942821937	0.560293580313	0.280708942488	0.431587607213	3	3	10	5	5
ANK1	5	5	0.0562492080982	1.03975902544	0.376185893914	4.93107019794	-0.914847385076	1.02734580127	0.887062137614	0.927661698388	3	3	10	5	5
ANK2	5	5	-0.432583866939	0.740933584154	0.195706204136	4.24884149312	-0.963628094766	0.0984603608876	0.0876248930386	0.20512500908	38	29	10	5	5
ANKFY1	5	5	0.0734867156191	1.0522567145	0.0534074193059	5.67053015902	-0.0590593449592	0.206032776197	0.220700362607	0.365752878663	16	14	10	5	5
ANKH	5	4	-0.624822966897	0.648499349796	0.682399417679	3.19136598351	-2.72467936158	1.47503342778	0.423683629229	0.566796219292	1	1	9	5	4
ANKMY2	5	5	0.637616336609	1.55575656766	0.438427341361	4.59462886291	-0.519971211434	1.79520388465	0.210569277361	0.354696792447	4	4	10	5	5
ANKRD17	5	5	0.0289679954868	1.02028202523	0.633281572032	4.52031430641	-1.65229125818	1.71022724916	0.965466269861	0.981611148971	3	3	10	5	5
ANKRD28	4	4	0.375367204171	1.29716967674	0.366966267707	4.4334010479	-0.605390322022	1.35612473036	0.358892672679	0.50814966932	1	1	8	4	4
ANKS1B	5	5	0.509214459982	1.42327501866	0.342954665107	7.80353558846	-0.285119604418	1.30354852438	0.176833375243	0.316978041333	2	1	10	5	5
ANO8	5	4	0.124572611377	1.09018472499	0.432126954586	6.94848274644	-0.898783051143	1.1479282739	0.781543461784	0.854469839095	3	3	9	5	4
ANP32A	5	5	0.530686133852	1.44461607965	0.234120702419	5.9005304901	-0.0445357129647	1.10590798067	0.0646912044635	0.17175112809	14	11	10	5	5
ANP32B	5	5	0.0280974636166	1.01966656591	0.7431912276	4.12256717501	-2.0113617191	2.06755664633	0.971602231324	0.985142203979	4	3	10	5	5
ANP32E	5	5	0.3664343664	1.28916271297	0.232628452377	7.40490092201	-0.177605414897	0.910474147697	0.15687819512	0.293764025814	6	4	10	5	5
ANXA1	5	5	-1.50386247638	0.352608100573	0.420428447526	7.98729936027	-2.47364062043	-0.534084332322	0.00723887949529	0.055046545843	6	5	10	5	5
ANXA2	5	5	0.514972899231	1.42896729659	0.191654411999	5.63809424261	0.0386169925757	0.991328805885	0.0384929235586	0.127644022095	23	17	10	5	5
ANXA5	5	5	-0.285670497857	0.820360254736	0.275367626263	5.27209212078	-0.982677288513	0.411336292799	0.344761830551	0.497670597638	33	20	10	5	5
ANXA6	5	5	-0.633605044483	0.644563748347	0.209467019254	6.34408394043	-1.13948864402	-0.127721444942	0.0217032620693	0.0934843541715	38	27	10	5	5
ANXA7	5	5	-0.432363374508	0.741046832434	0.179780513279	6.96296263589	-0.857935564346	-0.00679118467046	0.0473058675503	0.142999476247	13	10	10	5	5
AP1B1	5	5	-0.348970934085	0.785143936775	0.108414744736	5.37791008375	-0.621871330683	-0.0760705374873	0.0211878560791	0.0927045768891	39	29	10	5	5
AP1G1	5	5	-0.686334604565	0.621430689186	0.334846109686	4.02513859407	-1.6137310547	0.241061845571	0.10929050836	0.234855386442	30	21	10	5	5
AP1M1	5	5	-0.254368092038	0.838354257804	0.100809099743	4.91899965327	-0.514794879242	0.00605869516664	0.0537530676267	0.15403222708	24	17	10	5	5
AP1S1	5	4	-0.365766667013	0.776056358904	0.0650386141618	3.742536843	-0.551349109	-0.180184225025	0.00598325924162	0.0507501203454	5	4	9	5	4
AP1S2	5	5	-0.745691015058	0.596382150871	0.75816360609	4.10538393955	-2.82955073257	1.33816870246	0.379689637318	0.525715148539	1	1	10	5	5
AP2A1	5	5	-0.335380221046	0.792575226558	0.168194185723	7.46140361494	-0.72816446563	0.057404023539	0.0838498769322	0.199919024758	18	16	10	5	5
AP2A2	5	5	-0.398343704942	0.758728846826	0.17668893565	4.1996717818	-0.879847881776	0.0831604718925	0.0840296765732	0.200006803792	40	26	10	5	5
AP2B1	5	5	-0.423957900883	0.74537694384	0.0741290955478	7.83458315461	-0.595530176385	-0.252385625382	0.000479793904074	0.0236986716255	27	18	10	5	5
AP2M1	5	5	-0.505111451534	0.704605943027	0.104914803099	7.92317542102	-0.747454354565	-0.262768548503	0.00136729800202	0.0322170818477	20	13	10	5	5
AP2S1	5	4	-0.993381207386	0.502299168747	0.125782521133	6.00013443231	-1.30115827747	-0.685604137299	0.000218500825911	0.0191585138278	5	4	9	5	4
AP3B2	5	5	0.622368906576	1.53940080471	0.206021632254	4.91024280574	0.0898483923623	1.15488942079	0.030071672066	0.111373819942	16	13	10	5	5
AP3D1	5	5	0.124830544457	1.09037965173	0.0551354573466	4.52058977482	-0.0215420700777	0.271203158991	0.0786136005414	0.191689703807	16	15	10	5	5
AP3M1	5	5	0.19211326814	1.14243593768	0.15166834585	5.60883707185	-0.185370891776	0.569597428055	0.255329529055	0.403434269617	5	5	10	5	5
AP3S1	5	5	-1.27713795663	0.412613246538	0.720165647916	4.09698003777	-3.25810979359	0.703833880329	0.149142288587	0.285213537788	2	2	10	5	5
AP4E1	5	4	-0.402116082275	0.75674750454	0.161954810323	4.64192720339	-0.828281387392	0.0240492228414	0.0594220841615	0.16324788164	1	1	9	5	4
AP5Z1	5	4	0.00469807113128	1.00326176277	0.231023679122	3.83356718703	-0.647859555832	0.657255698094	0.984789530886	0.992268388167	1	1	9	5	4
APC	5	4	0.143244567287	1.10438604806	0.127784028052	4.35605654549	-0.200391427088	0.486880561662	0.320257322361	0.471809530101	1	1	9	5	4
