target	mouse	guide	cells
Pogz	mouse45	Pogz_1	2
Pogz	mouse45	Pogz_2	5
Pogz	mouse45	Pogz_3	2
Pogz	mouse45	Pogz_4	8
Pogz	mouse46	Pogz_1	2
Pogz	mouse46	Pogz_2	3
Pogz	mouse46	Pogz_4	1
Pogz	mouse47	Pogz_1	1
Pogz	mouse48	Pogz_2	2
Pogz	mouse48	Pogz_3	1
Pogz	mouse48	Pogz_4	1
Pogz	mouse49	Pogz_1	1
Pogz	mouse49	Pogz_4	1
Pogz	mouse5	Pogz_1	1
Pogz	mouse5	Pogz_2	2
Pogz	mouse50	Pogz_1	2
Pogz	mouse50	Pogz_4	3
Pogz	mouse51	Pogz_2	2
Pogz	mouse51	Pogz_4	1
Pogz	mouse52	Pogz_1	1
Pogz	mouse52	Pogz_2	6
Pogz	mouse52	Pogz_3	2
Pogz	mouse52	Pogz_4	4
Pogz	mouse53	Pogz_1	2
Pogz	mouse53	Pogz_3	1
Pogz	mouse53	Pogz_4	2
Pogz	mouse54	Pogz_1	2
Pogz	mouse54	Pogz_3	3
Pogz	mouse54	Pogz_4	7
Pogz	mouse55	Pogz_1	4
Pogz	mouse55	Pogz_2	6
Pogz	mouse55	Pogz_3	3
Pogz	mouse55	Pogz_4	10
Pogz	mouse56	Pogz_2	3
Pogz	mouse56	Pogz_3	1
Pogz	mouse56	Pogz_4	1
Pogz	mouse57	Pogz_2	2
Pogz	mouse57	Pogz_4	5
Pogz	mouse58	Pogz_1	2
Pogz	mouse58	Pogz_2	1
Pogz	mouse58	Pogz_3	1
Pogz	mouse58	Pogz_4	3
Pogz	mouse59	Pogz_2	1
Pogz	mouse59	Pogz_4	1
Pogz	mouse6	Pogz_1	1
Pogz	mouse6	Pogz_2	1
Pogz	mouse6	Pogz_3	5
Pogz	mouse6	Pogz_4	8
Pogz	mouse60	Pogz_1	6
Pogz	mouse60	Pogz_2	6
Pogz	mouse60	Pogz_3	7
Pogz	mouse60	Pogz_4	11
Pogz	mouse61	Pogz_1	1
Pogz	mouse61	Pogz_2	2
Pogz	mouse61	Pogz_3	2
Pogz	mouse61	Pogz_4	6
Pogz	mouse62	Pogz_1	4
Pogz	mouse62	Pogz_2	5
Pogz	mouse62	Pogz_3	6
Pogz	mouse62	Pogz_4	14
Pogz	mouse63	Pogz_1	5
Pogz	mouse63	Pogz_2	8
Pogz	mouse63	Pogz_3	9
Pogz	mouse63	Pogz_4	11
Pogz	mouse64	Pogz_2	1
Pogz	mouse64	Pogz_3	1
Pogz	mouse64	Pogz_4	1
Pogz	mouse66	Pogz_2	2
Pogz	mouse66	Pogz_3	1
Pogz	mouse66	Pogz_4	2
Pogz	mouse67	Pogz_1	6
Pogz	mouse67	Pogz_2	8
Pogz	mouse67	Pogz_3	5
Pogz	mouse67	Pogz_4	15
Pogz	mouse68	Pogz_1	8
Pogz	mouse68	Pogz_2	6
Pogz	mouse68	Pogz_3	7
Pogz	mouse68	Pogz_4	17
Pogz	mouse69	Pogz_1	5
Pogz	mouse69	Pogz_2	5
Pogz	mouse69	Pogz_4	6
Pogz	mouse7	Pogz_1	3
Pogz	mouse7	Pogz_2	2
Pogz	mouse7	Pogz_3	3
Pogz	mouse7	Pogz_4	5
Pogz	mouse70	Pogz_1	6
Pogz	mouse70	Pogz_2	3
Pogz	mouse70	Pogz_3	6
Pogz	mouse70	Pogz_4	13
Pogz	mouse71	Pogz_1	2
Pogz	mouse71	Pogz_2	3
Pogz	mouse71	Pogz_3	3
Pogz	mouse71	Pogz_4	2
Pogz	mouse72	Pogz_1	10
Pogz	mouse72	Pogz_2	5
Pogz	mouse72	Pogz_3	8
Pogz	mouse72	Pogz_4	10
Pogz	mouse73	Pogz_1	5
Pogz	mouse73	Pogz_2	5
Pogz	mouse73	Pogz_3	8
Pogz	mouse73	Pogz_4	11
Pogz	mouse74	Pogz_1	1
Pogz	mouse74	Pogz_2	3
Pogz	mouse74	Pogz_3	3
Pogz	mouse74	Pogz_4	11
Pogz	mouse75	Pogz_2	6
Pogz	mouse75	Pogz_3	5
Pogz	mouse75	Pogz_4	7
Pogz	mouse76	Pogz_1	12
Pogz	mouse76	Pogz_2	4
Pogz	mouse76	Pogz_3	5
Pogz	mouse76	Pogz_4	14
Pogz	mouse8	Pogz_1	2
Pogz	mouse8	Pogz_2	8
Pogz	mouse8	Pogz_3	1
Pogz	mouse8	Pogz_4	5
Pogz	mouse9	Pogz_1	4
Pogz	mouse9	Pogz_2	1
Pogz	mouse9	Pogz_3	2
Pogz	mouse9	Pogz_4	4
Pomp	mouse1	Pomp_1	1
Pomp	mouse1	Pomp_2	1
Pomp	mouse10	Pomp_1	4
Pomp	mouse10	Pomp_2	3
Pomp	mouse10	Pomp_3	2
Pomp	mouse10	Pomp_4	7
Pomp	mouse11	Pomp_1	8
Pomp	mouse11	Pomp_2	13
Pomp	mouse11	Pomp_3	2
Pomp	mouse11	Pomp_4	3
Pomp	mouse12	Pomp_1	4
Pomp	mouse12	Pomp_2	2
Pomp	mouse12	Pomp_3	1
Pomp	mouse12	Pomp_4	2
Pomp	mouse13	Pomp_1	6
Pomp	mouse13	Pomp_2	4
Pomp	mouse13	Pomp_3	1
Pomp	mouse13	Pomp_4	3
Pomp	mouse14	Pomp_1	3
Pomp	mouse14	Pomp_2	6
Pomp	mouse14	Pomp_3	3
Pomp	mouse14	Pomp_4	7
Pomp	mouse15	Pomp_1	10
Pomp	mouse15	Pomp_2	3
Pomp	mouse15	Pomp_3	2
Pomp	mouse15	Pomp_4	3
Pomp	mouse16	Pomp_1	7
Pomp	mouse16	Pomp_2	6
Pomp	mouse16	Pomp_3	2
Pomp	mouse16	Pomp_4	4
Pomp	mouse17	Pomp_1	3
Pomp	mouse17	Pomp_2	1
Pomp	mouse17	Pomp_3	1
Pomp	mouse17	Pomp_4	2
Pomp	mouse18	Pomp_1	2
Pomp	mouse18	Pomp_2	6
Pomp	mouse18	Pomp_3	1
Pomp	mouse18	Pomp_4	6
Pomp	mouse19	Pomp_1	8
Pomp	mouse19	Pomp_2	9
Pomp	mouse19	Pomp_4	4
Pomp	mouse2	Pomp_2	1
Pomp	mouse20	Pomp_1	12
Pomp	mouse20	Pomp_2	7
Pomp	mouse20	Pomp_3	2
Pomp	mouse20	Pomp_4	3
Pomp	mouse21	Pomp_1	4
Pomp	mouse21	Pomp_2	1
Pomp	mouse21	Pomp_3	2
Pomp	mouse21	Pomp_4	8
Pomp	mouse22	Pomp_1	5
Pomp	mouse22	Pomp_2	4
Pomp	mouse22	Pomp_3	3
Pomp	mouse22	Pomp_4	3
Pomp	mouse23	Pomp_1	6
Pomp	mouse23	Pomp_2	5
Pomp	mouse23	Pomp_3	1
Pomp	mouse23	Pomp_4	12
Pomp	mouse24	Pomp_1	1
Pomp	mouse24	Pomp_2	3
Pomp	mouse24	Pomp_4	3
Pomp	mouse25	Pomp_1	3
Pomp	mouse25	Pomp_2	6
Pomp	mouse25	Pomp_3	1
Pomp	mouse25	Pomp_4	3
Pomp	mouse26	Pomp_1	6
Pomp	mouse26	Pomp_2	4
Pomp	mouse26	Pomp_3	2
Pomp	mouse26	Pomp_4	5
Pomp	mouse27	Pomp_1	1
Pomp	mouse29	Pomp_1	2
Pomp	mouse29	Pomp_2	2
Pomp	mouse29	Pomp_3	1
Pomp	mouse29	Pomp_4	2
Pomp	mouse3	Pomp_1	1
Pomp	mouse3	Pomp_2	6
Pomp	mouse3	Pomp_3	1
Pomp	mouse3	Pomp_4	2
Pomp	mouse31	Pomp_1	6
Pomp	mouse31	Pomp_2	6
Pomp	mouse31	Pomp_3	4
Pomp	mouse31	Pomp_4	4
Pomp	mouse32	Pomp_2	2
Pomp	mouse32	Pomp_3	2
Pomp	mouse32	Pomp_4	1
Pomp	mouse33	Pomp_1	2
Pomp	mouse33	Pomp_2	4
Pomp	mouse33	Pomp_4	2
Pomp	mouse34	Pomp_1	10
Pomp	mouse34	Pomp_2	6
Pomp	mouse34	Pomp_3	2
Pomp	mouse34	Pomp_4	4
Pomp	mouse35	Pomp_1	7
Pomp	mouse35	Pomp_2	5
Pomp	mouse35	Pomp_4	1
Pomp	mouse36	Pomp_1	3
Pomp	mouse36	Pomp_2	2
Pomp	mouse36	Pomp_3	1
Pomp	mouse36	Pomp_4	3
Pomp	mouse37	Pomp_1	5
Pomp	mouse37	Pomp_2	2
Pomp	mouse37	Pomp_3	1
Pomp	mouse37	Pomp_4	3
Pomp	mouse38	Pomp_1	8
Pomp	mouse38	Pomp_2	8
Pomp	mouse38	Pomp_3	3
Pomp	mouse38	Pomp_4	4
Pomp	mouse39	Pomp_2	4
Pomp	mouse39	Pomp_4	1
Pomp	mouse4	Pomp_1	7
Pomp	mouse4	Pomp_2	5
Pomp	mouse4	Pomp_3	2
Pomp	mouse4	Pomp_4	6
Pomp	mouse40	Pomp_4	1
Pomp	mouse41	Pomp_1	1
Pomp	mouse41	Pomp_2	2
Pomp	mouse41	Pomp_4	1
Pomp	mouse42	Pomp_1	6
Pomp	mouse42	Pomp_2	3
Pomp	mouse42	Pomp_4	3
Pomp	mouse44	Pomp_1	7
Pomp	mouse44	Pomp_2	6
Pomp	mouse44	Pomp_3	1
Pomp	mouse44	Pomp_4	4
Pomp	mouse45	Pomp_1	3
Pomp	mouse45	Pomp_2	7
Pomp	mouse45	Pomp_3	3
Pomp	mouse45	Pomp_4	4
Pomp	mouse46	Pomp_1	1
Pomp	mouse46	Pomp_2	2
Pomp	mouse46	Pomp_3	1
Pomp	mouse46	Pomp_4	3
Pomp	mouse47	Pomp_2	1
Pomp	mouse49	Pomp_1	2
Pomp	mouse49	Pomp_2	3
Pomp	mouse49	Pomp_4	1
Pomp	mouse5	Pomp_1	1
Pomp	mouse5	Pomp_2	1
Pomp	mouse5	Pomp_4	4
Pomp	mouse50	Pomp_2	1
Pomp	mouse50	Pomp_3	1
Pomp	mouse51	Pomp_1	2
Pomp	mouse51	Pomp_2	1
Pomp	mouse51	Pomp_4	2
Pomp	mouse52	Pomp_1	7
Pomp	mouse52	Pomp_2	11
Pomp	mouse52	Pomp_3	1
Pomp	mouse52	Pomp_4	4
Pomp	mouse53	Pomp_2	1
Pomp	mouse53	Pomp_4	1
Pomp	mouse54	Pomp_1	10
Pomp	mouse54	Pomp_2	8
Pomp	mouse54	Pomp_3	2
Pomp	mouse54	Pomp_4	6
Pomp	mouse55	Pomp_1	3
Pomp	mouse55	Pomp_2	6
Pomp	mouse55	Pomp_3	4
Pomp	mouse55	Pomp_4	3
Pomp	mouse56	Pomp_1	2
Pomp	mouse56	Pomp_2	2
Pomp	mouse56	Pomp_3	1
Pomp	mouse57	Pomp_1	1
Pomp	mouse57	Pomp_2	5
Pomp	mouse57	Pomp_3	1
Pomp	mouse57	Pomp_4	2
Pomp	mouse58	Pomp_1	2
Pomp	mouse58	Pomp_2	2
Pomp	mouse58	Pomp_3	1
Pomp	mouse58	Pomp_4	1
Pomp	mouse59	Pomp_1	2
Pomp	mouse59	Pomp_2	2
Pomp	mouse59	Pomp_4	1
Pomp	mouse6	Pomp_1	5
Pomp	mouse6	Pomp_2	5
Pomp	mouse6	Pomp_3	1
Pomp	mouse6	Pomp_4	3
Pomp	mouse60	Pomp_1	3
Pomp	mouse60	Pomp_2	6
Pomp	mouse60	Pomp_3	1
Pomp	mouse60	Pomp_4	4
Pomp	mouse61	Pomp_1	3
Pomp	mouse61	Pomp_3	2
Pomp	mouse61	Pomp_4	1
Pomp	mouse62	Pomp_1	9
Pomp	mouse62	Pomp_2	18
Pomp	mouse62	Pomp_3	3
Pomp	mouse62	Pomp_4	6
Pomp	mouse63	Pomp_1	10
Pomp	mouse63	Pomp_2	13
Pomp	mouse63	Pomp_3	3
Pomp	mouse63	Pomp_4	9
Pomp	mouse64	Pomp_1	3
Pomp	mouse64	Pomp_2	1
Pomp	mouse64	Pomp_4	1
Pomp	mouse66	Pomp_1	3
Pomp	mouse66	Pomp_2	3
Pomp	mouse66	Pomp_4	2
Pomp	mouse67	Pomp_1	7
Pomp	mouse67	Pomp_2	8
Pomp	mouse67	Pomp_3	2
Pomp	mouse67	Pomp_4	6
Pomp	mouse68	Pomp_1	12
Pomp	mouse68	Pomp_2	10
Pomp	mouse68	Pomp_3	8
Pomp	mouse68	Pomp_4	7
Pomp	mouse69	Pomp_1	6
Pomp	mouse69	Pomp_2	3
Pomp	mouse69	Pomp_3	1
Pomp	mouse69	Pomp_4	6
Pomp	mouse7	Pomp_1	5
Pomp	mouse7	Pomp_2	10
Pomp	mouse7	Pomp_3	2
Pomp	mouse7	Pomp_4	10
Pomp	mouse70	Pomp_1	10
Pomp	mouse70	Pomp_2	10
Pomp	mouse70	Pomp_3	5
Pomp	mouse70	Pomp_4	7
Pomp	mouse71	Pomp_1	1
Pomp	mouse71	Pomp_2	3
Pomp	mouse71	Pomp_3	1
Pomp	mouse71	Pomp_4	2
Pomp	mouse72	Pomp_1	11
Pomp	mouse72	Pomp_2	10
Pomp	mouse72	Pomp_3	2
Pomp	mouse72	Pomp_4	6
Pomp	mouse73	Pomp_1	8
Pomp	mouse73	Pomp_2	4
Pomp	mouse73	Pomp_3	4
Pomp	mouse73	Pomp_4	8
Pomp	mouse74	Pomp_1	5
Pomp	mouse74	Pomp_2	2
Pomp	mouse74	Pomp_3	1
Pomp	mouse74	Pomp_4	6
Pomp	mouse75	Pomp_1	1
Pomp	mouse75	Pomp_2	5
Pomp	mouse75	Pomp_3	2
Pomp	mouse75	Pomp_4	1
Pomp	mouse76	Pomp_1	11
Pomp	mouse76	Pomp_2	12
Pomp	mouse76	Pomp_3	5
Pomp	mouse76	Pomp_4	8
Pomp	mouse8	Pomp_1	8
Pomp	mouse8	Pomp_2	2
Pomp	mouse8	Pomp_3	2
Pomp	mouse8	Pomp_4	3
Pomp	mouse9	Pomp_1	9
Pomp	mouse9	Pomp_2	8
Pomp	mouse9	Pomp_3	3
Pomp	mouse9	Pomp_4	5
Prkdc	mouse1	Prkdc_1	3
Prkdc	mouse1	Prkdc_2	2
Prkdc	mouse1	Prkdc_3	1
Prkdc	mouse10	Prkdc_1	2
Prkdc	mouse10	Prkdc_2	2
Prkdc	mouse10	Prkdc_3	3
Prkdc	mouse10	Prkdc_4	11
Prkdc	mouse11	Prkdc_1	14
Prkdc	mouse11	Prkdc_2	2
Prkdc	mouse11	Prkdc_3	10
Prkdc	mouse11	Prkdc_4	21
Prkdc	mouse12	Prkdc_1	5
Prkdc	mouse12	Prkdc_3	8
Prkdc	mouse12	Prkdc_4	12
Prkdc	mouse13	Prkdc_1	6
Prkdc	mouse13	Prkdc_2	1
Prkdc	mouse13	Prkdc_3	7
Prkdc	mouse13	Prkdc_4	14
Prkdc	mouse14	Prkdc_1	6
Prkdc	mouse14	Prkdc_2	4
Prkdc	mouse14	Prkdc_3	6
Prkdc	mouse14	Prkdc_4	5
Prkdc	mouse15	Prkdc_1	9
Prkdc	mouse15	Prkdc_2	1
Prkdc	mouse15	Prkdc_3	9
Prkdc	mouse15	Prkdc_4	10
Prkdc	mouse16	Prkdc_1	9
Prkdc	mouse16	Prkdc_2	1
Prkdc	mouse16	Prkdc_3	2
Prkdc	mouse16	Prkdc_4	6
Prkdc	mouse17	Prkdc_1	7
Prkdc	mouse17	Prkdc_2	1
Prkdc	mouse17	Prkdc_3	3
Prkdc	mouse17	Prkdc_4	5
Prkdc	mouse18	Prkdc_1	10
Prkdc	mouse18	Prkdc_2	2
Prkdc	mouse18	Prkdc_3	11
Prkdc	mouse18	Prkdc_4	8
Prkdc	mouse19	Prkdc_1	7
Prkdc	mouse19	Prkdc_2	1
Prkdc	mouse19	Prkdc_3	6
Prkdc	mouse19	Prkdc_4	6
Prkdc	mouse2	Prkdc_1	4
Prkdc	mouse2	Prkdc_3	1
Prkdc	mouse2	Prkdc_4	3
Prkdc	mouse20	Prkdc_1	5
Prkdc	mouse20	Prkdc_2	4
Prkdc	mouse20	Prkdc_3	11
Prkdc	mouse20	Prkdc_4	13
Prkdc	mouse21	Prkdc_1	13
Prkdc	mouse21	Prkdc_2	2
Prkdc	mouse21	Prkdc_3	4
Prkdc	mouse21	Prkdc_4	3
Prkdc	mouse22	Prkdc_1	5
Prkdc	mouse22	Prkdc_2	3
Prkdc	mouse22	Prkdc_3	4
Prkdc	mouse22	Prkdc_4	7
Prkdc	mouse23	Prkdc_1	11
Prkdc	mouse23	Prkdc_3	11
Prkdc	mouse23	Prkdc_4	20
Prkdc	mouse24	Prkdc_1	4
Prkdc	mouse24	Prkdc_3	1
Prkdc	mouse24	Prkdc_4	6
Prkdc	mouse25	Prkdc_1	10
Prkdc	mouse25	Prkdc_2	2
Prkdc	mouse25	Prkdc_3	5
Prkdc	mouse25	Prkdc_4	6
Prkdc	mouse26	Prkdc_1	3
Prkdc	mouse26	Prkdc_2	3
Prkdc	mouse26	Prkdc_3	4
Prkdc	mouse26	Prkdc_4	7
Prkdc	mouse29	Prkdc_1	4
Prkdc	mouse29	Prkdc_4	4
Prkdc	mouse3	Prkdc_1	4
Prkdc	mouse3	Prkdc_2	1
Prkdc	mouse3	Prkdc_3	10
Prkdc	mouse3	Prkdc_4	6
Prkdc	mouse30	Prkdc_1	3
Prkdc	mouse30	Prkdc_2	1
Prkdc	mouse30	Prkdc_4	1
Prkdc	mouse31	Prkdc_1	3
Prkdc	mouse31	Prkdc_2	1
Prkdc	mouse31	Prkdc_3	2
Prkdc	mouse31	Prkdc_4	7
Prkdc	mouse32	Prkdc_1	1
Prkdc	mouse32	Prkdc_4	2
Prkdc	mouse33	Prkdc_1	5
Prkdc	mouse33	Prkdc_3	5
Prkdc	mouse33	Prkdc_4	4
Prkdc	mouse34	Prkdc_1	8
Prkdc	mouse34	Prkdc_2	2
Prkdc	mouse34	Prkdc_3	5
Prkdc	mouse34	Prkdc_4	11
Prkdc	mouse35	Prkdc_1	7
Prkdc	mouse35	Prkdc_2	3
Prkdc	mouse35	Prkdc_3	4
Prkdc	mouse35	Prkdc_4	6
Prkdc	mouse36	Prkdc_1	7
Prkdc	mouse36	Prkdc_3	3
Prkdc	mouse36	Prkdc_4	8
Prkdc	mouse37	Prkdc_1	5
Prkdc	mouse37	Prkdc_3	5
Prkdc	mouse37	Prkdc_4	7
Prkdc	mouse38	Prkdc_1	9
Prkdc	mouse38	Prkdc_2	3
Prkdc	mouse38	Prkdc_3	5
Prkdc	mouse38	Prkdc_4	10
Prkdc	mouse39	Prkdc_1	4
Prkdc	mouse39	Prkdc_2	1
Prkdc	mouse39	Prkdc_3	1
Prkdc	mouse39	Prkdc_4	3
Prkdc	mouse4	Prkdc_1	9
Prkdc	mouse4	Prkdc_2	1
Prkdc	mouse4	Prkdc_3	6
Prkdc	mouse4	Prkdc_4	9
Prkdc	mouse40	Prkdc_1	1
Prkdc	mouse40	Prkdc_3	1
Prkdc	mouse40	Prkdc_4	2
Prkdc	mouse41	Prkdc_1	8
Prkdc	mouse41	Prkdc_2	2
Prkdc	mouse41	Prkdc_3	2
Prkdc	mouse41	Prkdc_4	4
Prkdc	mouse42	Prkdc_1	5
Prkdc	mouse42	Prkdc_3	3
Prkdc	mouse42	Prkdc_4	2
Prkdc	mouse44	Prkdc_1	6
Prkdc	mouse44	Prkdc_3	7
Prkdc	mouse44	Prkdc_4	9
Prkdc	mouse45	Prkdc_1	10
Prkdc	mouse45	Prkdc_2	3
Prkdc	mouse45	Prkdc_3	4
Prkdc	mouse45	Prkdc_4	7
Prkdc	mouse46	Prkdc_1	1
Prkdc	mouse46	Prkdc_4	8
Prkdc	mouse47	Prkdc_2	1
Prkdc	mouse47	Prkdc_3	1
Prkdc	mouse48	Prkdc_1	4
Prkdc	mouse48	Prkdc_3	2
Prkdc	mouse49	Prkdc_1	1
Prkdc	mouse49	Prkdc_4	1
Prkdc	mouse5	Prkdc_1	1
Prkdc	mouse5	Prkdc_3	3
Prkdc	mouse5	Prkdc_4	4
Prkdc	mouse50	Prkdc_1	2
Prkdc	mouse50	Prkdc_3	2
Prkdc	mouse50	Prkdc_4	2
Prkdc	mouse51	Prkdc_1	2
Prkdc	mouse51	Prkdc_4	3
Prkdc	mouse52	Prkdc_1	7
Prkdc	mouse52	Prkdc_3	10
Prkdc	mouse52	Prkdc_4	8
Prkdc	mouse53	Prkdc_1	3
Prkdc	mouse54	Prkdc_1	11
Prkdc	mouse54	Prkdc_2	2
Prkdc	mouse54	Prkdc_3	10
Prkdc	mouse54	Prkdc_4	14
Prkdc	mouse55	Prkdc_1	12
Prkdc	mouse55	Prkdc_3	9
Prkdc	mouse55	Prkdc_4	7
Prkdc	mouse56	Prkdc_1	1
Prkdc	mouse56	Prkdc_3	2
Prkdc	mouse56	Prkdc_4	2
Prkdc	mouse57	Prkdc_1	3
Prkdc	mouse57	Prkdc_3	1
Prkdc	mouse57	Prkdc_4	5
Prkdc	mouse58	Prkdc_1	1
Prkdc	mouse58	Prkdc_2	2
Prkdc	mouse58	Prkdc_3	2
Prkdc	mouse58	Prkdc_4	3
Prkdc	mouse59	Prkdc_2	1
Prkdc	mouse59	Prkdc_3	2
Prkdc	mouse59	Prkdc_4	3
Prkdc	mouse6	Prkdc_1	10
Prkdc	mouse6	Prkdc_2	1
Prkdc	mouse6	Prkdc_3	2
Prkdc	mouse6	Prkdc_4	11
Prkdc	mouse60	Prkdc_1	18
Prkdc	mouse60	Prkdc_2	1
Prkdc	mouse60	Prkdc_3	8
Prkdc	mouse60	Prkdc_4	13
Prkdc	mouse61	Prkdc_1	2
Prkdc	mouse61	Prkdc_3	2
Prkdc	mouse61	Prkdc_4	6
Prkdc	mouse62	Prkdc_1	17
Prkdc	mouse62	Prkdc_2	1
Prkdc	mouse62	Prkdc_3	10
Prkdc	mouse62	Prkdc_4	16
Prkdc	mouse63	Prkdc_1	15
Prkdc	mouse63	Prkdc_2	2
Prkdc	mouse63	Prkdc_3	23
Prkdc	mouse63	Prkdc_4	14
Prkdc	mouse64	Prkdc_1	2
Prkdc	mouse64	Prkdc_3	4
Prkdc	mouse64	Prkdc_4	1
Prkdc	mouse66	Prkdc_1	1
Prkdc	mouse66	Prkdc_2	2
Prkdc	mouse66	Prkdc_3	4
Prkdc	mouse66	Prkdc_4	2
Prkdc	mouse67	Prkdc_1	7
Prkdc	mouse67	Prkdc_2	3
Prkdc	mouse67	Prkdc_3	9
Prkdc	mouse67	Prkdc_4	9
Prkdc	mouse68	Prkdc_1	15
Prkdc	mouse68	Prkdc_2	3
Prkdc	mouse68	Prkdc_3	18
Prkdc	mouse68	Prkdc_4	13
Prkdc	mouse69	Prkdc_1	7
Prkdc	mouse69	Prkdc_2	3
Prkdc	mouse69	Prkdc_3	10
Prkdc	mouse69	Prkdc_4	11
Prkdc	mouse7	Prkdc_1	7
Prkdc	mouse7	Prkdc_2	3
Prkdc	mouse7	Prkdc_3	6
Prkdc	mouse7	Prkdc_4	17
Prkdc	mouse70	Prkdc_1	12
Prkdc	mouse70	Prkdc_3	6
Prkdc	mouse70	Prkdc_4	17
Prkdc	mouse71	Prkdc_1	5
Prkdc	mouse71	Prkdc_3	5
Prkdc	mouse71	Prkdc_4	1
Prkdc	mouse72	Prkdc_1	10
Prkdc	mouse72	Prkdc_2	4
Prkdc	mouse72	Prkdc_3	16
Prkdc	mouse72	Prkdc_4	27
Prkdc	mouse73	Prkdc_1	11
Prkdc	mouse73	Prkdc_2	6
Prkdc	mouse73	Prkdc_3	12
Prkdc	mouse73	Prkdc_4	10
Prkdc	mouse74	Prkdc_1	5
Prkdc	mouse74	Prkdc_2	1
Prkdc	mouse74	Prkdc_3	9
Prkdc	mouse74	Prkdc_4	9
Prkdc	mouse75	Prkdc_1	14
Prkdc	mouse75	Prkdc_2	3
Prkdc	mouse75	Prkdc_3	3
Prkdc	mouse75	Prkdc_4	5
Prkdc	mouse76	Prkdc_1	17
Prkdc	mouse76	Prkdc_2	6
Prkdc	mouse76	Prkdc_3	15
Prkdc	mouse76	Prkdc_4	11
Prkdc	mouse8	Prkdc_1	9
Prkdc	mouse8	Prkdc_2	1
Prkdc	mouse8	Prkdc_3	5
Prkdc	mouse8	Prkdc_4	10
Prkdc	mouse9	Prkdc_1	14
Prkdc	mouse9	Prkdc_2	1
Prkdc	mouse9	Prkdc_3	12
Prkdc	mouse9	Prkdc_4	18
Psmb4	mouse1	Psmb4_3	1
Psmb4	mouse1	Psmb4_4	8
Psmb4	mouse10	Psmb4_1	3
Psmb4	mouse10	Psmb4_2	4
Psmb4	mouse10	Psmb4_3	4
Psmb4	mouse10	Psmb4_4	4
Psmb4	mouse11	Psmb4_1	6
Psmb4	mouse11	Psmb4_2	10
Psmb4	mouse11	Psmb4_3	7
Psmb4	mouse11	Psmb4_4	9
Psmb4	mouse12	Psmb4_1	2
Psmb4	mouse12	Psmb4_2	6
Psmb4	mouse12	Psmb4_3	5
Psmb4	mouse12	Psmb4_4	7
Psmb4	mouse13	Psmb4_1	3
Psmb4	mouse13	Psmb4_2	6
Psmb4	mouse13	Psmb4_3	8
Psmb4	mouse13	Psmb4_4	6
Psmb4	mouse14	Psmb4_1	1
Psmb4	mouse14	Psmb4_2	2
Psmb4	mouse14	Psmb4_3	1
Psmb4	mouse14	Psmb4_4	4
Psmb4	mouse15	Psmb4_1	2
Psmb4	mouse15	Psmb4_2	5
Psmb4	mouse15	Psmb4_3	7
Psmb4	mouse15	Psmb4_4	5
Psmb4	mouse16	Psmb4_2	5
Psmb4	mouse16	Psmb4_3	3
Psmb4	mouse16	Psmb4_4	4
Psmb4	mouse17	Psmb4_2	2
Psmb4	mouse17	Psmb4_3	3
Psmb4	mouse17	Psmb4_4	3
Psmb4	mouse18	Psmb4_2	4
Psmb4	mouse18	Psmb4_3	5
Psmb4	mouse18	Psmb4_4	8
Psmb4	mouse19	Psmb4_1	2
Psmb4	mouse19	Psmb4_2	4
Psmb4	mouse19	Psmb4_3	3
Psmb4	mouse19	Psmb4_4	2
Psmb4	mouse2	Psmb4_3	1
Psmb4	mouse2	Psmb4_4	1
Psmb4	mouse20	Psmb4_1	1
Psmb4	mouse20	Psmb4_2	4
Psmb4	mouse20	Psmb4_3	3
Psmb4	mouse20	Psmb4_4	10
Psmb4	mouse21	Psmb4_1	3
Psmb4	mouse21	Psmb4_2	6
Psmb4	mouse21	Psmb4_4	3
Psmb4	mouse22	Psmb4_1	1
Psmb4	mouse22	Psmb4_2	5
Psmb4	mouse22	Psmb4_3	2
Psmb4	mouse22	Psmb4_4	7
Psmb4	mouse23	Psmb4_1	1
Psmb4	mouse23	Psmb4_2	8
Psmb4	mouse23	Psmb4_3	6
Psmb4	mouse23	Psmb4_4	13
Psmb4	mouse24	Psmb4_2	2
Psmb4	mouse24	Psmb4_3	1
Psmb4	mouse24	Psmb4_4	5
Psmb4	mouse25	Psmb4_2	5
Psmb4	mouse25	Psmb4_3	6
Psmb4	mouse25	Psmb4_4	3
Psmb4	mouse26	Psmb4_1	1
Psmb4	mouse26	Psmb4_2	6
Psmb4	mouse26	Psmb4_3	2
Psmb4	mouse26	Psmb4_4	5
Psmb4	mouse29	Psmb4_2	1
Psmb4	mouse29	Psmb4_4	2
Psmb4	mouse3	Psmb4_1	1
Psmb4	mouse3	Psmb4_2	2
Psmb4	mouse3	Psmb4_3	3
Psmb4	mouse3	Psmb4_4	1
Psmb4	mouse30	Psmb4_2	4
Psmb4	mouse31	Psmb4_2	1
Psmb4	mouse31	Psmb4_3	1
Psmb4	mouse31	Psmb4_4	1
Psmb4	mouse32	Psmb4_4	2
Psmb4	mouse33	Psmb4_2	2
Psmb4	mouse33	Psmb4_3	1
Psmb4	mouse33	Psmb4_4	2
Psmb4	mouse34	Psmb4_1	1
Psmb4	mouse34	Psmb4_2	4
Psmb4	mouse34	Psmb4_3	3
Psmb4	mouse34	Psmb4_4	8
