gene_target	source	original_cells	retained_cells	retention	primary	min10
Lrif1	mouse61	6	6	1	False	False
Lrif1	mouse62	31	31	1	True	True
Lrif1	mouse63	23	22	0.95652173913	True	True
Lrif1	mouse64	12	12	1	False	True
Lrif1	mouse66	9	9	1	False	False
Lrif1	mouse67	30	30	1	True	True
Lrif1	mouse68	42	42	1	True	True
Lrif1	mouse69	25	25	1	True	True
Lrif1	mouse7	24	24	1	True	True
Lrif1	mouse70	33	32	0.969696969697	True	True
Lrif1	mouse71	6	6	1	False	False
Lrif1	mouse72	51	51	1	True	True
Lrif1	mouse73	24	24	1	True	True
Lrif1	mouse74	25	25	1	True	True
Lrif1	mouse75	10	10	1	False	True
Lrif1	mouse76	31	31	1	True	True
Lrif1	mouse8	21	21	1	True	True
Lrif1	mouse9	26	26	1	True	True
Lrig2	mouse1	5	5	1	False	False
Lrig2	mouse10	13	13	1	False	True
Lrig2	mouse11	18	18	1	False	True
Lrig2	mouse12	10	10	1	False	True
Lrig2	mouse13	10	10	1	False	True
Lrig2	mouse14	7	5	0.714285714286	False	False
Lrig2	mouse15	14	14	1	False	True
Lrig2	mouse16	7	7	1	False	False
Lrig2	mouse17	11	11	1	False	True
Lrig2	mouse18	19	19	1	False	True
Lrig2	mouse19	14	14	1	False	True
Lrig2	mouse2	5	5	1	False	False
Lrig2	mouse20	14	14	1	False	True
Lrig2	mouse21	15	15	1	False	True
Lrig2	mouse22	11	11	1	False	True
Lrig2	mouse23	28	28	1	True	True
Lrig2	mouse24	5	5	1	False	False
Lrig2	mouse25	14	13	0.928571428571	False	True
Lrig2	mouse26	9	8	0.888888888889	False	False
Lrig2	mouse27	1	0	0	False	False
Lrig2	mouse29	6	5	0.833333333333	False	False
Lrig2	mouse3	6	6	1	False	False
Lrig2	mouse30	4	4	1	False	False
Lrig2	mouse31	6	6	1	False	False
Lrig2	mouse32	1	1	1	False	False
Lrig2	mouse33	5	5	1	False	False
Lrig2	mouse34	5	5	1	False	False
Lrig2	mouse35	23	23	1	True	True
Lrig2	mouse36	9	9	1	False	False
Lrig2	mouse37	9	9	1	False	False
Lrig2	mouse38	15	14	0.933333333333	False	True
Lrig2	mouse39	1	1	1	False	False
Lrig2	mouse4	10	10	1	False	True
Lrig2	mouse40	4	4	1	False	False
Lrig2	mouse41	2	2	1	False	False
Lrig2	mouse42	3	3	1	False	False
Lrig2	mouse44	5	5	1	False	False
Lrig2	mouse45	9	9	1	False	False
Lrig2	mouse46	4	3	0.75	False	False
Lrig2	mouse47	4	3	0.75	False	False
Lrig2	mouse48	1	1	1	False	False
Lrig2	mouse49	1	1	1	False	False
Lrig2	mouse5	2	2	1	False	False
Lrig2	mouse50	5	3	0.6	False	False
Lrig2	mouse51	2	2	1	False	False
Lrig2	mouse52	17	17	1	False	True
Lrig2	mouse53	6	6	1	False	False
Lrig2	mouse54	14	14	1	False	True
Lrig2	mouse55	11	11	1	False	True
Lrig2	mouse56	4	4	1	False	False
Lrig2	mouse57	4	4	1	False	False
Lrig2	mouse58	3	2	0.666666666667	False	False
Lrig2	mouse59	8	7	0.875	False	False
Lrig2	mouse6	8	8	1	False	False
Lrig2	mouse60	17	17	1	False	True
Lrig2	mouse61	8	8	1	False	False
Lrig2	mouse62	19	19	1	False	True
Lrig2	mouse63	17	17	1	False	True
Lrig2	mouse64	3	3	1	False	False
Lrig2	mouse66	8	8	1	False	False
Lrig2	mouse67	24	24	1	True	True
Lrig2	mouse68	29	29	1	True	True
Lrig2	mouse69	14	14	1	False	True
Lrig2	mouse7	16	16	1	False	True
Lrig2	mouse70	14	14	1	False	True
Lrig2	mouse71	4	4	1	False	False
Lrig2	mouse72	21	21	1	True	True
Lrig2	mouse73	16	16	1	False	True
Lrig2	mouse74	13	13	1	False	True
Lrig2	mouse75	11	11	1	False	True
Lrig2	mouse76	17	17	1	False	True
Lrig2	mouse8	8	8	1	False	False
Lrig2	mouse9	17	17	1	False	True
Lrmda	mouse1	7	6	0.857142857143	False	False
Lrmda	mouse10	19	19	1	False	True
Lrmda	mouse11	36	36	1	True	True
Lrmda	mouse12	21	21	1	True	True
Lrmda	mouse13	24	24	1	True	True
Lrmda	mouse14	12	12	1	False	True
Lrmda	mouse15	26	26	1	True	True
Lrmda	mouse16	19	19	1	False	True
Lrmda	mouse17	11	11	1	False	True
Lrmda	mouse18	22	22	1	True	True
Lrmda	mouse19	29	29	1	True	True
Lrmda	mouse2	14	13	0.928571428571	False	True
Lrmda	mouse20	28	28	1	True	True
Lrmda	mouse21	28	28	1	True	True
Lrmda	mouse22	19	19	1	False	True
Lrmda	mouse23	39	39	1	True	True
Lrmda	mouse24	9	9	1	False	False
Lrmda	mouse25	22	22	1	True	True
Lrmda	mouse26	18	18	1	False	True
Lrmda	mouse27	2	1	0.5	False	False
Lrmda	mouse29	11	11	1	False	True
Lrmda	mouse3	15	15	1	False	True
Lrmda	mouse30	7	6	0.857142857143	False	False
Lrmda	mouse31	16	15	0.9375	False	True
Lrmda	mouse32	11	11	1	False	True
Lrmda	mouse33	7	7	1	False	False
Lrmda	mouse34	19	19	1	False	True
Lrmda	mouse35	25	25	1	True	True
Lrmda	mouse36	10	10	1	False	True
Lrmda	mouse37	9	8	0.888888888889	False	False
Lrmda	mouse38	22	22	1	True	True
Lrmda	mouse39	13	13	1	False	True
Lrmda	mouse4	29	28	0.965517241379	True	True
Lrmda	mouse40	4	4	1	False	False
Lrmda	mouse41	16	16	1	False	True
Lrmda	mouse42	5	5	1	False	False
Lrmda	mouse44	18	17	0.944444444444	False	True
Lrmda	mouse45	31	31	1	True	True
Lrmda	mouse46	8	8	1	False	False
Lrmda	mouse47	6	6	1	False	False
Lrmda	mouse48	2	2	1	False	False
Lrmda	mouse49	9	7	0.777777777778	False	False
Lrmda	mouse5	5	4	0.8	False	False
Lrmda	mouse50	4	4	1	False	False
Lrmda	mouse51	4	4	1	False	False
Lrmda	mouse52	27	27	1	True	True
Lrmda	mouse53	12	12	1	False	True
Lrmda	mouse54	24	24	1	True	True
Lrmda	mouse55	33	33	1	True	True
Lrmda	mouse56	12	12	1	False	True
Lrmda	mouse57	11	11	1	False	True
Lrmda	mouse58	4	3	0.75	False	False
Lrmda	mouse59	8	8	1	False	False
Lrmda	mouse6	24	24	1	True	True
Lrmda	mouse60	41	41	1	True	True
Lrmda	mouse61	15	15	1	False	True
Lrmda	mouse62	52	52	1	True	True
Lrmda	mouse63	49	49	1	True	True
Lrmda	mouse64	6	6	1	False	False
Lrmda	mouse66	6	6	1	False	False
Lrmda	mouse67	58	57	0.98275862069	True	True
Lrmda	mouse68	61	61	1	True	True
Lrmda	mouse69	34	34	1	True	True
Lrmda	mouse7	20	20	1	True	True
Lrmda	mouse70	46	46	1	True	True
Lrmda	mouse71	14	14	1	False	True
Lrmda	mouse72	61	61	1	True	True
Lrmda	mouse73	32	32	1	True	True
Lrmda	mouse74	25	24	0.96	True	True
Lrmda	mouse75	19	19	1	False	True
Lrmda	mouse76	40	40	1	True	True
Lrmda	mouse8	22	22	1	True	True
Lrmda	mouse9	37	37	1	True	True
Lrp1	mouse1	11	11	1	False	True
Lrp1	mouse10	16	16	1	False	True
Lrp1	mouse11	53	53	1	True	True
Lrp1	mouse12	29	29	1	True	True
Lrp1	mouse13	31	31	1	True	True
Lrp1	mouse14	22	22	1	True	True
Lrp1	mouse15	38	38	1	True	True
Lrp1	mouse16	27	27	1	True	True
Lrp1	mouse17	20	20	1	True	True
Lrp1	mouse18	38	38	1	True	True
Lrp1	mouse19	29	29	1	True	True
Lrp1	mouse2	11	11	1	False	True
Lrp1	mouse20	34	33	0.970588235294	True	True
Lrp1	mouse21	31	31	1	True	True
Lrp1	mouse22	35	35	1	True	True
Lrp1	mouse23	49	49	1	True	True
Lrp1	mouse24	17	17	1	False	True
Lrp1	mouse25	24	24	1	True	True
Lrp1	mouse26	28	28	1	True	True
Lrp1	mouse27	1	1	1	False	False
Lrp1	mouse29	13	13	1	False	True
Lrp1	mouse3	19	19	1	False	True
Lrp1	mouse30	6	6	1	False	False
Lrp1	mouse31	20	20	1	True	True
Lrp1	mouse32	15	15	1	False	True
Lrp1	mouse33	9	9	1	False	False
Lrp1	mouse34	23	23	1	True	True
Lrp1	mouse35	28	28	1	True	True
Lrp1	mouse36	21	21	1	True	True
Lrp1	mouse37	25	24	0.96	True	True
Lrp1	mouse38	35	35	1	True	True
Lrp1	mouse39	12	12	1	False	True
Lrp1	mouse4	35	35	1	True	True
Lrp1	mouse40	7	5	0.714285714286	False	False
Lrp1	mouse41	14	14	1	False	True
Lrp1	mouse42	4	4	1	False	False
Lrp1	mouse44	26	26	1	True	True
Lrp1	mouse45	27	27	1	True	True
Lrp1	mouse46	12	12	1	False	True
Lrp1	mouse47	4	4	1	False	False
Lrp1	mouse48	6	6	1	False	False
Lrp1	mouse49	17	15	0.882352941176	False	True
Lrp1	mouse5	11	11	1	False	True
Lrp1	mouse50	9	9	1	False	False
Lrp1	mouse51	7	7	1	False	False
Lrp1	mouse52	33	32	0.969696969697	True	True
Lrp1	mouse53	14	14	1	False	True
Lrp1	mouse54	39	38	0.974358974359	True	True
Lrp1	mouse55	35	34	0.971428571429	True	True
Lrp1	mouse56	18	16	0.888888888889	False	True
Lrp1	mouse57	13	12	0.923076923077	False	True
Lrp1	mouse58	11	10	0.909090909091	False	True
Lrp1	mouse59	2	2	1	False	False
Lrp1	mouse6	35	35	1	True	True
Lrp1	mouse60	62	62	1	True	True
Lrp1	mouse61	19	17	0.894736842105	False	True
Lrp1	mouse62	65	65	1	True	True
Lrp1	mouse63	70	69	0.985714285714	True	True
Lrp1	mouse64	17	17	1	False	True
Lrp1	mouse66	22	22	1	True	True
Lrp1	mouse67	52	52	1	True	True
Lrp1	mouse68	66	66	1	True	True
Lrp1	mouse69	41	41	1	True	True
Lrp1	mouse7	35	35	1	True	True
Lrp1	mouse70	53	52	0.981132075472	True	True
Lrp1	mouse71	20	20	1	True	True
Lrp1	mouse72	68	68	1	True	True
Lrp1	mouse73	41	41	1	True	True
Lrp1	mouse74	48	48	1	True	True
Lrp1	mouse75	23	23	1	True	True
Lrp1	mouse76	55	55	1	True	True
Lrp1	mouse8	27	27	1	True	True
Lrp1	mouse9	48	48	1	True	True
Lrp2	mouse1	5	5	1	False	False
Lrp2	mouse10	16	15	0.9375	False	True
Lrp2	mouse11	44	44	1	True	True
Lrp2	mouse12	14	14	1	False	True
Lrp2	mouse13	21	21	1	True	True
Lrp2	mouse14	22	22	1	True	True
Lrp2	mouse15	28	28	1	True	True
Lrp2	mouse16	17	16	0.941176470588	False	True
Lrp2	mouse17	12	12	1	False	True
Lrp2	mouse18	32	32	1	True	True
Lrp2	mouse19	15	15	1	False	True
Lrp2	mouse2	5	5	1	False	False
Lrp2	mouse20	32	32	1	True	True
Lrp2	mouse21	27	27	1	True	True
Lrp2	mouse22	30	30	1	True	True
Lrp2	mouse23	45	44	0.977777777778	True	True
Lrp2	mouse24	15	15	1	False	True
Lrp2	mouse25	12	12	1	False	True
Lrp2	mouse26	20	20	1	True	True
Lrp2	mouse27	3	2	0.666666666667	False	False
Lrp2	mouse29	11	11	1	False	True
Lrp2	mouse3	10	10	1	False	True
Lrp2	mouse30	4	4	1	False	False
Lrp2	mouse31	6	6	1	False	False
Lrp2	mouse32	5	5	1	False	False
Lrp2	mouse33	8	8	1	False	False
Lrp2	mouse34	28	28	1	True	True
Lrp2	mouse35	16	16	1	False	True
Lrp2	mouse36	24	24	1	True	True
Lrp2	mouse37	17	17	1	False	True
Lrp2	mouse38	26	26	1	True	True
Lrp2	mouse39	10	10	1	False	True
Lrp2	mouse4	22	22	1	True	True
Lrp2	mouse40	6	6	1	False	False
Lrp2	mouse41	20	19	0.95	False	True
Lrp2	mouse42	10	9	0.9	False	False
Lrp2	mouse44	27	27	1	True	True
Lrp2	mouse45	30	30	1	True	True
Lrp2	mouse46	9	8	0.888888888889	False	False
Lrp2	mouse47	6	6	1	False	False
Lrp2	mouse48	4	2	0.5	False	False
Lrp2	mouse49	4	4	1	False	False
Lrp2	mouse5	9	7	0.777777777778	False	False
Lrp2	mouse50	3	3	1	False	False
Lrp2	mouse51	8	8	1	False	False
Lrp2	mouse52	30	30	1	True	True
Lrp2	mouse53	13	12	0.923076923077	False	True
Lrp2	mouse54	26	26	1	True	True
Lrp2	mouse55	22	22	1	True	True
Lrp2	mouse56	12	12	1	False	True
Lrp2	mouse57	15	15	1	False	True
Lrp2	mouse58	8	8	1	False	False
Lrp2	mouse59	6	6	1	False	False
Lrp2	mouse6	23	22	0.95652173913	True	True
Lrp2	mouse60	34	33	0.970588235294	True	True
Lrp2	mouse61	18	18	1	False	True
Lrp2	mouse62	46	46	1	True	True
Lrp2	mouse63	51	51	1	True	True
Lrp2	mouse64	7	7	1	False	False
Lrp2	mouse66	14	14	1	False	True
Lrp2	mouse67	38	37	0.973684210526	True	True
Lrp2	mouse68	49	49	1	True	True
Lrp2	mouse69	30	30	1	True	True
Lrp2	mouse7	19	19	1	False	True
Lrp2	mouse70	26	26	1	True	True
Lrp2	mouse71	11	11	1	False	True
Lrp2	mouse72	58	58	1	True	True
Lrp2	mouse73	34	34	1	True	True
Lrp2	mouse74	21	21	1	True	True
Lrp2	mouse75	21	21	1	True	True
Lrp2	mouse76	43	43	1	True	True
Lrp2	mouse8	15	15	1	False	True
Lrp2	mouse9	32	32	1	True	True
Lrp4	mouse1	11	11	1	False	True
Lrp4	mouse10	15	15	1	False	True
Lrp4	mouse11	43	42	0.976744186047	True	True
Lrp4	mouse12	21	21	1	True	True
Lrp4	mouse13	30	29	0.966666666667	True	True
Lrp4	mouse14	22	21	0.954545454545	True	True
Lrp4	mouse15	27	26	0.962962962963	True	True
Lrp4	mouse16	21	21	1	True	True
Lrp4	mouse17	17	17	1	False	True
Lrp4	mouse18	29	29	1	True	True
Lrp4	mouse19	25	25	1	True	True
Lrp4	mouse2	8	8	1	False	False
Lrp4	mouse20	35	35	1	True	True
Lrp4	mouse21	34	34	1	True	True
Lrp4	mouse22	16	16	1	False	True
Lrp4	mouse23	56	56	1	True	True
Lrp4	mouse24	18	18	1	False	True
Lrp4	mouse25	14	14	1	False	True
Lrp4	mouse26	20	20	1	True	True
Lrp4	mouse27	1	0	0	False	False
Lrp4	mouse29	13	13	1	False	True
Lrp4	mouse3	9	9	1	False	False
Lrp4	mouse30	7	6	0.857142857143	False	False
Lrp4	mouse31	16	16	1	False	True
Lrp4	mouse32	12	11	0.916666666667	False	True
Lrp4	mouse33	19	19	1	False	True
Lrp4	mouse34	30	30	1	True	True
Lrp4	mouse35	28	28	1	True	True
Lrp4	mouse36	13	13	1	False	True
Lrp4	mouse37	13	13	1	False	True
Lrp4	mouse38	29	29	1	True	True
Lrp4	mouse39	8	8	1	False	False
Lrp4	mouse4	34	34	1	True	True
Lrp4	mouse40	6	6	1	False	False
Lrp4	mouse41	18	18	1	False	True
Lrp4	mouse42	11	11	1	False	True
Lrp4	mouse43	1	0	0	False	False
Lrp4	mouse44	16	16	1	False	True
Lrp4	mouse45	36	36	1	True	True
Lrp4	mouse46	8	8	1	False	False
Lrp4	mouse47	5	4	0.8	False	False
Lrp4	mouse48	11	8	0.727272727273	False	False
Lrp4	mouse49	10	8	0.8	False	False
Lrp4	mouse5	8	8	1	False	False
Lrp4	mouse50	5	4	0.8	False	False
Lrp4	mouse51	6	6	1	False	False
Lrp4	mouse52	30	29	0.966666666667	True	True
Lrp4	mouse53	15	15	1	False	True
Lrp4	mouse54	32	31	0.96875	True	True
Lrp4	mouse55	22	21	0.954545454545	True	True
Lrp4	mouse56	14	14	1	False	True
Lrp4	mouse57	15	14	0.933333333333	False	True
Lrp4	mouse58	4	4	1	False	False
Lrp4	mouse59	8	8	1	False	False
Lrp4	mouse6	24	24	1	True	True
Lrp4	mouse60	36	36	1	True	True
Lrp4	mouse61	16	16	1	False	True
Lrp4	mouse62	46	46	1	True	True
Lrp4	mouse63	58	58	1	True	True
Lrp4	mouse64	10	10	1	False	True
Lrp4	mouse66	10	10	1	False	True
Lrp4	mouse67	43	43	1	True	True
Lrp4	mouse68	61	61	1	True	True
Lrp4	mouse69	34	34	1	True	True
Lrp4	mouse7	32	32	1	True	True
Lrp4	mouse70	39	39	1	True	True
Lrp4	mouse71	10	10	1	False	True
Lrp4	mouse72	73	73	1	True	True
Lrp4	mouse73	48	48	1	True	True
Lrp4	mouse74	31	31	1	True	True
Lrp4	mouse75	24	24	1	True	True
Lrp4	mouse76	50	50	1	True	True
Lrp4	mouse8	30	30	1	True	True
Lrp4	mouse9	43	43	1	True	True
Lrp5	mouse1	7	6	0.857142857143	False	False
Lrp5	mouse10	32	32	1	True	True
Lrp5	mouse11	72	72	1	True	True
Lrp5	mouse12	25	25	1	True	True
Lrp5	mouse13	41	41	1	True	True
Lrp5	mouse14	21	20	0.952380952381	True	True
Lrp5	mouse15	47	47	1	True	True
Lrp5	mouse16	24	24	1	True	True
Lrp5	mouse17	27	27	1	True	True
Lrp5	mouse18	53	53	1	True	True
Lrp5	mouse19	20	20	1	True	True
Lrp5	mouse2	13	13	1	False	True
Lrp5	mouse20	48	48	1	True	True
Lrp5	mouse21	29	29	1	True	True
Lrp5	mouse22	47	46	0.978723404255	True	True
Lrp5	mouse23	81	81	1	True	True
Lrp5	mouse24	18	18	1	False	True
Lrp5	mouse25	28	28	1	True	True
Lrp5	mouse26	33	32	0.969696969697	True	True
Lrp5	mouse29	20	20	1	True	True
Lrp5	mouse3	13	13	1	False	True
Lrp5	mouse30	9	9	1	False	False
Lrp5	mouse31	12	12	1	False	True
Lrp5	mouse32	4	4	1	False	False
Lrp5	mouse33	11	10	0.909090909091	False	True
Lrp5	mouse34	32	32	1	True	True
Lrp5	mouse35	33	33	1	True	True
Lrp5	mouse36	22	22	1	True	True
Lrp5	mouse37	16	16	1	False	True
Lrp5	mouse38	55	55	1	True	True
Lrp5	mouse39	8	8	1	False	False
Lrp5	mouse4	42	42	1	True	True
Lrp5	mouse40	9	8	0.888888888889	False	False
Lrp5	mouse41	19	19	1	False	True
Lrp5	mouse42	9	7	0.777777777778	False	False
Lrp5	mouse44	36	36	1	True	True
Lrp5	mouse45	45	44	0.977777777778	True	True
Lrp5	mouse46	10	9	0.9	False	False
Lrp5	mouse47	4	3	0.75	False	False
Lrp5	mouse48	11	11	1	False	True
Lrp5	mouse49	5	4	0.8	False	False
Lrp5	mouse5	6	6	1	False	False
Lrp5	mouse50	5	5	1	False	False
Lrp5	mouse51	7	7	1	False	False
Lrp5	mouse52	40	40	1	True	True
Lrp5	mouse53	5	5	1	False	False
Lrp5	mouse54	44	43	0.977272727273	True	True
Lrp5	mouse55	35	34	0.971428571429	True	True
Lrp5	mouse56	14	13	0.928571428571	False	True
Lrp5	mouse57	19	19	1	False	True
Lrp5	mouse58	10	10	1	False	True
Lrp5	mouse59	8	8	1	False	False
Lrp5	mouse6	33	33	1	True	True
Lrp5	mouse60	61	61	1	True	True
Lrp5	mouse61	11	11	1	False	True
Lrp5	mouse62	80	80	1	True	True
Lrp5	mouse63	71	71	1	True	True
Lrp5	mouse64	7	7	1	False	False
Lrp5	mouse66	19	18	0.947368421053	False	True
Lrp5	mouse67	65	65	1	True	True
Lrp5	mouse68	81	81	1	True	True
Lrp5	mouse69	44	44	1	True	True
Lrp5	mouse7	37	36	0.972972972973	True	True
Lrp5	mouse70	58	58	1	True	True
Lrp5	mouse71	18	18	1	False	True
Lrp5	mouse72	77	77	1	True	True
Lrp5	mouse73	63	63	1	True	True
Lrp5	mouse74	44	43	0.977272727273	True	True
Lrp5	mouse75	31	31	1	True	True
Lrp5	mouse76	67	67	1	True	True
Lrp5	mouse8	33	32	0.969696969697	True	True
Lrp5	mouse9	62	62	1	True	True
Lrp6	mouse1	6	6	1	False	False
Lrp6	mouse10	14	14	1	False	True
Lrp6	mouse11	16	16	1	False	True
Lrp6	mouse12	18	18	1	False	True
Lrp6	mouse13	24	24	1	True	True
Lrp6	mouse14	19	19	1	False	True
Lrp6	mouse15	14	14	1	False	True
Lrp6	mouse16	11	11	1	False	True
Lrp6	mouse17	15	15	1	False	True
Lrp6	mouse18	23	23	1	True	True
Lrp6	mouse19	27	27	1	True	True
Lrp6	mouse2	11	11	1	False	True
Lrp6	mouse20	24	24	1	True	True
Lrp6	mouse21	17	16	0.941176470588	False	True
Lrp6	mouse22	19	19	1	False	True
Lrp6	mouse23	34	34	1	True	True
Lrp6	mouse24	9	9	1	False	False
Lrp6	mouse25	14	14	1	False	True
Lrp6	mouse26	17	16	0.941176470588	False	True
Lrp6	mouse27	2	1	0.5	False	False
Lrp6	mouse29	6	6	1	False	False
Lrp6	mouse3	10	10	1	False	True
Lrp6	mouse30	3	2	0.666666666667	False	False
Lrp6	mouse31	15	15	1	False	True
Lrp6	mouse32	9	9	1	False	False
Lrp6	mouse33	15	15	1	False	True
Lrp6	mouse34	22	22	1	True	True
Lrp6	mouse35	18	18	1	False	True
Lrp6	mouse36	10	10	1	False	True
Lrp6	mouse37	9	9	1	False	False
Lrp6	mouse38	14	14	1	False	True
Lrp6	mouse39	7	7	1	False	False
Lrp6	mouse4	29	29	1	True	True
Lrp6	mouse40	3	3	1	False	False
Lrp6	mouse41	8	8	1	False	False
Lrp6	mouse42	8	8	1	False	False
Lrp6	mouse44	18	18	1	False	True
Lrp6	mouse45	16	16	1	False	True
Lrp6	mouse46	11	11	1	False	True
Lrp6	mouse47	6	6	1	False	False
Lrp6	mouse48	3	2	0.666666666667	False	False
Lrp6	mouse49	2	2	1	False	False
Lrp6	mouse5	9	9	1	False	False
Lrp6	mouse50	5	4	0.8	False	False
Lrp6	mouse51	9	7	0.777777777778	False	False
Lrp6	mouse52	24	22	0.916666666667	True	True
Lrp6	mouse53	12	12	1	False	True
Lrp6	mouse54	25	25	1	True	True
Lrp6	mouse55	28	28	1	True	True
Lrp6	mouse56	12	12	1	False	True
Lrp6	mouse57	11	11	1	False	True
Lrp6	mouse58	2	2	1	False	False
Lrp6	mouse59	9	9	1	False	False
Lrp6	mouse6	13	13	1	False	True
Lrp6	mouse60	37	37	1	True	True
Lrp6	mouse61	16	16	1	False	True
Lrp6	mouse62	37	37	1	True	True
Lrp6	mouse63	37	37	1	True	True
Lrp6	mouse64	2	2	1	False	False
Lrp6	mouse66	8	8	1	False	False
Lrp6	mouse67	27	27	1	True	True
Lrp6	mouse68	52	51	0.980769230769	True	True
Lrp6	mouse69	39	39	1	True	True
Lrp6	mouse7	18	18	1	False	True
Lrp6	mouse70	29	29	1	True	True
Lrp6	mouse71	10	10	1	False	True
Lrp6	mouse72	43	43	1	True	True
Lrp6	mouse73	32	32	1	True	True
Lrp6	mouse74	23	23	1	True	True
Lrp6	mouse75	21	21	1	True	True
Lrp6	mouse76	32	32	1	True	True
Lrp6	mouse8	19	19	1	False	True
Lrp6	mouse9	28	28	1	True	True
Lrp8	mouse1	3	3	1	False	False
Lrp8	mouse10	17	16	0.941176470588	False	True
Lrp8	mouse11	48	48	1	True	True
Lrp8	mouse12	13	13	1	False	True
Lrp8	mouse13	29	29	1	True	True
Lrp8	mouse14	22	22	1	True	True
Lrp8	mouse15	25	25	1	True	True
Lrp8	mouse16	24	24	1	True	True
Lrp8	mouse17	16	16	1	False	True
Lrp8	mouse18	33	33	1	True	True
Lrp8	mouse19	21	21	1	True	True
Lrp8	mouse2	10	10	1	False	True
Lrp8	mouse20	39	39	1	True	True
Lrp8	mouse21	27	26	0.962962962963	True	True
Lrp8	mouse22	40	40	1	True	True
Lrp8	mouse23	53	53	1	True	True
Lrp8	mouse24	17	16	0.941176470588	False	True
Lrp8	mouse25	24	22	0.916666666667	True	True
Lrp8	mouse26	18	18	1	False	True
Lrp8	mouse27	4	3	0.75	False	False
Lrp8	mouse29	9	9	1	False	False
Lrp8	mouse3	14	14	1	False	True
Lrp8	mouse30	5	4	0.8	False	False
Lrp8	mouse31	17	17	1	False	True
Lrp8	mouse32	11	11	1	False	True
Lrp8	mouse33	13	13	1	False	True
Lrp8	mouse34	27	27	1	True	True
Lrp8	mouse35	27	27	1	True	True
Lrp8	mouse36	24	24	1	True	True
Lrp8	mouse37	11	10	0.909090909091	False	True
Lrp8	mouse38	24	24	1	True	True
Lrp8	mouse39	10	10	1	False	True
Lrp8	mouse4	29	29	1	True	True
Lrp8	mouse40	5	5	1	False	False
Lrp8	mouse41	21	20	0.952380952381	True	True
Lrp8	mouse42	16	14	0.875	False	True
Lrp8	mouse44	29	29	1	True	True
Lrp8	mouse45	33	33	1	True	True
Lrp8	mouse46	6	6	1	False	False
Lrp8	mouse47	4	3	0.75	False	False
Lrp8	mouse48	9	9	1	False	False
Lrp8	mouse49	10	8	0.8	False	False
Lrp8	mouse5	8	8	1	False	False
Lrp8	mouse50	3	3	1	False	False
Lrp8	mouse51	10	10	1	False	True
Lrp8	mouse52	36	34	0.944444444444	True	True
Lrp8	mouse53	6	6	1	False	False
Lrp8	mouse54	31	30	0.967741935484	True	True
Lrp8	mouse55	37	36	0.972972972973	True	True
Lrp8	mouse56	16	16	1	False	True
Lrp8	mouse57	11	11	1	False	True
Lrp8	mouse58	15	15	1	False	True
Lrp8	mouse59	6	6	1	False	False
Lrp8	mouse6	23	23	1	True	True
Lrp8	mouse60	41	41	1	True	True
Lrp8	mouse61	19	19	1	False	True
Lrp8	mouse62	64	64	1	True	True
Lrp8	mouse63	52	51	0.980769230769	True	True
Lrp8	mouse64	10	10	1	False	True
Lrp8	mouse66	12	12	1	False	True
Lrp8	mouse67	45	45	1	True	True
Lrp8	mouse68	54	54	1	True	True
Lrp8	mouse69	43	42	0.976744186047	True	True
Lrp8	mouse7	36	35	0.972222222222	True	True
Lrp8	mouse70	45	45	1	True	True
Lrp8	mouse71	11	11	1	False	True
Lrp8	mouse72	57	57	1	True	True
Lrp8	mouse73	47	47	1	True	True
Lrp8	mouse74	31	31	1	True	True
Lrp8	mouse75	24	24	1	True	True
Lrp8	mouse76	51	51	1	True	True
Lrp8	mouse8	31	31	1	True	True
Lrp8	mouse9	36	36	1	True	True
Lrpap1	mouse1	11	11	1	False	True
Lrpap1	mouse10	19	19	1	False	True
Lrpap1	mouse11	39	39	1	True	True
Lrpap1	mouse12	28	28	1	True	True
Lrpap1	mouse13	24	24	1	True	True
Lrpap1	mouse14	20	18	0.9	False	True
Lrpap1	mouse15	33	33	1	True	True
Lrpap1	mouse16	15	15	1	False	True
Lrpap1	mouse17	17	17	1	False	True
Lrpap1	mouse18	36	36	1	True	True
Lrpap1	mouse19	21	21	1	True	True
Lrpap1	mouse2	4	4	1	False	False
Lrpap1	mouse20	20	20	1	True	True
Lrpap1	mouse21	42	41	0.97619047619	True	True
Lrpap1	mouse22	29	29	1	True	True
Lrpap1	mouse23	50	50	1	True	True
Lrpap1	mouse24	14	12	0.857142857143	False	True
Lrpap1	mouse25	20	20	1	True	True
Lrpap1	mouse26	26	26	1	True	True
Lrpap1	mouse27	4	1	0.25	False	False
Lrpap1	mouse29	20	20	1	True	True
Lrpap1	mouse3	9	9	1	False	False
Lrpap1	mouse30	7	7	1	False	False
Lrpap1	mouse31	18	18	1	False	True
Lrpap1	mouse32	9	9	1	False	False
Lrpap1	mouse33	24	24	1	True	True
Lrpap1	mouse34	34	33	0.970588235294	True	True
Lrpap1	mouse35	26	26	1	True	True
Lrpap1	mouse36	19	19	1	False	True
Lrpap1	mouse37	13	13	1	False	True
Lrpap1	mouse38	27	27	1	True	True
Lrpap1	mouse39	12	12	1	False	True
Lrpap1	mouse4	29	29	1	True	True
Lrpap1	mouse40	7	7	1	False	False
Lrpap1	mouse41	18	18	1	False	True
Lrpap1	mouse42	9	9	1	False	False
Lrpap1	mouse43	1	0	0	False	False
Lrpap1	mouse44	25	25	1	True	True
