gene_target	source	original_cells	retained_cells	retention	primary	min10
Gatad1	mouse61	13	13	1	False	True
Gatad1	mouse62	60	60	1	True	True
Gatad1	mouse63	46	46	1	True	True
Gatad1	mouse64	12	12	1	False	True
Gatad1	mouse66	10	10	1	False	True
Gatad1	mouse67	51	51	1	True	True
Gatad1	mouse68	73	73	1	True	True
Gatad1	mouse69	33	33	1	True	True
Gatad1	mouse7	32	31	0.96875	True	True
Gatad1	mouse70	44	44	1	True	True
Gatad1	mouse71	17	17	1	False	True
Gatad1	mouse72	60	60	1	True	True
Gatad1	mouse73	37	37	1	True	True
Gatad1	mouse74	36	36	1	True	True
Gatad1	mouse75	17	17	1	False	True
Gatad1	mouse76	52	52	1	True	True
Gatad1	mouse8	26	25	0.961538461538	True	True
Gatad1	mouse9	46	45	0.978260869565	True	True
Gatad2b	mouse1	7	7	1	False	False
Gatad2b	mouse10	19	19	1	False	True
Gatad2b	mouse11	38	38	1	True	True
Gatad2b	mouse12	24	24	1	True	True
Gatad2b	mouse13	35	35	1	True	True
Gatad2b	mouse14	23	23	1	True	True
Gatad2b	mouse15	21	21	1	True	True
Gatad2b	mouse16	20	20	1	True	True
Gatad2b	mouse17	12	12	1	False	True
Gatad2b	mouse18	34	34	1	True	True
Gatad2b	mouse19	24	23	0.958333333333	True	True
Gatad2b	mouse2	4	4	1	False	False
Gatad2b	mouse20	36	36	1	True	True
Gatad2b	mouse21	24	24	1	True	True
Gatad2b	mouse22	24	24	1	True	True
Gatad2b	mouse23	44	44	1	True	True
Gatad2b	mouse24	13	13	1	False	True
Gatad2b	mouse25	15	14	0.933333333333	False	True
Gatad2b	mouse26	16	16	1	False	True
Gatad2b	mouse27	1	1	1	False	False
Gatad2b	mouse29	14	13	0.928571428571	False	True
Gatad2b	mouse3	17	17	1	False	True
Gatad2b	mouse30	7	6	0.857142857143	False	False
Gatad2b	mouse31	15	15	1	False	True
Gatad2b	mouse32	15	15	1	False	True
Gatad2b	mouse33	16	16	1	False	True
Gatad2b	mouse34	41	41	1	True	True
Gatad2b	mouse35	24	23	0.958333333333	True	True
Gatad2b	mouse36	10	10	1	False	True
Gatad2b	mouse37	17	16	0.941176470588	False	True
Gatad2b	mouse38	35	35	1	True	True
Gatad2b	mouse39	6	6	1	False	False
Gatad2b	mouse4	28	28	1	True	True
Gatad2b	mouse40	9	9	1	False	False
Gatad2b	mouse41	16	16	1	False	True
Gatad2b	mouse42	11	11	1	False	True
Gatad2b	mouse44	30	29	0.966666666667	True	True
Gatad2b	mouse45	29	29	1	True	True
Gatad2b	mouse46	7	7	1	False	False
Gatad2b	mouse47	7	5	0.714285714286	False	False
Gatad2b	mouse48	6	6	1	False	False
Gatad2b	mouse49	6	5	0.833333333333	False	False
Gatad2b	mouse5	6	4	0.666666666667	False	False
Gatad2b	mouse50	7	7	1	False	False
Gatad2b	mouse51	5	4	0.8	False	False
Gatad2b	mouse52	36	36	1	True	True
Gatad2b	mouse53	11	9	0.818181818182	False	False
Gatad2b	mouse54	24	24	1	True	True
Gatad2b	mouse55	24	24	1	True	True
Gatad2b	mouse56	10	9	0.9	False	False
Gatad2b	mouse57	6	6	1	False	False
Gatad2b	mouse58	7	7	1	False	False
Gatad2b	mouse59	6	6	1	False	False
Gatad2b	mouse6	15	15	1	False	True
Gatad2b	mouse60	47	46	0.978723404255	True	True
Gatad2b	mouse61	15	15	1	False	True
Gatad2b	mouse62	47	47	1	True	True
Gatad2b	mouse63	56	56	1	True	True
Gatad2b	mouse64	10	9	0.9	False	False
Gatad2b	mouse66	14	13	0.928571428571	False	True
Gatad2b	mouse67	45	45	1	True	True
Gatad2b	mouse68	61	60	0.983606557377	True	True
Gatad2b	mouse69	32	32	1	True	True
Gatad2b	mouse7	22	21	0.954545454545	True	True
Gatad2b	mouse70	36	36	1	True	True
Gatad2b	mouse71	12	12	1	False	True
Gatad2b	mouse72	55	55	1	True	True
Gatad2b	mouse73	44	44	1	True	True
Gatad2b	mouse74	39	39	1	True	True
Gatad2b	mouse75	23	23	1	True	True
Gatad2b	mouse76	52	52	1	True	True
Gatad2b	mouse8	27	27	1	True	True
Gatad2b	mouse9	46	46	1	True	True
Gbf1	mouse1	3	3	1	False	False
Gbf1	mouse10	8	8	1	False	False
Gbf1	mouse11	19	19	1	False	True
Gbf1	mouse12	11	11	1	False	True
Gbf1	mouse13	12	12	1	False	True
Gbf1	mouse14	10	10	1	False	True
Gbf1	mouse15	11	11	1	False	True
Gbf1	mouse16	11	11	1	False	True
Gbf1	mouse17	8	8	1	False	False
Gbf1	mouse18	27	27	1	True	True
Gbf1	mouse19	8	8	1	False	False
Gbf1	mouse2	6	6	1	False	False
Gbf1	mouse20	16	16	1	False	True
Gbf1	mouse21	14	14	1	False	True
Gbf1	mouse22	7	7	1	False	False
Gbf1	mouse23	23	23	1	True	True
Gbf1	mouse24	7	7	1	False	False
Gbf1	mouse25	7	7	1	False	False
Gbf1	mouse26	18	18	1	False	True
Gbf1	mouse27	1	0	0	False	False
Gbf1	mouse29	4	4	1	False	False
Gbf1	mouse3	8	8	1	False	False
Gbf1	mouse30	2	2	1	False	False
Gbf1	mouse31	7	7	1	False	False
Gbf1	mouse32	4	4	1	False	False
Gbf1	mouse33	9	9	1	False	False
Gbf1	mouse34	13	13	1	False	True
Gbf1	mouse35	10	10	1	False	True
Gbf1	mouse36	11	11	1	False	True
Gbf1	mouse37	4	4	1	False	False
Gbf1	mouse38	9	9	1	False	False
Gbf1	mouse39	2	2	1	False	False
Gbf1	mouse4	13	13	1	False	True
Gbf1	mouse40	4	4	1	False	False
Gbf1	mouse41	7	7	1	False	False
Gbf1	mouse42	8	8	1	False	False
Gbf1	mouse44	3	3	1	False	False
Gbf1	mouse45	9	9	1	False	False
Gbf1	mouse46	4	3	0.75	False	False
Gbf1	mouse47	9	8	0.888888888889	False	False
Gbf1	mouse48	3	3	1	False	False
Gbf1	mouse49	1	1	1	False	False
Gbf1	mouse5	2	1	0.5	False	False
Gbf1	mouse50	5	5	1	False	False
Gbf1	mouse51	1	1	1	False	False
Gbf1	mouse52	19	19	1	False	True
Gbf1	mouse53	6	6	1	False	False
Gbf1	mouse54	15	14	0.933333333333	False	True
Gbf1	mouse55	12	12	1	False	True
Gbf1	mouse56	11	11	1	False	True
Gbf1	mouse57	3	3	1	False	False
Gbf1	mouse58	2	2	1	False	False
Gbf1	mouse59	4	4	1	False	False
Gbf1	mouse6	13	13	1	False	True
Gbf1	mouse60	15	15	1	False	True
Gbf1	mouse61	5	5	1	False	False
Gbf1	mouse62	20	20	1	True	True
Gbf1	mouse63	29	29	1	True	True
Gbf1	mouse64	4	3	0.75	False	False
Gbf1	mouse66	5	5	1	False	False
Gbf1	mouse67	10	10	1	False	True
Gbf1	mouse68	35	35	1	True	True
Gbf1	mouse69	16	16	1	False	True
Gbf1	mouse7	13	13	1	False	True
Gbf1	mouse70	28	28	1	True	True
Gbf1	mouse71	4	4	1	False	False
Gbf1	mouse72	25	25	1	True	True
Gbf1	mouse73	18	18	1	False	True
Gbf1	mouse74	10	10	1	False	True
Gbf1	mouse75	8	8	1	False	False
Gbf1	mouse76	27	27	1	True	True
Gbf1	mouse8	14	14	1	False	True
Gbf1	mouse9	17	17	1	False	True
Gcgr	mouse1	9	9	1	False	False
Gcgr	mouse10	22	22	1	True	True
Gcgr	mouse11	56	56	1	True	True
Gcgr	mouse12	26	26	1	True	True
Gcgr	mouse13	32	32	1	True	True
Gcgr	mouse14	21	21	1	True	True
Gcgr	mouse15	24	24	1	True	True
Gcgr	mouse16	23	22	0.95652173913	True	True
Gcgr	mouse17	14	14	1	False	True
Gcgr	mouse18	40	40	1	True	True
Gcgr	mouse19	25	25	1	True	True
Gcgr	mouse2	4	4	1	False	False
Gcgr	mouse20	47	47	1	True	True
Gcgr	mouse21	33	33	1	True	True
Gcgr	mouse22	43	43	1	True	True
Gcgr	mouse23	54	54	1	True	True
Gcgr	mouse24	15	15	1	False	True
Gcgr	mouse25	24	22	0.916666666667	True	True
Gcgr	mouse26	27	26	0.962962962963	True	True
Gcgr	mouse27	4	1	0.25	False	False
Gcgr	mouse29	18	18	1	False	True
Gcgr	mouse3	9	8	0.888888888889	False	False
Gcgr	mouse30	10	8	0.8	False	False
Gcgr	mouse31	18	18	1	False	True
Gcgr	mouse32	11	11	1	False	True
Gcgr	mouse33	29	29	1	True	True
Gcgr	mouse34	25	25	1	True	True
Gcgr	mouse35	28	28	1	True	True
Gcgr	mouse36	19	19	1	False	True
Gcgr	mouse37	21	20	0.952380952381	True	True
Gcgr	mouse38	32	32	1	True	True
Gcgr	mouse39	7	7	1	False	False
Gcgr	mouse4	29	29	1	True	True
Gcgr	mouse40	10	9	0.9	False	False
Gcgr	mouse41	17	17	1	False	True
Gcgr	mouse42	13	13	1	False	True
Gcgr	mouse44	28	28	1	True	True
Gcgr	mouse45	23	23	1	True	True
Gcgr	mouse46	4	4	1	False	False
Gcgr	mouse47	10	9	0.9	False	False
Gcgr	mouse48	8	8	1	False	False
Gcgr	mouse49	3	3	1	False	False
Gcgr	mouse5	4	4	1	False	False
Gcgr	mouse50	1	1	1	False	False
Gcgr	mouse51	5	5	1	False	False
Gcgr	mouse52	29	29	1	True	True
Gcgr	mouse53	5	5	1	False	False
Gcgr	mouse54	49	47	0.959183673469	True	True
Gcgr	mouse55	34	34	1	True	True
Gcgr	mouse56	15	14	0.933333333333	False	True
Gcgr	mouse57	17	17	1	False	True
Gcgr	mouse58	10	10	1	False	True
Gcgr	mouse59	13	12	0.923076923077	False	True
Gcgr	mouse6	17	17	1	False	True
Gcgr	mouse60	59	58	0.983050847458	True	True
Gcgr	mouse61	12	12	1	False	True
Gcgr	mouse62	70	70	1	True	True
Gcgr	mouse63	68	68	1	True	True
Gcgr	mouse64	13	13	1	False	True
Gcgr	mouse66	14	14	1	False	True
Gcgr	mouse67	54	54	1	True	True
Gcgr	mouse68	80	80	1	True	True
Gcgr	mouse69	39	39	1	True	True
Gcgr	mouse7	37	37	1	True	True
Gcgr	mouse70	50	49	0.98	True	True
Gcgr	mouse71	23	23	1	True	True
Gcgr	mouse72	62	62	1	True	True
Gcgr	mouse73	50	50	1	True	True
Gcgr	mouse74	35	35	1	True	True
Gcgr	mouse75	31	31	1	True	True
Gcgr	mouse76	61	61	1	True	True
Gcgr	mouse8	36	36	1	True	True
Gcgr	mouse9	51	51	1	True	True
Gclc	mouse1	5	5	1	False	False
Gclc	mouse10	16	16	1	False	True
Gclc	mouse11	32	32	1	True	True
Gclc	mouse12	15	15	1	False	True
Gclc	mouse13	23	23	1	True	True
Gclc	mouse14	11	11	1	False	True
Gclc	mouse15	14	14	1	False	True
Gclc	mouse16	12	12	1	False	True
Gclc	mouse17	9	8	0.888888888889	False	False
Gclc	mouse18	18	18	1	False	True
Gclc	mouse19	14	14	1	False	True
Gclc	mouse2	6	6	1	False	False
Gclc	mouse20	20	20	1	True	True
Gclc	mouse21	19	19	1	False	True
Gclc	mouse22	17	16	0.941176470588	False	True
Gclc	mouse23	26	26	1	True	True
Gclc	mouse24	9	9	1	False	False
Gclc	mouse25	5	5	1	False	False
Gclc	mouse26	18	18	1	False	True
Gclc	mouse27	1	0	0	False	False
Gclc	mouse29	16	16	1	False	True
Gclc	mouse3	10	10	1	False	True
Gclc	mouse30	5	5	1	False	False
Gclc	mouse31	15	15	1	False	True
Gclc	mouse32	8	8	1	False	False
Gclc	mouse33	7	7	1	False	False
Gclc	mouse34	19	19	1	False	True
Gclc	mouse35	16	16	1	False	True
Gclc	mouse36	12	12	1	False	True
Gclc	mouse37	13	13	1	False	True
Gclc	mouse38	14	14	1	False	True
Gclc	mouse39	6	6	1	False	False
Gclc	mouse4	16	16	1	False	True
Gclc	mouse40	1	1	1	False	False
Gclc	mouse41	10	9	0.9	False	False
Gclc	mouse42	7	7	1	False	False
Gclc	mouse43	1	0	0	False	False
Gclc	mouse44	17	17	1	False	True
Gclc	mouse45	24	23	0.958333333333	True	True
Gclc	mouse46	7	6	0.857142857143	False	False
Gclc	mouse47	4	4	1	False	False
Gclc	mouse48	3	1	0.333333333333	False	False
Gclc	mouse49	3	3	1	False	False
Gclc	mouse5	4	4	1	False	False
Gclc	mouse50	2	1	0.5	False	False
Gclc	mouse51	9	7	0.777777777778	False	False
Gclc	mouse52	20	20	1	True	True
Gclc	mouse53	7	7	1	False	False
Gclc	mouse54	16	16	1	False	True
Gclc	mouse55	28	26	0.928571428571	True	True
Gclc	mouse56	14	13	0.928571428571	False	True
Gclc	mouse57	9	9	1	False	False
Gclc	mouse58	7	7	1	False	False
Gclc	mouse59	8	8	1	False	False
Gclc	mouse6	11	11	1	False	True
Gclc	mouse60	30	28	0.933333333333	True	True
Gclc	mouse61	11	11	1	False	True
Gclc	mouse62	42	42	1	True	True
Gclc	mouse63	45	45	1	True	True
Gclc	mouse64	8	8	1	False	False
Gclc	mouse66	8	8	1	False	False
Gclc	mouse67	34	34	1	True	True
Gclc	mouse68	52	52	1	True	True
Gclc	mouse69	24	24	1	True	True
Gclc	mouse7	23	23	1	True	True
Gclc	mouse70	19	19	1	False	True
Gclc	mouse71	5	5	1	False	False
Gclc	mouse72	38	38	1	True	True
Gclc	mouse73	25	25	1	True	True
Gclc	mouse74	28	28	1	True	True
Gclc	mouse75	8	8	1	False	False
Gclc	mouse76	46	46	1	True	True
Gclc	mouse8	24	24	1	True	True
Gclc	mouse9	35	34	0.971428571429	True	True
Gclm	mouse1	5	3	0.6	False	False
Gclm	mouse10	15	15	1	False	True
Gclm	mouse11	32	32	1	True	True
Gclm	mouse12	23	22	0.95652173913	True	True
Gclm	mouse13	23	23	1	True	True
Gclm	mouse14	12	12	1	False	True
Gclm	mouse15	18	18	1	False	True
Gclm	mouse16	16	16	1	False	True
Gclm	mouse17	10	10	1	False	True
Gclm	mouse18	26	26	1	True	True
Gclm	mouse19	6	6	1	False	False
Gclm	mouse2	8	8	1	False	False
Gclm	mouse20	26	26	1	True	True
Gclm	mouse21	25	25	1	True	True
Gclm	mouse22	29	29	1	True	True
Gclm	mouse23	37	37	1	True	True
Gclm	mouse24	10	10	1	False	True
Gclm	mouse25	14	14	1	False	True
Gclm	mouse26	12	12	1	False	True
Gclm	mouse27	3	2	0.666666666667	False	False
Gclm	mouse29	7	7	1	False	False
Gclm	mouse3	12	12	1	False	True
Gclm	mouse30	7	5	0.714285714286	False	False
Gclm	mouse31	8	8	1	False	False
Gclm	mouse32	5	5	1	False	False
Gclm	mouse33	8	8	1	False	False
Gclm	mouse34	18	18	1	False	True
Gclm	mouse35	21	20	0.952380952381	True	True
Gclm	mouse36	11	11	1	False	True
Gclm	mouse37	11	11	1	False	True
Gclm	mouse38	19	19	1	False	True
Gclm	mouse39	4	4	1	False	False
Gclm	mouse4	20	20	1	True	True
Gclm	mouse40	8	8	1	False	False
Gclm	mouse41	15	15	1	False	True
Gclm	mouse42	11	11	1	False	True
Gclm	mouse44	16	16	1	False	True
Gclm	mouse45	21	21	1	True	True
Gclm	mouse46	4	4	1	False	False
Gclm	mouse47	6	4	0.666666666667	False	False
Gclm	mouse48	5	5	1	False	False
Gclm	mouse49	4	4	1	False	False
Gclm	mouse5	2	2	1	False	False
Gclm	mouse50	3	3	1	False	False
Gclm	mouse51	2	2	1	False	False
Gclm	mouse52	27	27	1	True	True
Gclm	mouse53	3	3	1	False	False
Gclm	mouse54	12	12	1	False	True
Gclm	mouse55	24	24	1	True	True
Gclm	mouse56	14	14	1	False	True
Gclm	mouse57	11	11	1	False	True
Gclm	mouse58	8	8	1	False	False
Gclm	mouse59	6	6	1	False	False
Gclm	mouse6	16	16	1	False	True
Gclm	mouse60	29	29	1	True	True
Gclm	mouse61	9	9	1	False	False
Gclm	mouse62	37	37	1	True	True
Gclm	mouse63	45	44	0.977777777778	True	True
Gclm	mouse64	13	13	1	False	True
Gclm	mouse66	9	9	1	False	False
Gclm	mouse67	36	36	1	True	True
Gclm	mouse68	34	34	1	True	True
Gclm	mouse69	18	18	1	False	True
Gclm	mouse7	18	18	1	False	True
Gclm	mouse70	19	19	1	False	True
Gclm	mouse71	7	7	1	False	False
Gclm	mouse72	45	45	1	True	True
Gclm	mouse73	36	36	1	True	True
Gclm	mouse74	24	24	1	True	True
Gclm	mouse75	15	15	1	False	True
Gclm	mouse76	27	27	1	True	True
Gclm	mouse8	13	13	1	False	True
Gclm	mouse9	29	29	1	True	True
Gdap1	mouse1	3	2	0.666666666667	False	False
Gdap1	mouse10	15	15	1	False	True
Gdap1	mouse11	26	25	0.961538461538	True	True
Gdap1	mouse12	14	13	0.928571428571	False	True
Gdap1	mouse13	22	22	1	True	True
Gdap1	mouse14	15	15	1	False	True
Gdap1	mouse15	13	13	1	False	True
Gdap1	mouse16	13	13	1	False	True
Gdap1	mouse17	15	14	0.933333333333	False	True
Gdap1	mouse18	23	23	1	True	True
Gdap1	mouse19	18	18	1	False	True
Gdap1	mouse2	8	8	1	False	False
Gdap1	mouse20	29	29	1	True	True
Gdap1	mouse21	20	20	1	True	True
Gdap1	mouse22	19	19	1	False	True
Gdap1	mouse23	34	34	1	True	True
Gdap1	mouse24	12	12	1	False	True
Gdap1	mouse25	16	16	1	False	True
Gdap1	mouse26	13	13	1	False	True
Gdap1	mouse27	3	2	0.666666666667	False	False
Gdap1	mouse29	5	5	1	False	False
Gdap1	mouse3	14	14	1	False	True
Gdap1	mouse30	6	5	0.833333333333	False	False
Gdap1	mouse31	13	13	1	False	True
Gdap1	mouse32	12	11	0.916666666667	False	True
Gdap1	mouse33	23	23	1	True	True
Gdap1	mouse34	25	25	1	True	True
Gdap1	mouse35	20	20	1	True	True
Gdap1	mouse36	13	13	1	False	True
Gdap1	mouse37	13	13	1	False	True
Gdap1	mouse38	33	33	1	True	True
Gdap1	mouse39	5	5	1	False	False
Gdap1	mouse4	21	21	1	True	True
Gdap1	mouse40	10	10	1	False	True
Gdap1	mouse41	21	19	0.904761904762	False	True
Gdap1	mouse42	7	6	0.857142857143	False	False
Gdap1	mouse44	10	10	1	False	True
Gdap1	mouse45	24	24	1	True	True
Gdap1	mouse46	11	11	1	False	True
Gdap1	mouse47	4	2	0.5	False	False
Gdap1	mouse48	11	11	1	False	True
Gdap1	mouse49	8	5	0.625	False	False
Gdap1	mouse5	4	4	1	False	False
Gdap1	mouse50	3	3	1	False	False
Gdap1	mouse51	7	7	1	False	False
Gdap1	mouse52	29	27	0.931034482759	True	True
Gdap1	mouse53	9	9	1	False	False
Gdap1	mouse54	22	22	1	True	True
Gdap1	mouse55	35	35	1	True	True
Gdap1	mouse56	8	8	1	False	False
Gdap1	mouse57	9	9	1	False	False
Gdap1	mouse58	9	9	1	False	False
Gdap1	mouse59	6	6	1	False	False
Gdap1	mouse6	24	24	1	True	True
Gdap1	mouse60	41	38	0.926829268293	True	True
Gdap1	mouse61	9	9	1	False	False
Gdap1	mouse62	50	50	1	True	True
Gdap1	mouse63	50	50	1	True	True
Gdap1	mouse64	6	5	0.833333333333	False	False
Gdap1	mouse66	12	12	1	False	True
Gdap1	mouse67	40	40	1	True	True
Gdap1	mouse68	45	45	1	True	True
Gdap1	mouse69	25	25	1	True	True
Gdap1	mouse7	22	22	1	True	True
Gdap1	mouse70	37	36	0.972972972973	True	True
Gdap1	mouse71	17	17	1	False	True
Gdap1	mouse72	38	38	1	True	True
Gdap1	mouse73	42	40	0.952380952381	True	True
Gdap1	mouse74	32	32	1	True	True
Gdap1	mouse75	15	15	1	False	True
Gdap1	mouse76	43	43	1	True	True
Gdap1	mouse8	19	18	0.947368421053	False	True
Gdap1	mouse9	31	31	1	True	True
Gdi1	mouse1	5	5	1	False	False
Gdi1	mouse10	16	16	1	False	True
Gdi1	mouse11	40	40	1	True	True
Gdi1	mouse12	20	20	1	True	True
Gdi1	mouse13	20	20	1	True	True
Gdi1	mouse14	11	11	1	False	True
Gdi1	mouse15	24	24	1	True	True
Gdi1	mouse16	9	9	1	False	False
Gdi1	mouse17	9	9	1	False	False
Gdi1	mouse18	27	27	1	True	True
Gdi1	mouse19	19	19	1	False	True
Gdi1	mouse2	6	6	1	False	False
Gdi1	mouse20	28	28	1	True	True
Gdi1	mouse21	19	19	1	False	True
Gdi1	mouse22	20	18	0.9	False	True
Gdi1	mouse23	38	38	1	True	True
Gdi1	mouse24	16	16	1	False	True
Gdi1	mouse25	10	10	1	False	True
Gdi1	mouse26	18	18	1	False	True
Gdi1	mouse27	2	1	0.5	False	False
Gdi1	mouse29	12	12	1	False	True
Gdi1	mouse3	9	8	0.888888888889	False	False
Gdi1	mouse30	6	6	1	False	False
Gdi1	mouse31	10	10	1	False	True
Gdi1	mouse32	9	9	1	False	False
Gdi1	mouse33	12	12	1	False	True
Gdi1	mouse34	22	22	1	True	True
Gdi1	mouse35	19	19	1	False	True
Gdi1	mouse36	15	14	0.933333333333	False	True
Gdi1	mouse37	12	12	1	False	True
Gdi1	mouse38	18	17	0.944444444444	False	True
Gdi1	mouse39	4	4	1	False	False
Gdi1	mouse4	19	19	1	False	True
Gdi1	mouse40	14	14	1	False	True
Gdi1	mouse41	14	14	1	False	True
Gdi1	mouse42	9	9	1	False	False
Gdi1	mouse44	21	20	0.952380952381	True	True
Gdi1	mouse45	22	22	1	True	True
Gdi1	mouse46	11	11	1	False	True
Gdi1	mouse47	4	2	0.5	False	False
Gdi1	mouse48	2	2	1	False	False
Gdi1	mouse49	4	4	1	False	False
Gdi1	mouse5	6	5	0.833333333333	False	False
Gdi1	mouse50	2	1	0.5	False	False
Gdi1	mouse51	3	3	1	False	False
Gdi1	mouse52	34	34	1	True	True
Gdi1	mouse53	7	7	1	False	False
Gdi1	mouse54	19	19	1	False	True
Gdi1	mouse55	24	24	1	True	True
Gdi1	mouse56	4	4	1	False	False
Gdi1	mouse57	11	11	1	False	True
Gdi1	mouse58	6	6	1	False	False
Gdi1	mouse59	12	12	1	False	True
Gdi1	mouse6	12	12	1	False	True
Gdi1	mouse60	26	25	0.961538461538	True	True
Gdi1	mouse61	12	12	1	False	True
Gdi1	mouse62	40	40	1	True	True
Gdi1	mouse63	46	46	1	True	True
Gdi1	mouse64	10	10	1	False	True
Gdi1	mouse66	8	8	1	False	False
Gdi1	mouse67	25	25	1	True	True
Gdi1	mouse68	40	40	1	True	True
Gdi1	mouse69	27	27	1	True	True
Gdi1	mouse7	21	21	1	True	True
Gdi1	mouse70	32	32	1	True	True
Gdi1	mouse71	12	12	1	False	True
Gdi1	mouse72	33	33	1	True	True
Gdi1	mouse73	27	27	1	True	True
Gdi1	mouse74	22	22	1	True	True
Gdi1	mouse75	20	20	1	True	True
Gdi1	mouse76	52	52	1	True	True
Gdi1	mouse8	18	18	1	False	True
Gdi1	mouse9	19	19	1	False	True
Gfap	mouse1	6	5	0.833333333333	False	False
Gfap	mouse10	8	8	1	False	False
Gfap	mouse11	38	38	1	True	True
Gfap	mouse12	20	20	1	True	True
Gfap	mouse13	15	15	1	False	True
Gfap	mouse14	17	17	1	False	True
Gfap	mouse15	21	21	1	True	True
Gfap	mouse16	17	17	1	False	True
Gfap	mouse17	15	15	1	False	True
Gfap	mouse18	22	22	1	True	True
Gfap	mouse19	18	18	1	False	True
Gfap	mouse2	8	8	1	False	False
Gfap	mouse20	21	21	1	True	True
Gfap	mouse21	23	23	1	True	True
Gfap	mouse22	17	16	0.941176470588	False	True
Gfap	mouse23	31	31	1	True	True
Gfap	mouse24	11	10	0.909090909091	False	True
Gfap	mouse25	12	12	1	False	True
Gfap	mouse26	18	18	1	False	True
Gfap	mouse27	2	1	0.5	False	False
Gfap	mouse29	13	13	1	False	True
Gfap	mouse3	5	5	1	False	False
Gfap	mouse30	5	4	0.8	False	False
Gfap	mouse31	17	17	1	False	True
Gfap	mouse32	7	6	0.857142857143	False	False
Gfap	mouse33	10	10	1	False	True
Gfap	mouse34	17	17	1	False	True
Gfap	mouse35	20	20	1	True	True
Gfap	mouse36	16	16	1	False	True
Gfap	mouse37	13	13	1	False	True
Gfap	mouse38	24	24	1	True	True
Gfap	mouse39	6	6	1	False	False
Gfap	mouse4	19	19	1	False	True
Gfap	mouse40	10	10	1	False	True
Gfap	mouse41	18	18	1	False	True
Gfap	mouse42	10	10	1	False	True
Gfap	mouse44	15	15	1	False	True
Gfap	mouse45	21	21	1	True	True
Gfap	mouse46	6	5	0.833333333333	False	False
Gfap	mouse47	4	4	1	False	False
Gfap	mouse48	3	3	1	False	False
Gfap	mouse49	7	6	0.857142857143	False	False
Gfap	mouse5	4	4	1	False	False
Gfap	mouse50	5	4	0.8	False	False
Gfap	mouse51	4	4	1	False	False
Gfap	mouse52	26	25	0.961538461538	True	True
Gfap	mouse53	14	13	0.928571428571	False	True
Gfap	mouse54	25	25	1	True	True
Gfap	mouse55	18	18	1	False	True
Gfap	mouse56	11	11	1	False	True
Gfap	mouse57	10	10	1	False	True
Gfap	mouse58	8	8	1	False	False
Gfap	mouse59	6	6	1	False	False
Gfap	mouse6	9	9	1	False	False
Gfap	mouse60	31	31	1	True	True
Gfap	mouse61	11	11	1	False	True
Gfap	mouse62	45	45	1	True	True
Gfap	mouse63	39	39	1	True	True
Gfap	mouse64	7	7	1	False	False
Gfap	mouse66	4	3	0.75	False	False
Gfap	mouse67	37	37	1	True	True
Gfap	mouse68	46	46	1	True	True
Gfap	mouse69	21	21	1	True	True
Gfap	mouse7	24	24	1	True	True
Gfap	mouse70	33	32	0.969696969697	True	True
Gfap	mouse71	12	12	1	False	True
Gfap	mouse72	41	41	1	True	True
Gfap	mouse73	28	28	1	True	True
Gfap	mouse74	15	15	1	False	True
Gfap	mouse75	16	16	1	False	True
Gfap	mouse76	34	34	1	True	True
Gfap	mouse8	33	32	0.969696969697	True	True
Gfap	mouse9	23	22	0.95652173913	True	True
Gfi1	mouse1	13	11	0.846153846154	False	True
Gfi1	mouse10	37	37	1	True	True
Gfi1	mouse11	86	86	1	True	True
Gfi1	mouse12	39	39	1	True	True
Gfi1	mouse13	55	54	0.981818181818	True	True
Gfi1	mouse14	31	30	0.967741935484	True	True
Gfi1	mouse15	53	53	1	True	True
Gfi1	mouse16	42	42	1	True	True
Gfi1	mouse17	27	27	1	True	True
Gfi1	mouse18	78	77	0.987179487179	True	True
Gfi1	mouse19	43	43	1	True	True
Gfi1	mouse2	19	19	1	False	True
Gfi1	mouse20	68	68	1	True	True
Gfi1	mouse21	43	42	0.976744186047	True	True
Gfi1	mouse22	71	71	1	True	True
Gfi1	mouse23	75	74	0.986666666667	True	True
Gfi1	mouse24	26	23	0.884615384615	True	True
Gfi1	mouse25	28	27	0.964285714286	True	True
Gfi1	mouse26	41	40	0.975609756098	True	True
Gfi1	mouse27	5	3	0.6	False	False
Gfi1	mouse29	24	24	1	True	True
Gfi1	mouse3	23	23	1	True	True
Gfi1	mouse30	7	6	0.857142857143	False	False
Gfi1	mouse31	33	33	1	True	True
Gfi1	mouse32	14	14	1	False	True
Gfi1	mouse33	18	18	1	False	True
Gfi1	mouse34	54	54	1	True	True
Gfi1	mouse35	29	28	0.965517241379	True	True
Gfi1	mouse36	32	31	0.96875	True	True
Gfi1	mouse37	22	22	1	True	True
Gfi1	mouse38	56	56	1	True	True
Gfi1	mouse39	12	12	1	False	True
Gfi1	mouse4	56	56	1	True	True
Gfi1	mouse40	16	15	0.9375	False	True
Gfi1	mouse41	23	23	1	True	True
Gfi1	mouse42	21	21	1	True	True
Gfi1	mouse44	45	45	1	True	True
Gfi1	mouse45	43	43	1	True	True
Gfi1	mouse46	17	17	1	False	True
Gfi1	mouse47	6	6	1	False	False
Gfi1	mouse48	9	8	0.888888888889	False	False
Gfi1	mouse49	9	8	0.888888888889	False	False
Gfi1	mouse5	8	8	1	False	False
Gfi1	mouse50	8	5	0.625	False	False
Gfi1	mouse51	11	11	1	False	True
