pseudo	source	weighted	cells	original	retention	effect
49	mouse74	-0.774362809956	33	33	1	-0.0234655396956
49	mouse75	0.368542045017	31	31	1	0.0118884530651
49	mouse76	-0.0145791357901	69	70	0.985714285714	-0.000211291823044
49	mouse8	0.659339239133	30	30	1	0.0219779746378
49	mouse9	0.440340118141	37	37	1	0.0119010842741
50	mouse10	0.366834373108	22	22	1	0.0166742896867
50	mouse11	-0.551539277557	60	60	1	-0.00919232129262
50	mouse12	0.259434883657	20	20	1	0.0129717441828
50	mouse13	0.299828744398	39	41	0.951219512195	0.00768791652303
50	mouse14	-0.691466055237	23	23	1	-0.0300637415321
50	mouse15	0.533318150634	36	36	1	0.0148143930732
50	mouse16	-0.112813311301	29	30	0.966666666667	-0.00389011418279
50	mouse17	0.32484673414	22	22	1	0.0147657606427
50	mouse18	-0.646603481657	56	56	1	-0.0115464907439
50	mouse19	0.0804592696775	33	33	1	0.0024381596872
50	mouse20	-0.231846493699	59	60	0.983333333333	-0.00392960158811
50	mouse21	-1.04358192624	38	38	1	-0.0274626822694
50	mouse22	-0.109928914861	29	29	1	-0.0037906522366
50	mouse23	0.815872660936	51	52	0.980769230769	0.0159975031556
50	mouse25	-0.490847688879	22	22	1	-0.0223112585854
50	mouse26	0.194035235268	26	28	0.928571428571	0.00746289366415
50	mouse34	-0.634374613434	46	46	1	-0.013790752466
50	mouse35	0.743172882408	37	37	1	0.0200857535786
50	mouse36	-0.391617961482	24	24	1	-0.0163174150618
50	mouse38	-0.0700144361372	41	41	1	-0.00170766917408
50	mouse4	-0.494285963401	33	33	1	-0.0149783625273
50	mouse41	0.602146683487	30	30	1	0.0200715561162
50	mouse44	0.156026783162	26	26	1	0.00600103012162
50	mouse45	-0.114477121354	34	35	0.971428571429	-0.00336697415747
50	mouse52	0.063267269017	55	56	0.982142857143	0.00115031398213
50	mouse54	0.539546396811	31	32	0.96875	0.0174047224778
50	mouse55	-0.714623521389	43	43	1	-0.0166191516602
50	mouse56	-0.222879399188	20	20	1	-0.0111439699594
50	mouse6	0.0202314862713	31	31	1	0.000652628589397
50	mouse60	-1.17515635471	66	66	1	-0.0178053993137
50	mouse61	-0.270911976396	25	25	1	-0.0108364790559
50	mouse62	-0.606137776193	78	78	1	-0.00777099713068
50	mouse63	0.206135809131	88	88	1	0.00234245237649
50	mouse67	-0.333369061071	56	56	1	-0.0059530189477
50	mouse68	-0.189368091764	79	80	0.9875	-0.00239706445271
50	mouse69	0.916600212039	37	37	1	0.0247729787038
50	mouse7	0.223475902987	38	39	0.974358974359	0.00588094481544
50	mouse70	0.571724352061	48	49	0.979591836735	0.0119109240013
50	mouse71	-0.205807329441	22	22	1	-0.00935487861097
50	mouse72	1.48648449874	83	83	1	0.0179094517921
50	mouse73	1.1471898514	69	69	1	0.0166259398754
50	mouse74	0.0447269298286	42	43	0.976744186047	0.00106492690068
50	mouse75	0.296577745338	23	23	1	0.0128946845799
50	mouse76	-0.701131847257	72	72	1	-0.00973794232301
50	mouse8	1.02609163729	54	54	1	0.0190016969869
50	mouse9	-0.430128344593	54	54	1	-0.00796533971469
51	mouse10	0.152210819597	23	23	1	0.00661786172161
51	mouse11	-1.10651647404	61	63	0.968253968254	-0.0181396143285
51	mouse12	-0.0826250274133	38	38	1	-0.00217434282667
51	mouse13	0.507512206501	45	45	1	0.0112780490334
51	mouse14	0.20600844448	30	32	0.9375	0.00686694814934
51	mouse15	-0.598041587307	40	40	1	-0.0149510396827
51	mouse16	-0.240230345766	30	30	1	-0.00800767819221
51	mouse18	-0.909632048864	49	49	1	-0.0185639193646
51	mouse19	-0.278536952687	30	30	1	-0.00928456508955
51	mouse20	-0.509272858522	46	46	1	-0.0110711490983
51	mouse21	0.416925185913	45	45	1	0.0092650041314
51	mouse22	-0.346952318114	29	30	0.966666666667	-0.0119638730384
51	mouse23	-0.518337238356	66	66	1	-0.00785359452055
51	mouse25	-0.481692325736	26	26	1	-0.0185266279129
51	mouse26	0.14513247239	28	28	1	0.00518330258536
51	mouse33	0.71496314287	23	23	1	0.0310853540378
51	mouse34	-0.656266037291	46	46	1	-0.0142666529846
51	mouse35	0.660415039544	37	37	1	0.0178490551228
51	mouse37	-0.186195962595	20	20	1	-0.00930979812974
51	mouse38	0.963204618352	42	42	1	0.0229334432941
51	mouse4	0.487402705702	46	46	1	0.0105957109935
51	mouse41	0.376590375806	35	35	1	0.010759725023
51	mouse44	0.311916832842	33	33	1	0.00945202523763
51	mouse45	-0.25563526652	41	41	1	-0.00623500650049
51	mouse52	0.624047596949	43	43	1	0.0145127348128
51	mouse54	0.307641133488	39	39	1	0.007888234192
51	mouse55	-0.291171032873	42	43	0.976744186047	-0.00693264363983
51	mouse59	-0.349139084626	21	21	1	-0.0166256706965
51	mouse6	-0.716870706979	36	37	0.972972972973	-0.0199130751939
51	mouse60	-0.269849500074	67	67	1	-0.00402760447872
51	mouse61	0.380585036586	27	27	1	0.0140957420958
51	mouse62	0.0920178516713	81	81	1	0.00113602286014
51	mouse63	-0.361254118093	74	74	1	-0.00488181240666
51	mouse64	0.0183473202971	24	25	0.96	0.000764471679047
51	mouse66	-0.0456343811621	20	20	1	-0.0022817190581
51	mouse67	0.342815826003	65	65	1	0.00527408963082
51	mouse68	-0.287494273819	82	82	1	-0.0035060277295
51	mouse69	-0.12599279085	43	43	1	-0.00293006490349
51	mouse7	-0.197437803165	45	45	1	-0.00438750673701
51	mouse70	-0.00654413114932	70	70	1	-9.34875878475e-05
51	mouse72	0.336245490764	73	73	1	0.00460610261321
51	mouse73	0.355336079206	54	55	0.981818181818	0.00658029776307
51	mouse74	0.102357922073	51	52	0.980769230769	0.00200701807986
51	mouse75	0.156991495213	26	26	1	0.00603813443128
51	mouse76	0.26186323085	82	82	1	0.00319345403476
51	mouse8	-0.0711736967428	32	32	1	-0.00222417802321
51	mouse9	0.523058444804	62	63	0.984126984127	0.00843642652909
52	mouse10	1.06029064743	20	20	1	0.0530145323715
52	mouse11	0.348234153622	61	62	0.983870967742	0.00570875661676
52	mouse12	0.0484982926242	33	33	1	0.00146964523104
52	mouse13	0.724356295956	49	49	1	0.0147827815501
52	mouse14	-0.379694982996	23	23	1	-0.0165084775216
52	mouse15	-0.332489229649	50	50	1	-0.00664978459297
52	mouse16	-0.846471242545	32	32	1	-0.0264522263295
52	mouse17	-0.179824233549	31	32	0.96875	-0.00580078172738
52	mouse18	-1.04557271769	48	48	1	-0.0217827649519
52	mouse19	0.619657212374	33	33	1	0.0187774912841
52	mouse20	0.12945772458	51	51	1	0.00253838675646
52	mouse21	0.21950682629	42	42	1	0.00522635300691
52	mouse22	-0.402504995861	43	44	0.977272727273	-0.0093605812991
52	mouse23	-0.00144280374675	64	64	1	-2.25438085429e-05
52	mouse25	-0.155978513657	32	32	1	-0.00487432855179
52	mouse26	0.222385325279	40	40	1	0.00555963313199
52	mouse31	0.0564899238202	23	23	1	0.00245608364436
52	mouse33	-0.292146146837	22	23	0.95652173913	-0.0132793703108
52	mouse34	-0.263788767155	33	33	1	-0.00799359900471
52	mouse35	-0.466130318101	40	40	1	-0.0116532579525
52	mouse37	0.0268612877082	27	27	1	0.000994862507712
52	mouse38	0.255346105656	52	52	1	0.00491050203185
52	mouse4	0.0811911513322	27	27	1	0.00300707967897
52	mouse44	-0.527823237202	33	33	1	-0.0159946435516
52	mouse45	0.197812808732	40	40	1	0.0049453202183
52	mouse52	1.22281066884	48	49	0.979591836735	0.0254752222675
52	mouse54	-0.280052600819	40	40	1	-0.00700131502048
52	mouse55	-0.174481242848	38	38	1	-0.00459161165389
52	mouse56	-0.0819428272875	22	22	1	-0.00372467396762
52	mouse57	-0.0941828833459	21	21	1	-0.00448489920695
52	mouse6	0.458690875665	41	41	1	0.0111875823333
52	mouse60	0.0593674108947	60	61	0.983606557377	0.000989456848245
52	mouse61	0.491583045486	23	23	1	0.0213731758907
52	mouse62	0.423942665339	65	65	1	0.00652219485138
52	mouse63	0.395347038997	80	80	1	0.00494183798746
52	mouse67	0.325214515892	56	56	1	0.00580740206951
52	mouse68	0.107335339144	82	82	1	0.00130896755053
52	mouse69	-0.95943917891	51	51	1	-0.0188125329198
52	mouse7	0.074260602107	39	39	1	0.00190411800274
52	mouse70	0.106865955491	59	59	1	0.00181128738121
52	mouse71	0.0375316017933	22	22	1	0.0017059818997
52	mouse72	-0.514327675838	89	89	1	-0.00577896264986
52	mouse73	0.257070751042	58	58	1	0.0044322543283
52	mouse74	0.0730551979047	39	39	1	0.00187321020268
52	mouse75	-0.261877982716	41	41	1	-0.00638726787112
52	mouse76	-0.0255534084501	72	72	1	-0.000354908450696
52	mouse8	0.713616933855	34	34	1	0.0209887333487
52	mouse9	0.367097256236	51	51	1	0.0071979854164
53	mouse10	0.0513921754851	29	30	0.966666666667	0.00177214398224
53	mouse11	-0.609037993734	46	46	1	-0.0132399563855
53	mouse12	-0.106803716157	24	24	1	-0.00445015483986
53	mouse13	0.359831976552	43	43	1	0.00836818550121
53	mouse14	0.114529798143	33	36	0.916666666667	0.00347059994372
53	mouse15	0.219428973434	31	31	1	0.00707835398174
53	mouse16	0.145861084944	24	25	0.96	0.00607754520599
53	mouse18	0.101383830137	59	59	1	0.00171837000231
53	mouse19	-0.331509010376	34	34	1	-0.00975026501107
53	mouse20	-0.710359063158	46	46	1	-0.0154425883295
53	mouse21	0.169266701174	35	35	1	0.00483619146212
53	mouse22	0.431362975075	24	24	1	0.0179734572948
53	mouse23	0.868418993991	64	64	1	0.0135690467811
53	mouse25	0.321994102904	27	28	0.964285714286	0.011925707515
53	mouse26	-0.520747886754	20	20	1	-0.0260373943377
53	mouse31	0.123417068265	23	23	1	0.00536595948977
53	mouse34	0.00169400821217	30	30	1	5.64669404058e-05
53	mouse35	-0.86697203472	36	36	1	-0.02408255652
53	mouse36	-0.0463023938348	22	22	1	-0.00210465426522
53	mouse38	0.0514622950649	32	32	1	0.00160819672078
53	mouse4	0.917166796606	40	40	1	0.0229291699152
53	mouse41	1.01153210147	24	24	1	0.0421471708946
53	mouse44	0.793101506524	20	20	1	0.0396550753262
53	mouse45	0.176179589036	31	31	1	0.00568321254954
53	mouse52	-0.293066534659	37	37	1	-0.00792071715294
53	mouse54	-0.311386463859	38	38	1	-0.00819438062786
53	mouse55	-0.0606258403315	41	41	1	-0.00147867903247
53	mouse6	-0.177071179015	33	33	1	-0.00536579330349
53	mouse60	0.396220335261	44	44	1	0.00900500761956
53	mouse62	0.524180183153	71	71	1	0.00738281948103
53	mouse63	0.165808546645	64	64	1	0.00259075854132
53	mouse67	-0.758978151213	45	45	1	-0.0168661811381
53	mouse68	-0.393461573644	83	83	1	-0.00474050088728
53	mouse69	0.468583980259	32	32	1	0.0146432493831
53	mouse7	-0.532188625469	33	33	1	-0.0161269280445
53	mouse70	-0.474800548691	53	53	1	-0.00895850091871
53	mouse72	-1.0457264293	69	69	1	-0.015155455497
53	mouse73	0.745849659189	59	59	1	0.0126415196473
53	mouse74	-1.18070267874	40	40	1	-0.0295175669685
53	mouse75	0.849085826883	39	39	1	0.0217714314585
53	mouse76	0.833590470712	74	74	1	0.0112647360907
53	mouse8	-0.0995441735078	28	29	0.965517241379	-0.00355514905385
53	mouse9	0.832175018988	41	41	1	0.0202969516826
54	mouse10	-0.283930907709	23	23	1	-0.0123448220743
54	mouse11	-0.364779530044	52	53	0.981132075472	-0.00701499096239
54	mouse12	-0.130690505139	32	32	1	-0.0040840782856
54	mouse13	-0.253139827008	39	39	1	-0.00649076479509
54	mouse14	0.116211498031	25	25	1	0.00464845992124
54	mouse15	-0.0801363606029	34	34	1	-0.00235695178244
54	mouse16	-0.206188077686	25	25	1	-0.00824752310745
54	mouse17	-0.627192941977	21	21	1	-0.0298663305703
54	mouse18	0.738325922461	38	38	1	0.0194296295385
54	mouse19	-0.603584162057	23	23	1	-0.0262427896547
54	mouse20	0.801359602683	42	43	0.976744186047	0.0190799905401
54	mouse21	-0.226592773904	41	41	1	-0.00552665302205
54	mouse22	-0.0210556814198	35	35	1	-0.00060159089771
54	mouse23	0.0269200225914	47	48	0.979166666667	0.000572766438114
54	mouse24	0.364053211635	22	22	1	0.0165478732561
54	mouse25	0.182073753203	28	28	1	0.00650263404295
54	mouse26	0.909075792319	26	26	1	0.0349644535507
54	mouse29	0.243070126171	25	25	1	0.00972280504682
54	mouse31	-0.0853906536012	25	25	1	-0.00341562614405
54	mouse34	-0.54335912383	33	33	1	-0.0164654279948
54	mouse35	-0.680082816762	44	44	1	-0.0154564276537
54	mouse36	-0.00585903067886	30	30	1	-0.000195301022629
54	mouse37	0.225642354554	20	20	1	0.0112821177277
54	mouse38	-0.33105711522	34	34	1	-0.00973697397705
54	mouse4	-0.334059682801	37	38	0.973684210526	-0.00902864007571
54	mouse44	-0.0488196583147	32	32	1	-0.00152561432233
54	mouse45	0.634752991779	40	41	0.975609756098	0.0158688247945
54	mouse52	0.336499106874	51	53	0.962264150943	0.0065980217034
54	mouse54	0.380371692729	48	49	0.979591836735	0.00792441026518
54	mouse55	-0.462027051515	39	39	1	-0.0118468474747
54	mouse56	0.193412501536	21	22	0.954545454545	0.00921011912074
54	mouse57	0.278611998417	26	26	1	0.010715846093
54	mouse6	-0.0418589696783	24	24	1	-0.0017441237366
54	mouse60	0.0357981603811	56	57	0.982456140351	0.000639252863948
54	mouse61	0.408998163219	20	20	1	0.0204499081609
54	mouse62	-0.0894531791127	68	68	1	-0.00131548792813
54	mouse63	-1.7595459921	60	60	1	-0.0293257665349
54	mouse67	-0.318675358817	56	56	1	-0.00569063140745
54	mouse68	0.0503568216238	84	85	0.988235294118	0.000599485971712
54	mouse69	-1.1080420861	39	39	1	-0.028411335541
54	mouse7	-0.577776204153	47	48	0.979166666667	-0.0122931107267
54	mouse70	0.885448196581	44	44	1	0.0201238226496
54	mouse71	-0.13465682177	27	27	1	-0.00498728969519
54	mouse72	-1.62164701648	79	79	1	-0.0205271774238
54	mouse73	1.07669441607	51	51	1	0.0211116552171
54	mouse74	-0.0259688482763	44	44	1	-0.000590201097189
54	mouse75	-0.117581779295	30	30	1	-0.00391939264318
54	mouse76	-0.426553146279	75	75	1	-0.00568737528372
54	mouse8	-0.713370910768	47	47	1	-0.0151781044844
54	mouse9	0.165603423574	42	42	1	0.00394293865652
55	mouse10	-0.909432772304	22	22	1	-0.0413378532866
55	mouse11	1.26852472323	52	52	1	0.024394706216
55	mouse12	0.152903504166	29	29	1	0.00527253462641
55	mouse13	-0.21795474035	31	31	1	-0.00703079807582
55	mouse14	0.00270876273135	20	20	1	0.000135438136568
55	mouse15	0.0605528286779	29	29	1	0.0020880285751
55	mouse17	-0.0363828421657	20	20	1	-0.00181914210828
55	mouse18	-0.0251733228868	36	37	0.972972972973	-0.000699258969078
55	mouse19	0.11272162873	28	28	1	0.00402577245463
55	mouse20	0.268011585548	37	37	1	0.00724355636616
55	mouse21	-0.21995459306	35	35	1	-0.00628441694457
55	mouse22	0.336801871324	30	30	1	0.0112267290441
55	mouse23	0.789153917567	53	53	1	0.0148896965579
55	mouse25	0.151751852298	25	25	1	0.00607007409192
55	mouse26	-0.210541719673	21	22	0.954545454545	-0.0100257961749
55	mouse34	-0.654584060361	42	43	0.976744186047	-0.0155853347705
55	mouse35	0.456414132636	33	33	1	0.013830731292
55	mouse36	-0.130621611995	23	23	1	-0.00567920052152
55	mouse38	1.14340021529	30	30	1	0.0381133405096
55	mouse4	0.0261906787789	37	37	1	0.000707856183214
55	mouse44	-0.0351897755608	37	37	1	-0.000951075015156
55	mouse45	0.827473911884	39	39	1	0.0212172797919
55	mouse52	0.552190928611	35	35	1	0.0157768836746
55	mouse54	0.248670235611	41	41	1	0.00606512769783
55	mouse55	1.04314192835	40	40	1	0.0260785482087
55	mouse56	-0.211525879314	20	20	1	-0.0105762939657
55	mouse6	-0.378033080173	22	22	1	-0.017183321826
55	mouse60	0.547993651652	57	59	0.966101694915	0.00961392371318
55	mouse62	0.460993216089	70	70	1	0.00658561737271
55	mouse63	0.931358930028	78	79	0.987341772152	0.0119404991029
55	mouse67	0.498548888537	54	54	1	0.00923238682476
55	mouse68	-0.72917192122	57	57	1	-0.012792489846
55	mouse69	0.160748477095	47	47	1	0.00342018036372
55	mouse7	0.236716960227	33	34	0.970588235294	0.00717324121901
55	mouse70	-1.18529097681	43	43	1	-0.0275649064374
55	mouse72	0.228589548694	82	82	1	0.00278767742309
55	mouse73	-0.404098319984	46	46	1	-0.00878474608661
55	mouse74	0.155202647044	27	28	0.964285714286	0.00574824618681
55	mouse75	-0.43425981049	36	36	1	-0.0120627725136
55	mouse76	-0.565167831727	57	58	0.98275862069	-0.00991522511802
55	mouse8	-0.953896633629	33	34	0.970588235294	-0.0289059585948
55	mouse9	-0.952500553235	39	39	1	-0.0244230911086
56	mouse10	0.359491304092	29	29	1	0.0123962518652
56	mouse11	-0.511035577189	59	59	1	-0.00866161995235
56	mouse12	0.133567399199	29	29	1	0.00460577238618
56	mouse13	-0.0889513908865	50	51	0.980392156863	-0.00177902781773
56	mouse14	-0.4625827065	24	25	0.96	-0.0192742794375
56	mouse15	-0.233792986056	47	47	1	-0.00497431885226
56	mouse16	0.41075357708	21	21	1	0.0195596941467
56	mouse18	-0.292689303158	60	60	1	-0.00487815505264
56	mouse19	0.347427323978	31	31	1	0.0112073330315
56	mouse20	0.0620099909557	60	60	1	0.00103349984926
56	mouse21	0.391262478099	39	39	1	0.0100323712333
56	mouse22	0.0704887813884	35	35	1	0.00201396518253
56	mouse23	-0.834544007525	61	61	1	-0.0136810493037
56	mouse25	0.0236869447651	27	28	0.964285714286	0.000877294250559
56	mouse26	-0.273613018123	32	32	1	-0.00855040681634
56	mouse29	0.198554319602	25	25	1	0.00794217278409
56	mouse3	-0.604152420483	20	20	1	-0.0302076210242
56	mouse31	0.232586383825	29	29	1	0.0080202201319
56	mouse33	-0.168242181413	28	28	1	-0.00600864933619
56	mouse34	-0.802157042091	41	42	0.97619047619	-0.0195648059047
56	mouse35	0.0225531932676	39	40	0.975	0.000578287006863
56	mouse36	-0.286798917522	33	33	1	-0.00869087628854
56	mouse37	0.0654912649428	21	21	1	0.00311863166394
56	mouse38	-0.322312913291	50	50	1	-0.00644625826583
56	mouse4	0.414333349068	33	33	1	0.0125555560324
56	mouse41	0.334475090084	28	28	1	0.0119455389316
56	mouse44	-0.845385733702	30	30	1	-0.0281795244567
56	mouse45	1.19721107034	30	31	0.967741935484	0.0399070356779
56	mouse52	-0.150255217312	56	56	1	-0.00268312888057
56	mouse53	1.07890466182	22	24	0.916666666667	0.0490411209918
56	mouse54	-0.758632034875	49	49	1	-0.015482286426
56	mouse55	0.8911411219	55	55	1	0.0162025658527
56	mouse57	0.0785627984089	21	21	1	0.00374108563852
56	mouse6	0.278725010735	25	25	1	0.0111490004294
56	mouse60	-0.223353338273	48	50	0.96	-0.00465319454735
56	mouse61	-0.0474320607156	27	27	1	-0.00175674298947
56	mouse62	1.08829017538	83	83	1	0.0131119298239
56	mouse63	0.91420356755	70	70	1	0.013060050965
56	mouse66	0.0911769261227	20	20	1	0.00455884630613
56	mouse67	-0.272622961624	63	63	1	-0.00432734859721
56	mouse68	-0.540244735823	87	88	0.988636363636	-0.00620970960716
56	mouse69	-0.223331067453	54	54	1	-0.00413576050839
56	mouse7	0.229939340442	48	50	0.96	0.00479040292587
56	mouse70	0.338552519114	67	67	1	0.00505302267334
56	mouse71	0.819621426891	24	24	1	0.0341508927871
56	mouse72	-0.174243733441	82	83	0.987951807229	-0.00212492357855
56	mouse73	0.0724045587039	68	68	1	0.00106477292212
56	mouse74	-0.351632959286	48	48	1	-0.00732568665178
56	mouse75	-0.101144930937	24	24	1	-0.00421437212238
56	mouse76	1.16235272268	91	91	1	0.0127731068427
56	mouse8	-0.414295181883	32	32	1	-0.0129467244339
56	mouse9	0.284697276377	49	49	1	0.0058101484975
57	mouse11	0.495436981036	61	61	1	0.00812191772189
57	mouse12	0.713079682057	26	26	1	0.0274261416176
57	mouse13	0.105315776669	42	43	0.976744186047	0.00250751849212
57	mouse14	-0.0412022036427	24	24	1	-0.00171675848511
57	mouse15	0.268266017356	37	37	1	0.00725043290151
57	mouse16	-0.831488261688	30	30	1	-0.0277162753896
57	mouse17	0.0556701689462	20	20	1	0.00278350844731
57	mouse18	0.268050863909	53	53	1	0.00505756346998
57	mouse19	0.0946767925288	35	35	1	0.00270505121511
57	mouse20	0.353082392646	51	51	1	0.00692318416952
57	mouse21	0.798101913479	33	35	0.942857142857	0.0241849064691
57	mouse22	0.262961745681	33	33	1	0.00796853774791
57	mouse23	0.188912084685	50	50	1	0.00377824169369
57	mouse25	0.304741559887	39	39	1	0.00781388615096
57	mouse26	-0.620318188221	37	37	1	-0.0167653564384
57	mouse34	-0.150525641729	42	42	1	-0.00358394385069
57	mouse38	0.318137946973	32	33	0.969696969697	0.0099418108429
57	mouse4	-1.2757866745	26	26	1	-0.04906871825
57	mouse44	-1.14676050712	31	31	1	-0.0369922744233
57	mouse45	0.849698847039	25	25	1	0.0339879538816
57	mouse52	-1.23840780766	38	38	1	-0.0325896791489
57	mouse54	0.813705885261	32	32	1	0.0254283089144
57	mouse55	0.131283138497	50	50	1	0.00262566276994
57	mouse6	-0.402204185692	38	39	0.974358974359	-0.0105843206761
57	mouse60	-0.425368409413	66	66	1	-0.00644497590019
57	mouse62	0.254756791174	69	69	1	0.00369212740832
57	mouse63	0.019153107902	61	61	1	0.000313985375443
57	mouse67	-0.427693620181	57	58	0.98275862069	-0.00750339684528
57	mouse68	-1.84738664291	72	73	0.986301369863	-0.0256581478182
57	mouse69	0.306627095913	42	42	1	0.00730064514079
57	mouse7	-0.200790794002	32	33	0.969696969697	-0.00627471231256
57	mouse70	0.00325429191094	45	45	1	7.2317598021e-05
57	mouse72	-1.30178777215	75	75	1	-0.0173571702954
57	mouse73	-0.0128265289157	55	55	1	-0.000233209616649
57	mouse74	0.521762489721	51	51	1	0.0102306370534
57	mouse75	0.263566730238	26	26	1	0.0101371819322
57	mouse76	0.30546198439	68	68	1	0.00449208800574
57	mouse8	-0.180996591183	37	37	1	-0.00489179976172
57	mouse9	1.08492002745	55	55	1	0.0197258186809
58	mouse11	1.14057149595	74	75	0.986666666667	0.0154131283236
58	mouse12	0.00892783717889	41	41	1	0.000217752126314
58	mouse13	0.513261781962	28	28	1	0.0183307779272
58	mouse14	0.00499914033157	29	29	1	0.000172384149365
58	mouse15	-0.165650498629	41	41	1	-0.00404025606413
58	mouse16	0.151810227962	29	29	1	0.00523483544695
58	mouse17	-0.384715741924	27	28	0.964285714286	-0.0142487311824
58	mouse18	-0.997130478899	35	35	1	-0.0284894422543
58	mouse19	0.345850124373	32	32	1	0.0108078163867
58	mouse20	1.20495452401	49	49	1	0.0245909086532
58	mouse21	-0.220775687757	46	47	0.978723404255	-0.00479947147298
58	mouse22	0.055183311944	29	29	1	0.00190287282565
58	mouse23	0.00772973005827	70	70	1	0.000110424715118
58	mouse25	0.451132549007	24	24	1	0.018797189542
58	mouse26	-0.288129043955	26	26	1	-0.011081886306
58	mouse3	0.209883067098	21	21	1	0.00999443176657
58	mouse31	0.599321978488	23	23	1	0.0260574773256
58	mouse33	-0.741091195185	29	30	0.966666666667	-0.0255548687995
58	mouse34	0.24427195353	47	47	1	0.00519727560703
58	mouse35	-0.459408589829	32	34	0.941176470588	-0.0143565184322
58	mouse38	0.63180062887	46	46	1	0.0137347962798
58	mouse4	0.424061892266	40	40	1	0.0106015473066
58	mouse41	-0.135350954962	20	20	1	-0.00676754774809
58	mouse44	-0.488230127925	34	34	1	-0.0143597096448
58	mouse45	0.402894279916	37	37	1	0.0108890345923
58	mouse52	-1.4555694218	64	64	1	-0.0227432722156
58	mouse54	0.274037214524	41	41	1	0.0066838345006
58	mouse55	0.14644263632	36	36	1	0.00406785100888
58	mouse6	-0.453063299707	34	34	1	-0.0133253911679
58	mouse60	-1.13756037319	66	66	1	-0.0172357632301
58	mouse62	0.233531513284	82	82	1	0.00284794528395
58	mouse63	-0.580024861503	75	75	1	-0.00773366482004
58	mouse67	-0.599642636748	52	52	1	-0.0115315891682
58	mouse68	-0.0506386660435	85	85	1	-0.000595749012276
58	mouse69	-0.295287604652	32	32	1	-0.00922773764537
58	mouse7	-0.526876905062	44	44	1	-0.011974475115
58	mouse70	-0.837623472334	47	47	1	-0.0178217760071
58	mouse71	-0.00699362707279	23	23	1	-0.000304070742295
58	mouse72	-0.110943057368	76	76	1	-0.00145977707064
58	mouse73	0.209186073742	54	54	1	0.00387381618041
58	mouse74	-0.248102176533	47	47	1	-0.00527876971347
58	mouse75	-0.807106893478	32	32	1	-0.0252220904212
58	mouse76	-0.190048944938	61	62	0.983870967742	-0.0031155564744
58	mouse8	0.874649372197	33	33	1	0.0265045264302
58	mouse9	-0.277969369526	52	52	1	-0.00534556479857
59	mouse10	0.5751261079	34	34	1	0.0169154737618
59	mouse11	-0.16802513538	54	54	1	-0.00311157658111
59	mouse12	0.286071690842	27	27	1	0.010595247809
59	mouse13	-0.627774831923	41	43	0.953488372093	-0.0153115812664
59	mouse15	0.303076142961	35	35	1	0.0086593183703
59	mouse16	0.189125912809	28	29	0.965517241379	0.00675449688603
59	mouse18	0.682254288942	49	49	1	0.0139235569172
59	mouse19	0.465567250557	34	34	1	0.0136931544281
59	mouse20	-0.149117075434	38	38	1	-0.00392413356406
59	mouse21	0.510373029871	34	34	1	0.0150109714668
59	mouse22	0.357166415673	34	34	1	0.0105048945786
59	mouse23	-0.592524459083	51	51	1	-0.0116181266487
59	mouse25	-0.545631155833	22	23	0.95652173913	-0.0248014161742
59	mouse26	0.382352224846	30	30	1	0.0127450741615
59	mouse33	-0.479761095773	27	27	1	-0.0177689294731
59	mouse34	0.447842351696	29	29	1	0.0154428397136
59	mouse35	-0.107625542781	26	27	0.962962962963	-0.00413944395313
59	mouse36	0.503665551857	24	24	1	0.0209860646607
59	mouse37	0.155774221383	20	20	1	0.00778871106915
59	mouse38	-0.0654572354906	37	37	1	-0.00176911447272
59	mouse4	0.155621564224	29	30	0.966666666667	0.0053662608353
59	mouse44	0.60227019957	23	23	1	0.0261856608509
59	mouse45	-0.672625691978	40	40	1	-0.0168156422994
59	mouse52	-0.314959308674	37	38	0.973684210526	-0.00851241374794
59	mouse54	-0.673009114542	32	33	0.969696969697	-0.0210315348294
59	mouse55	0.236116329191	42	42	1	0.00562181736168
59	mouse6	-0.159517724901	29	29	1	-0.00550061120348
59	mouse60	-0.247201493241	67	67	1	-0.00368957452599
59	mouse62	-0.273975538284	66	66	1	-0.00415114451945
59	mouse63	-0.262208944212	67	68	0.985294117647	-0.00391356633152
59	mouse67	0.642414648263	44	44	1	0.0146003329151
59	mouse68	-0.25747727329	66	66	1	-0.00390117080743
59	mouse69	0.296040073094	34	35	0.971428571429	0.00870706097336
59	mouse7	0.491848475339	43	43	1	0.0114383366358
59	mouse70	-1.12947160472	58	58	1	-0.0194736483572
59	mouse72	-0.292823258143	68	68	1	-0.00430622438445
59	mouse73	-0.938599753987	52	52	1	-0.018049995269
59	mouse74	-0.0536831421383	42	43	0.976744186047	-0.00127817005091
59	mouse75	0.174266178932	26	26	1	0.00670254534354
59	mouse76	0.720840594532	67	67	1	0.0107588148438
59	mouse8	-0.634993949145	26	26	1	-0.0244228441979
59	mouse9	-0.201589797505	44	44	1	-0.00458158630693
60	mouse11	0.0968251759854	47	47	1	0.00206011012735
60	mouse13	-0.486203046089	46	46	1	-0.0105696314367
60	mouse15	-0.509845107614	27	27	1	-0.0188831521338
60	mouse16	0.437469562528	23	23	1	0.0190204157621
60	mouse17	0.0939760488289	25	25	1	0.00375904195316
60	mouse18	0.688438500943	42	42	1	0.0163913928796
60	mouse19	0.285947327002	30	30	1	0.00953157756674
