target	mouse	readout	difference	primary	min10	target_cells
Adamts17	mouse42	gene_Naa25	0.0461956084203	False	True	13
Adamts17	mouse42	gene_Pomp	0.0185428588268	False	True	13
Adamts17	mouse42	gene_Psmb4	-0.102290082012	False	True	13
Adamts17	mouse42	gene_Psmc5	0.263025947634	False	True	13
Adamts17	mouse44	synapse	0.00130873882833	True	True	27
Adamts17	mouse44	proteasome	0.025575169444	True	True	27
Adamts17	mouse44	synapse_without_Syt1	0.00413817927493	True	True	27
Adamts17	mouse44	gene_Syp	0.00332622790495	True	True	27
Adamts17	mouse44	gene_Syt1	-0.236364258686	True	True	27
Adamts17	mouse44	gene_Snca	-0.100548992747	True	True	27
Adamts17	mouse44	gene_Naa20	-0.157239285333	True	True	27
Adamts17	mouse44	gene_Naa25	0.0950064006539	True	True	27
Adamts17	mouse44	gene_Pomp	0.0980683329266	True	True	27
Adamts17	mouse44	gene_Psmb4	0.0419344408809	True	True	27
Adamts17	mouse44	gene_Psmc5	-0.00525994770591	True	True	27
Adamts17	mouse45	synapse	-0.00876564330928	True	True	23
Adamts17	mouse45	proteasome	-0.016993385906	True	True	23
Adamts17	mouse45	synapse_without_Syt1	-0.00885064272654	True	True	23
Adamts17	mouse45	gene_Syp	-0.11781207708	True	True	23
Adamts17	mouse45	gene_Syt1	-0.00162569225917	True	True	23
Adamts17	mouse45	gene_Snca	0.0329993628875	True	True	23
Adamts17	mouse45	gene_Naa20	-0.116448137376	True	True	23
Adamts17	mouse45	gene_Naa25	0.124855574266	True	True	23
Adamts17	mouse45	gene_Pomp	-0.0767542982101	True	True	23
Adamts17	mouse45	gene_Psmb4	0.0254240270526	True	True	23
Adamts17	mouse45	gene_Psmc5	-0.051010721882	True	True	23
Adamts17	mouse46	synapse	-0.041993680033	False	True	12
Adamts17	mouse46	proteasome	-0.0209522087732	False	True	12
Adamts17	mouse46	synapse_without_Syt1	-0.0399501712048	False	True	12
Adamts17	mouse46	gene_Syp	-0.0292052616428	False	True	12
